,0
0,3
1,3
2,2
3,3
4,0
5,0
6,0
7,3
8,3
9,2
10,3
11,2
12,0
13,3
14,0
15,1
16,3
17,0
18,2
19,1
20,0
21,3
22,0
23,0
24,2
25,3
26,2
27,2
28,0
29,2
30,3
31,2
32,1
33,1
34,1
35,3
36,0
37,3
38,2
39,0
40,1
41,3
42,3
43,2
44,2
45,3
46,3
47,0
48,3
49,2
50,2
51,2
52,1
53,0
54,0
55,3
56,2
57,3
58,1
59,3
60,1
61,1
62,3
63,0
64,0
65,1
66,0
67,1
68,3
69,0
70,1
71,1
72,1
73,1
74,3
75,1
76,2
77,2
78,0
79,0
80,0
81,0
82,3
83,1
84,0
85,0
86,3
87,3
88,0
89,1
90,2
91,1
92,2
93,3
94,0
95,1
96,2
97,0
98,1
99,0
100,0
101,3
102,3
103,3
104,0
105,2
106,1
107,1
108,0
109,0
110,3
111,3
112,1
113,1
114,3
115,3
116,1
117,2
118,0
119,0
120,2
121,3
122,3
123,2
124,3
125,3
126,0
127,0
128,3
129,0
130,2
131,2
132,2
133,3
134,1
135,3
136,3
137,3
138,2
139,3
140,2
141,0
142,1
143,0
144,1
145,1
146,3
147,0
148,2
149,3
150,2
151,0
152,1
153,2
154,3
155,0
156,1
157,3
158,2
159,1
160,1
161,1
162,2
163,2
164,1
165,1
166,2
167,2
168,0
169,3
170,1
171,0
172,3
173,0
174,3
175,0
176,1
177,0
178,0
179,3
180,2
181,1
182,0
183,2
184,2
185,0
186,0
187,1
188,1
189,1
190,1
191,3
192,2
193,0
194,2
195,0
196,2
197,0
198,0
199,0
200,3
201,2
202,1
203,1
204,3
205,3
206,1
207,0
208,0
209,1
210,1
211,3
212,0
213,0
214,1
215,1
216,2
217,1
218,0
219,3
220,1
221,3
222,0
223,0
224,2
225,3
226,2
227,3
228,2
229,2
230,3
231,2
232,0
233,2
234,3
235,3
236,0
237,0
238,1
239,0
240,1
241,1
242,0
243,2
244,3
245,3
246,0
247,2
248,1
249,2
250,3
251,1
252,3
253,0
254,3
255,2
256,2
257,1
258,2
259,1
260,2
261,2
262,3
263,3
264,2
265,0
266,0
267,2
268,3
269,3
270,0
271,2
272,3
273,3
274,0
275,0
276,0
277,1
278,2
279,0
280,1
281,0
282,0
283,2
284,3
285,2
286,0
287,3
288,1
289,2
290,3
291,3
292,0
293,3
294,0
295,0
296,0
297,2
298,2
299,0
300,2
301,1
302,0
303,3
304,0
305,0
306,2
307,1
308,1
309,1
310,2
311,3
312,0
313,1
314,0
315,3
316,3
317,2
318,3
319,0
320,2
321,0
322,0
323,2
324,2
325,0
326,1
327,1
328,3
329,2
330,3
331,1
332,1
333,0
334,0
335,2
336,3
337,0
338,3
339,0
340,0
341,1
342,2
343,1
344,1
345,0
346,2
347,1
348,3
349,1
350,1
351,2
352,3
353,0
354,2
355,1
356,0
357,2
358,1
359,1
360,2
361,2
362,2
363,3
364,1
365,2
366,3
367,2
368,0
369,1
370,0
371,0
372,3
373,0
374,3
375,0
376,2
377,2
378,2
379,1
380,1
381,0
382,0
383,1
384,1
385,3
386,2
387,3
388,3
389,1
390,0
391,3
392,3
393,0
394,2
395,1
396,0
397,0
398,0
399,3
400,2
401,1
402,1
403,3
404,1
405,0
406,1
407,2
408,0
409,2
410,2
411,1
412,0
413,1
414,3
415,1
416,0
417,0
418,0
419,2
420,3
421,1
422,2
423,0
424,1
425,1
426,1
427,1
428,2
429,3
430,2
431,0
432,2
433,0
434,2
435,3
436,3
437,1
438,1
439,2
440,2
441,3
442,3
443,1
444,0
445,3
446,2
447,1
448,0
449,3
450,0
451,1
452,1
453,0
454,2
455,0
456,3
457,3
458,1
459,2
460,3
461,1
462,1
463,1
464,0
465,0
466,0
467,1
468,2
469,3
470,3
471,1
472,0
473,1
474,1
475,2
476,1
477,3
478,0
479,0
480,2
481,1
482,1
483,3
484,3
485,0
486,1
487,2
488,1
489,1
490,2
491,2
492,0
493,1
494,0
495,0
496,1
497,3
498,3
499,1
500,1
501,1
502,1
503,2
504,1
505,2
506,2
507,1
508,3
509,1
510,0
511,1
512,1
513,2
514,3
515,1
516,1
517,2
518,2
519,3
520,2
521,3
522,2
523,3
524,1
525,2
526,2
527,1
528,0
529,0
530,2
531,0
532,2
533,3
534,3
535,3
536,2
537,3
538,1
539,0
540,0
541,3
542,2
543,2
544,0
545,3
546,3
547,0
548,0
549,2
550,3
551,1
552,2
553,0
554,2
555,1
556,0
557,2
558,0
559,2
560,1
561,1
562,2
563,1
564,0
565,2
566,2
567,2
568,0
569,3
570,2
571,2
572,3
573,3
574,1
575,2
576,2
577,1
578,1
579,1
580,0
581,3
582,2
583,2
584,0
585,3
586,1
587,1
588,1
589,1
590,0
591,1
592,0
593,2
594,3
595,1
596,1
597,3
598,0
599,2
600,0
601,3
602,1
603,2
604,1
605,2
606,3
607,3
608,1
609,0
610,1
611,3
612,1
613,0
614,2
615,1
616,1
617,3
618,3
619,1
620,2
621,3
622,2
623,2
624,2
625,2
626,0
627,0
628,0
629,3
630,2
631,1
632,0
633,1
634,1
635,3
636,2
637,0
638,0
639,1
640,1
641,0
642,2
643,0
644,3
645,1
646,0
647,2
648,2
649,2
650,2
651,2
652,1
653,1
654,2
655,3
656,0
657,3
658,3
659,2
660,3
661,2
662,2
663,2
664,3
665,3
666,1
667,2
668,3
669,0
670,1
671,1
672,0
673,1
674,2
675,1
676,0
677,0
678,0
679,0
680,3
681,0
682,3
683,0
684,0
685,0
686,1
687,0
688,2
689,2
690,2
691,0
692,2
693,3
694,2
695,3
696,2
697,0
698,0
699,1
700,1
701,2
702,1
703,3
704,1
705,2
706,3
707,3
708,3
709,1
710,0
711,2
712,2
713,2
714,0
715,1
716,2
717,0
718,1
719,2
720,1
721,2
722,3
723,1
724,3
725,3
726,2
727,0
728,1
729,1
730,1
731,0
732,3
733,0
734,3
735,1
736,2
737,0
738,0
739,3
740,2
741,0
742,1
743,2
744,3
745,0
746,3
747,0
748,3
749,2
750,2
751,3
752,0
753,2
754,3
755,3
756,2
757,2
758,0
759,3
760,1
761,2
762,3
763,1
764,2
765,0
766,2
767,0
768,1
769,2
770,0
771,1
772,1
773,0
774,3
775,0
776,2
777,0
778,2
779,3
780,2
781,3
782,1
783,2
784,3
785,0
786,2
787,3
788,2
789,2
790,0
791,3
792,1
793,0
794,0
795,3
796,1
797,2
798,1
799,0
800,3
801,1
802,1
803,0
804,1
805,0
806,2
807,2
808,0
809,2
810,1
811,1
812,0
813,3
814,0
815,0
816,3
817,2
818,1
819,2
820,2
821,1
822,3
823,1
824,1
825,1
826,1
827,1
828,3
829,3
830,0
831,0
832,2
833,2
834,2
835,0
836,3
837,2
838,3
839,3
840,1
841,2
842,3
843,2
844,2
845,3
