@relation none
@attribute 0 real
@attribute 1 real
@attribute 2 real
@attribute 3 real
@attribute 4 real
@attribute 5 real
@attribute 6 real
@attribute 7 real
@attribute class {'0','1'}
@data
-0.11925689766613391,-0.8487689874895832,-0.362151617790779,0.022110955398102525,-0.5161076105204138,-0.2682494823011068,-0.6687650170773434,-1.093813773650968,'0'
-0.11925689766613391,0.08838168990017198,0.25850996724333647,1.1568391698421019,-0.10360823525396105,1.0141174132325836,-0.8928404654579297,-1.093813773650968,'0'
-0.11925689766613391,0.08838168990017198,-0.23773573181306654,-1.4579693243114618,0.6187590917676737,-0.774375140006425,-0.691172561915402,-1.093813773650968,'0'
-0.886242435597349,-0.8487689874895832,-0.4933022668271141,-1.3839653103259837,-1.0095279158630606,0.08508352402147384,-0.691172561915402,-1.093813773650968,'0'
-1.6532279735285642,-0.8487689874895832,-0.5606498974133401,-0.7179291844566796,-1.0095279158630606,-0.43332011459852865,-0.6687650170773434,-1.093813773650968,'0'
-1.6532279735285642,-0.8487689874895832,-0.5606498974133401,-0.7179291844566796,-1.0095279158630606,-0.43332011459852865,-0.6687650170773434,-1.093813773650968,'0'
-0.886242435597349,-0.8487689874895832,-0.5478892937233184,-0.9646092310749403,-1.0095279158630606,-0.3350962672810545,-0.6687650170773434,-1.093813773650968,'0'
-0.886242435597349,-0.8487689874895832,-0.3706586869174602,-0.7179291844566796,-0.6147916715889431,-0.15365499376405362,-0.6687650170773434,-1.093813773650968,'0'
-0.886242435597349,-0.8487689874895832,-0.3706586869174602,-0.7179291844566796,-0.6147916715889431,-0.15365499376405362,-0.6239499274012261,-1.093813773650968,'0'
-0.11925689766613391,-0.8487689874895832,-0.044554370394681096,-0.9399412264131143,-0.5161076105204138,0.9540917287607938,-0.6239499274012261,-1.093813773650968,'0'
0.6477286402650813,1.0255323672899272,0.02633787232766219,-0.816601203103984,0.6681011223019384,-0.33236782707779133,-0.8032102861056952,-1.093813773650968,'0'
-0.886242435597349,-0.8487689874895832,-0.362151617790779,0.5648070579582761,-0.7292651824284372,0.10691104564757921,-0.7808027412676366,-1.093813773650968,'0'
-0.886242435597349,-0.8487689874895832,-0.362151617790779,0.5648070579582761,-0.7292651824284372,0.10691104564757921,-0.7808027412676366,-1.093813773650968,'0'
-0.886242435597349,-0.8487689874895832,-0.2735363143878499,0.6881470812674064,-0.6878178767796548,0.43159542983589655,-0.8256178309437538,-1.093813773650968,'0'
-1.6532279735285642,-0.8487689874895832,-0.3228064230798785,1.206175179165754,-0.8141334749473724,0.5380045977631602,-0.7808027412676366,-1.093813773650968,'0'
-0.11925689766613391,0.08838168990017198,0.013754499244446257,1.206175179165754,-0.14801606273479925,0.41522478861631756,-0.7808027412676366,-1.093813773650968,'0'
-0.11925689766613391,0.08838168990017198,-0.00733594296545087,-0.7672651937803318,-0.31873948838335503,0.6430495455887923,-0.6687650170773434,-1.093813773650968,'0'
-0.886242435597349,-0.8487689874895832,-0.46281860245650647,-1.3839653103259837,-0.9532780010539987,0.12055324666389507,-0.8256178309437538,-1.093813773650968,'0'
-0.11925689766613391,0.08838168990017198,0.1691857414131839,1.1321711651802757,-0.25952905174223745,1.0741430977043733,-0.8480253757818125,-1.093813773650968,'0'
-0.11925689766613391,-0.38019364879470563,0.2230638458821648,-1.0879492543840708,0.9641533055075265,-0.1850320561015801,-0.7808027412676366,-1.093813773650968,'0'
-0.11925689766613391,0.08838168990017198,0.5066328167715379,-1.4579693243114618,0.3227069085620857,0.9131651257118463,-0.691172561915402,-1.093813773650968,'0'
-0.886242435597349,-0.8487689874895832,0.3843436980754958,1.4035192164603625,-0.40952882456640205,2.1914393609406417,-0.6687650170773434,-1.093813773650968,'0'
1.4147141781962964,2.8998337220694377,4.157583316972217,1.4035192164603625,2.1473751977191933,3.4397007539335425,-0.6687650170773434,-1.093813773650968,'0'
-0.11925689766613391,0.08838168990017198,-0.29622183205899977,-1.4579693243114618,-0.5161076105204138,-0.014504543397631903,-0.8032102861056952,-1.093813773650968,'0'
-0.886242435597349,0.08838168990017198,-0.11402876826257752,-1.4579693243114618,-0.02268730517776699,-0.08544398868247435,-0.7808027412676366,-1.093813773650968,'0'
-0.886242435597349,-0.8487689874895832,-0.2926772199228826,-1.4579693243114618,-0.4243314337266814,-0.14001279274773776,-0.758395196429578,-1.093813773650968,'0'
-0.886242435597349,-0.8487689874895832,-0.5567508240636113,-0.9646092310749403,-1.0095279158630606,-0.4033072723626338,-0.6687650170773434,-1.093813773650968,'0'
-0.886242435597349,-0.8487689874895832,-0.2926772199228826,-1.4579693243114618,-0.4243314337266814,-0.14001279274773776,-0.6687650170773434,-1.093813773650968,'0'
-0.11925689766613391,0.08838168990017198,-0.29622183205899977,-1.4579693243114618,-0.5161076105204138,-0.014504543397631903,-0.6687650170773434,-1.093813773650968,'0'
-1.6532279735285642,-0.8487689874895832,-0.49472011168156094,0.12078297404540682,-0.7134757326574724,-0.5656494644567924,-0.7135801067534607,-1.093813773650968,'0'
-0.11925689766613391,0.08838168990017198,0.4038355202120041,1.3048471978130582,-0.10163455403259047,1.4042843622992172,-0.7135801067534607,-1.093813773650968,'0'
-0.11925689766613391,0.08838168990017198,0.0635562997568924,-0.9646092310749403,0.5200750306991444,-0.16729719478036947,-0.6687650170773434,-1.093813773650968,'0'
-0.11925689766613391,0.08838168990017198,1.0188292704404682,1.4035192164603625,-0.0029504929640611203,2.7616833634226445,-0.6687650170773434,-1.093813773650968,'0'
-0.11925689766613391,0.08838168990017198,1.5966010486275657,1.4035192164603625,0.488496131157215,2.7794182247438552,-0.6687650170773434,-1.093813773650968,'0'
-0.11925689766613391,0.08838168990017198,1.0188292704404682,1.4035192164603625,-0.0029504929640611203,2.7616833634226445,-0.6463574722392847,-1.093813773650968,'0'
-0.11925689766613391,0.08838168990017198,1.5966010486275657,1.4035192164603625,0.488496131157215,2.7794182247438552,-0.6463574722392847,-1.093813773650968,'0'
-0.11925689766613391,0.08838168990017198,-0.1225358373892587,1.1568391698421019,-0.2940684731162227,0.23378351509931666,-0.6239499274012261,-1.093813773650968,'0'
-0.11925689766613391,0.08838168990017198,-0.1225358373892587,1.1568391698421019,-0.2940684731162227,0.23378351509931666,-0.6239499274012261,-1.093813773650968,'0'
