amount_initial_centers,kmax,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_nbr_values,max_nbr_values_cat,alg,dataset
10,10,0.0131125450134277,0.4299,2152.6273,0.9003,0.9281,0.6996,1.6455,0.8112,0.8136,0.9184,0.7302,0.8136,0.755,,,pyc_xmeans,longsquare_y.zip
10,10,0.0096349716186523,0.4837,2257.4094,0.792,0.9449,0.7757,1.6926,0.8449,0.8469,0.9448,0.7674,0.8469,0.8178,1000.0,20.0,pyc_xmeans,longsquare_y.zip
10,10,0.0089743137359619,0.3989,1804.0042,0.9289,0.9202,0.6708,1.5892,0.7884,0.7911,0.887,0.7139,0.7911,0.7276,100.0,20.0,pyc_xmeans,longsquare_y.zip
10,10,0.0090577602386474,0.4627,2077.5154,0.7945,0.9361,0.7389,1.6411,0.8175,0.8198,0.916,0.7419,0.8198,0.7862,inf,20.0,pyc_xmeans,longsquare_y.zip
10,14,0.0104167461395263,0.5511,1945.6336,0.5997,0.9544,0.8158,1.7585,0.856,0.8587,0.9815,0.7632,0.8587,0.8515,,,pyc_xmeans,longsquare_y.zip
10,14,0.0137569904327392,0.5093,2029.6195,0.7135,0.9429,0.7624,1.7505,0.8366,0.8396,0.9771,0.7361,0.8396,0.8099,1000.0,20.0,pyc_xmeans,longsquare_y.zip
10,14,0.01332688331604,0.4711,2162.7468,0.7358,0.9323,0.7085,1.7565,0.8264,0.8295,0.9804,0.7188,0.8295,0.7691,100.0,20.0,pyc_xmeans,longsquare_y.zip
10,14,0.0129804611206054,0.5561,1937.9711,0.5943,0.9548,0.8175,1.7601,0.8573,0.86,0.9824,0.7647,0.86,0.8529,inf,20.0,pyc_xmeans,longsquare_y.zip
10,18,0.0174295902252197,0.4911,1716.1951,0.6823,0.9375,0.7355,1.7626,0.8167,0.8211,0.9838,0.7045,0.8211,0.7894,,,pyc_xmeans,longsquare_y.zip
10,18,0.0125532150268554,0.4873,1832.6797,0.6933,0.9365,0.7323,1.7279,0.8104,0.8144,0.9644,0.7047,0.8144,0.7857,1000.0,20.0,pyc_xmeans,longsquare_y.zip
10,18,0.0160529613494873,0.4951,1859.454,0.6808,0.9408,0.7514,1.7621,0.8289,0.8324,0.9835,0.7216,0.8324,0.8019,100.0,20.0,pyc_xmeans,longsquare_y.zip
10,18,0.0225217342376709,0.502,1789.7006,0.6702,0.9377,0.7367,1.7499,0.8151,0.8192,0.9767,0.7054,0.8192,0.7901,inf,20.0,pyc_xmeans,longsquare_y.zip
10,2,0.0072472095489501,0.4808,2189.3047,0.7894,0.9407,0.7584,1.6805,0.839,0.8411,0.938,0.7623,0.8411,0.8027,,,pyc_xmeans,longsquare_y.zip
10,22,0.0157248973846435,0.4485,1640.4703,0.7121,0.9228,0.6588,1.7628,0.7852,0.791,0.9839,0.6614,0.791,0.7311,,,pyc_xmeans,longsquare_y.zip
10,22,0.0085217952728271,0.3647,1858.7396,1.0747,0.9097,0.6183,1.5825,0.7765,0.7793,0.8833,0.6972,0.7793,0.6844,1000.0,20.0,pyc_xmeans,longsquare_y.zip
10,22,0.0194568634033203,0.4472,1744.1629,0.7069,0.9155,0.6216,1.7192,0.7623,0.7683,0.9596,0.6406,0.7683,0.7007,100.0,20.0,pyc_xmeans,longsquare_y.zip
10,22,0.014510154724121,0.4339,1875.7476,0.7667,0.9231,0.6628,1.7322,0.7904,0.795,0.9668,0.675,0.795,0.7323,inf,20.0,pyc_xmeans,longsquare_y.zip
10,2,0.0071349143981933,0.4949,2274.991,0.7833,0.9496,0.7941,1.745,0.8709,0.8726,0.974,0.7903,0.8726,0.8342,1000.0,20.0,pyc_xmeans,longsquare_y.zip
10,2,0.0060274600982666,0.4807,2204.0364,0.792,0.941,0.7596,1.6885,0.8427,0.8447,0.9424,0.7654,0.8447,0.8038,100.0,20.0,pyc_xmeans,longsquare_y.zip
