n_clusters,metric,linkage,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,correlation,average,1000.0,100,0.0029284954071044,0.1705,21.788,2.1182,0.5691,0.1647,0.2139,0.1847,0.1955,0.3276,0.1394,0.1955,0.5045,skl_agglomerativeClust,ionosphere_y.zip
10,correlation,average,1000.0,20,0.0029444694519042,0.1705,21.788,2.1182,0.5691,0.1647,0.2139,0.1847,0.1955,0.3276,0.1394,0.1955,0.5045,skl_agglomerativeClust,ionosphere_y.zip
10,correlation,average,100.0,100,0.0028717517852783,0.2055,22.9768,2.0637,0.5737,0.1741,0.2399,0.2066,0.2169,0.3675,0.1539,0.2169,0.5089,skl_agglomerativeClust,ionosphere_y.zip
10,correlation,average,100.0,20,0.0029153823852539,0.1705,21.788,2.1182,0.5691,0.1647,0.2139,0.1847,0.1955,0.3276,0.1394,0.1955,0.5045,skl_agglomerativeClust,ionosphere_y.zip
10,correlation,average,20.0,20,0.0030872821807861,0.177,22.7745,1.9889,0.5716,0.1672,0.2192,0.1927,0.2036,0.3357,0.1461,0.2036,0.5151,skl_agglomerativeClust,ionosphere_y.zip
10,correlation,average,inf,100,0.0029382705688476,0.1705,21.788,2.1182,0.5691,0.1647,0.2139,0.1847,0.1955,0.3276,0.1394,0.1955,0.5045,skl_agglomerativeClust,ionosphere_y.zip
10,correlation,average,inf,20,0.0029342174530029,0.1705,21.788,2.1182,0.5691,0.1647,0.2139,0.1847,0.1955,0.3276,0.1394,0.1955,0.5045,skl_agglomerativeClust,ionosphere_y.zip
10,correlation,complete,1000.0,100,0.0028853416442871,0.1696,22.0186,2.8445,0.5638,0.1677,0.2374,0.1735,0.1819,0.3637,0.1213,0.1819,0.4558,skl_agglomerativeClust,ionosphere_y.zip
10,correlation,complete,1000.0,20,0.002887487411499,0.1696,22.0186,2.8445,0.5638,0.1677,0.2374,0.1735,0.1819,0.3637,0.1213,0.1819,0.4558,skl_agglomerativeClust,ionosphere_y.zip
10,correlation,complete,100.0,100,0.002856969833374,0.1035,21.8376,2.4799,0.557,0.1512,0.1851,0.1392,0.1484,0.2835,0.1005,0.1484,0.4563,skl_agglomerativeClust,ionosphere_y.zip
10,correlation,complete,100.0,20,0.0029289722442626,0.1696,22.0186,2.8445,0.5638,0.1677,0.2374,0.1735,0.1819,0.3637,0.1213,0.1819,0.4558,skl_agglomerativeClust,ionosphere_y.zip
10,correlation,complete,20.0,20,0.0028502941131591,0.0355,22.3377,2.6627,0.5476,0.1402,0.2379,0.1679,0.176,0.3644,0.116,0.176,0.419,skl_agglomerativeClust,ionosphere_y.zip
10,correlation,complete,inf,100,0.0028924942016601,0.1696,22.0186,2.8445,0.5638,0.1677,0.2374,0.1735,0.1819,0.3637,0.1213,0.1819,0.4558,skl_agglomerativeClust,ionosphere_y.zip
10,correlation,complete,inf,20,0.0027956962585449,0.1696,22.0186,2.8445,0.5638,0.1677,0.2374,0.1735,0.1819,0.3637,0.1213,0.1819,0.4558,skl_agglomerativeClust,ionosphere_y.zip
10,correlation,single,1000.0,100,0.0020081996917724,-0.0773,2.5906,0.6869,0.5537,0.0411,0.0269,0.0254,0.0649,0.0412,0.1531,0.0649,0.7283,skl_agglomerativeClust,ionosphere_y.zip
10,correlation,single,1000.0,20,0.0020117759704589,-0.0773,2.5906,0.6869,0.5537,0.0411,0.0269,0.0254,0.0649,0.0412,0.1531,0.0649,0.7283,skl_agglomerativeClust,ionosphere_y.zip
10,correlation,single,100.0,100,0.0018939971923828,-0.0823,2.4692,0.7005,0.5537,0.0411,0.0269,0.0254,0.0649,0.0412,0.1531,0.0649,0.7283,skl_agglomerativeClust,ionosphere_y.zip
10,correlation,single,100.0,20,0.0019946098327636,-0.0773,2.5906,0.6869,0.5537,0.0411,0.0269,0.0254,0.0649,0.0412,0.1531,0.0649,0.7283,skl_agglomerativeClust,ionosphere_y.zip
10,correlation,single,20.0,20,0.0021007061004638,-0.0799,2.6357,0.6813,0.5537,0.0411,0.0269,0.0254,0.0649,0.0412,0.1531,0.0649,0.7283,skl_agglomerativeClust,ionosphere_y.zip
10,correlation,single,inf,100,0.0020136833190917,-0.0773,2.5906,0.6869,0.5537,0.0411,0.0269,0.0254,0.0649,0.0412,0.1531,0.0649,0.7283,skl_agglomerativeClust,ionosphere_y.zip
10,correlation,single,inf,20,0.0020310878753662,-0.0773,2.5906,0.6869,0.5537,0.0411,0.0269,0.0254,0.0649,0.0412,0.1531,0.0649,0.7283,skl_agglomerativeClust,ionosphere_y.zip
10,cosine,average,1000.0,100,0.002908706665039,-0.0702,20.3394,1.8081,0.6452,0.308,0.3178,0.3063,0.3168,0.4869,0.2348,0.3168,0.6104,skl_agglomerativeClust,ionosphere_y.zip
10,cosine,average,1000.0,20,0.0029010772705078,-0.0702,20.3394,1.8081,0.6452,0.308,0.3178,0.3063,0.3168,0.4869,0.2348,0.3168,0.6104,skl_agglomerativeClust,ionosphere_y.zip
10,cosine,average,100.0,100,0.002744436264038,-0.0705,20.2729,1.8121,0.6442,0.3062,0.3181,0.3061,0.3166,0.4873,0.2345,0.3166,0.6087,skl_agglomerativeClust,ionosphere_y.zip
10,cosine,average,100.0,20,0.0028707981109619,-0.0702,20.3394,1.8081,0.6452,0.308,0.3178,0.3063,0.3168,0.4869,0.2348,0.3168,0.6104,skl_agglomerativeClust,ionosphere_y.zip
10,cosine,average,20.0,20,0.0030508041381835,0.1809,23.5636,1.8134,0.617,0.2582,0.3,0.2693,0.2795,0.4595,0.2008,0.2795,0.5629,skl_agglomerativeClust,ionosphere_y.zip
10,cosine,average,inf,100,0.0028929710388183,-0.0702,20.3394,1.8081,0.6452,0.308,0.3178,0.3063,0.3168,0.4869,0.2348,0.3168,0.6104,skl_agglomerativeClust,ionosphere_y.zip
10,cosine,average,inf,20,0.0028877258300781,-0.0702,20.3394,1.8081,0.6452,0.308,0.3178,0.3063,0.3168,0.4869,0.2348,0.3168,0.6104,skl_agglomerativeClust,ionosphere_y.zip
10,cosine,complete,1000.0,100,0.0028738975524902,0.1454,23.7905,2.5634,0.5434,0.1287,0.1974,0.144,0.1529,0.3023,0.1023,0.1529,0.4242,skl_agglomerativeClust,ionosphere_y.zip
