max_depth,max_nbr_clusters,min_samples_leaf,min_samples_split,max_nbr_values,max_nbr_values_cat,bic_eps,time,silhouette,calinski_harabasz,davies_bouldin,alg,dataset
2,10,30,50,20,20,0.0,4.323233604431152,0.1636,3254.7509,1.5522,VarianceParTree,fico.zip
2,10,30,50,20,20,0.1,4.364161729812622,0.1636,3254.7509,1.5522,VarianceParTree,fico.zip
2,10,30,5,20,20,0.0,4.330464124679565,0.1636,3254.7509,1.5522,VarianceParTree,fico.zip
2,10,30,5,20,20,0.1,4.428125858306885,0.1636,3254.7509,1.5522,VarianceParTree,fico.zip
2,10,3,50,20,20,0.0,4.391705274581909,0.1636,3254.7509,1.5522,VarianceParTree,fico.zip
2,10,3,50,20,20,0.1,4.401033163070679,0.1636,3254.7509,1.5522,VarianceParTree,fico.zip
2,10,3,5,1000,100,0.0,16.60855460166931,0.164,3245.1933,1.5541,VarianceParTree,fico.zip
2,10,3,5,1000,100,0.1,16.486939907073975,0.164,3245.1933,1.5541,VarianceParTree,fico.zip
2,10,3,5,1000,20,0.0,16.886109113693237,0.129,3164.6933,1.686,VarianceParTree,fico.zip
2,10,3,5,1000,20,0.1,16.69561767578125,0.129,3164.6933,1.686,VarianceParTree,fico.zip
2,10,3,5,20,20,0.0,4.335850954055786,0.1636,3254.7509,1.5522,VarianceParTree,fico.zip
2,10,3,5,20,20,0.1,4.353091478347778,0.1636,3254.7509,1.5522,VarianceParTree,fico.zip
2,12,30,50,20,20,0.0,4.389559507369995,0.1636,3254.7509,1.5522,VarianceParTree,fico.zip
2,12,30,50,20,20,0.1,4.440134048461914,0.1636,3254.7509,1.5522,VarianceParTree,fico.zip
2,12,30,5,20,20,0.0,4.384611368179321,0.1636,3254.7509,1.5522,VarianceParTree,fico.zip
2,12,30,5,20,20,0.1,4.333231449127197,0.1636,3254.7509,1.5522,VarianceParTree,fico.zip
2,12,3,50,20,20,0.0,4.3331499099731445,0.1636,3254.7509,1.5522,VarianceParTree,fico.zip
2,12,3,50,20,20,0.1,4.373904705047607,0.1636,3254.7509,1.5522,VarianceParTree,fico.zip
2,12,3,5,20,20,0.0,4.386955499649048,0.1636,3254.7509,1.5522,VarianceParTree,fico.zip
2,12,3,5,20,20,0.1,4.4352757930755615,0.1636,3254.7509,1.5522,VarianceParTree,fico.zip
2,2,30,50,20,20,0.0,2.038918256759644,0.6613,7820.7431,0.295,VarianceParTree,fico.zip
2,2,30,50,20,20,0.1,2.064003229141236,0.6613,7820.7431,0.295,VarianceParTree,fico.zip
2,2,30,5,20,20,0.0,2.046783447265625,0.6613,7820.7431,0.295,VarianceParTree,fico.zip
2,2,30,5,20,20,0.1,2.0400290489196777,0.6613,7820.7431,0.295,VarianceParTree,fico.zip
2,2,3,50,20,20,0.0,2.0682663917541504,0.6613,7820.7431,0.295,VarianceParTree,fico.zip
2,2,3,50,20,20,0.1,2.0504679679870605,0.6613,7820.7431,0.295,VarianceParTree,fico.zip
2,2,3,5,1000,100,0.0,6.855844497680664,0.6613,7820.7431,0.295,VarianceParTree,fico.zip
2,2,3,5,1000,100,0.1,6.871652126312256,0.6613,7820.7431,0.295,VarianceParTree,fico.zip
2,2,3,5,1000,20,0.0,7.021797180175781,0.6613,7820.7431,0.295,VarianceParTree,fico.zip
2,2,3,5,1000,20,0.1,6.9257752895355225,0.6613,7820.7431,0.295,VarianceParTree,fico.zip
2,2,3,5,20,20,0.0,2.103973150253296,0.6613,7820.7431,0.295,VarianceParTree,fico.zip
2,2,3,5,20,20,0.1,2.038070678710937,0.6613,7820.7431,0.295,VarianceParTree,fico.zip
2,4,30,50,20,20,0.0,4.334431886672974,0.1636,3254.7509,1.5522,VarianceParTree,fico.zip
2,4,30,50,20,20,0.1,4.351962566375732,0.1636,3254.7509,1.5522,VarianceParTree,fico.zip
2,4,30,5,20,20,0.0,4.365134000778198,0.1636,3254.7509,1.5522,VarianceParTree,fico.zip
2,4,30,5,20,20,0.1,4.381361722946167,0.1636,3254.7509,1.5522,VarianceParTree,fico.zip
2,4,3,50,20,20,0.0,4.401728391647339,0.1636,3254.7509,1.5522,VarianceParTree,fico.zip
2,4,3,50,20,20,0.1,4.377316951751709,0.1636,3254.7509,1.5522,VarianceParTree,fico.zip
2,4,3,5,1000,100,0.0,16.56664252281189,0.164,3245.1933,1.5541,VarianceParTree,fico.zip
2,4,3,5,1000,100,0.1,16.329078197479248,0.164,3245.1933,1.5541,VarianceParTree,fico.zip
2,4,3,5,1000,20,0.0,16.55832266807556,0.129,3164.6933,1.686,VarianceParTree,fico.zip
2,4,3,5,1000,20,0.1,16.4467830657959,0.129,3164.6933,1.686,VarianceParTree,fico.zip
2,4,3,5,20,20,0.0,4.336337327957153,0.1636,3254.7509,1.5522,VarianceParTree,fico.zip
2,4,3,5,20,20,0.1,4.324368000030518,0.1636,3254.7509,1.5522,VarianceParTree,fico.zip
2,6,30,50,20,20,0.0,4.434771299362183,0.1636,3254.7509,1.5522,VarianceParTree,fico.zip
2,6,30,50,20,20,0.1,4.369207143783569,0.1636,3254.7509,1.5522,VarianceParTree,fico.zip
2,6,30,5,20,20,0.0,4.316508531570435,0.1636,3254.7509,1.5522,VarianceParTree,fico.zip
2,6,30,5,20,20,0.1,4.372827768325806,0.1636,3254.7509,1.5522,VarianceParTree,fico.zip
