amount_initial_centers,kmax,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_nbr_values,max_nbr_values_cat,alg,dataset
10,10,0.0225665569305419,0.4271,3743.7766,0.7845,0.9246,0.4066,2.1428,0.7444,0.7484,0.624,0.9346,0.7484,0.5105,,,pyc_xmeans,2d-d31_y.zip
10,10,0.0252168178558349,0.4457,3652.495,0.7549,0.9201,0.3935,2.1243,0.7409,0.745,0.6186,0.9363,0.745,0.5026,1000.0,20.0,pyc_xmeans,2d-d31_y.zip
10,10,0.0227482318878173,0.4251,3659.1092,0.7877,0.9221,0.3923,2.1055,0.7319,0.7361,0.6131,0.9208,0.7361,0.496,100.0,20.0,pyc_xmeans,2d-d31_y.zip
10,10,0.0868105888366699,0.395,3260.6449,0.8664,0.919,0.3853,2.1055,0.7344,0.7385,0.6131,0.9284,0.7385,0.4932,inf,20.0,pyc_xmeans,2d-d31_y.zip
10,14,0.0269930362701416,0.4572,4064.935,0.6878,0.9426,0.4755,2.3829,0.79,0.7946,0.6939,0.9294,0.7946,0.5573,,,pyc_xmeans,2d-d31_y.zip
10,14,0.0267775058746337,0.4752,4226.201,0.6776,0.9442,0.4893,2.4237,0.8041,0.8084,0.7058,0.9458,0.8084,0.5717,1000.0,20.0,pyc_xmeans,2d-d31_y.zip
10,14,0.0270278453826904,0.4874,4383.1354,0.6756,0.9459,0.497,2.4365,0.8063,0.8105,0.7095,0.9449,0.8105,0.577,100.0,20.0,pyc_xmeans,2d-d31_y.zip
10,14,0.0269994735717773,0.4729,4217.3938,0.6843,0.9443,0.4906,2.4317,0.8063,0.8105,0.7081,0.9476,0.8105,0.5732,inf,20.0,pyc_xmeans,2d-d31_y.zip
10,18,0.0856959819793701,0.4826,4199.293,0.6269,0.9542,0.536,2.598,0.8324,0.8371,0.7566,0.9369,0.8371,0.6019,,,pyc_xmeans,2d-d31_y.zip
10,18,0.0303974151611328,0.49,4206.4782,0.6072,0.9555,0.5455,2.6048,0.8346,0.8393,0.7585,0.9392,0.8393,0.6104,1000.0,20.0,pyc_xmeans,2d-d31_y.zip
10,18,0.0319511890411376,0.4824,5073.4904,0.6638,0.9633,0.5911,2.6505,0.8415,0.8459,0.7718,0.9356,0.8459,0.6417,100.0,20.0,pyc_xmeans,2d-d31_y.zip
10,18,0.0967638492584228,0.4783,5070.6627,0.6684,0.9634,0.5906,2.6495,0.8405,0.8449,0.7715,0.9338,0.8449,0.6404,inf,20.0,pyc_xmeans,2d-d31_y.zip
10,2,0.0198001861572265,0.4407,3602.9455,0.7458,0.9185,0.3857,2.1085,0.736,0.7402,0.614,0.9316,0.7402,0.4951,,,pyc_xmeans,2d-d31_y.zip
10,22,0.0311360359191894,0.4805,5116.1151,0.6637,0.9725,0.662,2.8235,0.8723,0.8766,0.8222,0.9388,0.8766,0.6971,,,pyc_xmeans,2d-d31_y.zip
10,22,0.0349087715148925,0.4815,4790.5715,0.6787,0.9698,0.6378,2.7991,0.8669,0.8714,0.8151,0.936,0.8714,0.6765,1000.0,20.0,pyc_xmeans,2d-d31_y.zip
10,22,0.0325891971588134,0.4889,4544.2495,0.6392,0.9697,0.641,2.8165,0.8716,0.8759,0.8202,0.9398,0.8759,0.6813,100.0,20.0,pyc_xmeans,2d-d31_y.zip
10,22,0.0308561325073242,0.4922,5247.5839,0.663,0.9738,0.671,2.8309,0.8711,0.8755,0.8244,0.9333,0.8755,0.7025,inf,20.0,pyc_xmeans,2d-d31_y.zip
10,2,0.0211818218231201,0.4419,3627.214,0.7725,0.9194,0.3938,2.1272,0.7429,0.7469,0.6195,0.9404,0.7469,0.5045,1000.0,20.0,pyc_xmeans,2d-d31_y.zip
10,2,0.0209162235260009,0.4466,3726.9149,0.7395,0.9186,0.3918,2.1303,0.7455,0.7495,0.6204,0.9466,0.7495,0.5035,100.0,20.0,pyc_xmeans,2d-d31_y.zip
10,2,0.0842840671539306,0.4529,3739.8136,0.6984,0.9177,0.3871,2.1113,0.7389,0.743,0.6148,0.9387,0.743,0.4988,inf,20.0,pyc_xmeans,2d-d31_y.zip
10,6,0.0200192928314209,0.3845,3211.1701,0.8788,0.9178,0.3865,2.1043,0.7358,0.74,0.6128,0.9338,0.74,0.4978,,,pyc_xmeans,2d-d31_y.zip
10,6,0.0198855400085449,0.4009,3241.0663,0.8721,0.9196,0.3906,2.1308,0.7429,0.7469,0.6205,0.938,0.7469,0.4995,1000.0,20.0,pyc_xmeans,2d-d31_y.zip
10,6,0.0207254886627197,0.4541,3685.5946,0.7709,0.9207,0.4004,2.1517,0.751,0.7549,0.6266,0.9493,0.7549,0.5111,100.0,20.0,pyc_xmeans,2d-d31_y.zip
10,6,0.0205602645874023,0.4113,3483.9905,0.7967,0.9147,0.3734,2.0822,0.7298,0.734,0.6063,0.9298,0.734,0.4859,inf,20.0,pyc_xmeans,2d-d31_y.zip
12,10,0.0202264785766601,0.4531,3903.6534,0.7319,0.9343,0.4476,2.2968,0.7797,0.7838,0.6688,0.9465,0.7838,0.543,,,pyc_xmeans,2d-d31_y.zip
12,10,0.0211224555969238,0.4761,3992.1276,0.7037,0.9344,0.4565,2.3252,0.7916,0.7955,0.6771,0.964,0.7955,0.5555,1000.0,20.0,pyc_xmeans,2d-d31_y.zip
12,10,0.0203874111175537,0.4214,3587.5508,0.7872,0.9299,0.4163,2.2111,0.7513,0.756,0.6439,0.9155,0.756,0.5105,100.0,20.0,pyc_xmeans,2d-d31_y.zip
12,10,0.0194826126098632,0.4298,3654.1891,0.7157,0.9321,0.4267,2.2363,0.7586,0.7632,0.6512,0.9215,0.7632,0.5194,inf,20.0,pyc_xmeans,2d-d31_y.zip
12,14,0.0296251773834228,0.4731,4492.0973,0.7349,0.9535,0.5427,2.4961,0.8216,0.8254,0.7269,0.9548,0.8254,0.6145,,,pyc_xmeans,2d-d31_y.zip
12,14,0.0311110019683837,0.4695,4050.5026,0.6955,0.9441,0.4929,2.4365,0.809,0.8132,0.7095,0.9523,0.8132,0.5772,1000.0,20.0,pyc_xmeans,2d-d31_y.zip
12,14,0.0952920913696289,0.4643,4365.8423,0.7589,0.9518,0.5222,2.4551,0.8072,0.8113,0.7149,0.9377,0.8113,0.5917,100.0,20.0,pyc_xmeans,2d-d31_y.zip
12,14,0.0276346206665039,0.4249,3485.7329,0.7378,0.9438,0.4781,2.3833,0.789,0.7936,0.694,0.9264,0.7936,0.5571,inf,20.0,pyc_xmeans,2d-d31_y.zip
12,18,0.0901703834533691,0.4764,5009.7583,0.6907,0.9645,0.5956,2.6563,0.841,0.8453,0.7735,0.9319,0.8453,0.6426,,,pyc_xmeans,2d-d31_y.zip
12,18,0.028843879699707,0.4561,4520.2826,0.7517,0.9645,0.5968,2.6488,0.8389,0.8434,0.7713,0.9302,0.8434,0.6444,1000.0,20.0,pyc_xmeans,2d-d31_y.zip
12,18,0.0324628353118896,0.4603,4325.6055,0.6841,0.9619,0.585,2.6438,0.8417,0.8461,0.7699,0.9391,0.8461,0.6391,100.0,20.0,pyc_xmeans,2d-d31_y.zip
12,18,0.0298671722412109,0.4816,4165.3811,0.647,0.9562,0.5492,2.6115,0.8353,0.8399,0.7605,0.9378,0.8399,0.6127,inf,20.0,pyc_xmeans,2d-d31_y.zip
12,2,0.0209710597991943,0.4158,3157.5962,0.8174,0.9284,0.4217,2.2449,0.7656,0.77,0.6537,0.9366,0.77,0.5223,,,pyc_xmeans,2d-d31_y.zip
12,22,0.0361089706420898,0.4835,5206.2617,0.6526,0.9732,0.6642,2.819,0.8675,0.872,0.8209,0.9298,0.872,0.6962,,,pyc_xmeans,2d-d31_y.zip
12,22,0.0349900722503662,0.5043,5118.7671,0.622,0.9729,0.6714,2.8553,0.8827,0.8866,0.8315,0.9496,0.8866,0.7081,1000.0,20.0,pyc_xmeans,2d-d31_y.zip
12,22,0.092832326889038,0.4966,5462.5918,0.6421,0.9746,0.677,2.844,0.8742,0.8784,0.8282,0.9352,0.8784,0.7069,100.0,20.0,pyc_xmeans,2d-d31_y.zip
12,22,0.0277309417724609,0.4995,5569.5326,0.6229,0.9737,0.6685,2.8317,0.8709,0.8752,0.8246,0.9324,0.8752,0.6995,inf,20.0,pyc_xmeans,2d-d31_y.zip
12,2,0.02116060256958,0.431,3899.7775,0.8299,0.9398,0.4676,2.3192,0.7831,0.7872,0.6754,0.9433,0.7872,0.5551,1000.0,20.0,pyc_xmeans,2d-d31_y.zip
12,2,0.0228643417358398,0.4592,4074.7357,0.7583,0.9424,0.4877,2.3578,0.7953,0.7991,0.6866,0.9556,0.7991,0.5754,100.0,20.0,pyc_xmeans,2d-d31_y.zip
12,2,0.0842809677124023,0.43,3794.1918,0.7638,0.9368,0.454,2.2905,0.7754,0.7796,0.667,0.9378,0.7796,0.5448,inf,20.0,pyc_xmeans,2d-d31_y.zip
12,6,0.0206744670867919,0.4496,3819.6211,0.7274,0.933,0.4432,2.2812,0.776,0.7802,0.6643,0.9451,0.7802,0.5404,,,pyc_xmeans,2d-d31_y.zip
12,6,0.0200674533843994,0.4438,3748.9,0.7276,0.932,0.4337,2.2572,0.767,0.7714,0.6573,0.9334,0.7714,0.5296,1000.0,20.0,pyc_xmeans,2d-d31_y.zip
12,6,0.0816936492919921,0.453,3734.3796,0.7369,0.9318,0.4384,2.2773,0.7757,0.7799,0.6632,0.9465,0.7799,0.5371,100.0,20.0,pyc_xmeans,2d-d31_y.zip
12,6,0.0209474563598632,0.4371,3838.0444,0.7649,0.9382,0.4591,2.2974,0.7762,0.7803,0.669,0.9361,0.7803,0.5478,inf,20.0,pyc_xmeans,2d-d31_y.zip
2,10,0.0227758884429931,0.4234,3320.2509,0.775,0.7755,0.1626,1.2757,0.527,0.5299,0.3715,0.9236,0.5299,0.3325,,,pyc_xmeans,2d-d31_y.zip
2,10,0.0229558944702148,0.4233,3321.8104,0.7765,0.776,0.1634,1.278,0.5279,0.5307,0.3722,0.9247,0.5307,0.3335,1000.0,20.0,pyc_xmeans,2d-d31_y.zip
2,10,0.0314857959747314,0.4384,3686.2476,0.8068,0.92,0.3906,2.1142,0.7372,0.7413,0.6157,0.9314,0.7413,0.4985,100.0,20.0,pyc_xmeans,2d-d31_y.zip
2,10,0.0896203517913818,0.4274,3350.1238,0.7812,0.7762,0.164,1.2811,0.5292,0.532,0.3731,0.927,0.532,0.3344,inf,20.0,pyc_xmeans,2d-d31_y.zip
2,14,0.0221219062805175,0.4259,3341.3789,0.7797,0.7761,0.1635,1.2769,0.5274,0.5303,0.3718,0.9239,0.5303,0.3336,,,pyc_xmeans,2d-d31_y.zip
2,14,0.0234198570251464,0.4274,3350.1238,0.7812,0.7762,0.164,1.2811,0.5292,0.532,0.3731,0.927,0.532,0.3344,1000.0,20.0,pyc_xmeans,2d-d31_y.zip
2,14,0.0227861404418945,0.4237,3327.5711,0.7779,0.7763,0.1635,1.2773,0.5275,0.5304,0.372,0.9239,0.5304,0.3336,100.0,20.0,pyc_xmeans,2d-d31_y.zip
2,14,0.0227911472320556,0.4245,3333.203,0.7782,0.7763,0.1637,1.278,0.5278,0.5307,0.3722,0.9244,0.5307,0.3339,inf,20.0,pyc_xmeans,2d-d31_y.zip
2,18,0.0232119560241699,0.4249,3335.3163,0.7782,0.7761,0.1636,1.2782,0.5279,0.5308,0.3722,0.9249,0.5308,0.3339,,,pyc_xmeans,2d-d31_y.zip
2,18,0.0262830257415771,0.4256,3338.5312,0.7785,0.7759,0.1634,1.2776,0.5277,0.5306,0.372,0.9247,0.5306,0.3337,1000.0,20.0,pyc_xmeans,2d-d31_y.zip
2,18,0.02406907081604,0.4267,3345.8482,0.7796,0.776,0.1637,1.2792,0.5284,0.5313,0.3725,0.9258,0.5313,0.3341,100.0,20.0,pyc_xmeans,2d-d31_y.zip
2,18,0.091188907623291,0.4279,3352.011,0.7821,0.7762,0.164,1.2818,0.5294,0.5323,0.3733,0.9275,0.5323,0.3344,inf,20.0,pyc_xmeans,2d-d31_y.zip
2,2,0.0225238800048828,0.3781,2038.5019,1.1256,0.53,0.0599,0.6456,0.3112,0.3129,0.188,0.9315,0.3129,0.2448,,,pyc_xmeans,2d-d31_y.zip
2,22,0.0964291095733642,0.5046,5136.6067,0.6128,0.973,0.6719,2.8536,0.8821,0.8861,0.831,0.949,0.8861,0.7085,,,pyc_xmeans,2d-d31_y.zip
2,22,0.024569034576416,0.4225,3258.4862,0.7827,0.8118,0.1976,1.4777,0.5876,0.5908,0.4303,0.9421,0.5908,0.3618,1000.0,20.0,pyc_xmeans,2d-d31_y.zip
2,22,0.0226504802703857,0.424,3328.5907,0.7772,0.7759,0.1632,1.277,0.5275,0.5303,0.3719,0.9241,0.5303,0.3333,100.0,20.0,pyc_xmeans,2d-d31_y.zip
2,22,0.0411858558654785,0.4941,5106.0977,0.6449,0.9731,0.667,2.8393,0.8753,0.8795,0.8268,0.9394,0.8795,0.7007,inf,20.0,pyc_xmeans,2d-d31_y.zip
2,2,0.0209064483642578,0.3762,2022.3009,1.1242,0.5298,0.06,0.6466,0.3118,0.3134,0.1883,0.9334,0.3134,0.2452,1000.0,20.0,pyc_xmeans,2d-d31_y.zip
2,2,0.0205609798431396,0.3672,1940.0957,1.1335,0.5277,0.0583,0.6246,0.3012,0.3028,0.1819,0.9034,0.3028,0.242,100.0,20.0,pyc_xmeans,2d-d31_y.zip
2,2,0.061507225036621,0.3778,2038.9935,1.123,0.5303,0.0603,0.6468,0.3118,0.3134,0.1883,0.9331,0.3134,0.2456,inf,20.0,pyc_xmeans,2d-d31_y.zip
2,6,0.0233230590820312,0.4245,3333.203,0.7782,0.7763,0.1637,1.278,0.5278,0.5307,0.3722,0.9244,0.5307,0.3339,,,pyc_xmeans,2d-d31_y.zip
2,6,0.0207777023315429,0.3648,1927.2257,1.1144,0.5194,0.0566,0.6224,0.3007,0.3023,0.1812,0.9114,0.3023,0.2406,1000.0,20.0,pyc_xmeans,2d-d31_y.zip
2,6,0.0271871089935302,0.4096,3253.2457,0.8161,0.8515,0.2458,1.6476,0.6304,0.6339,0.4798,0.9337,0.6339,0.3975,100.0,20.0,pyc_xmeans,2d-d31_y.zip
