number_clusters,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,0.16943359375,0.2047,603.7213,1.0447,0.6797,0.2724,0.7802,0.5141,0.5183,0.8165,0.3797,0.5183,0.4898,pyc_agglomerativeClust,2d-3c-no123_y.zip
12,0.1717607975006103,0.155,537.3336,1.0008,0.6754,0.2613,0.7802,0.5006,0.5059,0.8165,0.3665,0.5059,0.4793,pyc_agglomerativeClust,2d-3c-no123_y.zip
2,0.207573652267456,0.4271,726.9138,0.8533,0.6863,0.3733,0.3171,0.3845,0.3855,0.3318,0.46,0.3855,0.6618,pyc_agglomerativeClust,2d-3c-no123_y.zip
3,0.2052037715911865,0.4499,567.4692,0.6795,0.7488,0.4875,0.5348,0.573,0.5743,0.5597,0.5896,0.5743,0.7072,pyc_agglomerativeClust,2d-3c-no123_y.zip
4,0.1747293472290039,0.3115,417.0978,0.7341,0.6801,0.3315,0.5348,0.5028,0.5048,0.5597,0.4597,0.5048,0.595,pyc_agglomerativeClust,2d-3c-no123_y.zip
6,0.1704819202423095,0.3103,660.4382,0.9277,0.7207,0.3822,0.7316,0.5685,0.5709,0.7657,0.4552,0.5709,0.5879,pyc_agglomerativeClust,2d-3c-no123_y.zip
8,0.1688423156738281,0.2713,715.7916,1.0474,0.6964,0.3162,0.7687,0.538,0.5413,0.8045,0.4079,0.5413,0.5299,pyc_agglomerativeClust,2d-3c-no123_y.zip
