n_clusters,max_iter,init,n_init,verbose,random_state,n_jobs,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,100,Cao,11,False,42,4,1000.0,100,24.347471237182617,-0.0967,85.5546,36.7376,0.6206,0.2457,0.3533,0.2635,0.2638,0.5133,0.1775,0.2638,0.5106,kmodes,compas-scores-two-years_y.zip
10,100,Cao,11,False,42,4,1000.0,20,26.598083972930908,-0.0967,85.5546,36.7376,0.6206,0.2457,0.3533,0.2635,0.2638,0.5133,0.1775,0.2638,0.5106,kmodes,compas-scores-two-years_y.zip
10,100,Cao,11,False,42,4,100.0,100,31.36391568183899,-0.1125,68.2691,19.1198,0.5535,0.1137,0.3033,0.2069,0.2072,0.4407,0.1355,0.2072,0.3594,kmodes,compas-scores-two-years_y.zip
10,100,Cao,11,False,42,4,100.0,20,25.56642818450928,-0.0967,85.5546,36.7376,0.6206,0.2457,0.3533,0.2635,0.2638,0.5133,0.1775,0.2638,0.5106,kmodes,compas-scores-two-years_y.zip
10,100,Cao,11,False,42,4,20.0,20,33.05909085273743,-0.1103,68.9376,28.3619,0.5834,0.1724,0.3684,0.2616,0.2619,0.5352,0.1734,0.2619,0.4306,kmodes,compas-scores-two-years_y.zip
10,100,Cao,11,False,42,4,inf,100,24.315225839614868,-0.0967,85.5546,36.7376,0.6206,0.2457,0.3533,0.2635,0.2638,0.5133,0.1775,0.2638,0.5106,kmodes,compas-scores-two-years_y.zip
10,100,Cao,11,False,42,4,inf,20,26.659822463989254,-0.0967,85.5546,36.7376,0.6206,0.2457,0.3533,0.2635,0.2638,0.5133,0.1775,0.2638,0.5106,kmodes,compas-scores-two-years_y.zip
10,300,Cao,11,False,42,4,1000.0,100,24.29923415184021,-0.0967,85.5546,36.7376,0.6206,0.2457,0.3533,0.2635,0.2638,0.5133,0.1775,0.2638,0.5106,kmodes,compas-scores-two-years_y.zip
10,300,Cao,11,False,42,4,1000.0,20,25.577473878860477,-0.0967,85.5546,36.7376,0.6206,0.2457,0.3533,0.2635,0.2638,0.5133,0.1775,0.2638,0.5106,kmodes,compas-scores-two-years_y.zip
10,300,Cao,11,False,42,4,100.0,100,30.875613927841187,-0.1125,68.2691,19.1198,0.5535,0.1137,0.3033,0.2069,0.2072,0.4407,0.1355,0.2072,0.3594,kmodes,compas-scores-two-years_y.zip
10,300,Cao,11,False,42,4,100.0,20,26.601474046707157,-0.0967,85.5546,36.7376,0.6206,0.2457,0.3533,0.2635,0.2638,0.5133,0.1775,0.2638,0.5106,kmodes,compas-scores-two-years_y.zip
10,300,Cao,11,False,42,4,20.0,20,32.975547075271606,-0.1103,68.9376,28.3619,0.5834,0.1724,0.3684,0.2616,0.2619,0.5352,0.1734,0.2619,0.4306,kmodes,compas-scores-two-years_y.zip
10,300,Cao,11,False,42,4,inf,100,24.28267788887024,-0.0967,85.5546,36.7376,0.6206,0.2457,0.3533,0.2635,0.2638,0.5133,0.1775,0.2638,0.5106,kmodes,compas-scores-two-years_y.zip
10,300,Cao,11,False,42,4,inf,20,26.631717205047607,-0.0967,85.5546,36.7376,0.6206,0.2457,0.3533,0.2635,0.2638,0.5133,0.1775,0.2638,0.5106,kmodes,compas-scores-two-years_y.zip
10,500,Cao,11,False,42,4,1000.0,100,24.359780073165894,-0.0967,85.5546,36.7376,0.6206,0.2457,0.3533,0.2635,0.2638,0.5133,0.1775,0.2638,0.5106,kmodes,compas-scores-two-years_y.zip
10,500,Cao,11,False,42,4,1000.0,20,26.61447262763977,-0.0967,85.5546,36.7376,0.6206,0.2457,0.3533,0.2635,0.2638,0.5133,0.1775,0.2638,0.5106,kmodes,compas-scores-two-years_y.zip
10,500,Cao,11,False,42,4,100.0,100,30.90705800056457,-0.1125,68.2691,19.1198,0.5535,0.1137,0.3033,0.2069,0.2072,0.4407,0.1355,0.2072,0.3594,kmodes,compas-scores-two-years_y.zip
10,500,Cao,11,False,42,4,100.0,20,25.61823272705078,-0.0967,85.5546,36.7376,0.6206,0.2457,0.3533,0.2635,0.2638,0.5133,0.1775,0.2638,0.5106,kmodes,compas-scores-two-years_y.zip
10,500,Cao,11,False,42,4,20.0,20,32.41440558433533,-0.1103,68.9376,28.3619,0.5834,0.1724,0.3684,0.2616,0.2619,0.5352,0.1734,0.2619,0.4306,kmodes,compas-scores-two-years_y.zip
10,500,Cao,11,False,42,4,inf,100,24.66475009918213,-0.0967,85.5546,36.7376,0.6206,0.2457,0.3533,0.2635,0.2638,0.5133,0.1775,0.2638,0.5106,kmodes,compas-scores-two-years_y.zip
10,500,Cao,11,False,42,4,inf,20,25.545061588287357,-0.0967,85.5546,36.7376,0.6206,0.2457,0.3533,0.2635,0.2638,0.5133,0.1775,0.2638,0.5106,kmodes,compas-scores-two-years_y.zip
12,100,Cao,11,False,42,4,1000.0,100,36.59068441390991,-0.1239,75.215,16.6064,0.6173,0.2393,0.3645,0.2558,0.2562,0.5296,0.169,0.2562,0.499,kmodes,compas-scores-two-years_y.zip
12,100,Cao,11,False,42,4,1000.0,20,37.955561876297,-0.1239,75.215,16.6064,0.6173,0.2393,0.3645,0.2558,0.2562,0.5296,0.169,0.2562,0.499,kmodes,compas-scores-two-years_y.zip
12,100,Cao,11,False,42,4,100.0,100,37.12261962890625,-0.118,59.9397,21.6867,0.5493,0.1054,0.3137,0.2044,0.2048,0.4558,0.1321,0.2048,0.3452,kmodes,compas-scores-two-years_y.zip
12,100,Cao,11,False,42,4,100.0,20,39.55200242996216,-0.1239,75.215,16.6064,0.6173,0.2393,0.3645,0.2558,0.2562,0.5296,0.169,0.2562,0.499,kmodes,compas-scores-two-years_y.zip
12,100,Cao,11,False,42,4,20.0,20,30.88134002685547,-0.1123,62.17,21.9673,0.5863,0.1784,0.3791,0.2586,0.259,0.5508,0.1693,0.259,0.4338,kmodes,compas-scores-two-years_y.zip
12,100,Cao,11,False,42,4,inf,100,36.575822591781616,-0.1239,75.215,16.6064,0.6173,0.2393,0.3645,0.2558,0.2562,0.5296,0.169,0.2562,0.499,kmodes,compas-scores-two-years_y.zip
12,100,Cao,11,False,42,4,inf,20,39.52823710441589,-0.1239,75.215,16.6064,0.6173,0.2393,0.3645,0.2558,0.2562,0.5296,0.169,0.2562,0.499,kmodes,compas-scores-two-years_y.zip
12,300,Cao,11,False,42,4,1000.0,100,36.628745555877686,-0.1239,75.215,16.6064,0.6173,0.2393,0.3645,0.2558,0.2562,0.5296,0.169,0.2562,0.499,kmodes,compas-scores-two-years_y.zip
12,300,Cao,11,False,42,4,1000.0,20,38.28229379653931,-0.1239,75.215,16.6064,0.6173,0.2393,0.3645,0.2558,0.2562,0.5296,0.169,0.2562,0.499,kmodes,compas-scores-two-years_y.zip
12,300,Cao,11,False,42,4,100.0,100,37.184245109558105,-0.118,59.9397,21.6867,0.5493,0.1054,0.3137,0.2044,0.2048,0.4558,0.1321,0.2048,0.3452,kmodes,compas-scores-two-years_y.zip
12,300,Cao,11,False,42,4,100.0,20,39.495904207229614,-0.1239,75.215,16.6064,0.6173,0.2393,0.3645,0.2558,0.2562,0.5296,0.169,0.2562,0.499,kmodes,compas-scores-two-years_y.zip
12,300,Cao,11,False,42,4,20.0,20,31.01281237602234,-0.1123,62.17,21.9673,0.5863,0.1784,0.3791,0.2586,0.259,0.5508,0.1693,0.259,0.4338,kmodes,compas-scores-two-years_y.zip
12,300,Cao,11,False,42,4,inf,100,36.1444902420044,-0.1239,75.215,16.6064,0.6173,0.2393,0.3645,0.2558,0.2562,0.5296,0.169,0.2562,0.499,kmodes,compas-scores-two-years_y.zip
12,300,Cao,11,False,42,4,inf,20,39.47895264625549,-0.1239,75.215,16.6064,0.6173,0.2393,0.3645,0.2558,0.2562,0.5296,0.169,0.2562,0.499,kmodes,compas-scores-two-years_y.zip
12,500,Cao,11,False,42,4,1000.0,100,36.57191467285156,-0.1239,75.215,16.6064,0.6173,0.2393,0.3645,0.2558,0.2562,0.5296,0.169,0.2562,0.499,kmodes,compas-scores-two-years_y.zip
12,500,Cao,11,False,42,4,1000.0,20,39.52397847175598,-0.1239,75.215,16.6064,0.6173,0.2393,0.3645,0.2558,0.2562,0.5296,0.169,0.2562,0.499,kmodes,compas-scores-two-years_y.zip
12,500,Cao,11,False,42,4,100.0,100,37.10728335380554,-0.118,59.9397,21.6867,0.5493,0.1054,0.3137,0.2044,0.2048,0.4558,0.1321,0.2048,0.3452,kmodes,compas-scores-two-years_y.zip
12,500,Cao,11,False,42,4,100.0,20,38.123913288116455,-0.1239,75.215,16.6064,0.6173,0.2393,0.3645,0.2558,0.2562,0.5296,0.169,0.2562,0.499,kmodes,compas-scores-two-years_y.zip
12,500,Cao,11,False,42,4,20.0,20,30.77360939979553,-0.1123,62.17,21.9673,0.5863,0.1784,0.3791,0.2586,0.259,0.5508,0.1693,0.259,0.4338,kmodes,compas-scores-two-years_y.zip
12,500,Cao,11,False,42,4,inf,100,35.99684810638428,-0.1239,75.215,16.6064,0.6173,0.2393,0.3645,0.2558,0.2562,0.5296,0.169,0.2562,0.499,kmodes,compas-scores-two-years_y.zip
12,500,Cao,11,False,42,4,inf,20,38.21492218971253,-0.1239,75.215,16.6064,0.6173,0.2393,0.3645,0.2558,0.2562,0.5296,0.169,0.2562,0.499,kmodes,compas-scores-two-years_y.zip
2,100,Cao,11,False,42,4,1000.0,100,6.772343873977661,0.0975,367.4213,3.8077,0.6947,0.3886,0.2234,0.3405,0.3406,0.3246,0.3583,0.3406,0.7166,kmodes,compas-scores-two-years_y.zip
2,100,Cao,11,False,42,4,1000.0,20,6.993410587310791,0.0975,367.4213,3.8077,0.6947,0.3886,0.2234,0.3405,0.3406,0.3246,0.3583,0.3406,0.7166,kmodes,compas-scores-two-years_y.zip
2,100,Cao,11,False,42,4,100.0,100,8.003129959106445,0.0585,179.138,5.6636,0.6467,0.2929,0.1516,0.2253,0.2254,0.2203,0.2307,0.2254,0.6606,kmodes,compas-scores-two-years_y.zip
2,100,Cao,11,False,42,4,100.0,20,7.240472078323364,0.0975,367.4213,3.8077,0.6947,0.3886,0.2234,0.3405,0.3406,0.3246,0.3583,0.3406,0.7166,kmodes,compas-scores-two-years_y.zip
2,100,Cao,11,False,42,4,20.0,20,6.609440565109253,0.0441,90.3716,7.7002,0.5986,0.1961,0.1007,0.1538,0.1539,0.1464,0.1623,0.1539,0.6279,kmodes,compas-scores-two-years_y.zip
2,100,Cao,11,False,42,4,inf,100,6.835142135620117,0.0975,367.4213,3.8077,0.6947,0.3886,0.2234,0.3405,0.3406,0.3246,0.3583,0.3406,0.7166,kmodes,compas-scores-two-years_y.zip
2,100,Cao,11,False,42,4,inf,20,7.2533955574035645,0.0975,367.4213,3.8077,0.6947,0.3886,0.2234,0.3405,0.3406,0.3246,0.3583,0.3406,0.7166,kmodes,compas-scores-two-years_y.zip
2,300,Cao,11,False,42,4,1000.0,100,6.770678997039795,0.0975,367.4213,3.8077,0.6947,0.3886,0.2234,0.3405,0.3406,0.3246,0.3583,0.3406,0.7166,kmodes,compas-scores-two-years_y.zip
2,300,Cao,11,False,42,4,1000.0,20,6.96856164932251,0.0975,367.4213,3.8077,0.6947,0.3886,0.2234,0.3405,0.3406,0.3246,0.3583,0.3406,0.7166,kmodes,compas-scores-two-years_y.zip
2,300,Cao,11,False,42,4,100.0,100,7.991031646728516,0.0585,179.138,5.6636,0.6467,0.2929,0.1516,0.2253,0.2254,0.2203,0.2307,0.2254,0.6606,kmodes,compas-scores-two-years_y.zip
2,300,Cao,11,False,42,4,100.0,20,7.2507243156433105,0.0975,367.4213,3.8077,0.6947,0.3886,0.2234,0.3405,0.3406,0.3246,0.3583,0.3406,0.7166,kmodes,compas-scores-two-years_y.zip
2,300,Cao,11,False,42,4,20.0,20,6.630194902420044,0.0441,90.3716,7.7002,0.5986,0.1961,0.1007,0.1538,0.1539,0.1464,0.1623,0.1539,0.6279,kmodes,compas-scores-two-years_y.zip
2,300,Cao,11,False,42,4,inf,100,6.74044942855835,0.0975,367.4213,3.8077,0.6947,0.3886,0.2234,0.3405,0.3406,0.3246,0.3583,0.3406,0.7166,kmodes,compas-scores-two-years_y.zip
2,300,Cao,11,False,42,4,inf,20,6.9714343547821045,0.0975,367.4213,3.8077,0.6947,0.3886,0.2234,0.3405,0.3406,0.3246,0.3583,0.3406,0.7166,kmodes,compas-scores-two-years_y.zip
2,500,Cao,11,False,42,4,1000.0,100,6.772238969802856,0.0975,367.4213,3.8077,0.6947,0.3886,0.2234,0.3405,0.3406,0.3246,0.3583,0.3406,0.7166,kmodes,compas-scores-two-years_y.zip
2,500,Cao,11,False,42,4,1000.0,20,7.249534845352173,0.0975,367.4213,3.8077,0.6947,0.3886,0.2234,0.3405,0.3406,0.3246,0.3583,0.3406,0.7166,kmodes,compas-scores-two-years_y.zip
2,500,Cao,11,False,42,4,100.0,100,7.982124805450439,0.0585,179.138,5.6636,0.6467,0.2929,0.1516,0.2253,0.2254,0.2203,0.2307,0.2254,0.6606,kmodes,compas-scores-two-years_y.zip
2,500,Cao,11,False,42,4,100.0,20,7.013278007507324,0.0975,367.4213,3.8077,0.6947,0.3886,0.2234,0.3405,0.3406,0.3246,0.3583,0.3406,0.7166,kmodes,compas-scores-two-years_y.zip
2,500,Cao,11,False,42,4,20.0,20,6.522498369216919,0.0441,90.3716,7.7002,0.5986,0.1961,0.1007,0.1538,0.1539,0.1464,0.1623,0.1539,0.6279,kmodes,compas-scores-two-years_y.zip
2,500,Cao,11,False,42,4,inf,100,6.72731876373291,0.0975,367.4213,3.8077,0.6947,0.3886,0.2234,0.3405,0.3406,0.3246,0.3583,0.3406,0.7166,kmodes,compas-scores-two-years_y.zip
2,500,Cao,11,False,42,4,inf,20,7.015014410018921,0.0975,367.4213,3.8077,0.6947,0.3886,0.2234,0.3405,0.3406,0.3246,0.3583,0.3406,0.7166,kmodes,compas-scores-two-years_y.zip
4,100,Cao,11,False,42,4,1000.0,100,14.09323024749756,0.0586,169.4598,21.3113,0.7183,0.4379,0.3242,0.353,0.3532,0.4711,0.2825,0.3532,0.6905,kmodes,compas-scores-two-years_y.zip
4,100,Cao,11,False,42,4,1000.0,20,14.549458265304564,0.0586,169.4598,21.3113,0.7183,0.4379,0.3242,0.353,0.3532,0.4711,0.2825,0.3532,0.6905,kmodes,compas-scores-two-years_y.zip
4,100,Cao,11,False,42,4,100.0,100,16.419763565063477,-0.0319,120.376,7.4699,0.6205,0.2434,0.1993,0.2068,0.207,0.2896,0.161,0.207,0.5584,kmodes,compas-scores-two-years_y.zip
4,100,Cao,11,False,42,4,100.0,20,15.053677082061768,0.0586,169.4598,21.3113,0.7183,0.4379,0.3242,0.353,0.3532,0.4711,0.2825,0.3532,0.6905,kmodes,compas-scores-two-years_y.zip
4,100,Cao,11,False,42,4,20.0,20,17.33383822441101,-0.0365,83.0144,12.6904,0.5948,0.1919,0.1632,0.1717,0.1718,0.2372,0.1347,0.1718,0.534,kmodes,compas-scores-two-years_y.zip
4,100,Cao,11,False,42,4,inf,100,13.860841512680054,0.0586,169.4598,21.3113,0.7183,0.4379,0.3242,0.353,0.3532,0.4711,0.2825,0.3532,0.6905,kmodes,compas-scores-two-years_y.zip
4,100,Cao,11,False,42,4,inf,20,15.078551292419434,0.0586,169.4598,21.3113,0.7183,0.4379,0.3242,0.353,0.3532,0.4711,0.2825,0.3532,0.6905,kmodes,compas-scores-two-years_y.zip
4,300,Cao,11,False,42,4,1000.0,100,14.035195350646973,0.0586,169.4598,21.3113,0.7183,0.4379,0.3242,0.353,0.3532,0.4711,0.2825,0.3532,0.6905,kmodes,compas-scores-two-years_y.zip
