number_clusters,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,1.5563678741455078,0.4204,1702.674,0.7044,0.9053,0.4673,1.9476,0.7711,0.776,0.6628,0.9359,0.776,0.5653,pyc_agglomerativeClust,2d-20c-no0_y.zip
12,1.5431365966796875,0.4215,1910.6901,0.707,0.9341,0.5668,2.156,0.8195,0.8242,0.7338,0.94,0.8242,0.6352,pyc_agglomerativeClust,2d-20c-no0_y.zip
2,1.539759397506714,0.3039,654.3801,1.4352,0.5518,0.1047,0.6642,0.3637,0.3659,0.226,0.9597,0.3659,0.3239,pyc_agglomerativeClust,2d-20c-no0_y.zip
20,1.5516834259033203,0.4544,2025.401,0.6226,0.9652,0.7135,2.533,0.89,0.8948,0.8621,0.9301,0.8948,0.741,pyc_agglomerativeClust,2d-20c-no0_y.zip
4,1.55906081199646,0.3083,1171.0794,0.8957,0.745,0.2174,1.2078,0.5697,0.5736,0.4111,0.9487,0.5736,0.4037,pyc_agglomerativeClust,2d-20c-no0_y.zip
6,1.5427050590515137,0.3886,1553.773,0.7699,0.8509,0.3537,1.6149,0.693,0.6973,0.5496,0.9536,0.6973,0.4968,pyc_agglomerativeClust,2d-20c-no0_y.zip
8,1.5411179065704346,0.4068,1584.9034,0.7463,0.8795,0.4002,1.79,0.7318,0.7369,0.6092,0.9323,0.7369,0.5195,pyc_agglomerativeClust,2d-20c-no0_y.zip
