n_clusters,labels_as_tree_leaves,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,criterion,splitter,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,max_features,max_leaf_nodes,min_impurity_decrease,class_weight,ccp_alpha,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,alg,dataset
12,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,30,50,0.0,,,0.0,,0.0,1000.0,20,1.2882356643676758,0.1357,1813.82,2.0214,kmeans+dt,ficoONEHOT.zip-12_True_k
12,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,30,50,0.0,,,0.0,,0.0,100.0,20,1.2321336269378662,0.1357,1813.82,2.0214,kmeans+dt,ficoONEHOT.zip-12_True_k
12,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,30,50,0.0,,,0.0,,0.0,inf,20,1.2603402137756348,0.1357,1813.82,2.0214,kmeans+dt,ficoONEHOT.zip-12_True_k
12,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,30,5,0.0,,,0.0,,0.0,1000.0,20,1.268852472305298,0.1275,1587.2587,1.9238,kmeans+dt,ficoONEHOT.zip-12_True_k
12,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,30,5,0.0,,,0.0,,0.0,100.0,20,1.309041976928711,0.1275,1587.2587,1.9238,kmeans+dt,ficoONEHOT.zip-12_True_k
12,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,30,5,0.0,,,0.0,,0.0,inf,20,1.1729450225830078,0.1275,1587.2587,1.9238,kmeans+dt,ficoONEHOT.zip-12_True_k
12,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,3,50,0.0,,,0.0,,0.0,1000.0,20,1.2658071517944336,0.1357,1813.82,2.0214,kmeans+dt,ficoONEHOT.zip-12_True_k
12,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,3,50,0.0,,,0.0,,0.0,100.0,20,1.32055926322937,0.1357,1813.82,2.0214,kmeans+dt,ficoONEHOT.zip-12_True_k
12,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,3,50,0.0,,,0.0,,0.0,inf,20,1.403144598007202,0.1357,1813.82,2.0214,kmeans+dt,ficoONEHOT.zip-12_True_k
12,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,3,5,0.0,,,0.0,,0.0,1000.0,20,1.3359143733978271,0.1275,1587.2587,1.9238,kmeans+dt,ficoONEHOT.zip-12_True_k
12,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,3,5,0.0,,,0.0,,0.0,100.0,20,1.271012783050537,0.1275,1587.2587,1.9238,kmeans+dt,ficoONEHOT.zip-12_True_k
12,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,3,5,0.0,,,0.0,,0.0,inf,20,1.329131841659546,0.1275,1587.2587,1.9238,kmeans+dt,ficoONEHOT.zip-12_True_k
12,True,k-means++,11,300,0.0001,False,42,True,lloyd,gini,best,30,50,0.0,,,0.0,,0.0,1000.0,20,1.2460451126098633,0.1357,1813.82,2.0214,kmeans+dt,ficoONEHOT.zip-12_True_k
12,True,k-means++,11,300,0.0001,False,42,True,lloyd,gini,best,30,50,0.0,,,0.0,,0.0,100.0,20,1.367090940475464,0.1357,1813.82,2.0214,kmeans+dt,ficoONEHOT.zip-12_True_k
12,True,k-means++,11,300,0.0001,False,42,True,lloyd,gini,best,30,50,0.0,,,0.0,,0.0,inf,20,1.3970346450805664,0.1357,1813.82,2.0214,kmeans+dt,ficoONEHOT.zip-12_True_k
12,True,k-means++,11,300,0.0001,False,42,True,lloyd,gini,best,30,5,0.0,,,0.0,,0.0,1000.0,20,1.2690482139587402,0.1275,1587.2587,1.9238,kmeans+dt,ficoONEHOT.zip-12_True_k
12,True,k-means++,11,300,0.0001,False,42,True,lloyd,gini,best,30,5,0.0,,,0.0,,0.0,100.0,20,1.353787183761597,0.1275,1587.2587,1.9238,kmeans+dt,ficoONEHOT.zip-12_True_k
12,True,k-means++,11,300,0.0001,False,42,True,lloyd,gini,best,30,5,0.0,,,0.0,,0.0,inf,20,1.2989327907562256,0.1275,1587.2587,1.9238,kmeans+dt,ficoONEHOT.zip-12_True_k
12,True,k-means++,11,300,0.0001,False,42,True,lloyd,gini,best,3,50,0.0,,,0.0,,0.0,1000.0,20,1.2088282108306885,0.1357,1813.82,2.0214,kmeans+dt,ficoONEHOT.zip-12_True_k
12,True,k-means++,11,300,0.0001,False,42,True,lloyd,gini,best,3,50,0.0,,,0.0,,0.0,100.0,20,1.3113431930541992,0.1357,1813.82,2.0214,kmeans+dt,ficoONEHOT.zip-12_True_k
