n_clusters,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,bisecting_strategy,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,alg,dataset
12,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,100,11.425808429718018,0.1266,819.7791,1.8198,skl_bis_kmeans,wine.zip-12_k
12,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,20,11.852349758148192,0.1266,819.7791,1.8198,skl_bis_kmeans,wine.zip-12_k
12,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,20.0,20,12.198424100875854,0.1232,811.7426,1.8309,skl_bis_kmeans,wine.zip-12_k
12,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,inf,100,11.190979480743408,0.1266,819.7791,1.8198,skl_bis_kmeans,wine.zip-12_k
12,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,inf,20,11.714986085891724,0.1266,819.7791,1.8198,skl_bis_kmeans,wine.zip-12_k
12,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,1000.0,100,12.854053974151611,0.1189,770.8661,2.0183,skl_bis_kmeans,wine.zip-12_k
12,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,1000.0,20,13.04417085647583,0.1189,770.8661,2.0183,skl_bis_kmeans,wine.zip-12_k
12,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,20.0,20,13.60965371131897,0.1156,763.1979,2.0302,skl_bis_kmeans,wine.zip-12_k
12,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,inf,100,12.537357091903688,0.1189,770.8661,2.0183,skl_bis_kmeans,wine.zip-12_k
12,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,inf,20,12.991157054901125,0.1189,770.8661,2.0183,skl_bis_kmeans,wine.zip-12_k
12,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,100,11.790424585342407,0.1266,819.7791,1.8198,skl_bis_kmeans,wine.zip-12_k
12,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,20,12.106725692749023,0.1266,819.7791,1.8198,skl_bis_kmeans,wine.zip-12_k
12,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,20.0,20,12.078449726104736,0.1232,811.7426,1.8309,skl_bis_kmeans,wine.zip-12_k
12,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,inf,100,13.57215666770935,0.1266,819.7791,1.8198,skl_bis_kmeans,wine.zip-12_k
12,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,inf,20,11.909285068511965,0.1266,819.7791,1.8198,skl_bis_kmeans,wine.zip-12_k
12,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,1000.0,100,12.565012454986572,0.1189,770.8661,2.0183,skl_bis_kmeans,wine.zip-12_k
12,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,1000.0,20,13.247303009033203,0.1189,770.8661,2.0183,skl_bis_kmeans,wine.zip-12_k
12,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,20.0,20,13.627292156219482,0.1156,763.1979,2.0302,skl_bis_kmeans,wine.zip-12_k
12,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,inf,100,12.89919114112854,0.1189,770.8661,2.0183,skl_bis_kmeans,wine.zip-12_k
12,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,inf,20,12.724210739135742,0.1189,770.8661,2.0183,skl_bis_kmeans,wine.zip-12_k
12,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,100,11.978987455368042,0.1266,819.7791,1.8198,skl_bis_kmeans,wine.zip-12_k
12,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,20,11.717297077178957,0.1266,819.7791,1.8198,skl_bis_kmeans,wine.zip-12_k
12,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,20.0,20,12.587603092193604,0.1232,811.7426,1.8309,skl_bis_kmeans,wine.zip-12_k
12,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,inf,100,11.697003841400146,0.1266,819.7791,1.8198,skl_bis_kmeans,wine.zip-12_k
12,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,inf,20,12.017749786376951,0.1266,819.7791,1.8198,skl_bis_kmeans,wine.zip-12_k
12,k-means++,11,500,0.0001,False,42,True,lloyd,largest_cluster,1000.0,100,13.374445915222168,0.1189,770.8661,2.0183,skl_bis_kmeans,wine.zip-12_k
12,k-means++,11,500,0.0001,False,42,True,lloyd,largest_cluster,1000.0,20,13.003112316131592,0.1189,770.8661,2.0183,skl_bis_kmeans,wine.zip-12_k
12,k-means++,11,500,0.0001,False,42,True,lloyd,largest_cluster,20.0,20,13.717440128326416,0.1156,763.1979,2.0302,skl_bis_kmeans,wine.zip-12_k
12,k-means++,11,500,0.0001,False,42,True,lloyd,largest_cluster,inf,100,13.664538621902466,0.1189,770.8661,2.0183,skl_bis_kmeans,wine.zip-12_k
12,k-means++,11,500,0.0001,False,42,True,lloyd,largest_cluster,inf,20,12.368409872055054,0.1189,770.8661,2.0183,skl_bis_kmeans,wine.zip-12_k
