max_depth,max_nbr_clusters,min_samples_leaf,min_samples_split,max_nbr_values,max_nbr_values_cat,bic_eps,time,silhouette,calinski_harabasz,davies_bouldin,alg,dataset
2,4,3,5,1000,20,0.0,356.9752571582794,0.135,24218.1227,1.4032,VarianceParTree,bank.zip
2,4,3,5,1000,20,0.1,359.1546986103058,0.135,24218.1227,1.4032,VarianceParTree,bank.zip
2,4,3,5,20,20,0.0,20.31308627128601,0.0366,18248.8557,4.3234,VarianceParTree,bank.zip
2,4,3,5,20,20,0.1,17.870583057403564,0.0366,18248.8557,4.3234,VarianceParTree,bank.zip
2,6,30,50,20,20,0.0,20.364445447921756,0.0366,18248.8557,4.3234,VarianceParTree,bank.zip
2,6,30,50,20,20,0.1,18.081810474395752,0.0366,18248.8557,4.3234,VarianceParTree,bank.zip
2,6,30,5,20,20,0.0,20.347960233688354,0.0366,18248.8557,4.3234,VarianceParTree,bank.zip
2,6,30,5,20,20,0.1,17.915175437927246,0.0366,18248.8557,4.3234,VarianceParTree,bank.zip
2,6,3,50,20,20,0.0,20.398568153381348,0.0366,18248.8557,4.3234,VarianceParTree,bank.zip
2,6,3,50,20,20,0.1,17.88211178779602,0.0366,18248.8557,4.3234,VarianceParTree,bank.zip
2,6,3,5,1000,100,0.0,359.4232301712036,0.135,24218.1227,1.4032,VarianceParTree,bank.zip
2,6,3,5,1000,100,0.1,356.85124826431274,0.135,24218.1227,1.4032,VarianceParTree,bank.zip
2,6,3,5,1000,20,0.0,359.603134393692,0.135,24218.1227,1.4032,VarianceParTree,bank.zip
2,6,3,5,20,20,0.0,20.425502061843872,0.0366,18248.8557,4.3234,VarianceParTree,bank.zip
2,6,3,5,20,20,0.1,17.918855667114258,0.0366,18248.8557,4.3234,VarianceParTree,bank.zip
2,8,30,50,20,20,0.0,20.2746479511261,0.0366,18248.8557,4.3234,VarianceParTree,bank.zip
2,8,30,50,20,20,0.1,17.942816257476807,0.0366,18248.8557,4.3234,VarianceParTree,bank.zip
2,8,30,5,20,20,0.0,20.592324018478397,0.0366,18248.8557,4.3234,VarianceParTree,bank.zip
2,8,30,5,20,20,0.1,17.848174333572388,0.0366,18248.8557,4.3234,VarianceParTree,bank.zip
2,8,3,50,20,20,0.0,20.55731511116028,0.0366,18248.8557,4.3234,VarianceParTree,bank.zip
2,8,3,50,20,20,0.1,17.87938618659973,0.0366,18248.8557,4.3234,VarianceParTree,bank.zip
2,8,3,5,20,20,0.0,20.48173213005066,0.0366,18248.8557,4.3234,VarianceParTree,bank.zip
2,8,3,5,20,20,0.1,17.977968454360962,0.0366,18248.8557,4.3234,VarianceParTree,bank.zip
3,10,30,50,20,20,0.0,39.82319951057434,0.0381,11918.236,8.4839,VarianceParTree,bank.zip
3,10,30,50,20,20,0.1,30.39550018310547,0.0381,11918.236,8.4839,VarianceParTree,bank.zip
3,10,30,5,20,20,0.0,39.60499668121338,0.0381,11918.236,8.4839,VarianceParTree,bank.zip
3,10,30,5,20,20,0.1,30.22465205192566,0.0381,11918.236,8.4839,VarianceParTree,bank.zip
3,10,3,50,20,20,0.0,40.48774933815002,0.0381,11918.236,8.4839,VarianceParTree,bank.zip
3,10,3,50,20,20,0.1,30.41418695449829,0.0381,11918.236,8.4839,VarianceParTree,bank.zip
3,10,3,5,20,20,0.0,29.88132166862488,0.0381,11918.236,8.4839,VarianceParTree,bank.zip
3,10,3,5,20,20,0.1,30.05188751220703,0.0381,11918.236,8.4839,VarianceParTree,bank.zip
3,12,30,50,20,20,0.0,29.71842694282532,0.0381,11918.236,8.4839,VarianceParTree,bank.zip
3,12,30,50,20,20,0.1,30.724677324295044,0.0381,11918.236,8.4839,VarianceParTree,bank.zip
3,12,30,5,20,20,0.0,29.87302541732788,0.0381,11918.236,8.4839,VarianceParTree,bank.zip
3,12,30,5,20,20,0.1,30.43090319633484,0.0381,11918.236,8.4839,VarianceParTree,bank.zip
3,12,3,50,20,20,0.0,39.85495018959045,0.0381,11918.236,8.4839,VarianceParTree,bank.zip
3,12,3,50,20,20,0.1,30.286155939102173,0.0381,11918.236,8.4839,VarianceParTree,bank.zip
3,12,3,5,20,20,0.0,39.9283754825592,0.0381,11918.236,8.4839,VarianceParTree,bank.zip
3,12,3,5,20,20,0.1,30.222187995910645,0.0381,11918.236,8.4839,VarianceParTree,bank.zip
3,2,30,50,20,20,0.0,9.050249099731444,0.9253,54085.675,0.1083,VarianceParTree,bank.zip
3,2,30,50,20,20,0.1,9.005079507827759,0.9253,54085.675,0.1083,VarianceParTree,bank.zip
3,2,30,5,20,20,0.0,9.064035654067991,0.9253,54085.675,0.1083,VarianceParTree,bank.zip
3,2,30,5,20,20,0.1,9.006574153900146,0.9253,54085.675,0.1083,VarianceParTree,bank.zip
3,2,3,50,20,20,0.0,9.092172384262083,0.9253,54085.675,0.1083,VarianceParTree,bank.zip
3,2,3,50,20,20,0.1,9.031426429748535,0.9253,54085.675,0.1083,VarianceParTree,bank.zip
3,2,3,5,20,20,0.0,9.141400575637816,0.9253,54085.675,0.1083,VarianceParTree,bank.zip
3,2,3,5,20,20,0.1,8.909619808197021,0.9253,54085.675,0.1083,VarianceParTree,bank.zip
3,4,30,50,20,20,0.0,23.07335591316223,0.1034,27519.3212,4.2545,VarianceParTree,bank.zip
3,4,30,50,20,20,0.1,22.989145278930664,0.1034,27519.3212,4.2545,VarianceParTree,bank.zip
3,4,30,5,20,20,0.0,22.93102622032165,0.1034,27519.3212,4.2545,VarianceParTree,bank.zip
3,4,30,5,20,20,0.1,22.82871174812317,0.1034,27519.3212,4.2545,VarianceParTree,bank.zip
3,4,3,50,20,20,0.0,22.98568105697632,0.1034,27519.3212,4.2545,VarianceParTree,bank.zip
3,4,3,50,20,20,0.1,23.029542684555054,0.1034,27519.3212,4.2545,VarianceParTree,bank.zip
3,4,3,5,20,20,0.0,23.02357387542725,0.1034,27519.3212,4.2545,VarianceParTree,bank.zip
3,4,3,5,20,20,0.1,22.99487614631653,0.1034,27519.3212,4.2545,VarianceParTree,bank.zip
3,6,30,50,20,20,0.0,32.08020305633545,0.0391,16685.2782,3.8964,VarianceParTree,bank.zip
3,6,30,50,20,20,0.1,27.353870391845703,0.0391,16685.2782,3.8964,VarianceParTree,bank.zip
3,6,30,5,20,20,0.0,31.72253918647766,0.0391,16685.2782,3.8964,VarianceParTree,bank.zip
3,6,30,5,20,20,0.1,27.24347305297852,0.0391,16685.2782,3.8964,VarianceParTree,bank.zip
3,6,3,50,20,20,0.0,31.793429136276245,0.0391,16685.2782,3.8964,VarianceParTree,bank.zip
3,6,3,50,20,20,0.1,26.8512978553772,0.0391,16685.2782,3.8964,VarianceParTree,bank.zip
3,6,3,5,20,20,0.0,31.70979881286621,0.0391,16685.2782,3.8964,VarianceParTree,bank.zip
3,6,3,5,20,20,0.1,26.71489119529724,0.0391,16685.2782,3.8964,VarianceParTree,bank.zip
3,8,30,50,20,20,0.0,29.811194896698,0.0381,11918.236,8.4839,VarianceParTree,bank.zip
3,8,30,50,20,20,0.1,29.86148142814636,0.0381,11918.236,8.4839,VarianceParTree,bank.zip
3,8,30,5,20,20,0.0,29.99860906600952,0.0381,11918.236,8.4839,VarianceParTree,bank.zip
3,8,30,5,20,20,0.1,29.99843978881836,0.0381,11918.236,8.4839,VarianceParTree,bank.zip
3,8,3,50,20,20,0.0,30.19662570953369,0.0381,11918.236,8.4839,VarianceParTree,bank.zip
3,8,3,50,20,20,0.1,29.906108617782596,0.0381,11918.236,8.4839,VarianceParTree,bank.zip
3,8,3,5,20,20,0.0,40.447577476501465,0.0381,11918.236,8.4839,VarianceParTree,bank.zip
3,8,3,5,20,20,0.1,30.52361869812012,0.0381,11918.236,8.4839,VarianceParTree,bank.zip
4,10,30,50,20,20,0.0,39.08999586105347,0.0236,11820.9182,2.9188,VarianceParTree,bank.zip
4,10,30,50,20,20,0.1,39.1881947517395,0.0236,11820.9182,2.9188,VarianceParTree,bank.zip
4,10,30,5,20,20,0.0,39.48310899734497,0.0236,11820.9182,2.9188,VarianceParTree,bank.zip
4,10,30,5,20,20,0.1,39.98533582687378,0.0236,11820.9182,2.9188,VarianceParTree,bank.zip
4,10,3,50,20,20,0.0,39.52071380615234,0.0236,11820.9182,2.9188,VarianceParTree,bank.zip
4,10,3,50,20,20,0.1,39.29884910583496,0.0236,11820.9182,2.9188,VarianceParTree,bank.zip
4,10,3,5,20,20,0.0,39.42476844787598,0.0236,11820.9182,2.9188,VarianceParTree,bank.zip
4,10,3,5,20,20,0.1,39.64247107505798,0.0236,11820.9182,2.9188,VarianceParTree,bank.zip
4,12,30,50,20,20,0.0,43.36602449417114,0.0231,9671.7917,6.0243,VarianceParTree,bank.zip
4,12,30,50,20,20,0.1,43.28080344200134,0.0231,9671.7917,6.0243,VarianceParTree,bank.zip
4,12,30,5,20,20,0.0,43.26668548583984,0.0231,9671.7917,6.0243,VarianceParTree,bank.zip
4,12,30,5,20,20,0.1,43.00793266296387,0.0231,9671.7917,6.0243,VarianceParTree,bank.zip
4,12,3,50,20,20,0.0,43.13263273239136,0.0231,9671.7917,6.0243,VarianceParTree,bank.zip
4,12,3,50,20,20,0.1,43.55665445327759,0.0231,9671.7917,6.0243,VarianceParTree,bank.zip
4,12,3,5,20,20,0.0,43.50044131278992,0.0231,9671.7917,6.0243,VarianceParTree,bank.zip
4,12,3,5,20,20,0.1,43.28062558174133,0.0231,9671.7917,6.0243,VarianceParTree,bank.zip
4,2,30,50,20,20,0.0,9.024311304092407,0.9253,54085.675,0.1083,VarianceParTree,bank.zip
4,2,30,50,20,20,0.1,9.03217887878418,0.9253,54085.675,0.1083,VarianceParTree,bank.zip
4,2,30,5,20,20,0.0,9.059393644332886,0.9253,54085.675,0.1083,VarianceParTree,bank.zip
4,2,30,5,20,20,0.1,8.882610082626343,0.9253,54085.675,0.1083,VarianceParTree,bank.zip
4,2,3,50,20,20,0.0,8.710044145584106,0.9253,54085.675,0.1083,VarianceParTree,bank.zip
4,2,3,50,20,20,0.1,8.949418544769287,0.9253,54085.675,0.1083,VarianceParTree,bank.zip
4,2,3,5,20,20,0.0,8.787254333496094,0.9253,54085.675,0.1083,VarianceParTree,bank.zip
4,2,3,5,20,20,0.1,8.784675598144531,0.9253,54085.675,0.1083,VarianceParTree,bank.zip
4,4,30,50,20,20,0.0,23.350314617156982,0.1034,27519.3212,4.2545,VarianceParTree,bank.zip
4,4,30,50,20,20,0.1,22.87537240982056,0.1034,27519.3212,4.2545,VarianceParTree,bank.zip
4,4,30,5,20,20,0.0,23.239187479019165,0.1034,27519.3212,4.2545,VarianceParTree,bank.zip
4,4,30,5,20,20,0.1,22.78178119659424,0.1034,27519.3212,4.2545,VarianceParTree,bank.zip
4,4,3,50,20,20,0.0,23.2236328125,0.1034,27519.3212,4.2545,VarianceParTree,bank.zip
4,4,3,50,20,20,0.1,22.85766339302063,0.1034,27519.3212,4.2545,VarianceParTree,bank.zip
4,4,3,5,20,20,0.0,22.907175064086918,0.1034,27519.3212,4.2545,VarianceParTree,bank.zip
4,4,3,5,20,20,0.1,22.907254457473755,0.1034,27519.3212,4.2545,VarianceParTree,bank.zip
4,6,30,50,20,20,0.0,34.82978105545044,0.0495,18643.7163,3.9414,VarianceParTree,bank.zip
4,6,30,50,20,20,0.1,31.89149117469788,0.0495,18643.7163,3.9414,VarianceParTree,bank.zip
4,6,30,5,20,20,0.0,31.00844359397888,0.0495,18643.7163,3.9414,VarianceParTree,bank.zip
4,6,30,5,20,20,0.1,31.1379873752594,0.0495,18643.7163,3.9414,VarianceParTree,bank.zip
4,6,3,50,20,20,0.0,34.814804792404175,0.0495,18643.7163,3.9414,VarianceParTree,bank.zip
4,6,3,50,20,20,0.1,31.910757303237915,0.0495,18643.7163,3.9414,VarianceParTree,bank.zip
4,6,3,5,20,20,0.0,34.717050552368164,0.0495,18643.7163,3.9414,VarianceParTree,bank.zip
4,6,3,5,20,20,0.1,31.982335567474365,0.0495,18643.7163,3.9414,VarianceParTree,bank.zip
4,8,30,50,20,20,0.0,35.83099389076233,0.0459,14318.3413,3.3866,VarianceParTree,bank.zip
4,8,30,50,20,20,0.1,35.70386052131653,0.0459,14318.3413,3.3866,VarianceParTree,bank.zip
4,8,30,5,20,20,0.0,35.79590153694153,0.0459,14318.3413,3.3866,VarianceParTree,bank.zip
4,8,30,5,20,20,0.1,35.817474603652954,0.0459,14318.3413,3.3866,VarianceParTree,bank.zip
4,8,3,50,20,20,0.0,35.73758506774902,0.0459,14318.3413,3.3866,VarianceParTree,bank.zip
4,8,3,50,20,20,0.1,35.85154700279236,0.0459,14318.3413,3.3866,VarianceParTree,bank.zip
4,8,3,5,20,20,0.0,35.642916202545166,0.0459,14318.3413,3.3866,VarianceParTree,bank.zip
4,8,3,5,20,20,0.1,35.801377296447754,0.0459,14318.3413,3.3866,VarianceParTree,bank.zip
6,10,30,50,20,20,0.0,45.13537526130676,0.0841,13839.7234,3.2439,VarianceParTree,bank.zip
6,10,30,50,20,20,0.1,45.41729426383972,0.0841,13839.7234,3.2439,VarianceParTree,bank.zip
6,10,30,5,20,20,0.0,45.63933563232422,0.0841,13839.7234,3.2439,VarianceParTree,bank.zip
6,10,30,5,20,20,0.1,45.51267981529236,0.0841,13839.7234,3.2439,VarianceParTree,bank.zip
6,10,3,50,20,20,0.0,45.44542217254639,0.0841,13839.7234,3.2439,VarianceParTree,bank.zip
6,10,3,50,20,20,0.1,45.61768531799317,0.0841,13839.7234,3.2439,VarianceParTree,bank.zip
6,10,3,5,20,20,0.0,44.991283893585205,0.0841,13839.7234,3.2439,VarianceParTree,bank.zip
6,10,3,5,20,20,0.1,45.56594920158386,0.0841,13839.7234,3.2439,VarianceParTree,bank.zip
6,12,30,50,20,20,0.0,50.483076095581055,0.0773,12084.1705,2.8622,VarianceParTree,bank.zip
6,12,30,50,20,20,0.1,50.47280597686768,0.0773,12084.1705,2.8622,VarianceParTree,bank.zip
6,12,30,5,20,20,0.0,50.98657298088074,0.0773,12084.1705,2.8622,VarianceParTree,bank.zip
6,12,30,5,20,20,0.1,50.61666393280029,0.0773,12084.1705,2.8622,VarianceParTree,bank.zip
6,12,3,50,20,20,0.0,50.41860580444336,0.0773,12084.1705,2.8622,VarianceParTree,bank.zip
6,12,3,50,20,20,0.1,51.03446626663208,0.0773,12084.1705,2.8622,VarianceParTree,bank.zip
6,12,3,5,20,20,0.0,49.78103137016296,0.0773,12084.1705,2.8622,VarianceParTree,bank.zip
6,12,3,5,20,20,0.1,50.52303719520569,0.0773,12084.1705,2.8622,VarianceParTree,bank.zip
6,2,30,50,20,20,0.0,8.750060558319092,0.9253,54085.675,0.1083,VarianceParTree,bank.zip
6,2,30,50,20,20,0.1,8.867257356643677,0.9253,54085.675,0.1083,VarianceParTree,bank.zip
6,2,30,5,20,20,0.0,8.746469020843506,0.9253,54085.675,0.1083,VarianceParTree,bank.zip
6,2,30,5,20,20,0.1,8.814945220947266,0.9253,54085.675,0.1083,VarianceParTree,bank.zip
6,2,3,50,20,20,0.0,8.78920030593872,0.9253,54085.675,0.1083,VarianceParTree,bank.zip
6,2,3,50,20,20,0.1,8.86630392074585,0.9253,54085.675,0.1083,VarianceParTree,bank.zip
6,2,3,5,20,20,0.0,8.661182165145874,0.9253,54085.675,0.1083,VarianceParTree,bank.zip
6,2,3,5,20,20,0.1,8.815958738327026,0.9253,54085.675,0.1083,VarianceParTree,bank.zip
6,4,30,50,20,20,0.0,22.34685039520264,0.1034,27519.3212,4.2545,VarianceParTree,bank.zip
6,4,30,50,20,20,0.1,22.29769825935364,0.1034,27519.3212,4.2545,VarianceParTree,bank.zip
6,4,30,5,20,20,0.0,22.278878927230835,0.1034,27519.3212,4.2545,VarianceParTree,bank.zip
6,4,30,5,20,20,0.1,22.455776691436768,0.1034,27519.3212,4.2545,VarianceParTree,bank.zip
6,4,3,50,20,20,0.0,22.165635585784912,0.1034,27519.3212,4.2545,VarianceParTree,bank.zip
6,4,3,50,20,20,0.1,22.40963840484619,0.1034,27519.3212,4.2545,VarianceParTree,bank.zip
6,4,3,5,20,20,0.0,22.343603372573853,0.1034,27519.3212,4.2545,VarianceParTree,bank.zip
6,4,3,5,20,20,0.1,22.503262042999268,0.1034,27519.3212,4.2545,VarianceParTree,bank.zip
6,6,30,50,20,20,0.0,34.81898474693298,0.1196,21186.3244,2.9572,VarianceParTree,bank.zip
6,6,30,50,20,20,0.1,34.9066002368927,0.1196,21186.3244,2.9572,VarianceParTree,bank.zip
6,6,30,5,20,20,0.0,34.75187158584595,0.1196,21186.3244,2.9572,VarianceParTree,bank.zip
6,6,30,5,20,20,0.1,35.10500884056091,0.1196,21186.3244,2.9572,VarianceParTree,bank.zip
6,6,3,50,20,20,0.0,34.8268620967865,0.1196,21186.3244,2.9572,VarianceParTree,bank.zip
6,6,3,50,20,20,0.1,35.11011242866516,0.1196,21186.3244,2.9572,VarianceParTree,bank.zip
6,6,3,5,20,20,0.0,34.78442168235779,0.1196,21186.3244,2.9572,VarianceParTree,bank.zip
6,6,3,5,20,20,0.1,35.12054800987244,0.1196,21186.3244,2.9572,VarianceParTree,bank.zip
6,8,30,50,20,20,0.0,41.06076669692993,0.095,17398.8645,2.8432,VarianceParTree,bank.zip
6,8,30,50,20,20,0.1,41.03597331047058,0.095,17398.8645,2.8432,VarianceParTree,bank.zip
6,8,30,5,20,20,0.0,41.31924343109131,0.095,17398.8645,2.8432,VarianceParTree,bank.zip
6,8,30,5,20,20,0.1,41.34836483001709,0.095,17398.8645,2.8432,VarianceParTree,bank.zip
6,8,3,50,20,20,0.0,45.46002531051636,0.095,17398.8645,2.8432,VarianceParTree,bank.zip
6,8,3,50,20,20,0.1,46.08975267410278,0.095,17398.8645,2.8432,VarianceParTree,bank.zip
6,8,3,5,20,20,0.0,40.82905268669128,0.095,17398.8645,2.8432,VarianceParTree,bank.zip
6,8,3,5,20,20,0.1,45.59279370307922,0.095,17398.8645,2.8432,VarianceParTree,bank.zip
