n_clusters,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,bisecting_strategy,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,alg,dataset
2,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,20,0.6237924098968506,0.6664,7970.1923,0.256,skl_bis_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,100.0,20,1.0359795093536377,0.6664,7970.1923,0.256,skl_bis_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,inf,20,0.6830949783325195,0.6664,7970.1923,0.256,skl_bis_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,1000.0,20,0.7872247695922852,0.6664,7970.1923,0.256,skl_bis_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,100.0,20,1.004688024520874,0.6664,7970.1923,0.256,skl_bis_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,inf,20,0.4817652702331543,0.6664,7970.1923,0.256,skl_bis_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,20,0.5033643245697021,0.6664,7970.1923,0.256,skl_bis_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,100.0,20,0.5748796463012695,0.6664,7970.1923,0.256,skl_bis_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,inf,20,0.8855075836181641,0.6664,7970.1923,0.256,skl_bis_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,1000.0,20,0.6184811592102051,0.6664,7970.1923,0.256,skl_bis_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,100.0,20,0.6356692314147949,0.6664,7970.1923,0.256,skl_bis_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,inf,20,0.7729253768920898,0.6664,7970.1923,0.256,skl_bis_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,20,0.7010233402252197,0.6664,7970.1923,0.256,skl_bis_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,100.0,20,0.5053741931915283,0.6664,7970.1923,0.256,skl_bis_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,inf,20,0.5594265460968018,0.6664,7970.1923,0.256,skl_bis_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,largest_cluster,1000.0,20,0.5670878887176514,0.6664,7970.1923,0.256,skl_bis_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,largest_cluster,100.0,20,0.6725270748138428,0.6664,7970.1923,0.256,skl_bis_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,largest_cluster,inf,20,0.5668327808380127,0.6664,7970.1923,0.256,skl_bis_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,20,0.6237924098968506,0.6664,7970.1923,0.256,skl_bis_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,100.0,20,1.0359795093536377,0.6664,7970.1923,0.256,skl_bis_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,inf,20,0.6830949783325195,0.6664,7970.1923,0.256,skl_bis_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,1000.0,20,0.7872247695922852,0.6664,7970.1923,0.256,skl_bis_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,100.0,20,1.004688024520874,0.6664,7970.1923,0.256,skl_bis_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,inf,20,0.4817652702331543,0.6664,7970.1923,0.256,skl_bis_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,20,0.5033643245697021,0.6664,7970.1923,0.256,skl_bis_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,100.0,20,0.5748796463012695,0.6664,7970.1923,0.256,skl_bis_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,inf,20,0.8855075836181641,0.6664,7970.1923,0.256,skl_bis_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,1000.0,20,0.6184811592102051,0.6664,7970.1923,0.256,skl_bis_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,100.0,20,0.6356692314147949,0.6664,7970.1923,0.256,skl_bis_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,inf,20,0.7729253768920898,0.6664,7970.1923,0.256,skl_bis_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,20,0.7010233402252197,0.6664,7970.1923,0.256,skl_bis_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,100.0,20,0.5053741931915283,0.6664,7970.1923,0.256,skl_bis_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,inf,20,0.5594265460968018,0.6664,7970.1923,0.256,skl_bis_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,largest_cluster,1000.0,20,0.5670878887176514,0.6664,7970.1923,0.256,skl_bis_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,largest_cluster,100.0,20,0.6725270748138428,0.6664,7970.1923,0.256,skl_bis_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,largest_cluster,inf,20,0.5668327808380127,0.6664,7970.1923,0.256,skl_bis_kmeans,ficoONEHOT.zip-2_k
