threshold,branching_factor,n_clusters,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
0.5,50,10,1000.0,100,0.0352020263671875,0.5944,1872.5953,0.8078,0.559,0.1049,0.0425,0.0464,0.0526,0.0639,0.0447,0.0526,0.6239,skl_birch,titanic_y.zip
0.5,50,10,1000.0,20,0.0352709293365478,0.5944,1872.5953,0.8078,0.559,0.1049,0.0425,0.0464,0.0526,0.0639,0.0447,0.0526,0.6239,skl_birch,titanic_y.zip
0.5,50,10,100.0,100,0.0343577861785888,0.3365,1958.1697,0.9189,0.5516,0.1082,0.0489,0.0447,0.0497,0.0734,0.0376,0.0497,0.5411,skl_birch,titanic_y.zip
0.5,50,10,100.0,20,0.0358164310455322,0.5944,1872.5953,0.8078,0.559,0.1049,0.0425,0.0464,0.0526,0.0639,0.0447,0.0526,0.6239,skl_birch,titanic_y.zip
0.5,50,10,20.0,20,0.035682201385498,0.3261,1849.8217,0.9838,0.5452,0.0934,0.0418,0.0382,0.0433,0.0628,0.0331,0.0433,0.5443,skl_birch,titanic_y.zip
0.5,50,10,inf,100,0.0342779159545898,0.5944,1872.5953,0.8078,0.559,0.1049,0.0425,0.0464,0.0526,0.0639,0.0447,0.0526,0.6239,skl_birch,titanic_y.zip
0.5,50,10,inf,20,0.0349981784820556,0.5944,1872.5953,0.8078,0.559,0.1049,0.0425,0.0464,0.0526,0.0639,0.0447,0.0526,0.6239,skl_birch,titanic_y.zip
0.5,50,12,1000.0,100,0.03460693359375,0.2666,1828.0536,1.0447,0.5414,0.0916,0.0619,0.0522,0.0578,0.0929,0.042,0.0578,0.5137,skl_birch,titanic_y.zip
0.5,50,12,1000.0,20,0.0345406532287597,0.2666,1828.0536,1.0447,0.5414,0.0916,0.0619,0.0522,0.0578,0.0929,0.042,0.0578,0.5137,skl_birch,titanic_y.zip
0.5,50,12,100.0,100,0.0342555046081543,0.3014,1848.1739,0.9978,0.5529,0.1118,0.0689,0.0603,0.066,0.1035,0.0484,0.066,0.5381,skl_birch,titanic_y.zip
0.5,50,12,100.0,20,0.0352008342742919,0.2666,1828.0536,1.0447,0.5414,0.0916,0.0619,0.0522,0.0578,0.0929,0.042,0.0578,0.5137,skl_birch,titanic_y.zip
