max_depth,max_nbr_clusters,min_samples_leaf,min_samples_split,max_nbr_values,max_nbr_values_cat,bic_eps,random_state,n_components,oblique_splits,max_oblique_features,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
2,10,30,50,20,20,0.0,42,1,False,0,2.4013421535491943,-0.0449,183.5233,22.8002,0.771,0.5438,0.5862,0.5993,0.5994,0.8517,0.4624,0.5994,0.7403,PrincipalParTree,compas-scores-two-years_y.zip
2,10,30,50,20,20,0.0,42,1,False,1,2.499034881591797,-0.0449,183.5233,22.8002,0.771,0.5438,0.5862,0.5993,0.5994,0.8517,0.4624,0.5994,0.7403,PrincipalParTree,compas-scores-two-years_y.zip
2,10,30,50,20,20,0.0,42,1,False,2,2.6008758544921875,-0.0449,183.5233,22.8002,0.771,0.5438,0.5862,0.5993,0.5994,0.8517,0.4624,0.5994,0.7403,PrincipalParTree,compas-scores-two-years_y.zip
2,10,30,50,20,20,0.0,42,2,False,0,2.2706539630889893,-0.0376,189.941,17.4866,0.7343,0.4709,0.575,0.5633,0.5634,0.8354,0.4251,0.5634,0.6892,PrincipalParTree,compas-scores-two-years_y.zip
2,10,30,50,20,20,0.0,42,2,False,1,2.4202635288238525,-0.0376,189.941,17.4866,0.7343,0.4709,0.575,0.5633,0.5634,0.8354,0.4251,0.5634,0.6892,PrincipalParTree,compas-scores-two-years_y.zip
2,10,30,50,20,20,0.0,42,2,False,2,2.552973985671997,-0.0376,189.941,17.4866,0.7343,0.4709,0.575,0.5633,0.5634,0.8354,0.4251,0.5634,0.6892,PrincipalParTree,compas-scores-two-years_y.zip
2,10,30,50,20,20,0.1,42,1,False,0,2.484079122543335,-0.0449,183.5233,22.8002,0.771,0.5438,0.5862,0.5993,0.5994,0.8517,0.4624,0.5994,0.7403,PrincipalParTree,compas-scores-two-years_y.zip
2,10,30,50,20,20,0.1,42,1,False,1,2.307797431945801,-0.0449,183.5233,22.8002,0.771,0.5438,0.5862,0.5993,0.5994,0.8517,0.4624,0.5994,0.7403,PrincipalParTree,compas-scores-two-years_y.zip
2,10,30,50,20,20,0.1,42,1,False,2,2.488618850708008,-0.0449,183.5233,22.8002,0.771,0.5438,0.5862,0.5993,0.5994,0.8517,0.4624,0.5994,0.7403,PrincipalParTree,compas-scores-two-years_y.zip
2,10,30,50,20,20,0.1,42,2,False,0,2.411830186843872,-0.0376,189.941,17.4866,0.7343,0.4709,0.575,0.5633,0.5634,0.8354,0.4251,0.5634,0.6892,PrincipalParTree,compas-scores-two-years_y.zip
2,10,30,50,20,20,0.1,42,2,False,1,2.2973413467407227,-0.0376,189.941,17.4866,0.7343,0.4709,0.575,0.5633,0.5634,0.8354,0.4251,0.5634,0.6892,PrincipalParTree,compas-scores-two-years_y.zip
