eps,min_samples,metric,algorithm,n_jobs,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,alg,dataset
0.25,10,correlation,auto,4,1000.0,20,0.8947124481201172,-0.0273,3990.801,5.2144,skl_DBSCAN,ficoONEHOT.zip
0.25,10,correlation,auto,4,100.0,20,0.8821382522583008,-0.0273,3990.801,5.2144,skl_DBSCAN,ficoONEHOT.zip
0.25,10,correlation,auto,4,inf,20,0.890256404876709,-0.0273,3990.801,5.2144,skl_DBSCAN,ficoONEHOT.zip
0.25,10,cosine,auto,4,1000.0,20,0.9771947860717772,-0.0353,3995.1983,3.7925,skl_DBSCAN,ficoONEHOT.zip
0.25,10,cosine,auto,4,100.0,20,0.9837565422058104,-0.0353,3995.1983,3.7925,skl_DBSCAN,ficoONEHOT.zip
0.25,10,cosine,auto,4,inf,20,0.9654381275177002,-0.0353,3995.1983,3.7925,skl_DBSCAN,ficoONEHOT.zip
0.25,10,euclidean,auto,4,1000.0,20,0.1058578491210937,0.6664,7970.1923,0.256,skl_DBSCAN,ficoONEHOT.zip
0.25,10,euclidean,auto,4,100.0,20,0.1056387424468994,0.6664,7970.1923,0.256,skl_DBSCAN,ficoONEHOT.zip
0.25,10,euclidean,auto,4,inf,20,0.1530559062957763,0.6664,7970.1923,0.256,skl_DBSCAN,ficoONEHOT.zip
0.25,2,correlation,auto,4,1000.0,20,0.8845803737640381,-0.1331,1596.3535,3.5649,skl_DBSCAN,ficoONEHOT.zip
0.25,2,correlation,auto,4,100.0,20,0.8797345161437988,-0.1331,1596.3535,3.5649,skl_DBSCAN,ficoONEHOT.zip
0.25,2,correlation,auto,4,inf,20,0.8794465065002441,-0.1331,1596.3535,3.5649,skl_DBSCAN,ficoONEHOT.zip
0.25,2,cosine,auto,4,1000.0,20,0.9940989017486572,-0.0834,2659.7441,3.5726,skl_DBSCAN,ficoONEHOT.zip
0.25,2,cosine,auto,4,100.0,20,0.9743781089782716,-0.0834,2659.7441,3.5726,skl_DBSCAN,ficoONEHOT.zip
0.25,2,cosine,auto,4,inf,20,0.9898419380187988,-0.0834,2659.7441,3.5726,skl_DBSCAN,ficoONEHOT.zip
0.25,2,euclidean,auto,4,1000.0,20,0.1524503231048584,0.0999,3986.7285,0.6903,skl_DBSCAN,ficoONEHOT.zip
0.25,2,euclidean,auto,4,100.0,20,0.1051785945892334,0.0999,3986.7285,0.6903,skl_DBSCAN,ficoONEHOT.zip
0.25,2,euclidean,auto,4,inf,20,0.0877606868743896,0.0999,3986.7285,0.6903,skl_DBSCAN,ficoONEHOT.zip
0.25,5,correlation,auto,4,1000.0,20,0.8829436302185059,-0.0207,3988.8856,5.1563,skl_DBSCAN,ficoONEHOT.zip
0.25,5,correlation,auto,4,100.0,20,0.8777117729187012,-0.0207,3988.8856,5.1563,skl_DBSCAN,ficoONEHOT.zip
0.25,5,correlation,auto,4,inf,20,0.8770999908447266,-0.0207,3988.8856,5.1563,skl_DBSCAN,ficoONEHOT.zip
0.25,5,cosine,auto,4,1000.0,20,0.9688189029693604,-0.0448,3990.585,3.8871,skl_DBSCAN,ficoONEHOT.zip
0.25,5,cosine,auto,4,100.0,20,0.9912354946136476,-0.0448,3990.585,3.8871,skl_DBSCAN,ficoONEHOT.zip
0.25,5,cosine,auto,4,inf,20,0.9623515605926514,-0.0448,3990.585,3.8871,skl_DBSCAN,ficoONEHOT.zip
0.25,5,euclidean,auto,4,1000.0,20,0.1035611629486084,0.6664,7970.1923,0.256,skl_DBSCAN,ficoONEHOT.zip
0.25,5,euclidean,auto,4,100.0,20,0.1324465274810791,0.6664,7970.1923,0.256,skl_DBSCAN,ficoONEHOT.zip
0.25,5,euclidean,auto,4,inf,20,0.0905029773712158,0.6664,7970.1923,0.256,skl_DBSCAN,ficoONEHOT.zip
0.5,10,correlation,auto,4,1000.0,20,0.9622573852539062,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.5,10,correlation,auto,4,100.0,20,0.9639315605163574,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.5,10,correlation,auto,4,inf,20,0.962148666381836,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.5,10,cosine,auto,4,1000.0,20,1.0924110412597656,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.5,10,cosine,auto,4,100.0,20,1.0836224555969238,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.5,10,cosine,auto,4,inf,20,1.1093244552612305,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.5,10,euclidean,auto,4,1000.0,20,0.1530146598815918,0.6664,7970.1923,0.256,skl_DBSCAN,ficoONEHOT.zip
0.5,10,euclidean,auto,4,100.0,20,0.1047835350036621,0.6664,7970.1923,0.256,skl_DBSCAN,ficoONEHOT.zip
0.5,10,euclidean,auto,4,inf,20,0.1009109020233154,0.6664,7970.1923,0.256,skl_DBSCAN,ficoONEHOT.zip
0.5,2,correlation,auto,4,1000.0,20,0.9548945426940918,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.5,2,correlation,auto,4,100.0,20,0.9486510753631592,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.5,2,correlation,auto,4,inf,20,0.9596283435821532,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.5,2,cosine,auto,4,1000.0,20,1.0855648517608645,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.5,2,cosine,auto,4,100.0,20,1.0960776805877686,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.5,2,cosine,auto,4,inf,20,1.103877067565918,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.5,2,euclidean,auto,4,1000.0,20,0.1522881984710693,0.0937,1601.7618,0.651,skl_DBSCAN,ficoONEHOT.zip
0.5,2,euclidean,auto,4,100.0,20,0.1515729427337646,0.0937,1601.7618,0.651,skl_DBSCAN,ficoONEHOT.zip
0.5,2,euclidean,auto,4,inf,20,0.0879144668579101,0.0937,1601.7618,0.651,skl_DBSCAN,ficoONEHOT.zip
0.5,5,correlation,auto,4,1000.0,20,0.970695734024048,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.5,5,correlation,auto,4,100.0,20,0.95121431350708,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.5,5,correlation,auto,4,inf,20,0.9575026035308838,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.5,5,cosine,auto,4,1000.0,20,1.1036770343780518,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.5,5,cosine,auto,4,100.0,20,1.0839335918426514,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.5,5,cosine,auto,4,inf,20,1.108903408050537,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.5,5,euclidean,auto,4,1000.0,20,0.1532933712005615,0.6664,7970.1923,0.256,skl_DBSCAN,ficoONEHOT.zip
0.5,5,euclidean,auto,4,100.0,20,0.1523878574371338,0.6664,7970.1923,0.256,skl_DBSCAN,ficoONEHOT.zip
0.5,5,euclidean,auto,4,inf,20,0.1088478565216064,0.6664,7970.1923,0.256,skl_DBSCAN,ficoONEHOT.zip
0.75,10,correlation,auto,4,1000.0,20,1.0415561199188232,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.75,10,correlation,auto,4,100.0,20,1.0761384963989258,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.75,10,correlation,auto,4,inf,20,1.050556182861328,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.75,10,cosine,auto,4,1000.0,20,1.2143621444702148,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.75,10,cosine,auto,4,100.0,20,1.2464463710784912,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.75,10,cosine,auto,4,inf,20,1.2005629539489746,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.75,10,euclidean,auto,4,1000.0,20,0.153238296508789,0.6664,7970.1923,0.256,skl_DBSCAN,ficoONEHOT.zip
0.75,10,euclidean,auto,4,100.0,20,0.1035237312316894,0.6664,7970.1923,0.256,skl_DBSCAN,ficoONEHOT.zip
0.75,10,euclidean,auto,4,inf,20,0.0946159362792968,0.6664,7970.1923,0.256,skl_DBSCAN,ficoONEHOT.zip
0.75,2,correlation,auto,4,1000.0,20,1.0660924911499023,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.75,2,correlation,auto,4,100.0,20,1.0508277416229248,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.75,2,correlation,auto,4,inf,20,1.0475380420684814,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.75,2,cosine,auto,4,1000.0,20,1.214219331741333,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.75,2,cosine,auto,4,100.0,20,1.2187538146972656,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.75,2,cosine,auto,4,inf,20,1.2382097244262695,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.75,2,euclidean,auto,4,1000.0,20,0.1461231708526611,-0.3162,213.5013,1.3966,skl_DBSCAN,ficoONEHOT.zip
0.75,2,euclidean,auto,4,100.0,20,0.0888845920562744,-0.3162,213.5013,1.3966,skl_DBSCAN,ficoONEHOT.zip
0.75,2,euclidean,auto,4,inf,20,0.0930211544036865,-0.3162,213.5013,1.3966,skl_DBSCAN,ficoONEHOT.zip
0.75,5,correlation,auto,4,1000.0,20,1.0448460578918457,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.75,5,correlation,auto,4,100.0,20,1.0561540126800537,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.75,5,correlation,auto,4,inf,20,1.0560369491577148,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.75,5,cosine,auto,4,1000.0,20,1.2264127731323242,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.75,5,cosine,auto,4,100.0,20,1.2157902717590332,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.75,5,cosine,auto,4,inf,20,1.2047111988067627,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.75,5,euclidean,auto,4,1000.0,20,0.152925968170166,0.3374,3998.2941,0.4992,skl_DBSCAN,ficoONEHOT.zip
0.75,5,euclidean,auto,4,100.0,20,0.1040296554565429,0.3374,3998.2941,0.4992,skl_DBSCAN,ficoONEHOT.zip
0.75,5,euclidean,auto,4,inf,20,0.0933690071105957,0.3374,3998.2941,0.4992,skl_DBSCAN,ficoONEHOT.zip
1.0,10,correlation,auto,4,1000.0,20,1.231251239776611,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
1.0,10,correlation,auto,4,100.0,20,1.2445943355560305,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
1.0,10,correlation,auto,4,inf,20,1.2480497360229492,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
1.0,10,cosine,auto,4,1000.0,20,1.389535665512085,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
1.0,10,cosine,auto,4,100.0,20,1.3602092266082764,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
1.0,10,cosine,auto,4,inf,20,1.3706283569335938,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
1.0,10,euclidean,auto,4,1000.0,20,0.0879013538360595,0.6664,7970.1923,0.256,skl_DBSCAN,ficoONEHOT.zip
1.0,10,euclidean,auto,4,100.0,20,0.1515326499938964,0.6664,7970.1923,0.256,skl_DBSCAN,ficoONEHOT.zip
1.0,10,euclidean,auto,4,inf,20,0.0938556194305419,0.6664,7970.1923,0.256,skl_DBSCAN,ficoONEHOT.zip
1.0,2,correlation,auto,4,1000.0,20,1.2320947647094729,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
1.0,2,correlation,auto,4,100.0,20,1.2301723957061768,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
1.0,2,correlation,auto,4,inf,20,1.2380335330963137,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
1.0,2,cosine,auto,4,1000.0,20,1.3747434616088867,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
1.0,2,cosine,auto,4,100.0,20,1.3574142456054688,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
1.0,2,cosine,auto,4,inf,20,1.3772339820861816,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
1.0,2,euclidean,auto,4,1000.0,20,0.1056048870086669,-0.3711,37.0663,1.5055,skl_DBSCAN,ficoONEHOT.zip
1.0,2,euclidean,auto,4,100.0,20,0.1042928695678711,-0.3711,37.0663,1.5055,skl_DBSCAN,ficoONEHOT.zip
1.0,2,euclidean,auto,4,inf,20,0.0939724445343017,-0.3711,37.0663,1.5055,skl_DBSCAN,ficoONEHOT.zip
1.0,5,correlation,auto,4,1000.0,20,1.236259698867798,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
1.0,5,correlation,auto,4,100.0,20,1.2334089279174805,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
1.0,5,correlation,auto,4,inf,20,1.2325232028961182,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
1.0,5,cosine,auto,4,1000.0,20,1.357227087020874,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
1.0,5,cosine,auto,4,100.0,20,1.3843262195587158,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
1.0,5,cosine,auto,4,inf,20,1.382065773010254,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
1.0,5,euclidean,auto,4,1000.0,20,0.0940399169921875,-0.2664,427.6113,1.6805,skl_DBSCAN,ficoONEHOT.zip
1.0,5,euclidean,auto,4,100.0,20,0.1013722419738769,-0.2664,427.6113,1.6805,skl_DBSCAN,ficoONEHOT.zip
1.0,5,euclidean,auto,4,inf,20,0.0888776779174804,-0.2664,427.6113,1.6805,skl_DBSCAN,ficoONEHOT.zip
0.1,10,correlation,auto,4,1000.0,20,0.8662874698638916,-0.1475,918.6848,1.7033,skl_DBSCAN,ficoONEHOT.zip
0.1,10,correlation,auto,4,100.0,20,0.8566339015960693,-0.1475,918.6848,1.7033,skl_DBSCAN,ficoONEHOT.zip
0.1,10,correlation,auto,4,inf,20,0.8710854053497314,-0.1475,918.6848,1.7033,skl_DBSCAN,ficoONEHOT.zip
0.1,10,cosine,auto,4,1000.0,20,0.9915366172790528,-0.2108,502.8718,1.9983,skl_DBSCAN,ficoONEHOT.zip
0.1,10,cosine,auto,4,100.0,20,0.9628615379333496,-0.2108,502.8718,1.9983,skl_DBSCAN,ficoONEHOT.zip
0.1,10,cosine,auto,4,inf,20,0.9584016799926758,-0.2108,502.8718,1.9983,skl_DBSCAN,ficoONEHOT.zip
0.1,10,euclidean,auto,4,1000.0,20,0.1531944274902343,0.6664,7970.1923,0.256,skl_DBSCAN,ficoONEHOT.zip
0.1,10,euclidean,auto,4,100.0,20,0.1038646697998046,0.6664,7970.1923,0.256,skl_DBSCAN,ficoONEHOT.zip
0.1,10,euclidean,auto,4,inf,20,0.1452713012695312,0.6664,7970.1923,0.256,skl_DBSCAN,ficoONEHOT.zip
0.1,2,correlation,auto,4,1000.0,20,0.8630657196044922,-0.3431,22.8386,1.4343,skl_DBSCAN,ficoONEHOT.zip
0.1,2,correlation,auto,4,100.0,20,0.8503339290618896,-0.3431,22.8386,1.4343,skl_DBSCAN,ficoONEHOT.zip
0.1,2,correlation,auto,4,inf,20,0.8735535144805908,-0.3431,22.8386,1.4343,skl_DBSCAN,ficoONEHOT.zip
0.1,2,cosine,auto,4,1000.0,20,0.9723408222198486,-0.3497,23.3964,1.4376,skl_DBSCAN,ficoONEHOT.zip
0.1,2,cosine,auto,4,100.0,20,0.9578635692596436,-0.3497,23.3964,1.4376,skl_DBSCAN,ficoONEHOT.zip
0.1,2,cosine,auto,4,inf,20,0.9779999256134032,-0.3497,23.3964,1.4376,skl_DBSCAN,ficoONEHOT.zip
0.1,2,euclidean,auto,4,1000.0,20,0.152766466140747,0.0999,3986.7285,0.6903,skl_DBSCAN,ficoONEHOT.zip
0.1,2,euclidean,auto,4,100.0,20,0.1543517112731933,0.0999,3986.7285,0.6903,skl_DBSCAN,ficoONEHOT.zip
0.1,2,euclidean,auto,4,inf,20,0.1701273918151855,0.0999,3986.7285,0.6903,skl_DBSCAN,ficoONEHOT.zip
0.1,5,correlation,auto,4,1000.0,20,0.8623654842376709,-0.2766,208.9308,1.7196,skl_DBSCAN,ficoONEHOT.zip
0.1,5,correlation,auto,4,100.0,20,0.8640651702880859,-0.2766,208.9308,1.7196,skl_DBSCAN,ficoONEHOT.zip
0.1,5,correlation,auto,4,inf,20,0.8747031688690186,-0.2766,208.9308,1.7196,skl_DBSCAN,ficoONEHOT.zip
0.1,5,cosine,auto,4,1000.0,20,1.014500617980957,-0.2881,209.0622,1.8338,skl_DBSCAN,ficoONEHOT.zip
0.1,5,cosine,auto,4,100.0,20,0.9710252285003662,-0.2881,209.0622,1.8338,skl_DBSCAN,ficoONEHOT.zip
0.1,5,cosine,auto,4,inf,20,0.9657111167907716,-0.2881,209.0622,1.8338,skl_DBSCAN,ficoONEHOT.zip
0.1,5,euclidean,auto,4,1000.0,20,0.1524572372436523,0.6664,7970.1923,0.256,skl_DBSCAN,ficoONEHOT.zip
0.1,5,euclidean,auto,4,100.0,20,0.1509802341461181,0.6664,7970.1923,0.256,skl_DBSCAN,ficoONEHOT.zip
0.1,5,euclidean,auto,4,inf,20,0.1520862579345703,0.6664,7970.1923,0.256,skl_DBSCAN,ficoONEHOT.zip
0.25,10,correlation,auto,4,1000.0,20,0.8947124481201172,-0.0273,3990.801,5.2144,skl_DBSCAN,ficoONEHOT.zip
0.25,10,correlation,auto,4,100.0,20,0.8821382522583008,-0.0273,3990.801,5.2144,skl_DBSCAN,ficoONEHOT.zip
0.25,10,correlation,auto,4,inf,20,0.890256404876709,-0.0273,3990.801,5.2144,skl_DBSCAN,ficoONEHOT.zip
0.25,10,cosine,auto,4,1000.0,20,0.9771947860717772,-0.0353,3995.1983,3.7925,skl_DBSCAN,ficoONEHOT.zip
0.25,10,cosine,auto,4,100.0,20,0.9837565422058104,-0.0353,3995.1983,3.7925,skl_DBSCAN,ficoONEHOT.zip
0.25,10,cosine,auto,4,inf,20,0.9654381275177002,-0.0353,3995.1983,3.7925,skl_DBSCAN,ficoONEHOT.zip
0.25,10,euclidean,auto,4,1000.0,20,0.1058578491210937,0.6664,7970.1923,0.256,skl_DBSCAN,ficoONEHOT.zip
0.25,10,euclidean,auto,4,100.0,20,0.1056387424468994,0.6664,7970.1923,0.256,skl_DBSCAN,ficoONEHOT.zip
0.25,10,euclidean,auto,4,inf,20,0.1530559062957763,0.6664,7970.1923,0.256,skl_DBSCAN,ficoONEHOT.zip
0.25,2,correlation,auto,4,1000.0,20,0.8845803737640381,-0.1331,1596.3535,3.5649,skl_DBSCAN,ficoONEHOT.zip
0.25,2,correlation,auto,4,100.0,20,0.8797345161437988,-0.1331,1596.3535,3.5649,skl_DBSCAN,ficoONEHOT.zip
0.25,2,correlation,auto,4,inf,20,0.8794465065002441,-0.1331,1596.3535,3.5649,skl_DBSCAN,ficoONEHOT.zip
0.25,2,cosine,auto,4,1000.0,20,0.9940989017486572,-0.0834,2659.7441,3.5726,skl_DBSCAN,ficoONEHOT.zip
0.25,2,cosine,auto,4,100.0,20,0.9743781089782716,-0.0834,2659.7441,3.5726,skl_DBSCAN,ficoONEHOT.zip
0.25,2,cosine,auto,4,inf,20,0.9898419380187988,-0.0834,2659.7441,3.5726,skl_DBSCAN,ficoONEHOT.zip
0.25,2,euclidean,auto,4,1000.0,20,0.1524503231048584,0.0999,3986.7285,0.6903,skl_DBSCAN,ficoONEHOT.zip
0.25,2,euclidean,auto,4,100.0,20,0.1051785945892334,0.0999,3986.7285,0.6903,skl_DBSCAN,ficoONEHOT.zip
0.25,2,euclidean,auto,4,inf,20,0.0877606868743896,0.0999,3986.7285,0.6903,skl_DBSCAN,ficoONEHOT.zip
0.25,5,correlation,auto,4,1000.0,20,0.8829436302185059,-0.0207,3988.8856,5.1563,skl_DBSCAN,ficoONEHOT.zip
0.25,5,correlation,auto,4,100.0,20,0.8777117729187012,-0.0207,3988.8856,5.1563,skl_DBSCAN,ficoONEHOT.zip
0.25,5,correlation,auto,4,inf,20,0.8770999908447266,-0.0207,3988.8856,5.1563,skl_DBSCAN,ficoONEHOT.zip
0.25,5,cosine,auto,4,1000.0,20,0.9688189029693604,-0.0448,3990.585,3.8871,skl_DBSCAN,ficoONEHOT.zip
0.25,5,cosine,auto,4,100.0,20,0.9912354946136476,-0.0448,3990.585,3.8871,skl_DBSCAN,ficoONEHOT.zip
0.25,5,cosine,auto,4,inf,20,0.9623515605926514,-0.0448,3990.585,3.8871,skl_DBSCAN,ficoONEHOT.zip
0.25,5,euclidean,auto,4,1000.0,20,0.1035611629486084,0.6664,7970.1923,0.256,skl_DBSCAN,ficoONEHOT.zip
0.25,5,euclidean,auto,4,100.0,20,0.1324465274810791,0.6664,7970.1923,0.256,skl_DBSCAN,ficoONEHOT.zip
0.25,5,euclidean,auto,4,inf,20,0.0905029773712158,0.6664,7970.1923,0.256,skl_DBSCAN,ficoONEHOT.zip
0.5,10,correlation,auto,4,1000.0,20,0.9622573852539062,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.5,10,correlation,auto,4,100.0,20,0.9639315605163574,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.5,10,correlation,auto,4,inf,20,0.962148666381836,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.5,10,cosine,auto,4,1000.0,20,1.0924110412597656,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.5,10,cosine,auto,4,100.0,20,1.0836224555969238,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.5,10,cosine,auto,4,inf,20,1.1093244552612305,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.5,10,euclidean,auto,4,1000.0,20,0.1530146598815918,0.6664,7970.1923,0.256,skl_DBSCAN,ficoONEHOT.zip
0.5,10,euclidean,auto,4,100.0,20,0.1047835350036621,0.6664,7970.1923,0.256,skl_DBSCAN,ficoONEHOT.zip
0.5,10,euclidean,auto,4,inf,20,0.1009109020233154,0.6664,7970.1923,0.256,skl_DBSCAN,ficoONEHOT.zip
0.5,2,correlation,auto,4,1000.0,20,0.9548945426940918,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.5,2,correlation,auto,4,100.0,20,0.9486510753631592,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.5,2,correlation,auto,4,inf,20,0.9596283435821532,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.5,2,cosine,auto,4,1000.0,20,1.0855648517608645,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.5,2,cosine,auto,4,100.0,20,1.0960776805877686,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.5,2,cosine,auto,4,inf,20,1.103877067565918,0.0,0.0,0.0,skl_DBSCAN,ficoONEHOT.zip
0.5,2,euclidean,auto,4,1000.0,20,0.1522881984710693,0.0937,1601.7618,0.651,skl_DBSCAN,ficoONEHOT.zip
0.5,2,euclidean,auto,4,100.0,20,0.1515729427337646,0.0937,1601.7618,0.651,skl_DBSCAN,ficoONEHOT.zip
0.5,2,euclidean,auto,4,inf,20,0.0879144668579101,0.0937,1601.7618,0.651,skl_DBSCAN,ficoONEHOT.zip
