n_clusters,max_iter,init,n_init,verbose,random_state,n_jobs,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,100,Cao,11,False,42,4,1000.0,100,1.142857789993286,-0.2264,6.5475,3.0631,0.6398,0.2893,0.1708,0.1608,0.173,0.2617,0.1292,0.173,0.626,kmodes,ionosphere_y.zip
10,100,Cao,11,False,42,4,1000.0,20,1.2192912101745603,-0.2264,6.5475,3.0631,0.6398,0.2893,0.1708,0.1608,0.173,0.2617,0.1292,0.173,0.626,kmodes,ionosphere_y.zip
10,100,Cao,11,False,42,4,100.0,100,0.9013612270355223,-0.1611,6.4188,5.8174,0.5008,0.0567,0.202,0.1343,0.1423,0.3095,0.0924,0.1423,0.3131,kmodes,ionosphere_y.zip
10,100,Cao,11,False,42,4,100.0,20,1.213587999343872,-0.2264,6.5475,3.0631,0.6398,0.2893,0.1708,0.1608,0.173,0.2617,0.1292,0.173,0.626,kmodes,ionosphere_y.zip
10,100,Cao,11,False,42,4,20.0,20,1.706263542175293,-0.1223,8.815,5.7045,0.5186,0.0915,0.291,0.1944,0.2018,0.4457,0.1304,0.2018,0.3437,kmodes,ionosphere_y.zip
10,100,Cao,11,False,42,4,inf,100,1.1298410892486572,-0.2264,6.5475,3.0631,0.6398,0.2893,0.1708,0.1608,0.173,0.2617,0.1292,0.173,0.626,kmodes,ionosphere_y.zip
10,100,Cao,11,False,42,4,inf,20,1.2223801612854004,-0.2264,6.5475,3.0631,0.6398,0.2893,0.1708,0.1608,0.173,0.2617,0.1292,0.173,0.626,kmodes,ionosphere_y.zip
10,300,Cao,11,False,42,4,1000.0,100,1.1315889358520508,-0.2264,6.5475,3.0631,0.6398,0.2893,0.1708,0.1608,0.173,0.2617,0.1292,0.173,0.626,kmodes,ionosphere_y.zip
10,300,Cao,11,False,42,4,1000.0,20,1.2116243839263916,-0.2264,6.5475,3.0631,0.6398,0.2893,0.1708,0.1608,0.173,0.2617,0.1292,0.173,0.626,kmodes,ionosphere_y.zip
10,300,Cao,11,False,42,4,100.0,100,0.8967907428741455,-0.1611,6.4188,5.8174,0.5008,0.0567,0.202,0.1343,0.1423,0.3095,0.0924,0.1423,0.3131,kmodes,ionosphere_y.zip
10,300,Cao,11,False,42,4,100.0,20,1.2006709575653076,-0.2264,6.5475,3.0631,0.6398,0.2893,0.1708,0.1608,0.173,0.2617,0.1292,0.173,0.626,kmodes,ionosphere_y.zip
10,300,Cao,11,False,42,4,20.0,20,1.6886162757873535,-0.1223,8.815,5.7045,0.5186,0.0915,0.291,0.1944,0.2018,0.4457,0.1304,0.2018,0.3437,kmodes,ionosphere_y.zip
