n_clusters,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,bisecting_strategy,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,100,2.001615285873413,0.1776,235.0319,1.5968,0.7192,0.118,0.3489,0.1959,0.2038,0.2518,0.1712,0.2038,0.2867,skl_bis_kmeans,vehicle_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,20,1.7035295963287354,0.1776,235.0319,1.5968,0.7192,0.118,0.3489,0.1959,0.2038,0.2518,0.1712,0.2038,0.2867,skl_bis_kmeans,vehicle_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,100.0,100,2.156835556030273,0.182,237.5643,1.5533,0.7073,0.1094,0.3295,0.1917,0.2001,0.2378,0.1727,0.2001,0.2891,skl_bis_kmeans,vehicle_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,100.0,20,1.7245266437530518,0.1776,235.0319,1.5968,0.7192,0.118,0.3489,0.1959,0.2038,0.2518,0.1712,0.2038,0.2867,skl_bis_kmeans,vehicle_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,20.0,20,1.9946391582489011,0.1639,221.8645,1.6016,0.718,0.1134,0.3391,0.1901,0.198,0.2447,0.1663,0.198,0.2824,skl_bis_kmeans,vehicle_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,inf,100,2.1858458518981934,0.1776,235.0319,1.5968,0.7192,0.118,0.3489,0.1959,0.2038,0.2518,0.1712,0.2038,0.2867,skl_bis_kmeans,vehicle_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,inf,20,1.959845781326294,0.1776,235.0319,1.5968,0.7192,0.118,0.3489,0.1959,0.2038,0.2518,0.1712,0.2038,0.2867,skl_bis_kmeans,vehicle_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,1000.0,100,1.6668274402618408,0.169,225.5062,1.5369,0.719,0.1183,0.347,0.1949,0.2028,0.2504,0.1704,0.2028,0.2872,skl_bis_kmeans,vehicle_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,1000.0,20,2.321382999420166,0.169,225.5062,1.5369,0.719,0.1183,0.347,0.1949,0.2028,0.2504,0.1704,0.2028,0.2872,skl_bis_kmeans,vehicle_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,100.0,100,2.0203864574432373,0.1688,225.4974,1.5375,0.7191,0.1184,0.3473,0.195,0.2029,0.2506,0.1705,0.2029,0.2872,skl_bis_kmeans,vehicle_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,100.0,20,1.944607496261597,0.169,225.5062,1.5369,0.719,0.1183,0.347,0.1949,0.2028,0.2504,0.1704,0.2028,0.2872,skl_bis_kmeans,vehicle_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,20.0,20,2.320517301559448,0.139,190.219,1.57,0.7196,0.0991,0.3316,0.1806,0.1882,0.2393,0.1551,0.1882,0.2634,skl_bis_kmeans,vehicle_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,inf,100,2.1608924865722656,0.169,225.5062,1.5369,0.719,0.1183,0.347,0.1949,0.2028,0.2504,0.1704,0.2028,0.2872,skl_bis_kmeans,vehicle_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,inf,20,1.9978067874908447,0.169,225.5062,1.5369,0.719,0.1183,0.347,0.1949,0.2028,0.2504,0.1704,0.2028,0.2872,skl_bis_kmeans,vehicle_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,100,1.9275832176208496,0.1776,235.0319,1.5968,0.7192,0.118,0.3489,0.1959,0.2038,0.2518,0.1712,0.2038,0.2867,skl_bis_kmeans,vehicle_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,20,2.2638285160064697,0.1776,235.0319,1.5968,0.7192,0.118,0.3489,0.1959,0.2038,0.2518,0.1712,0.2038,0.2867,skl_bis_kmeans,vehicle_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,100.0,100,1.9517762660980225,0.182,237.5643,1.5533,0.7073,0.1094,0.3295,0.1917,0.2001,0.2378,0.1727,0.2001,0.2891,skl_bis_kmeans,vehicle_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,100.0,20,1.7658562660217283,0.1776,235.0319,1.5968,0.7192,0.118,0.3489,0.1959,0.2038,0.2518,0.1712,0.2038,0.2867,skl_bis_kmeans,vehicle_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,20.0,20,2.250369071960449,0.1639,221.8645,1.6016,0.718,0.1134,0.3391,0.1901,0.198,0.2447,0.1663,0.198,0.2824,skl_bis_kmeans,vehicle_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,inf,100,1.9041407108306885,0.1776,235.0319,1.5968,0.7192,0.118,0.3489,0.1959,0.2038,0.2518,0.1712,0.2038,0.2867,skl_bis_kmeans,vehicle_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,inf,20,1.4599568843841553,0.1776,235.0319,1.5968,0.7192,0.118,0.3489,0.1959,0.2038,0.2518,0.1712,0.2038,0.2867,skl_bis_kmeans,vehicle_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,1000.0,100,1.9489390850067136,0.169,225.5062,1.5369,0.719,0.1183,0.347,0.1949,0.2028,0.2504,0.1704,0.2028,0.2872,skl_bis_kmeans,vehicle_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,1000.0,20,2.0811314582824707,0.169,225.5062,1.5369,0.719,0.1183,0.347,0.1949,0.2028,0.2504,0.1704,0.2028,0.2872,skl_bis_kmeans,vehicle_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,100.0,100,1.9269359111785889,0.1688,225.4974,1.5375,0.7191,0.1184,0.3473,0.195,0.2029,0.2506,0.1705,0.2029,0.2872,skl_bis_kmeans,vehicle_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,100.0,20,1.794715404510498,0.169,225.5062,1.5369,0.719,0.1183,0.347,0.1949,0.2028,0.2504,0.1704,0.2028,0.2872,skl_bis_kmeans,vehicle_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,20.0,20,2.2455897331237797,0.139,190.219,1.57,0.7196,0.0991,0.3316,0.1806,0.1882,0.2393,0.1551,0.1882,0.2634,skl_bis_kmeans,vehicle_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,inf,100,2.097398519515991,0.169,225.5062,1.5369,0.719,0.1183,0.347,0.1949,0.2028,0.2504,0.1704,0.2028,0.2872,skl_bis_kmeans,vehicle_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,inf,20,1.849484205245972,0.169,225.5062,1.5369,0.719,0.1183,0.347,0.1949,0.2028,0.2504,0.1704,0.2028,0.2872,skl_bis_kmeans,vehicle_y.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,100,1.737450361251831,0.1776,235.0319,1.5968,0.7192,0.118,0.3489,0.1959,0.2038,0.2518,0.1712,0.2038,0.2867,skl_bis_kmeans,vehicle_y.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,20,2.061310291290283,0.1776,235.0319,1.5968,0.7192,0.118,0.3489,0.1959,0.2038,0.2518,0.1712,0.2038,0.2867,skl_bis_kmeans,vehicle_y.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,100.0,100,2.276230335235596,0.182,237.5643,1.5533,0.7073,0.1094,0.3295,0.1917,0.2001,0.2378,0.1727,0.2001,0.2891,skl_bis_kmeans,vehicle_y.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,100.0,20,2.2663965225219727,0.1776,235.0319,1.5968,0.7192,0.118,0.3489,0.1959,0.2038,0.2518,0.1712,0.2038,0.2867,skl_bis_kmeans,vehicle_y.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,20.0,20,2.006755828857422,0.1639,221.8645,1.6016,0.718,0.1134,0.3391,0.1901,0.198,0.2447,0.1663,0.198,0.2824,skl_bis_kmeans,vehicle_y.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,inf,100,2.003333806991577,0.1776,235.0319,1.5968,0.7192,0.118,0.3489,0.1959,0.2038,0.2518,0.1712,0.2038,0.2867,skl_bis_kmeans,vehicle_y.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,inf,20,1.9120492935180664,0.1776,235.0319,1.5968,0.7192,0.118,0.3489,0.1959,0.2038,0.2518,0.1712,0.2038,0.2867,skl_bis_kmeans,vehicle_y.zip-10_k
