eps,min_samples,metric,algorithm,n_jobs,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_nbr_values,max_nbr_values_cat,alg,dataset
0.1,10,correlation,auto,4,0.0038964748382568,0.5909,203.7951,0.7759,0.7909,0.5822,0.5267,0.596,0.598,0.4913,0.7637,0.598,0.7664,,,skl_DBSCAN,zelnik6_y.zip
0.1,10,correlation,auto,4,0.0038743019104003,0.5909,203.7951,0.7759,0.7909,0.5822,0.5267,0.596,0.598,0.4913,0.7637,0.598,0.7664,1000.0,20.0,skl_DBSCAN,zelnik6_y.zip
0.1,10,correlation,auto,4,0.0039536952972412,0.5909,203.7951,0.7759,0.7909,0.5822,0.5267,0.596,0.598,0.4913,0.7637,0.598,0.7664,100.0,20.0,skl_DBSCAN,zelnik6_y.zip
0.1,10,correlation,auto,4,0.004359483718872,0.5909,203.7951,0.7759,0.7909,0.5822,0.5267,0.596,0.598,0.4913,0.7637,0.598,0.7664,inf,20.0,skl_DBSCAN,zelnik6_y.zip
0.1,10,cosine,auto,4,0.004638671875,0.0,0.0,0.0,0.3479,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5898,,,skl_DBSCAN,zelnik6_y.zip
0.1,10,cosine,auto,4,0.0046291351318359,0.0,0.0,0.0,0.3479,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5898,1000.0,20.0,skl_DBSCAN,zelnik6_y.zip
0.1,10,cosine,auto,4,0.0045211315155029,0.0,0.0,0.0,0.3479,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5898,100.0,20.0,skl_DBSCAN,zelnik6_y.zip
0.1,10,cosine,auto,4,0.0044484138488769,0.0,0.0,0.0,0.3479,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5898,inf,20.0,skl_DBSCAN,zelnik6_y.zip
0.1,10,euclidean,auto,4,0.0029799938201904,0.5649,72.242,2.4105,0.9896,0.9771,1.0295,0.9584,0.9587,0.9605,0.957,0.9587,0.985,,,skl_DBSCAN,zelnik6_y.zip
0.1,10,euclidean,auto,4,0.0051839351654052,0.5649,72.242,2.4105,0.9896,0.9771,1.0295,0.9584,0.9587,0.9605,0.957,0.9587,0.985,1000.0,20.0,skl_DBSCAN,zelnik6_y.zip
0.1,10,euclidean,auto,4,0.0029757022857666,0.5649,72.242,2.4105,0.9896,0.9771,1.0295,0.9584,0.9587,0.9605,0.957,0.9587,0.985,100.0,20.0,skl_DBSCAN,zelnik6_y.zip
0.1,10,euclidean,auto,4,0.0029988288879394,0.5649,72.242,2.4105,0.9896,0.9771,1.0295,0.9584,0.9587,0.9605,0.957,0.9587,0.985,inf,20.0,skl_DBSCAN,zelnik6_y.zip
0.1,2,correlation,auto,4,0.0038864612579345,0.5909,203.7951,0.7759,0.7909,0.5822,0.5267,0.596,0.598,0.4913,0.7637,0.598,0.7664,,,skl_DBSCAN,zelnik6_y.zip
0.1,2,correlation,auto,4,0.0039372444152832,0.5909,203.7951,0.7759,0.7909,0.5822,0.5267,0.596,0.598,0.4913,0.7637,0.598,0.7664,1000.0,20.0,skl_DBSCAN,zelnik6_y.zip
0.1,2,correlation,auto,4,0.0038456916809082,0.5909,203.7951,0.7759,0.7909,0.5822,0.5267,0.596,0.598,0.4913,0.7637,0.598,0.7664,100.0,20.0,skl_DBSCAN,zelnik6_y.zip
0.1,2,correlation,auto,4,0.0041308403015136,0.5909,203.7951,0.7759,0.7909,0.5822,0.5267,0.596,0.598,0.4913,0.7637,0.598,0.7664,inf,20.0,skl_DBSCAN,zelnik6_y.zip
0.1,2,cosine,auto,4,0.0047023296356201,0.0,0.0,0.0,0.3479,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5898,,,skl_DBSCAN,zelnik6_y.zip
0.1,2,cosine,auto,4,0.0044939517974853,0.0,0.0,0.0,0.3479,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5898,1000.0,20.0,skl_DBSCAN,zelnik6_y.zip
0.1,2,cosine,auto,4,0.0044794082641601,0.0,0.0,0.0,0.3479,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5898,100.0,20.0,skl_DBSCAN,zelnik6_y.zip
0.1,2,cosine,auto,4,0.004678726196289,0.0,0.0,0.0,0.3479,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5898,inf,20.0,skl_DBSCAN,zelnik6_y.zip
0.1,2,euclidean,auto,4,0.0087404251098632,0.4081,34.2223,1.9493,0.9889,0.9754,1.0719,0.9511,0.9521,1.0,0.9086,0.9521,0.984,,,skl_DBSCAN,zelnik6_y.zip
0.1,2,euclidean,auto,4,0.0055887699127197,0.4081,34.2223,1.9493,0.9889,0.9754,1.0719,0.9511,0.9521,1.0,0.9086,0.9521,0.984,1000.0,20.0,skl_DBSCAN,zelnik6_y.zip
0.1,2,euclidean,auto,4,0.0029857158660888,0.4081,34.2223,1.9493,0.9889,0.9754,1.0719,0.9511,0.9521,1.0,0.9086,0.9521,0.984,100.0,20.0,skl_DBSCAN,zelnik6_y.zip
0.1,2,euclidean,auto,4,0.0029499530792236,0.4081,34.2223,1.9493,0.9889,0.9754,1.0719,0.9511,0.9521,1.0,0.9086,0.9521,0.984,inf,20.0,skl_DBSCAN,zelnik6_y.zip
0.1,5,correlation,auto,4,0.0038812160491943,0.5909,203.7951,0.7759,0.7909,0.5822,0.5267,0.596,0.598,0.4913,0.7637,0.598,0.7664,,,skl_DBSCAN,zelnik6_y.zip
