min_nr_instances,min_y,min_rd,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
2,1,10,123.05485606193542,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,CLTree,s-set2_y.zip
2,1,15,123.03870797157288,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,CLTree,s-set2_y.zip
2,1,20,123.0294222831726,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,CLTree,s-set2_y.zip
2,1,25,123.0192506313324,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,CLTree,s-set2_y.zip
2,1,30,123.18061804771423,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,CLTree,s-set2_y.zip
2,1,5,123.67785143852234,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,CLTree,s-set2_y.zip
2,2,10,123.21091151237488,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,CLTree,s-set2_y.zip
2,2,15,123.00766706466676,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,CLTree,s-set2_y.zip
2,2,20,123.28210210800172,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,CLTree,s-set2_y.zip
2,2,25,122.88759064674376,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,CLTree,s-set2_y.zip
2,2,30,123.1999671459198,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,CLTree,s-set2_y.zip
2,2,5,122.92063331604004,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,CLTree,s-set2_y.zip
2,3,10,123.14223957061768,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,CLTree,s-set2_y.zip
2,3,15,123.02639031410216,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,CLTree,s-set2_y.zip
2,3,20,123.22128081321716,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,CLTree,s-set2_y.zip
2,3,25,122.96389484405518,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,CLTree,s-set2_y.zip
2,3,30,123.21283006668092,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,CLTree,s-set2_y.zip
2,3,5,122.91359567642212,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,CLTree,s-set2_y.zip
2,4,10,123.2439739704132,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,CLTree,s-set2_y.zip
2,4,15,123.14327931404114,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,CLTree,s-set2_y.zip
2,4,20,123.12600755691528,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,CLTree,s-set2_y.zip
2,4,25,123.02310729026794,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,CLTree,s-set2_y.zip
2,4,30,123.037611246109,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,CLTree,s-set2_y.zip
2,4,5,123.05539608001708,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,CLTree,s-set2_y.zip
2,5,10,122.8464503288269,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,CLTree,s-set2_y.zip
2,5,15,122.95831894874571,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,CLTree,s-set2_y.zip
2,5,20,123.26233315467834,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,CLTree,s-set2_y.zip
2,5,25,122.95216608047484,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,CLTree,s-set2_y.zip
2,5,30,123.02970552444458,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,CLTree,s-set2_y.zip
2,5,5,123.33955788612366,0.0,0.0,0.0,0.0666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2581,CLTree,s-set2_y.zip
