n_clusters,max_iter,init,n_init,verbose,random_state,n_jobs,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_nbr_values,max_nbr_values_cat,alg,dataset
10,100,Cao,11,False,42,4,0.4641780853271484,-0.5305,1.5161,50.2554,0.1462,-0.0006,0.0111,0.0019,0.0104,0.0054,0.211,0.0104,0.3678,,,kmodes,2d-10c_y.zip
10,100,Cao,11,False,42,4,0.3343269824981689,-0.5305,1.5161,50.2554,0.1462,-0.0006,0.0111,0.0019,0.0104,0.0054,0.211,0.0104,0.3678,1000.0,20.0,kmodes,2d-10c_y.zip
10,100,Cao,11,False,42,4,0.3408904075622558,-0.5305,1.5161,50.2554,0.1462,-0.0006,0.0111,0.0019,0.0104,0.0054,0.211,0.0104,0.3678,100.0,20.0,kmodes,2d-10c_y.zip
10,100,Cao,11,False,42,4,0.3393628597259521,-0.5305,1.5161,50.2554,0.1462,-0.0006,0.0111,0.0019,0.0104,0.0054,0.211,0.0104,0.3678,inf,20.0,kmodes,2d-10c_y.zip
10,300,Cao,11,False,42,4,0.4700932502746582,-0.5305,1.5161,50.2554,0.1462,-0.0006,0.0111,0.0019,0.0104,0.0054,0.211,0.0104,0.3678,,,kmodes,2d-10c_y.zip
10,300,Cao,11,False,42,4,0.3410236835479736,-0.5305,1.5161,50.2554,0.1462,-0.0006,0.0111,0.0019,0.0104,0.0054,0.211,0.0104,0.3678,1000.0,20.0,kmodes,2d-10c_y.zip
10,300,Cao,11,False,42,4,0.3380317687988281,-0.5305,1.5161,50.2554,0.1462,-0.0006,0.0111,0.0019,0.0104,0.0054,0.211,0.0104,0.3678,100.0,20.0,kmodes,2d-10c_y.zip
10,300,Cao,11,False,42,4,0.3371284008026123,-0.5305,1.5161,50.2554,0.1462,-0.0006,0.0111,0.0019,0.0104,0.0054,0.211,0.0104,0.3678,inf,20.0,kmodes,2d-10c_y.zip
10,500,Cao,11,False,42,4,0.4529745578765869,-0.5305,1.5161,50.2554,0.1462,-0.0006,0.0111,0.0019,0.0104,0.0054,0.211,0.0104,0.3678,,,kmodes,2d-10c_y.zip
10,500,Cao,11,False,42,4,0.3364408016204834,-0.5305,1.5161,50.2554,0.1462,-0.0006,0.0111,0.0019,0.0104,0.0054,0.211,0.0104,0.3678,1000.0,20.0,kmodes,2d-10c_y.zip
10,500,Cao,11,False,42,4,0.3400924205780029,-0.5305,1.5161,50.2554,0.1462,-0.0006,0.0111,0.0019,0.0104,0.0054,0.211,0.0104,0.3678,100.0,20.0,kmodes,2d-10c_y.zip
10,500,Cao,11,False,42,4,0.3379714488983154,-0.5305,1.5161,50.2554,0.1462,-0.0006,0.0111,0.0019,0.0104,0.0054,0.211,0.0104,0.3678,inf,20.0,kmodes,2d-10c_y.zip
12,100,Cao,11,False,42,4,0.5381169319152832,-0.5307,1.3909,54.3996,0.148,-0.0008,0.013,0.0019,0.0122,0.0063,0.2043,0.0122,0.3671,,,kmodes,2d-10c_y.zip
12,100,Cao,11,False,42,4,0.3932003974914551,-0.5307,1.3909,54.3996,0.148,-0.0008,0.013,0.0019,0.0122,0.0063,0.2043,0.0122,0.3671,1000.0,20.0,kmodes,2d-10c_y.zip
12,100,Cao,11,False,42,4,0.3771402835845947,-0.5307,1.3909,54.3996,0.148,-0.0008,0.013,0.0019,0.0122,0.0063,0.2043,0.0122,0.3671,100.0,20.0,kmodes,2d-10c_y.zip
12,100,Cao,11,False,42,4,0.3764321804046631,-0.5307,1.3909,54.3996,0.148,-0.0008,0.013,0.0019,0.0122,0.0063,0.2043,0.0122,0.3671,inf,20.0,kmodes,2d-10c_y.zip
12,300,Cao,11,False,42,4,0.5194809436798096,-0.5307,1.3909,54.3996,0.148,-0.0008,0.013,0.0019,0.0122,0.0063,0.2043,0.0122,0.3671,,,kmodes,2d-10c_y.zip
12,300,Cao,11,False,42,4,0.3777444362640381,-0.5307,1.3909,54.3996,0.148,-0.0008,0.013,0.0019,0.0122,0.0063,0.2043,0.0122,0.3671,1000.0,20.0,kmodes,2d-10c_y.zip
12,300,Cao,11,False,42,4,0.3820323944091797,-0.5307,1.3909,54.3996,0.148,-0.0008,0.013,0.0019,0.0122,0.0063,0.2043,0.0122,0.3671,100.0,20.0,kmodes,2d-10c_y.zip
12,300,Cao,11,False,42,4,0.3810250759124756,-0.5307,1.3909,54.3996,0.148,-0.0008,0.013,0.0019,0.0122,0.0063,0.2043,0.0122,0.3671,inf,20.0,kmodes,2d-10c_y.zip
12,500,Cao,11,False,42,4,0.5348289012908936,-0.5307,1.3909,54.3996,0.148,-0.0008,0.013,0.0019,0.0122,0.0063,0.2043,0.0122,0.3671,,,kmodes,2d-10c_y.zip
12,500,Cao,11,False,42,4,0.3856205940246582,-0.5307,1.3909,54.3996,0.148,-0.0008,0.013,0.0019,0.0122,0.0063,0.2043,0.0122,0.3671,1000.0,20.0,kmodes,2d-10c_y.zip
12,500,Cao,11,False,42,4,0.3809897899627685,-0.5307,1.3909,54.3996,0.148,-0.0008,0.013,0.0019,0.0122,0.0063,0.2043,0.0122,0.3671,100.0,20.0,kmodes,2d-10c_y.zip
12,500,Cao,11,False,42,4,0.3789944648742676,-0.5307,1.3909,54.3996,0.148,-0.0008,0.013,0.0019,0.0122,0.0063,0.2043,0.0122,0.3671,inf,20.0,kmodes,2d-10c_y.zip
2,100,Cao,11,False,42,4,0.2044057846069336,-0.091,3.0065,0.9998,0.1388,-0.0002,0.0017,0.0005,0.0016,0.0008,0.2106,0.0016,0.3703,,,kmodes,2d-10c_y.zip
2,100,Cao,11,False,42,4,0.1761224269866943,-0.091,3.0065,0.9998,0.1388,-0.0002,0.0017,0.0005,0.0016,0.0008,0.2106,0.0016,0.3703,1000.0,20.0,kmodes,2d-10c_y.zip
2,100,Cao,11,False,42,4,0.1787407398223877,-0.091,3.0065,0.9998,0.1388,-0.0002,0.0017,0.0005,0.0016,0.0008,0.2106,0.0016,0.3703,100.0,20.0,kmodes,2d-10c_y.zip
2,100,Cao,11,False,42,4,0.1784007549285888,-0.091,3.0065,0.9998,0.1388,-0.0002,0.0017,0.0005,0.0016,0.0008,0.2106,0.0016,0.3703,inf,20.0,kmodes,2d-10c_y.zip
2,300,Cao,11,False,42,4,0.2198550701141357,-0.091,3.0065,0.9998,0.1388,-0.0002,0.0017,0.0005,0.0016,0.0008,0.2106,0.0016,0.3703,,,kmodes,2d-10c_y.zip
2,300,Cao,11,False,42,4,0.177168607711792,-0.091,3.0065,0.9998,0.1388,-0.0002,0.0017,0.0005,0.0016,0.0008,0.2106,0.0016,0.3703,1000.0,20.0,kmodes,2d-10c_y.zip
2,300,Cao,11,False,42,4,0.1767809391021728,-0.091,3.0065,0.9998,0.1388,-0.0002,0.0017,0.0005,0.0016,0.0008,0.2106,0.0016,0.3703,100.0,20.0,kmodes,2d-10c_y.zip
2,300,Cao,11,False,42,4,0.176598310470581,-0.091,3.0065,0.9998,0.1388,-0.0002,0.0017,0.0005,0.0016,0.0008,0.2106,0.0016,0.3703,inf,20.0,kmodes,2d-10c_y.zip
2,500,Cao,11,False,42,4,0.2045810222625732,-0.091,3.0065,0.9998,0.1388,-0.0002,0.0017,0.0005,0.0016,0.0008,0.2106,0.0016,0.3703,,,kmodes,2d-10c_y.zip
2,500,Cao,11,False,42,4,0.1767804622650146,-0.091,3.0065,0.9998,0.1388,-0.0002,0.0017,0.0005,0.0016,0.0008,0.2106,0.0016,0.3703,1000.0,20.0,kmodes,2d-10c_y.zip
2,500,Cao,11,False,42,4,0.1774077415466308,-0.091,3.0065,0.9998,0.1388,-0.0002,0.0017,0.0005,0.0016,0.0008,0.2106,0.0016,0.3703,100.0,20.0,kmodes,2d-10c_y.zip
2,500,Cao,11,False,42,4,0.1776154041290283,-0.091,3.0065,0.9998,0.1388,-0.0002,0.0017,0.0005,0.0016,0.0008,0.2106,0.0016,0.3703,inf,20.0,kmodes,2d-10c_y.zip
4,100,Cao,11,False,42,4,0.2822966575622558,-0.5117,2.3239,1.0408,0.1409,-0.0001,0.0048,0.0016,0.0046,0.0023,0.2537,0.0046,0.37,,,kmodes,2d-10c_y.zip
4,100,Cao,11,False,42,4,0.2166333198547363,-0.5117,2.3239,1.0408,0.1409,-0.0001,0.0048,0.0016,0.0046,0.0023,0.2537,0.0046,0.37,1000.0,20.0,kmodes,2d-10c_y.zip
4,100,Cao,11,False,42,4,0.2143115997314453,-0.5117,2.3239,1.0408,0.1409,-0.0001,0.0048,0.0016,0.0046,0.0023,0.2537,0.0046,0.37,100.0,20.0,kmodes,2d-10c_y.zip
4,100,Cao,11,False,42,4,0.2148988246917724,-0.5117,2.3239,1.0408,0.1409,-0.0001,0.0048,0.0016,0.0046,0.0023,0.2537,0.0046,0.37,inf,20.0,kmodes,2d-10c_y.zip
4,300,Cao,11,False,42,4,0.265045166015625,-0.5117,2.3239,1.0408,0.1409,-0.0001,0.0048,0.0016,0.0046,0.0023,0.2537,0.0046,0.37,,,kmodes,2d-10c_y.zip
4,300,Cao,11,False,42,4,0.2130441665649414,-0.5117,2.3239,1.0408,0.1409,-0.0001,0.0048,0.0016,0.0046,0.0023,0.2537,0.0046,0.37,1000.0,20.0,kmodes,2d-10c_y.zip
4,300,Cao,11,False,42,4,0.2171947956085205,-0.5117,2.3239,1.0408,0.1409,-0.0001,0.0048,0.0016,0.0046,0.0023,0.2537,0.0046,0.37,100.0,20.0,kmodes,2d-10c_y.zip
4,300,Cao,11,False,42,4,0.215254545211792,-0.5117,2.3239,1.0408,0.1409,-0.0001,0.0048,0.0016,0.0046,0.0023,0.2537,0.0046,0.37,inf,20.0,kmodes,2d-10c_y.zip
4,500,Cao,11,False,42,4,0.2815327644348144,-0.5117,2.3239,1.0408,0.1409,-0.0001,0.0048,0.0016,0.0046,0.0023,0.2537,0.0046,0.37,,,kmodes,2d-10c_y.zip
4,500,Cao,11,False,42,4,0.2170119285583496,-0.5117,2.3239,1.0408,0.1409,-0.0001,0.0048,0.0016,0.0046,0.0023,0.2537,0.0046,0.37,1000.0,20.0,kmodes,2d-10c_y.zip
4,500,Cao,11,False,42,4,0.2136685848236084,-0.5117,2.3239,1.0408,0.1409,-0.0001,0.0048,0.0016,0.0046,0.0023,0.2537,0.0046,0.37,100.0,20.0,kmodes,2d-10c_y.zip
4,500,Cao,11,False,42,4,0.2128400802612304,-0.5117,2.3239,1.0408,0.1409,-0.0001,0.0048,0.0016,0.0046,0.0023,0.2537,0.0046,0.37,inf,20.0,kmodes,2d-10c_y.zip
6,100,Cao,11,False,42,4,0.3272371292114258,-0.5297,2.0554,1.2275,0.1427,-0.0002,0.0072,0.0021,0.0069,0.0035,0.2401,0.0069,0.3693,,,kmodes,2d-10c_y.zip
