n_clusters,metric,linkage,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_nbr_values,max_nbr_values_cat,alg,dataset
10,correlation,average,0.0093731880187988,-0.1865,14.3159,5.3663,0.5814,0.1381,0.3041,0.2176,0.2326,0.1697,0.3693,0.2326,0.4007,,,skl_agglomerativeClust,longsquare_y.zip
10,correlation,average,0.0095348358154296,-0.1865,14.3159,5.3663,0.5814,0.1381,0.3041,0.2176,0.2326,0.1697,0.3693,0.2326,0.4007,1000.0,20.0,skl_agglomerativeClust,longsquare_y.zip
10,correlation,average,0.009418249130249,-0.1865,14.3159,5.3663,0.5814,0.1381,0.3041,0.2176,0.2326,0.1697,0.3693,0.2326,0.4007,100.0,20.0,skl_agglomerativeClust,longsquare_y.zip
10,correlation,average,0.009340763092041,-0.1865,14.3159,5.3663,0.5814,0.1381,0.3041,0.2176,0.2326,0.1697,0.3693,0.2326,0.4007,inf,20.0,skl_agglomerativeClust,longsquare_y.zip
10,correlation,complete,0.0087382793426513,-0.1207,13.8315,71.1483,0.7695,0.0695,0.3025,0.1413,0.1523,0.1688,0.1388,0.1523,0.2029,,,skl_agglomerativeClust,longsquare_y.zip
10,correlation,complete,0.0091693401336669,-0.1207,13.8315,71.1483,0.7695,0.0695,0.3025,0.1413,0.1523,0.1688,0.1388,0.1523,0.2029,1000.0,20.0,skl_agglomerativeClust,longsquare_y.zip
10,correlation,complete,0.0091500282287597,-0.1207,13.8315,71.1483,0.7695,0.0695,0.3025,0.1413,0.1523,0.1688,0.1388,0.1523,0.2029,100.0,20.0,skl_agglomerativeClust,longsquare_y.zip
10,correlation,complete,0.0091931819915771,-0.1207,13.8315,71.1483,0.7695,0.0695,0.3025,0.1413,0.1523,0.1688,0.1388,0.1523,0.2029,inf,20.0,skl_agglomerativeClust,longsquare_y.zip
10,correlation,single,0.0063755512237548,-0.1311,12.7088,1.1028,0.5744,0.138,0.288,0.2145,0.2261,0.1607,0.3808,0.2261,0.4046,,,skl_agglomerativeClust,longsquare_y.zip
10,correlation,single,0.0062944889068603,-0.1311,12.7088,1.1028,0.5744,0.138,0.288,0.2145,0.2261,0.1607,0.3808,0.2261,0.4046,1000.0,20.0,skl_agglomerativeClust,longsquare_y.zip
