min_nr_instances,min_y,min_rd,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
2,1,10,30.97004461288452,-0.1894,219.8768,1.1494,0.2503,0.0346,0.2199,0.1871,0.1891,0.1065,0.8412,0.1891,0.3869,CLTree,2d-10c_y.zip
2,1,15,30.57495355606079,-0.1894,219.8768,1.1494,0.2503,0.0346,0.2199,0.1871,0.1891,0.1065,0.8412,0.1891,0.3869,CLTree,2d-10c_y.zip
2,1,20,31.01694393157959,-0.1894,219.8768,1.1494,0.2503,0.0346,0.2199,0.1871,0.1891,0.1065,0.8412,0.1891,0.3869,CLTree,2d-10c_y.zip
2,1,25,30.30903625488281,-0.1894,219.8768,1.1494,0.2503,0.0346,0.2199,0.1871,0.1891,0.1065,0.8412,0.1891,0.3869,CLTree,2d-10c_y.zip
2,1,30,30.827476978302,-0.1894,219.8768,1.1494,0.2503,0.0346,0.2199,0.1871,0.1891,0.1065,0.8412,0.1891,0.3869,CLTree,2d-10c_y.zip
2,1,5,30.607892990112305,-0.1894,219.8768,1.1494,0.2503,0.0346,0.2199,0.1871,0.1891,0.1065,0.8412,0.1891,0.3869,CLTree,2d-10c_y.zip
2,2,10,30.53661823272705,0.2583,414.8619,0.6634,0.2369,0.0344,0.2009,0.176,0.177,0.0973,0.9758,0.177,0.3906,CLTree,2d-10c_y.zip
2,2,15,30.53590989112854,0.2583,414.8619,0.6634,0.2369,0.0344,0.2009,0.176,0.177,0.0973,0.9758,0.177,0.3906,CLTree,2d-10c_y.zip
2,2,20,30.62321400642395,0.2583,414.8619,0.6634,0.2369,0.0344,0.2009,0.176,0.177,0.0973,0.9758,0.177,0.3906,CLTree,2d-10c_y.zip
2,2,25,30.576483011245728,0.2583,414.8619,0.6634,0.2369,0.0344,0.2009,0.176,0.177,0.0973,0.9758,0.177,0.3906,CLTree,2d-10c_y.zip
2,2,30,30.563081741333008,0.2583,414.8619,0.6634,0.2369,0.0344,0.2009,0.176,0.177,0.0973,0.9758,0.177,0.3906,CLTree,2d-10c_y.zip
2,2,5,30.522027015686035,0.2583,414.8619,0.6634,0.2369,0.0344,0.2009,0.176,0.177,0.0973,0.9758,0.177,0.3906,CLTree,2d-10c_y.zip
2,3,10,30.988843202590942,0.2583,414.8619,0.6634,0.2369,0.0344,0.2009,0.176,0.177,0.0973,0.9758,0.177,0.3906,CLTree,2d-10c_y.zip
2,3,15,30.61536264419556,0.2583,414.8619,0.6634,0.2369,0.0344,0.2009,0.176,0.177,0.0973,0.9758,0.177,0.3906,CLTree,2d-10c_y.zip
2,3,20,30.557333946228027,0.2583,414.8619,0.6634,0.2369,0.0344,0.2009,0.176,0.177,0.0973,0.9758,0.177,0.3906,CLTree,2d-10c_y.zip
2,3,25,30.485121250152588,0.2583,414.8619,0.6634,0.2369,0.0344,0.2009,0.176,0.177,0.0973,0.9758,0.177,0.3906,CLTree,2d-10c_y.zip
2,3,30,30.617928743362427,0.2583,414.8619,0.6634,0.2369,0.0344,0.2009,0.176,0.177,0.0973,0.9758,0.177,0.3906,CLTree,2d-10c_y.zip
2,3,5,30.588839769363403,0.2583,414.8619,0.6634,0.2369,0.0344,0.2009,0.176,0.177,0.0973,0.9758,0.177,0.3906,CLTree,2d-10c_y.zip
2,4,10,30.73276090621948,0.2583,414.8619,0.6634,0.2369,0.0344,0.2009,0.176,0.177,0.0973,0.9758,0.177,0.3906,CLTree,2d-10c_y.zip
2,4,15,30.51418876647949,0.2583,414.8619,0.6634,0.2369,0.0344,0.2009,0.176,0.177,0.0973,0.9758,0.177,0.3906,CLTree,2d-10c_y.zip
2,4,20,30.640016317367557,0.2583,414.8619,0.6634,0.2369,0.0344,0.2009,0.176,0.177,0.0973,0.9758,0.177,0.3906,CLTree,2d-10c_y.zip
2,4,25,30.594906330108643,0.2583,414.8619,0.6634,0.2369,0.0344,0.2009,0.176,0.177,0.0973,0.9758,0.177,0.3906,CLTree,2d-10c_y.zip
2,4,30,30.602611780166622,0.2583,414.8619,0.6634,0.2369,0.0344,0.2009,0.176,0.177,0.0973,0.9758,0.177,0.3906,CLTree,2d-10c_y.zip
2,4,5,30.52493643760681,0.2583,414.8619,0.6634,0.2369,0.0344,0.2009,0.176,0.177,0.0973,0.9758,0.177,0.3906,CLTree,2d-10c_y.zip
2,5,10,30.54310512542725,0.2583,414.8619,0.6634,0.2369,0.0344,0.2009,0.176,0.177,0.0973,0.9758,0.177,0.3906,CLTree,2d-10c_y.zip
2,5,15,30.59260964393616,0.2583,414.8619,0.6634,0.2369,0.0344,0.2009,0.176,0.177,0.0973,0.9758,0.177,0.3906,CLTree,2d-10c_y.zip
2,5,20,30.531616687774655,0.2583,414.8619,0.6634,0.2369,0.0344,0.2009,0.176,0.177,0.0973,0.9758,0.177,0.3906,CLTree,2d-10c_y.zip
2,5,25,30.67372488975525,0.2583,414.8619,0.6634,0.2369,0.0344,0.2009,0.176,0.177,0.0973,0.9758,0.177,0.3906,CLTree,2d-10c_y.zip
2,5,30,30.60302495956421,0.2583,414.8619,0.6634,0.2369,0.0344,0.2009,0.176,0.177,0.0973,0.9758,0.177,0.3906,CLTree,2d-10c_y.zip
2,5,5,30.55017590522766,0.2583,414.8619,0.6634,0.2369,0.0344,0.2009,0.176,0.177,0.0973,0.9758,0.177,0.3906,CLTree,2d-10c_y.zip
