min_samples,max_eps,metric,algorithm,n_jobs,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,inf,correlation,auto,4,1000.0,20,9.480517864227297,-0.138,8.8302,1.7482,0.7356,-0.0113,0.0006,-0.0002,0.0026,0.0016,0.0072,0.0026,0.8538,skl_OPTICS,churnONEHOT_y.zip
10,inf,correlation,auto,4,100.0,20,9.50967025756836,-0.138,8.8302,1.7482,0.7356,-0.0113,0.0006,-0.0002,0.0026,0.0016,0.0072,0.0026,0.8538,skl_OPTICS,churnONEHOT_y.zip
10,inf,correlation,auto,4,inf,20,9.572883605957031,-0.138,8.8302,1.7482,0.7356,-0.0113,0.0006,-0.0002,0.0026,0.0016,0.0072,0.0026,0.8538,skl_OPTICS,churnONEHOT_y.zip
10,inf,cosine,auto,4,1000.0,20,13.697970867156982,-0.177,8.1566,1.8134,0.7344,0.012,0.0032,0.0078,0.0115,0.0077,0.0228,0.0115,0.8509,skl_OPTICS,churnONEHOT_y.zip
10,inf,cosine,auto,4,100.0,20,13.840883493423462,-0.177,8.1566,1.8134,0.7344,0.012,0.0032,0.0078,0.0115,0.0077,0.0228,0.0115,0.8509,skl_OPTICS,churnONEHOT_y.zip
10,inf,cosine,auto,4,inf,20,13.81159806251526,-0.177,8.1566,1.8134,0.7344,0.012,0.0032,0.0078,0.0115,0.0077,0.0228,0.0115,0.8509,skl_OPTICS,churnONEHOT_y.zip
10,inf,euclidean,auto,4,1000.0,20,75.17195105552673,0.0,0.0,0.0,0.7521,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8672,skl_OPTICS,churnONEHOT_y.zip
10,inf,euclidean,auto,4,100.0,20,74.59221839904785,0.0,0.0,0.0,0.7521,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8672,skl_OPTICS,churnONEHOT_y.zip
10,inf,euclidean,auto,4,inf,20,78.36582064628601,0.0,0.0,0.0,0.7521,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8672,skl_OPTICS,churnONEHOT_y.zip
20,inf,correlation,auto,4,1000.0,20,9.503488779067991,0.0,0.0,0.0,0.7521,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8672,skl_OPTICS,churnONEHOT_y.zip
