n_clusters,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,bisecting_strategy,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,alg,dataset
2,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,100,1.1390814781188965,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,20,0.957294464111328,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,100.0,100,0.933025598526001,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,100.0,20,0.823944091796875,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,20.0,20,1.1002404689788818,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,inf,100,0.8002374172210693,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,inf,20,0.8631706237792969,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,1000.0,100,1.0325264930725098,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,1000.0,20,0.9711217880249025,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,100.0,100,0.9840655326843262,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,100.0,20,0.7171962261199951,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,20.0,20,0.702094316482544,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,inf,100,0.9435586929321288,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,inf,20,0.7123961448669434,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,100,0.7536215782165527,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,20,0.7402975559234619,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,100.0,100,0.6779191493988037,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,100.0,20,1.1556694507598877,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,20.0,20,1.0915131568908691,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,inf,100,0.7454240322113037,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,inf,20,0.9975082874298096,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,1000.0,100,0.8069052696228027,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,1000.0,20,0.846632719039917,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,100.0,100,0.7743222713470459,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,100.0,20,1.2697715759277344,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,20.0,20,1.2677230834960938,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,inf,100,1.0258100032806396,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,inf,20,0.7473340034484863,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,100,0.8613879680633545,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,20,0.7826082706451416,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,100.0,100,1.0022192001342771,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,100.0,20,0.8891932964324951,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,20.0,20,0.7471394538879395,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,inf,100,0.7253806591033936,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,inf,20,1.0879266262054443,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,largest_cluster,1000.0,100,0.9837157726287842,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,largest_cluster,1000.0,20,1.1787147521972656,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,largest_cluster,100.0,100,0.8511037826538086,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,largest_cluster,100.0,20,0.8404903411865234,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,largest_cluster,20.0,20,0.9375884532928468,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,largest_cluster,inf,100,0.918149471282959,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,largest_cluster,inf,20,0.7896406650543213,0.6613,7820.7431,0.295,skl_bis_kmeans,fico.zip-2_k
