amount_initial_centers,kmax,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,10,1000.0,100,0.0026383399963378,0.2945,138.0797,0.9152,0.7409,0.3062,0.8299,0.4992,0.5197,0.7554,0.3961,0.5197,0.4833,pyc_xmeans,iris_y.zip
10,10,1000.0,20,0.0027577877044677,0.3445,172.4053,0.8897,0.7585,0.3512,0.8647,0.5159,0.5359,0.7871,0.4063,0.5359,0.5243,pyc_xmeans,iris_y.zip
10,10,100.0,100,0.0026776790618896,0.3218,149.382,0.9085,0.7584,0.3506,0.8739,0.5249,0.5443,0.7954,0.4137,0.5443,0.5239,pyc_xmeans,iris_y.zip
10,10,100.0,20,0.0030434131622314,0.3472,162.2719,0.9209,0.7635,0.3584,0.9059,0.534,0.5527,0.8246,0.4157,0.5527,0.5334,pyc_xmeans,iris_y.zip
10,10,20.0,20,0.0040891170501708,0.3288,168.9195,0.9205,0.7515,0.3298,0.8442,0.5007,0.5213,0.7684,0.3945,0.5213,0.5053,pyc_xmeans,iris_y.zip
10,10,inf,100,0.0027523040771484,0.3237,159.3304,0.8795,0.7444,0.3074,0.8805,0.524,0.5431,0.8015,0.4107,0.5431,0.4852,pyc_xmeans,iris_y.zip
10,10,inf,20,0.0028629302978515,0.3153,145.2421,0.9508,0.7605,0.3568,0.883,0.5341,0.5534,0.8037,0.422,0.5534,0.5294,pyc_xmeans,iris_y.zip
10,14,1000.0,100,0.0054264068603515,0.3344,146.1452,0.725,0.7453,0.3034,0.9161,0.5207,0.5453,0.8339,0.4051,0.5453,0.4831,pyc_xmeans,iris_y.zip
10,14,1000.0,20,0.0080690383911132,0.3252,135.7624,0.726,0.76,0.3541,0.8809,0.5112,0.5373,0.8019,0.404,0.5373,0.5273,pyc_xmeans,iris_y.zip
10,14,100.0,100,0.010603904724121,0.3289,156.384,0.8898,0.7481,0.3106,0.8994,0.5081,0.5318,0.8187,0.3938,0.5318,0.4902,pyc_xmeans,iris_y.zip
10,14,100.0,20,0.0043201446533203,0.351,179.6453,0.8814,0.7544,0.3277,0.9287,0.5313,0.552,0.8453,0.4098,0.552,0.5069,pyc_xmeans,iris_y.zip
10,14,20.0,20,0.005019187927246,0.3339,160.5801,0.9111,0.7596,0.3435,0.9386,0.5394,0.5598,0.8544,0.4163,0.5598,0.5216,pyc_xmeans,iris_y.zip
10,14,inf,100,0.0085752010345458,0.3431,160.6163,0.7852,0.7492,0.3128,0.9321,0.5328,0.555,0.8485,0.4123,0.555,0.4927,pyc_xmeans,iris_y.zip
10,14,inf,20,0.0029380321502685,0.3528,180.9996,0.8691,0.7621,0.3522,0.9514,0.56,0.5775,0.866,0.4332,0.5775,0.5288,pyc_xmeans,iris_y.zip
10,18,1000.0,100,0.0043017864227294,0.3552,171.7131,0.7946,0.7574,0.3394,0.9263,0.5385,0.5588,0.8431,0.4179,0.5588,0.5165,pyc_xmeans,iris_y.zip
10,18,1000.0,20,0.0052351951599121,0.3315,146.4835,0.7261,0.7466,0.3051,0.9256,0.5248,0.549,0.8426,0.4072,0.549,0.4854,pyc_xmeans,iris_y.zip
10,18,100.0,100,0.0053768157958984,0.3608,175.6339,0.858,0.7596,0.3409,0.9364,0.534,0.5543,0.8523,0.4107,0.5543,0.5204,pyc_xmeans,iris_y.zip
10,18,100.0,20,0.0026650428771972,0.3319,151.4645,0.8149,0.7468,0.3318,0.8062,0.4961,0.5175,0.7338,0.3997,0.5175,0.506,pyc_xmeans,iris_y.zip
10,18,20.0,20,0.0031170845031738,0.3552,161.054,0.9091,0.7713,0.3809,0.959,0.5703,0.5878,0.8729,0.4431,0.5878,0.5538,pyc_xmeans,iris_y.zip
10,18,inf,100,0.0046465396881103,0.3141,130.6444,0.7177,0.7394,0.3111,0.7889,0.4738,0.5005,0.7181,0.3841,0.5005,0.4879,pyc_xmeans,iris_y.zip
10,18,inf,20,0.0054738521575927,0.3426,160.2825,0.7715,0.7454,0.3037,0.9161,0.5241,0.5468,0.8339,0.4068,0.5468,0.4833,pyc_xmeans,iris_y.zip
10,22,1000.0,100,0.0070083141326904,0.3407,131.1682,0.7403,0.7711,0.3758,0.994,0.5625,0.5877,0.9047,0.4351,0.5877,0.552,pyc_xmeans,iris_y.zip
10,22,1000.0,20,0.0055136680603027,0.357,173.6074,0.8694,0.746,0.2983,0.9204,0.5134,0.5362,0.8378,0.3943,0.5362,0.481,pyc_xmeans,iris_y.zip
10,22,100.0,100,0.0073523521423339,0.335,143.2044,0.7889,0.7698,0.3719,0.9878,0.5635,0.5862,0.8992,0.4349,0.5862,0.5486,pyc_xmeans,iris_y.zip
10,22,100.0,20,0.007822036743164,0.3217,137.4678,0.726,0.736,0.2876,0.8786,0.5057,0.5317,0.7997,0.3982,0.5317,0.4664,pyc_xmeans,iris_y.zip
10,22,20.0,20,0.0030906200408935,0.3495,160.3911,0.9145,0.7708,0.3759,0.9776,0.5755,0.5924,0.8899,0.444,0.5924,0.5515,pyc_xmeans,iris_y.zip
10,22,inf,100,0.0056900978088378,0.3341,156.535,0.8272,0.7583,0.3506,0.8647,0.5115,0.5338,0.7871,0.4038,0.5338,0.5238,pyc_xmeans,iris_y.zip
10,22,inf,20,0.0098249912261962,0.3373,149.4682,0.7746,0.7564,0.3345,0.9307,0.5267,0.5513,0.8471,0.4086,0.5513,0.5129,pyc_xmeans,iris_y.zip
10,2,1000.0,100,0.0014576911926269,0.3375,170.5637,0.9667,0.7568,0.3413,0.8933,0.5272,0.5463,0.8131,0.4113,0.5463,0.5169,pyc_xmeans,iris_y.zip
10,2,1000.0,20,0.0014345645904541,0.3104,154.3755,0.9673,0.7612,0.3507,0.9054,0.532,0.5507,0.8241,0.4135,0.5507,0.5268,pyc_xmeans,iris_y.zip
10,2,100.0,100,0.0014107227325439,0.3469,181.7186,0.8824,0.7478,0.3102,0.9203,0.5361,0.5544,0.8377,0.4143,0.5544,0.4897,pyc_xmeans,iris_y.zip
10,2,100.0,20,0.0013914108276367,0.3396,173.0409,0.8978,0.7473,0.3182,0.858,0.5077,0.5277,0.781,0.3985,0.5277,0.4947,pyc_xmeans,iris_y.zip
10,2,20.0,20,0.0015113353729248,0.3283,159.4218,0.8348,0.766,0.3745,0.8825,0.5385,0.5579,0.8033,0.4273,0.5579,0.5445,pyc_xmeans,iris_y.zip
10,2,inf,100,0.002103567123413,0.3389,164.4647,0.9309,0.7654,0.3614,0.9474,0.5562,0.5738,0.8623,0.43,0.5738,0.5374,pyc_xmeans,iris_y.zip
10,2,inf,20,0.0014369487762451,0.3406,161.8983,0.8363,0.7624,0.3604,0.9161,0.5524,0.5707,0.8339,0.4338,0.5707,0.5332,pyc_xmeans,iris_y.zip
10,6,1000.0,100,0.0026736259460449,0.2935,148.7999,1.0261,0.7471,0.3175,0.8577,0.5103,0.5304,0.7807,0.4016,0.5304,0.4941,pyc_xmeans,iris_y.zip
10,6,1000.0,20,0.0014142990112304,0.2863,143.928,1.0357,0.7706,0.3832,0.9259,0.556,0.5744,0.8428,0.4357,0.5744,0.5538,pyc_xmeans,iris_y.zip
10,6,100.0,100,0.0014793872833251,0.3386,169.8763,0.8998,0.746,0.313,0.8755,0.5182,0.5379,0.7969,0.406,0.5379,0.4901,pyc_xmeans,iris_y.zip
