eps,min_samples,metric,algorithm,n_jobs,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
0.1,10,correlation,auto,4,1000.0,20,0.4226303100585937,-0.0961,178.1205,1.7206,0.6399,0.2832,0.4336,0.349,0.3499,0.63,0.2422,0.3499,0.5556,skl_DBSCAN,compas-scores-two-yearsONEHOT_y.zip
0.1,10,correlation,auto,4,100.0,20,0.4431371688842773,-0.0961,178.1205,1.7206,0.6399,0.2832,0.4336,0.349,0.3499,0.63,0.2422,0.3499,0.5556,skl_DBSCAN,compas-scores-two-yearsONEHOT_y.zip
0.1,10,correlation,auto,4,inf,20,0.4214534759521484,-0.0961,178.1205,1.7206,0.6399,0.2832,0.4336,0.349,0.3499,0.63,0.2422,0.3499,0.5556,skl_DBSCAN,compas-scores-two-yearsONEHOT_y.zip
0.1,10,cosine,auto,4,1000.0,20,0.4746041297912597,-0.0171,227.4816,1.7483,0.6465,0.2966,0.448,0.3657,0.3663,0.6508,0.2549,0.3663,0.5628,skl_DBSCAN,compas-scores-two-yearsONEHOT_y.zip
0.1,10,cosine,auto,4,100.0,20,0.467494249343872,-0.0171,227.4816,1.7483,0.6465,0.2966,0.448,0.3657,0.3663,0.6508,0.2549,0.3663,0.5628,skl_DBSCAN,compas-scores-two-yearsONEHOT_y.zip
0.1,10,cosine,auto,4,inf,20,0.5268745422363281,-0.0171,227.4816,1.7483,0.6465,0.2966,0.448,0.3657,0.3663,0.6508,0.2549,0.3663,0.5628,skl_DBSCAN,compas-scores-two-yearsONEHOT_y.zip
0.1,10,euclidean,auto,4,1000.0,20,0.0620703697204589,0.0,0.0,0.0,0.5048,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7105,skl_DBSCAN,compas-scores-two-yearsONEHOT_y.zip
0.1,10,euclidean,auto,4,100.0,20,0.0712814331054687,0.0,0.0,0.0,0.5048,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7105,skl_DBSCAN,compas-scores-two-yearsONEHOT_y.zip
0.1,10,euclidean,auto,4,inf,20,0.0639774799346923,0.0,0.0,0.0,0.5048,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7105,skl_DBSCAN,compas-scores-two-yearsONEHOT_y.zip
0.1,2,correlation,auto,4,1000.0,20,0.4158134460449219,-0.3045,20.6251,1.4412,0.577,0.1573,0.2725,0.198,0.2081,0.3959,0.1412,0.2081,0.4926,skl_DBSCAN,compas-scores-two-yearsONEHOT_y.zip
0.1,2,correlation,auto,4,100.0,20,0.4156622886657715,-0.3045,20.6251,1.4412,0.577,0.1573,0.2725,0.198,0.2081,0.3959,0.1412,0.2081,0.4926,skl_DBSCAN,compas-scores-two-yearsONEHOT_y.zip
0.1,2,correlation,auto,4,inf,20,0.4285244941711426,-0.3045,20.6251,1.4412,0.577,0.1573,0.2725,0.198,0.2081,0.3959,0.1412,0.2081,0.4926,skl_DBSCAN,compas-scores-two-yearsONEHOT_y.zip
0.1,2,cosine,auto,4,1000.0,20,0.4698774814605713,-0.3332,20.7404,1.475,0.6382,0.2782,0.2834,0.2277,0.2372,0.4118,0.1666,0.2372,0.5923,skl_DBSCAN,compas-scores-two-yearsONEHOT_y.zip
0.1,2,cosine,auto,4,100.0,20,0.4654276371002197,-0.3332,20.7404,1.475,0.6382,0.2782,0.2834,0.2277,0.2372,0.4118,0.1666,0.2372,0.5923,skl_DBSCAN,compas-scores-two-yearsONEHOT_y.zip
0.1,2,cosine,auto,4,inf,20,0.4619154930114746,-0.3332,20.7404,1.475,0.6382,0.2782,0.2834,0.2277,0.2372,0.4118,0.1666,0.2372,0.5923,skl_DBSCAN,compas-scores-two-yearsONEHOT_y.zip
