n_clusters,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,alg,dataset
2,k-means++,11,100,0.0001,False,42,True,lloyd,1000.0,20,0.5837438106536865,0.6664,7970.1923,0.256,skl_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,100.0,20,0.6499271392822266,0.6664,7970.1923,0.256,skl_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,inf,20,0.5418407917022705,0.6664,7970.1923,0.256,skl_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,1000.0,20,0.6975140571594238,0.6664,7970.1923,0.256,skl_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,100.0,20,0.8799099922180176,0.6664,7970.1923,0.256,skl_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,inf,20,0.8184957504272461,0.6664,7970.1923,0.256,skl_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,1000.0,20,0.6600971221923828,0.6664,7970.1923,0.256,skl_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,100.0,20,0.6254024505615234,0.6664,7970.1923,0.256,skl_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,inf,20,0.5060029029846191,0.6664,7970.1923,0.256,skl_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,1000.0,20,0.5837438106536865,0.6664,7970.1923,0.256,skl_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,100.0,20,0.6499271392822266,0.6664,7970.1923,0.256,skl_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,inf,20,0.5418407917022705,0.6664,7970.1923,0.256,skl_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,1000.0,20,0.6975140571594238,0.6664,7970.1923,0.256,skl_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,100.0,20,0.8799099922180176,0.6664,7970.1923,0.256,skl_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,inf,20,0.8184957504272461,0.6664,7970.1923,0.256,skl_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,1000.0,20,0.6600971221923828,0.6664,7970.1923,0.256,skl_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,100.0,20,0.6254024505615234,0.6664,7970.1923,0.256,skl_kmeans,ficoONEHOT.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,inf,20,0.5060029029846191,0.6664,7970.1923,0.256,skl_kmeans,ficoONEHOT.zip-2_k
