n_clusters,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,alg,dataset
6,k-means++,11,100,0.0001,False,42,True,lloyd,1000.0,100,1.306248426437378,0.142,2821.9389,1.9226,skl_kmeans,fico.zip-6_k
6,k-means++,11,100,0.0001,False,42,True,lloyd,1000.0,20,1.3252859115600586,0.142,2821.9389,1.9226,skl_kmeans,fico.zip-6_k
6,k-means++,11,100,0.0001,False,42,True,lloyd,100.0,100,1.3598103523254397,0.1431,2821.8526,1.9172,skl_kmeans,fico.zip-6_k
6,k-means++,11,100,0.0001,False,42,True,lloyd,100.0,20,1.2623424530029297,0.142,2821.9389,1.9226,skl_kmeans,fico.zip-6_k
6,k-means++,11,100,0.0001,False,42,True,lloyd,20.0,20,1.3257262706756592,0.1414,2800.3377,1.9082,skl_kmeans,fico.zip-6_k
6,k-means++,11,100,0.0001,False,42,True,lloyd,inf,100,1.283339500427246,0.142,2821.9389,1.9226,skl_kmeans,fico.zip-6_k
6,k-means++,11,100,0.0001,False,42,True,lloyd,inf,20,1.346515655517578,0.142,2821.9389,1.9226,skl_kmeans,fico.zip-6_k
6,k-means++,11,300,0.0001,False,42,True,lloyd,1000.0,100,1.228128433227539,0.142,2821.9389,1.9226,skl_kmeans,fico.zip-6_k
6,k-means++,11,300,0.0001,False,42,True,lloyd,1000.0,20,1.283735990524292,0.142,2821.9389,1.9226,skl_kmeans,fico.zip-6_k
6,k-means++,11,300,0.0001,False,42,True,lloyd,100.0,100,1.140458345413208,0.1431,2821.8526,1.9172,skl_kmeans,fico.zip-6_k
6,k-means++,11,300,0.0001,False,42,True,lloyd,100.0,20,1.2954165935516355,0.142,2821.9389,1.9226,skl_kmeans,fico.zip-6_k
6,k-means++,11,300,0.0001,False,42,True,lloyd,20.0,20,1.3822510242462158,0.1414,2800.3377,1.9082,skl_kmeans,fico.zip-6_k
6,k-means++,11,300,0.0001,False,42,True,lloyd,inf,100,1.414381742477417,0.142,2821.9389,1.9226,skl_kmeans,fico.zip-6_k
6,k-means++,11,300,0.0001,False,42,True,lloyd,inf,20,1.350884199142456,0.142,2821.9389,1.9226,skl_kmeans,fico.zip-6_k
6,k-means++,11,500,0.0001,False,42,True,lloyd,1000.0,100,1.4971296787261963,0.142,2821.9389,1.9226,skl_kmeans,fico.zip-6_k
6,k-means++,11,500,0.0001,False,42,True,lloyd,1000.0,20,1.221785306930542,0.142,2821.9389,1.9226,skl_kmeans,fico.zip-6_k
6,k-means++,11,500,0.0001,False,42,True,lloyd,100.0,100,1.305182933807373,0.1431,2821.8526,1.9172,skl_kmeans,fico.zip-6_k
6,k-means++,11,500,0.0001,False,42,True,lloyd,100.0,20,1.2144954204559326,0.142,2821.9389,1.9226,skl_kmeans,fico.zip-6_k
6,k-means++,11,500,0.0001,False,42,True,lloyd,20.0,20,1.2432286739349363,0.1414,2800.3377,1.9082,skl_kmeans,fico.zip-6_k
6,k-means++,11,500,0.0001,False,42,True,lloyd,inf,100,1.4040663242340088,0.142,2821.9389,1.9226,skl_kmeans,fico.zip-6_k
6,k-means++,11,500,0.0001,False,42,True,lloyd,inf,20,1.2179896831512451,0.142,2821.9389,1.9226,skl_kmeans,fico.zip-6_k
