n_clusters,max_iter,init,n_init,verbose,random_state,n_jobs,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_nbr_values,max_nbr_values_cat,alg,dataset
10,100,Cao,11,False,42,4,0.6604874134063721,-0.153,0.7335,1.1096,0.2437,0.0021,0.0062,0.0031,0.0073,0.0037,0.3083,0.0073,0.4904,,,kmodes,cure-t2-4k_y.zip
10,100,Cao,11,False,42,4,0.4750919342041015,-0.153,0.7335,1.1096,0.2437,0.0021,0.0062,0.0031,0.0073,0.0037,0.3083,0.0073,0.4904,1000.0,20.0,kmodes,cure-t2-4k_y.zip
10,100,Cao,11,False,42,4,0.4738681316375732,-0.153,0.7335,1.1096,0.2437,0.0021,0.0062,0.0031,0.0073,0.0037,0.3083,0.0073,0.4904,100.0,20.0,kmodes,cure-t2-4k_y.zip
10,100,Cao,11,False,42,4,0.4730441570281982,-0.153,0.7335,1.1096,0.2437,0.0021,0.0062,0.0031,0.0073,0.0037,0.3083,0.0073,0.4904,inf,20.0,kmodes,cure-t2-4k_y.zip
10,300,Cao,11,False,42,4,0.6382057666778564,-0.153,0.7335,1.1096,0.2437,0.0021,0.0062,0.0031,0.0073,0.0037,0.3083,0.0073,0.4904,,,kmodes,cure-t2-4k_y.zip
10,300,Cao,11,False,42,4,0.4747154712677002,-0.153,0.7335,1.1096,0.2437,0.0021,0.0062,0.0031,0.0073,0.0037,0.3083,0.0073,0.4904,1000.0,20.0,kmodes,cure-t2-4k_y.zip
10,300,Cao,11,False,42,4,0.476269006729126,-0.153,0.7335,1.1096,0.2437,0.0021,0.0062,0.0031,0.0073,0.0037,0.3083,0.0073,0.4904,100.0,20.0,kmodes,cure-t2-4k_y.zip
10,300,Cao,11,False,42,4,0.4760658740997314,-0.153,0.7335,1.1096,0.2437,0.0021,0.0062,0.0031,0.0073,0.0037,0.3083,0.0073,0.4904,inf,20.0,kmodes,cure-t2-4k_y.zip
10,500,Cao,11,False,42,4,0.6557908058166504,-0.153,0.7335,1.1096,0.2437,0.0021,0.0062,0.0031,0.0073,0.0037,0.3083,0.0073,0.4904,,,kmodes,cure-t2-4k_y.zip
10,500,Cao,11,False,42,4,0.4923171997070312,-0.153,0.7335,1.1096,0.2437,0.0021,0.0062,0.0031,0.0073,0.0037,0.3083,0.0073,0.4904,1000.0,20.0,kmodes,cure-t2-4k_y.zip
10,500,Cao,11,False,42,4,0.4742169380187988,-0.153,0.7335,1.1096,0.2437,0.0021,0.0062,0.0031,0.0073,0.0037,0.3083,0.0073,0.4904,100.0,20.0,kmodes,cure-t2-4k_y.zip
10,500,Cao,11,False,42,4,0.4728009700775146,-0.153,0.7335,1.1096,0.2437,0.0021,0.0062,0.0031,0.0073,0.0037,0.3083,0.0073,0.4904,inf,20.0,kmodes,cure-t2-4k_y.zip
12,100,Cao,11,False,42,4,0.7283508777618408,-0.1527,0.7342,1.1087,0.2446,0.0025,0.0076,0.0037,0.0089,0.0045,0.3087,0.0089,0.4905,,,kmodes,cure-t2-4k_y.zip
12,100,Cao,11,False,42,4,0.5303258895874023,-0.1527,0.7342,1.1087,0.2446,0.0025,0.0076,0.0037,0.0089,0.0045,0.3087,0.0089,0.4905,1000.0,20.0,kmodes,cure-t2-4k_y.zip
12,100,Cao,11,False,42,4,0.5373971462249756,-0.1527,0.7342,1.1087,0.2446,0.0025,0.0076,0.0037,0.0089,0.0045,0.3087,0.0089,0.4905,100.0,20.0,kmodes,cure-t2-4k_y.zip
12,100,Cao,11,False,42,4,0.5371253490447998,-0.1527,0.7342,1.1087,0.2446,0.0025,0.0076,0.0037,0.0089,0.0045,0.3087,0.0089,0.4905,inf,20.0,kmodes,cure-t2-4k_y.zip
12,300,Cao,11,False,42,4,0.7478790283203125,-0.1527,0.7342,1.1087,0.2446,0.0025,0.0076,0.0037,0.0089,0.0045,0.3087,0.0089,0.4905,,,kmodes,cure-t2-4k_y.zip
12,300,Cao,11,False,42,4,0.5355587005615234,-0.1527,0.7342,1.1087,0.2446,0.0025,0.0076,0.0037,0.0089,0.0045,0.3087,0.0089,0.4905,1000.0,20.0,kmodes,cure-t2-4k_y.zip
12,300,Cao,11,False,42,4,0.5294656753540039,-0.1527,0.7342,1.1087,0.2446,0.0025,0.0076,0.0037,0.0089,0.0045,0.3087,0.0089,0.4905,100.0,20.0,kmodes,cure-t2-4k_y.zip
12,300,Cao,11,False,42,4,0.5287623405456543,-0.1527,0.7342,1.1087,0.2446,0.0025,0.0076,0.0037,0.0089,0.0045,0.3087,0.0089,0.4905,inf,20.0,kmodes,cure-t2-4k_y.zip
12,500,Cao,11,False,42,4,0.7318398952484131,-0.1527,0.7342,1.1087,0.2446,0.0025,0.0076,0.0037,0.0089,0.0045,0.3087,0.0089,0.4905,,,kmodes,cure-t2-4k_y.zip
12,500,Cao,11,False,42,4,0.5304088592529297,-0.1527,0.7342,1.1087,0.2446,0.0025,0.0076,0.0037,0.0089,0.0045,0.3087,0.0089,0.4905,1000.0,20.0,kmodes,cure-t2-4k_y.zip
12,500,Cao,11,False,42,4,0.5384197235107422,-0.1527,0.7342,1.1087,0.2446,0.0025,0.0076,0.0037,0.0089,0.0045,0.3087,0.0089,0.4905,100.0,20.0,kmodes,cure-t2-4k_y.zip
12,500,Cao,11,False,42,4,0.5378384590148926,-0.1527,0.7342,1.1087,0.2446,0.0025,0.0076,0.0037,0.0089,0.0045,0.3087,0.0089,0.4905,inf,20.0,kmodes,cure-t2-4k_y.zip
2,100,Cao,11,False,42,4,0.2942931652069092,-0.1177,0.7276,1.1148,0.2403,0.0002,0.0007,0.0003,0.0008,0.0004,0.3066,0.0008,0.4899,,,kmodes,cure-t2-4k_y.zip
2,100,Cao,11,False,42,4,0.2454226016998291,-0.1177,0.7276,1.1148,0.2403,0.0002,0.0007,0.0003,0.0008,0.0004,0.3066,0.0008,0.4899,1000.0,20.0,kmodes,cure-t2-4k_y.zip
2,100,Cao,11,False,42,4,0.2515389919281006,-0.1177,0.7276,1.1148,0.2403,0.0002,0.0007,0.0003,0.0008,0.0004,0.3066,0.0008,0.4899,100.0,20.0,kmodes,cure-t2-4k_y.zip
2,100,Cao,11,False,42,4,0.2514410018920898,-0.1177,0.7276,1.1148,0.2403,0.0002,0.0007,0.0003,0.0008,0.0004,0.3066,0.0008,0.4899,inf,20.0,kmodes,cure-t2-4k_y.zip
2,300,Cao,11,False,42,4,0.2835171222686767,-0.1177,0.7276,1.1148,0.2403,0.0002,0.0007,0.0003,0.0008,0.0004,0.3066,0.0008,0.4899,,,kmodes,cure-t2-4k_y.zip
2,300,Cao,11,False,42,4,0.2522950172424316,-0.1177,0.7276,1.1148,0.2403,0.0002,0.0007,0.0003,0.0008,0.0004,0.3066,0.0008,0.4899,1000.0,20.0,kmodes,cure-t2-4k_y.zip
2,300,Cao,11,False,42,4,0.2539281845092773,-0.1177,0.7276,1.1148,0.2403,0.0002,0.0007,0.0003,0.0008,0.0004,0.3066,0.0008,0.4899,100.0,20.0,kmodes,cure-t2-4k_y.zip
2,300,Cao,11,False,42,4,0.247948408126831,-0.1177,0.7276,1.1148,0.2403,0.0002,0.0007,0.0003,0.0008,0.0004,0.3066,0.0008,0.4899,inf,20.0,kmodes,cure-t2-4k_y.zip
2,500,Cao,11,False,42,4,0.2982041835784912,-0.1177,0.7276,1.1148,0.2403,0.0002,0.0007,0.0003,0.0008,0.0004,0.3066,0.0008,0.4899,,,kmodes,cure-t2-4k_y.zip
2,500,Cao,11,False,42,4,0.247525930404663,-0.1177,0.7276,1.1148,0.2403,0.0002,0.0007,0.0003,0.0008,0.0004,0.3066,0.0008,0.4899,1000.0,20.0,kmodes,cure-t2-4k_y.zip
2,500,Cao,11,False,42,4,0.2508409023284912,-0.1177,0.7276,1.1148,0.2403,0.0002,0.0007,0.0003,0.0008,0.0004,0.3066,0.0008,0.4899,100.0,20.0,kmodes,cure-t2-4k_y.zip
2,500,Cao,11,False,42,4,0.2486257553100586,-0.1177,0.7276,1.1148,0.2403,0.0002,0.0007,0.0003,0.0008,0.0004,0.3066,0.0008,0.4899,inf,20.0,kmodes,cure-t2-4k_y.zip
4,100,Cao,11,False,42,4,0.3688704967498779,-0.1271,0.7277,1.1145,0.2412,0.0007,0.002,0.001,0.0024,0.0012,0.307,0.0024,0.49,,,kmodes,cure-t2-4k_y.zip
4,100,Cao,11,False,42,4,0.3140256404876709,-0.1271,0.7277,1.1145,0.2412,0.0007,0.002,0.001,0.0024,0.0012,0.307,0.0024,0.49,1000.0,20.0,kmodes,cure-t2-4k_y.zip
4,100,Cao,11,False,42,4,0.3031017780303955,-0.1271,0.7277,1.1145,0.2412,0.0007,0.002,0.001,0.0024,0.0012,0.307,0.0024,0.49,100.0,20.0,kmodes,cure-t2-4k_y.zip
4,100,Cao,11,False,42,4,0.3028302192687988,-0.1271,0.7277,1.1145,0.2412,0.0007,0.002,0.001,0.0024,0.0012,0.307,0.0024,0.49,inf,20.0,kmodes,cure-t2-4k_y.zip
4,300,Cao,11,False,42,4,0.3911497592926025,-0.1271,0.7277,1.1145,0.2412,0.0007,0.002,0.001,0.0024,0.0012,0.307,0.0024,0.49,,,kmodes,cure-t2-4k_y.zip
4,300,Cao,11,False,42,4,0.3012216091156006,-0.1271,0.7277,1.1145,0.2412,0.0007,0.002,0.001,0.0024,0.0012,0.307,0.0024,0.49,1000.0,20.0,kmodes,cure-t2-4k_y.zip
4,300,Cao,11,False,42,4,0.3028783798217773,-0.1271,0.7277,1.1145,0.2412,0.0007,0.002,0.001,0.0024,0.0012,0.307,0.0024,0.49,100.0,20.0,kmodes,cure-t2-4k_y.zip
4,300,Cao,11,False,42,4,0.303044319152832,-0.1271,0.7277,1.1145,0.2412,0.0007,0.002,0.001,0.0024,0.0012,0.307,0.0024,0.49,inf,20.0,kmodes,cure-t2-4k_y.zip
4,500,Cao,11,False,42,4,0.3686361312866211,-0.1271,0.7277,1.1145,0.2412,0.0007,0.002,0.001,0.0024,0.0012,0.307,0.0024,0.49,,,kmodes,cure-t2-4k_y.zip
4,500,Cao,11,False,42,4,0.304269790649414,-0.1271,0.7277,1.1145,0.2412,0.0007,0.002,0.001,0.0024,0.0012,0.307,0.0024,0.49,1000.0,20.0,kmodes,cure-t2-4k_y.zip
4,500,Cao,11,False,42,4,0.3009517192840576,-0.1271,0.7277,1.1145,0.2412,0.0007,0.002,0.001,0.0024,0.0012,0.307,0.0024,0.49,100.0,20.0,kmodes,cure-t2-4k_y.zip
4,500,Cao,11,False,42,4,0.3018124103546142,-0.1271,0.7277,1.1145,0.2412,0.0007,0.002,0.001,0.0024,0.0012,0.307,0.0024,0.49,inf,20.0,kmodes,cure-t2-4k_y.zip
6,100,Cao,11,False,42,4,0.472163438796997,-0.1386,0.7291,1.1133,0.242,0.0012,0.0034,0.0017,0.0041,0.002,0.3074,0.0041,0.4901,,,kmodes,cure-t2-4k_y.zip
6,100,Cao,11,False,42,4,0.3599321842193603,-0.1386,0.7291,1.1133,0.242,0.0012,0.0034,0.0017,0.0041,0.002,0.3074,0.0041,0.4901,1000.0,20.0,kmodes,cure-t2-4k_y.zip
