n_clusters,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,alg,dataset
8,k-means++,11,100,0.0001,False,42,True,lloyd,1000.0,100,1.1925582885742188,0.133,2315.2567,1.8527,skl_kmeans,fico.zip-8_k
8,k-means++,11,100,0.0001,False,42,True,lloyd,1000.0,20,1.3852248191833496,0.133,2315.2567,1.8527,skl_kmeans,fico.zip-8_k
8,k-means++,11,100,0.0001,False,42,True,lloyd,100.0,100,1.224649429321289,0.1327,2315.0265,1.8482,skl_kmeans,fico.zip-8_k
8,k-means++,11,100,0.0001,False,42,True,lloyd,100.0,20,1.4076147079467771,0.133,2315.2567,1.8527,skl_kmeans,fico.zip-8_k
8,k-means++,11,100,0.0001,False,42,True,lloyd,20.0,20,1.371382236480713,0.1391,2251.7559,1.942,skl_kmeans,fico.zip-8_k
8,k-means++,11,100,0.0001,False,42,True,lloyd,inf,100,1.3767716884613037,0.133,2315.2567,1.8527,skl_kmeans,fico.zip-8_k
8,k-means++,11,100,0.0001,False,42,True,lloyd,inf,20,1.082709550857544,0.133,2315.2567,1.8527,skl_kmeans,fico.zip-8_k
8,k-means++,11,300,0.0001,False,42,True,lloyd,1000.0,100,1.1958088874816897,0.133,2315.2567,1.8527,skl_kmeans,fico.zip-8_k
8,k-means++,11,300,0.0001,False,42,True,lloyd,1000.0,20,1.4132177829742432,0.133,2315.2567,1.8527,skl_kmeans,fico.zip-8_k
8,k-means++,11,300,0.0001,False,42,True,lloyd,100.0,100,1.1711204051971436,0.1327,2315.0265,1.8482,skl_kmeans,fico.zip-8_k
8,k-means++,11,300,0.0001,False,42,True,lloyd,100.0,20,1.386375904083252,0.133,2315.2567,1.8527,skl_kmeans,fico.zip-8_k
8,k-means++,11,300,0.0001,False,42,True,lloyd,20.0,20,1.4840710163116455,0.1391,2251.7559,1.942,skl_kmeans,fico.zip-8_k
8,k-means++,11,300,0.0001,False,42,True,lloyd,inf,100,1.481973648071289,0.133,2315.2567,1.8527,skl_kmeans,fico.zip-8_k
8,k-means++,11,300,0.0001,False,42,True,lloyd,inf,20,1.3559331893920898,0.133,2315.2567,1.8527,skl_kmeans,fico.zip-8_k
8,k-means++,11,500,0.0001,False,42,True,lloyd,1000.0,100,1.2819762229919434,0.133,2315.2567,1.8527,skl_kmeans,fico.zip-8_k
8,k-means++,11,500,0.0001,False,42,True,lloyd,1000.0,20,1.171283721923828,0.133,2315.2567,1.8527,skl_kmeans,fico.zip-8_k
8,k-means++,11,500,0.0001,False,42,True,lloyd,100.0,100,1.480271339416504,0.1327,2315.0265,1.8482,skl_kmeans,fico.zip-8_k
8,k-means++,11,500,0.0001,False,42,True,lloyd,100.0,20,1.3155629634857178,0.133,2315.2567,1.8527,skl_kmeans,fico.zip-8_k
8,k-means++,11,500,0.0001,False,42,True,lloyd,20.0,20,1.443037033081055,0.1391,2251.7559,1.942,skl_kmeans,fico.zip-8_k
8,k-means++,11,500,0.0001,False,42,True,lloyd,inf,100,1.3559281826019287,0.133,2315.2567,1.8527,skl_kmeans,fico.zip-8_k
8,k-means++,11,500,0.0001,False,42,True,lloyd,inf,20,1.150071382522583,0.133,2315.2567,1.8527,skl_kmeans,fico.zip-8_k
