max_depth,max_nbr_clusters,min_samples_leaf,min_samples_split,max_nbr_values,max_nbr_values_cat,bic_eps,random_state,metric_con,metric_cat,time,silhouette,calinski_harabasz,davies_bouldin,alg,dataset
2,10,30,50,50,50,0.0,42,cos,jaccard,30.94947862625122,-0.0054,3603.3237,7.2144,CenterParTree2,bank.zip
2,10,30,50,50,50,0.1,42,cos,jaccard,31.39446187019348,-0.0054,3603.3237,7.2144,CenterParTree2,bank.zip
2,10,30,50,50,50,0.2,42,cos,jaccard,30.87585759162903,0.0648,5986.3971,2.7869,CenterParTree2,bank.zip
2,10,30,5,50,50,0.0,42,cos,jaccard,31.43104910850525,-0.0054,3603.3237,7.2144,CenterParTree2,bank.zip
2,10,30,5,50,50,0.1,42,cos,jaccard,31.095991611480716,-0.0054,3603.3237,7.2144,CenterParTree2,bank.zip
2,10,30,5,50,50,0.2,42,cos,jaccard,31.53760862350464,-0.0054,3603.3237,7.2144,CenterParTree2,bank.zip
2,10,3,50,50,50,0.0,42,cos,jaccard,30.931997299194336,0.0648,5986.3971,2.7869,CenterParTree2,bank.zip
2,10,3,50,50,50,0.1,42,cos,jaccard,31.560088872909542,-0.0054,3603.3237,7.2144,CenterParTree2,bank.zip
2,10,3,50,50,50,0.2,42,cos,jaccard,30.994860887527462,0.0648,5986.3971,2.7869,CenterParTree2,bank.zip
2,10,3,5,50,50,0.0,42,cos,jaccard,31.59608507156372,-0.0054,3603.3237,7.2144,CenterParTree2,bank.zip
2,10,3,5,50,50,0.1,42,cos,jaccard,30.95017123222351,-0.0054,3603.3237,7.2144,CenterParTree2,bank.zip
2,10,3,5,50,50,0.2,42,cos,jaccard,31.68149828910828,-0.0054,3603.3237,7.2144,CenterParTree2,bank.zip
2,12,30,50,50,50,0.0,42,cos,jaccard,31.47405743598938,-0.0054,3603.3237,7.2144,CenterParTree2,bank.zip
2,12,30,50,50,50,0.1,42,cos,jaccard,31.92573308944702,0.0549,4622.7017,4.6852,CenterParTree2,bank.zip
2,12,30,50,50,50,0.2,42,cos,jaccard,33.9454984664917,0.0224,4915.9822,5.3418,CenterParTree2,bank.zip
2,12,30,5,50,50,0.0,42,cos,jaccard,31.218197107315063,-0.0054,3603.3237,7.2144,CenterParTree2,bank.zip
2,12,30,5,50,50,0.1,42,cos,jaccard,31.453213930130005,0.0549,4622.7017,4.6852,CenterParTree2,bank.zip
2,12,30,5,50,50,0.2,42,cos,jaccard,31.595723628997803,0.0648,5986.3971,2.7869,CenterParTree2,bank.zip
2,12,3,50,50,50,0.0,42,cos,jaccard,32.207969665527344,0.0648,5986.3971,2.7869,CenterParTree2,bank.zip
2,12,3,50,50,50,0.1,42,cos,jaccard,32.33148765563965,0.0648,5986.3971,2.7869,CenterParTree2,bank.zip
2,12,3,50,50,50,0.2,42,cos,jaccard,30.675026416778564,-0.0054,3603.3237,7.2144,CenterParTree2,bank.zip
2,12,3,5,50,50,0.0,42,cos,jaccard,31.55064797401428,-0.0054,3603.3237,7.2144,CenterParTree2,bank.zip
2,12,3,5,50,50,0.1,42,cos,jaccard,31.182520389556885,-0.0054,3603.3237,7.2144,CenterParTree2,bank.zip
2,12,3,5,50,50,0.2,42,cos,jaccard,31.45682001113892,0.0648,5986.3971,2.7869,CenterParTree2,bank.zip
2,2,30,50,50,50,0.0,42,cos,jaccard,11.073811769485474,0.1439,9908.7322,2.4143,CenterParTree2,bank.zip
2,2,30,50,50,50,0.1,42,cos,jaccard,11.150956153869627,0.1439,9908.7322,2.4143,CenterParTree2,bank.zip
2,2,30,50,50,50,0.2,42,cos,jaccard,11.19285774230957,0.1439,9908.7322,2.4143,CenterParTree2,bank.zip
2,2,30,5,50,50,0.0,42,cos,jaccard,11.298478364944458,0.1439,9908.7322,2.4143,CenterParTree2,bank.zip
2,2,30,5,50,50,0.1,42,cos,jaccard,11.149592638015749,0.1439,9908.7322,2.4143,CenterParTree2,bank.zip
2,2,30,5,50,50,0.2,42,cos,jaccard,11.249094724655151,0.1439,9908.7322,2.4143,CenterParTree2,bank.zip
2,2,3,50,50,50,0.0,42,cos,jaccard,11.301991939544678,0.1439,9908.7322,2.4143,CenterParTree2,bank.zip
2,2,3,50,50,50,0.1,42,cos,jaccard,11.28653645515442,0.1439,9908.7322,2.4143,CenterParTree2,bank.zip
2,2,3,50,50,50,0.2,42,cos,jaccard,11.223345041275024,0.1439,9908.7322,2.4143,CenterParTree2,bank.zip
2,2,3,5,50,50,0.0,42,cos,jaccard,11.39933443069458,0.1439,9908.7322,2.4143,CenterParTree2,bank.zip
2,2,3,5,50,50,0.1,42,cos,jaccard,12.679855108261108,0.1439,9908.7322,2.4143,CenterParTree2,bank.zip
2,2,3,5,50,50,0.2,42,cos,jaccard,11.389177799224854,0.1439,9908.7322,2.4143,CenterParTree2,bank.zip
2,4,30,50,50,50,0.0,42,cos,jaccard,30.99035882949829,-0.0054,3603.3237,7.2144,CenterParTree2,bank.zip
2,4,30,50,50,50,0.1,42,cos,jaccard,31.532222270965576,-0.0054,3603.3237,7.2144,CenterParTree2,bank.zip
2,4,30,50,50,50,0.2,42,cos,jaccard,30.973234176635746,-0.0054,3603.3237,7.2144,CenterParTree2,bank.zip
2,4,30,5,50,50,0.0,42,cos,jaccard,31.55080389976501,-0.0054,3603.3237,7.2144,CenterParTree2,bank.zip
2,4,30,5,50,50,0.1,42,cos,jaccard,31.27399063110352,0.0648,5986.3971,2.7869,CenterParTree2,bank.zip
2,4,30,5,50,50,0.2,42,cos,jaccard,31.40962839126587,-0.0054,3603.3237,7.2144,CenterParTree2,bank.zip
2,4,3,50,50,50,0.0,42,cos,jaccard,31.068324327468872,-0.0054,3603.3237,7.2144,CenterParTree2,bank.zip
2,4,3,50,50,50,0.1,42,cos,jaccard,31.385849237442017,-0.0054,3603.3237,7.2144,CenterParTree2,bank.zip
2,4,3,50,50,50,0.2,42,cos,jaccard,31.133597135543823,-0.0054,3603.3237,7.2144,CenterParTree2,bank.zip
2,4,3,5,50,50,0.0,42,cos,jaccard,31.59471869468689,-0.0054,3603.3237,7.2144,CenterParTree2,bank.zip
2,4,3,5,50,50,0.1,42,cos,jaccard,30.975539922714237,0.0549,4622.7017,4.6852,CenterParTree2,bank.zip
2,4,3,5,50,50,0.2,42,cos,jaccard,31.46978449821472,-0.0054,3603.3237,7.2144,CenterParTree2,bank.zip
2,6,30,50,50,50,0.0,42,cos,jaccard,31.09634518623352,-0.0054,3603.3237,7.2144,CenterParTree2,bank.zip
2,6,30,50,50,50,0.1,42,cos,jaccard,31.730443716049194,-0.0054,3603.3237,7.2144,CenterParTree2,bank.zip
2,6,30,50,50,50,0.2,42,cos,jaccard,31.15238308906555,0.0648,5986.3971,2.7869,CenterParTree2,bank.zip
2,6,30,5,50,50,0.0,42,cos,jaccard,31.5385160446167,-0.0054,3603.3237,7.2144,CenterParTree2,bank.zip
2,6,30,5,50,50,0.1,42,cos,jaccard,31.520936965942383,-0.0054,3603.3237,7.2144,CenterParTree2,bank.zip
2,6,30,5,50,50,0.2,42,cos,jaccard,31.6402690410614,-0.0054,3603.3237,7.2144,CenterParTree2,bank.zip
2,6,3,50,50,50,0.0,42,cos,jaccard,31.86685347557068,0.0648,5986.3971,2.7869,CenterParTree2,bank.zip
