amount_initial_centers,kmax,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,10,1000.0,100,0.0061876773834228,0.2659,145.6714,1.0093,0.5194,0.0425,0.1549,0.1159,0.123,0.2248,0.0846,0.123,0.3399,pyc_xmeans,home_y.zip
10,10,1000.0,20,0.0074129104614257,0.276,175.4279,1.0675,0.5195,0.043,0.1646,0.1159,0.1222,0.2389,0.0821,0.1222,0.3142,pyc_xmeans,home_y.zip
10,10,20.0,20,0.0067431926727294,0.2653,154.0106,1.118,0.5207,0.0449,0.1634,0.1215,0.1282,0.2371,0.0879,0.1282,0.3449,pyc_xmeans,home_y.zip
10,10,inf,100,0.0065116882324218,0.2607,153.7814,1.0599,0.5193,0.0424,0.1464,0.1065,0.1134,0.2125,0.0773,0.1134,0.3282,pyc_xmeans,home_y.zip
10,10,inf,20,0.0065207481384277,0.2718,167.8578,1.0968,0.5208,0.0455,0.1662,0.1189,0.1255,0.2411,0.0849,0.1255,0.3217,pyc_xmeans,home_y.zip
10,14,1000.0,100,0.0136785507202148,0.2343,142.4855,0.9993,0.5369,0.0781,0.2705,0.1706,0.1785,0.3925,0.1155,0.1785,0.3156,pyc_xmeans,home_y.zip
10,14,1000.0,20,0.013185977935791,0.2473,148.6101,1.1107,0.5244,0.0533,0.2353,0.1475,0.1555,0.3414,0.1007,0.1555,0.2901,pyc_xmeans,home_y.zip
10,14,20.0,20,0.0115218162536621,0.238,139.4008,1.0559,0.535,0.0745,0.2715,0.1705,0.1784,0.394,0.1153,0.1784,0.3085,pyc_xmeans,home_y.zip
10,14,inf,100,0.0062873363494873,0.2698,171.7157,1.1221,0.5305,0.0649,0.1846,0.1303,0.1365,0.2678,0.0916,0.1365,0.3329,pyc_xmeans,home_y.zip
10,14,inf,20,0.0141282081604003,0.2442,137.1908,1.0165,0.5269,0.058,0.1946,0.1234,0.1321,0.2823,0.0862,0.1321,0.3029,pyc_xmeans,home_y.zip
10,18,1000.0,100,0.0109436511993408,0.2501,140.3739,1.0206,0.5281,0.0606,0.2481,0.1537,0.1623,0.36,0.1048,0.1623,0.2976,pyc_xmeans,home_y.zip
10,18,1000.0,20,0.0181913375854492,0.2353,133.0811,1.1363,0.526,0.0565,0.259,0.1539,0.1626,0.3758,0.1037,0.1626,0.2827,pyc_xmeans,home_y.zip
