eps,min_samples,metric,algorithm,n_jobs,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
0.1,10,correlation,auto,4,1000.0,100,0.0058722496032714,-0.0702,1.3746,8.6146,0.503,0.002,0.0004,-0.0012,0.0008,0.0006,0.0013,0.0008,0.647,skl_DBSCAN,home_y.zip
0.1,10,correlation,auto,4,1000.0,20,0.0058562755584716,-0.0702,1.3746,8.6146,0.503,0.002,0.0004,-0.0012,0.0008,0.0006,0.0013,0.0008,0.647,skl_DBSCAN,home_y.zip
0.1,10,correlation,auto,4,20.0,20,0.0062136650085449,-0.0599,3.5199,6.7418,0.5038,0.0047,0.0012,0.0004,0.0022,0.0018,0.0029,0.0022,0.6113,skl_DBSCAN,home_y.zip
0.1,10,correlation,auto,4,inf,100,0.0114026069641113,-0.0702,1.3746,8.6146,0.503,0.002,0.0004,-0.0012,0.0008,0.0006,0.0013,0.0008,0.647,skl_DBSCAN,home_y.zip
0.1,10,correlation,auto,4,inf,20,0.0100269317626953,-0.0702,1.3746,8.6146,0.503,0.002,0.0004,-0.0012,0.0008,0.0006,0.0013,0.0008,0.647,skl_DBSCAN,home_y.zip
0.1,10,cosine,auto,4,1000.0,100,0.011103868484497,-0.1297,20.9432,2.6628,0.497,-0.0072,0.021,0.0254,0.0297,0.0305,0.0289,0.0297,0.5453,skl_DBSCAN,home_y.zip
0.1,10,cosine,auto,4,1000.0,20,0.0066311359405517,-0.1297,20.9432,2.6628,0.497,-0.0072,0.021,0.0254,0.0297,0.0305,0.0289,0.0297,0.5453,skl_DBSCAN,home_y.zip
0.1,10,cosine,auto,4,20.0,20,0.0067260265350341,0.0363,31.2794,2.746,0.4981,-0.005,0.0127,0.0157,0.0187,0.0184,0.019,0.0187,0.5503,skl_DBSCAN,home_y.zip
0.1,10,cosine,auto,4,inf,100,0.0065281391143798,-0.1297,20.9432,2.6628,0.497,-0.0072,0.021,0.0254,0.0297,0.0305,0.0289,0.0297,0.5453,skl_DBSCAN,home_y.zip
0.1,10,cosine,auto,4,inf,20,0.0129904747009277,-0.1297,20.9432,2.6628,0.497,-0.0072,0.021,0.0254,0.0297,0.0305,0.0289,0.0297,0.5453,skl_DBSCAN,home_y.zip
0.1,10,euclidean,auto,4,1000.0,100,0.0040621757507324,0.0,0.0,0.0,0.503,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7092,skl_DBSCAN,home_y.zip
0.1,10,euclidean,auto,4,1000.0,20,0.0077238082885742,0.0,0.0,0.0,0.503,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7092,skl_DBSCAN,home_y.zip
