amount_initial_centers,kmax,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,10,1000.0,100,0.0443177223205566,0.164,4355.0715,1.7292,0.3008,0.0007,0.0035,0.0016,0.0026,0.0086,0.0016,0.0026,0.2806,pyc_xmeans,churn_y.zip
10,10,1000.0,20,0.0478146076202392,0.1562,4358.4262,1.7101,0.299,-0.0005,0.0025,0.0008,0.0018,0.006,0.0011,0.0018,0.2765,pyc_xmeans,churn_y.zip
10,10,100.0,100,0.1061108112335205,0.1646,4353.9354,1.723,0.3007,0.0014,0.0028,0.001,0.002,0.0067,0.0012,0.002,0.2798,pyc_xmeans,churn_y.zip
10,10,100.0,20,0.0536861419677734,0.1627,4317.0617,1.7431,0.2999,0.0008,0.0022,0.0007,0.0017,0.0054,0.001,0.0017,0.2781,pyc_xmeans,churn_y.zip
10,10,20.0,20,0.0444507598876953,0.16,4355.9028,1.6938,0.2989,0.0001,0.0025,0.0009,0.0019,0.0061,0.0011,0.0019,0.2759,pyc_xmeans,churn_y.zip
10,10,inf,100,0.0582678318023681,0.1628,4354.8115,1.7099,0.3006,0.0003,0.0034,0.0016,0.0026,0.0083,0.0015,0.0026,0.2802,pyc_xmeans,churn_y.zip
10,10,inf,20,0.1053028106689453,0.1696,4303.8677,1.749,0.3028,0.0005,0.0032,0.0014,0.0024,0.0078,0.0014,0.0024,0.286,pyc_xmeans,churn_y.zip
10,14,1000.0,100,0.0540993213653564,0.1423,4038.399,1.8413,0.2941,0.0,0.0026,0.0008,0.0019,0.0063,0.0011,0.0019,0.2626,pyc_xmeans,churn_y.zip
10,14,1000.0,20,0.0501787662506103,0.1435,4030.6924,1.8523,0.2948,0.0,0.0029,0.001,0.0021,0.007,0.0012,0.0021,0.2646,pyc_xmeans,churn_y.zip
10,14,100.0,100,0.125105619430542,0.106,3217.2582,2.3358,0.2856,-0.0003,0.0034,0.001,0.0023,0.0083,0.0013,0.0023,0.2375,pyc_xmeans,churn_y.zip
10,14,100.0,20,0.0571653842926025,0.11,3471.4152,2.1259,0.2873,0.0004,0.0034,0.0011,0.0023,0.0082,0.0013,0.0023,0.2422,pyc_xmeans,churn_y.zip
10,14,20.0,20,0.1177306175231933,0.1208,3703.5017,2.0146,0.2915,-0.0002,0.0026,0.0007,0.0018,0.0063,0.0011,0.0018,0.2551,pyc_xmeans,churn_y.zip
10,14,inf,100,0.0581705570220947,0.1027,3222.8078,2.3812,0.2855,0.0002,0.002,0.0,0.0013,0.0048,0.0008,0.0013,0.2366,pyc_xmeans,churn_y.zip
10,14,inf,20,0.057856798171997,0.1038,3226.5578,2.2963,0.2852,0.0006,0.0048,0.0019,0.0032,0.0117,0.0018,0.0032,0.2354,pyc_xmeans,churn_y.zip
10,18,1000.0,100,0.0605003833770751,0.1138,3473.1347,2.1659,0.2875,-0.0,0.0029,0.0008,0.002,0.0071,0.0011,0.002,0.243,pyc_xmeans,churn_y.zip
10,18,1000.0,20,0.0662381649017334,0.1274,3733.3611,2.0114,0.2909,0.0007,0.003,0.0009,0.0021,0.0073,0.0012,0.0021,0.2527,pyc_xmeans,churn_y.zip
10,18,100.0,100,0.0543055534362793,0.1255,3712.9632,2.0435,0.2908,-0.001,0.0028,0.0008,0.002,0.0068,0.0011,0.002,0.2536,pyc_xmeans,churn_y.zip
10,18,100.0,20,0.1162421703338623,0.1134,3465.9782,2.1429,0.2877,0.0005,0.0038,0.0014,0.0026,0.0093,0.0015,0.0026,0.2433,pyc_xmeans,churn_y.zip
10,18,20.0,20,0.0597345829010009,0.1215,3693.8386,2.0352,0.2913,-0.0006,0.0029,0.0008,0.002,0.0069,0.0012,0.002,0.2547,pyc_xmeans,churn_y.zip
10,18,inf,100,0.0524671077728271,0.1094,3460.6219,2.1922,0.2872,-0.0004,0.0037,0.0013,0.0025,0.0089,0.0014,0.0025,0.2424,pyc_xmeans,churn_y.zip
10,18,inf,20,0.0607359409332275,0.1244,3736.5278,1.9911,0.2905,-0.0003,0.0024,0.0005,0.0017,0.0059,0.001,0.0017,0.2522,pyc_xmeans,churn_y.zip
10,22,1000.0,100,0.0486171245574951,0.1416,4039.4582,1.8574,0.2942,-0.0002,0.0022,0.0005,0.0016,0.0054,0.0009,0.0016,0.263,pyc_xmeans,churn_y.zip
10,22,1000.0,20,0.0515341758728027,0.1402,4027.9498,1.8636,0.2947,-0.0005,0.0022,0.0005,0.0016,0.0053,0.0009,0.0016,0.2646,pyc_xmeans,churn_y.zip
10,22,100.0,100,0.0618739128112793,0.1107,3465.7086,2.1696,0.2877,0.0007,0.0032,0.001,0.0022,0.0078,0.0013,0.0022,0.2431,pyc_xmeans,churn_y.zip
10,22,100.0,20,0.1154415607452392,0.1275,3716.3044,2.0468,0.2911,-0.0002,0.0029,0.0009,0.002,0.007,0.0012,0.002,0.2541,pyc_xmeans,churn_y.zip
10,22,20.0,20,0.0733730792999267,0.1077,3185.5555,2.4019,0.2869,0.0005,0.004,0.0013,0.0026,0.0095,0.0015,0.0026,0.2409,pyc_xmeans,churn_y.zip
10,22,inf,100,0.0576581954956054,0.1108,3455.6416,2.1824,0.2878,0.0002,0.0041,0.0015,0.0027,0.0098,0.0016,0.0027,0.2438,pyc_xmeans,churn_y.zip
10,22,inf,20,0.0567154884338378,0.1085,3468.5067,2.1516,0.2867,-0.0003,0.0032,0.0009,0.0021,0.0077,0.0012,0.0021,0.2408,pyc_xmeans,churn_y.zip
10,2,1000.0,100,0.0381186008453369,0.1638,4349.2659,1.7325,0.2997,0.0,0.0025,0.0008,0.0018,0.006,0.0011,0.0018,0.2779,pyc_xmeans,churn_y.zip
10,2,1000.0,20,0.036489725112915,0.1677,4250.8505,1.8788,0.3028,-0.0014,0.0027,0.001,0.0021,0.0066,0.0012,0.0021,0.2869,pyc_xmeans,churn_y.zip
10,2,100.0,100,0.0335245132446289,0.1622,4362.7799,1.7238,0.3001,0.0009,0.0021,0.0006,0.0016,0.0052,0.0009,0.0016,0.2784,pyc_xmeans,churn_y.zip
10,2,100.0,20,0.0364880561828613,0.1641,4343.0043,1.7286,0.3001,0.0001,0.0025,0.0008,0.0018,0.006,0.0011,0.0018,0.279,pyc_xmeans,churn_y.zip
10,2,20.0,20,0.0452475547790527,0.1789,4076.394,1.8983,0.3069,0.0007,0.0027,0.001,0.002,0.0064,0.0012,0.002,0.2963,pyc_xmeans,churn_y.zip
10,2,inf,100,0.1064848899841308,0.1659,4263.8017,1.8942,0.3011,-0.0003,0.0028,0.001,0.0021,0.0067,0.0012,0.0021,0.2819,pyc_xmeans,churn_y.zip
10,2,inf,20,0.0355365276336669,0.1816,4156.608,1.8886,0.3064,-0.0003,0.0034,0.0016,0.0026,0.0082,0.0015,0.0026,0.2955,pyc_xmeans,churn_y.zip
10,6,1000.0,100,0.0413589477539062,0.165,4289.694,1.8272,0.3007,-0.0008,0.0029,0.0012,0.0022,0.0071,0.0013,0.0022,0.2812,pyc_xmeans,churn_y.zip
10,6,1000.0,20,0.0357906818389892,0.1622,4352.9946,1.7091,0.2995,-0.0003,0.0022,0.0006,0.0016,0.0054,0.001,0.0016,0.2777,pyc_xmeans,churn_y.zip
10,6,100.0,100,0.0386247634887695,0.1649,4289.739,1.8249,0.3007,-0.0008,0.0029,0.0011,0.0021,0.0069,0.0013,0.0021,0.2811,pyc_xmeans,churn_y.zip
10,6,100.0,20,0.0339047908782959,0.1727,4257.8864,1.84,0.3023,-0.001,0.0024,0.0008,0.0018,0.0059,0.0011,0.0018,0.2853,pyc_xmeans,churn_y.zip
10,6,20.0,20,0.0390911102294921,0.1529,4257.3481,1.762,0.3011,-0.0019,0.0024,0.0008,0.0018,0.0058,0.0011,0.0018,0.2828,pyc_xmeans,churn_y.zip
10,6,inf,100,0.0395362377166748,0.1594,4371.8018,1.6919,0.2988,-0.0005,0.0025,0.0009,0.0019,0.0062,0.0011,0.0019,0.2759,pyc_xmeans,churn_y.zip
