max_depth,max_nbr_clusters,min_samples_leaf,min_samples_split,max_nbr_values,max_nbr_values_cat,bic_eps,random_state,criteria_clf,criteria_reg,time,silhouette,calinski_harabasz,davies_bouldin,alg,dataset
2,12,3,50,20,20,0.0,42,me,r2,3.752681255340576,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,12,3,50,20,20,0.1,42,gini,mape,3.878823757171631,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,12,3,50,20,20,0.1,42,gini,r2,3.7359611988067623,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,12,3,50,20,20,0.1,42,me,mape,3.680285692214966,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,12,3,50,20,20,0.1,42,me,r2,3.7093141078948975,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,12,3,5,20,20,0.0,42,gini,mape,3.668138265609741,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,12,3,5,20,20,0.0,42,gini,r2,3.718740701675415,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,12,3,5,20,20,0.0,42,me,mape,3.647628784179688,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,12,3,5,20,20,0.0,42,me,r2,3.763401985168457,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,12,3,5,20,20,0.1,42,gini,mape,3.648153066635132,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,12,3,5,20,20,0.1,42,gini,r2,3.7078118324279785,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,12,3,5,20,20,0.1,42,me,mape,3.909858942031861,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,12,3,5,20,20,0.1,42,me,r2,3.778154373168945,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,2,30,50,20,20,0.0,42,gini,mape,1.679680347442627,0.6613,7820.7431,0.295,ImpurityParTree2,fico.zip
2,2,30,50,20,20,0.0,42,gini,r2,1.671396255493164,0.6613,7820.7431,0.295,ImpurityParTree2,fico.zip
2,2,30,50,20,20,0.0,42,me,mape,1.6930294036865234,0.6613,7820.7431,0.295,ImpurityParTree2,fico.zip
2,2,30,50,20,20,0.0,42,me,r2,1.652517557144165,0.6613,7820.7431,0.295,ImpurityParTree2,fico.zip
2,2,30,50,20,20,0.1,42,gini,mape,1.7184131145477295,0.6613,7820.7431,0.295,ImpurityParTree2,fico.zip
2,2,30,50,20,20,0.1,42,gini,r2,1.68096923828125,0.6613,7820.7431,0.295,ImpurityParTree2,fico.zip
2,2,30,50,20,20,0.1,42,me,mape,1.6644408702850342,0.6613,7820.7431,0.295,ImpurityParTree2,fico.zip
2,2,30,50,20,20,0.1,42,me,r2,1.7003085613250732,0.6613,7820.7431,0.295,ImpurityParTree2,fico.zip
2,2,30,5,20,20,0.0,42,gini,mape,1.636781930923462,0.6613,7820.7431,0.295,ImpurityParTree2,fico.zip
2,2,30,5,20,20,0.0,42,gini,r2,1.698408126831055,0.6613,7820.7431,0.295,ImpurityParTree2,fico.zip
2,2,30,5,20,20,0.0,42,me,mape,1.641291856765747,0.6613,7820.7431,0.295,ImpurityParTree2,fico.zip
2,2,30,5,20,20,0.0,42,me,r2,1.694589376449585,0.6613,7820.7431,0.295,ImpurityParTree2,fico.zip
2,2,30,5,20,20,0.1,42,gini,mape,1.6608874797821045,0.6613,7820.7431,0.295,ImpurityParTree2,fico.zip
2,2,30,5,20,20,0.1,42,gini,r2,1.661181926727295,0.6613,7820.7431,0.295,ImpurityParTree2,fico.zip
2,2,30,5,20,20,0.1,42,me,mape,1.7230701446533203,0.6613,7820.7431,0.295,ImpurityParTree2,fico.zip
2,2,30,5,20,20,0.1,42,me,r2,1.6603379249572754,0.6613,7820.7431,0.295,ImpurityParTree2,fico.zip
2,2,3,50,20,20,0.0,42,gini,mape,1.703855037689209,0.6613,7820.7431,0.295,ImpurityParTree2,fico.zip
2,2,3,50,20,20,0.0,42,gini,r2,1.6633806228637695,0.6613,7820.7431,0.295,ImpurityParTree2,fico.zip
2,2,3,50,20,20,0.0,42,me,mape,1.661850929260254,0.6613,7820.7431,0.295,ImpurityParTree2,fico.zip
2,2,3,50,20,20,0.0,42,me,r2,1.683772325515747,0.6613,7820.7431,0.295,ImpurityParTree2,fico.zip
2,2,3,50,20,20,0.1,42,gini,mape,1.756089687347412,0.6613,7820.7431,0.295,ImpurityParTree2,fico.zip
2,2,3,50,20,20,0.1,42,gini,r2,1.629011631011963,0.6613,7820.7431,0.295,ImpurityParTree2,fico.zip
2,2,3,50,20,20,0.1,42,me,mape,1.6907892227172852,0.6613,7820.7431,0.295,ImpurityParTree2,fico.zip
2,2,3,50,20,20,0.1,42,me,r2,1.689096450805664,0.6613,7820.7431,0.295,ImpurityParTree2,fico.zip
2,2,3,5,20,20,0.0,42,gini,mape,1.6870074272155762,0.6613,7820.7431,0.295,ImpurityParTree2,fico.zip
2,2,3,5,20,20,0.0,42,gini,r2,1.6679913997650146,0.6613,7820.7431,0.295,ImpurityParTree2,fico.zip
2,2,3,5,20,20,0.0,42,me,mape,1.6991631984710691,0.6613,7820.7431,0.295,ImpurityParTree2,fico.zip
2,2,3,5,20,20,0.0,42,me,r2,1.6961936950683594,0.6613,7820.7431,0.295,ImpurityParTree2,fico.zip
2,2,3,5,20,20,0.1,42,gini,mape,1.706315994262695,0.6613,7820.7431,0.295,ImpurityParTree2,fico.zip
2,2,3,5,20,20,0.1,42,gini,r2,1.6415348052978516,0.6613,7820.7431,0.295,ImpurityParTree2,fico.zip
2,2,3,5,20,20,0.1,42,me,mape,1.648088455200195,0.6613,7820.7431,0.295,ImpurityParTree2,fico.zip
2,2,3,5,20,20,0.1,42,me,r2,1.701608180999756,0.6613,7820.7431,0.295,ImpurityParTree2,fico.zip
2,4,30,50,20,20,0.0,42,gini,mape,3.6750917434692383,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,4,30,50,20,20,0.0,42,gini,r2,3.6371607780456543,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,4,30,50,20,20,0.0,42,me,mape,3.7702810764312735,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,4,30,50,20,20,0.0,42,me,r2,3.844095945358277,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,4,30,50,20,20,0.1,42,gini,mape,3.685011148452759,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,4,30,50,20,20,0.1,42,gini,r2,3.69028639793396,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,4,30,50,20,20,0.1,42,me,mape,3.689413547515869,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,4,30,50,20,20,0.1,42,me,r2,3.748916149139404,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,4,30,5,20,20,0.0,42,gini,mape,3.729107618331909,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,4,30,5,20,20,0.0,42,gini,r2,3.7136659622192383,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,4,30,5,20,20,0.0,42,me,mape,3.722881317138672,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,4,30,5,20,20,0.0,42,me,r2,3.6523549556732178,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,4,30,5,20,20,0.1,42,gini,mape,3.828597068786621,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,4,30,5,20,20,0.1,42,gini,r2,3.7193212509155273,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,4,30,5,20,20,0.1,42,me,mape,3.744674444198608,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,4,30,5,20,20,0.1,42,me,r2,3.687482118606568,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,4,3,50,20,20,0.0,42,gini,mape,3.7398312091827393,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,4,3,50,20,20,0.0,42,gini,r2,3.6772961616516113,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,4,3,50,20,20,0.0,42,me,mape,3.722266435623169,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,4,3,50,20,20,0.0,42,me,r2,3.651002168655396,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,4,3,50,20,20,0.1,42,gini,mape,3.700054407119751,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,4,3,50,20,20,0.1,42,gini,r2,3.6499686241149902,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,4,3,50,20,20,0.1,42,me,mape,3.718237161636353,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,4,3,50,20,20,0.1,42,me,r2,3.6818909645080566,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,4,3,5,20,20,0.0,42,gini,mape,3.695060014724731,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,4,3,5,20,20,0.0,42,gini,r2,3.714170694351196,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,4,3,5,20,20,0.0,42,me,mape,3.708638191223145,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,4,3,5,20,20,0.0,42,me,r2,3.681588888168335,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,4,3,5,20,20,0.1,42,gini,mape,3.706118106842041,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,4,3,5,20,20,0.1,42,gini,r2,3.7285423278808594,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,4,3,5,20,20,0.1,42,me,mape,3.867046356201172,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,4,3,5,20,20,0.1,42,me,r2,3.668475866317749,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,6,30,50,20,20,0.0,42,gini,mape,3.8462107181549072,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,6,30,50,20,20,0.0,42,gini,r2,3.687567949295044,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,6,30,50,20,20,0.0,42,me,mape,3.692821502685547,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,6,30,50,20,20,0.0,42,me,r2,3.747668981552124,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,6,30,50,20,20,0.1,42,gini,mape,3.8092737197875977,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,6,30,50,20,20,0.1,42,gini,r2,3.7647705078125,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,6,30,50,20,20,0.1,42,me,mape,3.711881637573242,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,6,30,50,20,20,0.1,42,me,r2,3.7167930603027344,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,6,30,5,20,20,0.0,42,gini,mape,3.9114584922790527,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,6,30,5,20,20,0.0,42,gini,r2,3.693079948425293,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,6,30,5,20,20,0.0,42,me,mape,3.742098331451416,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,6,30,5,20,20,0.0,42,me,r2,3.641218900680542,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,6,30,5,20,20,0.1,42,gini,mape,3.9909987449646,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,6,30,5,20,20,0.1,42,gini,r2,3.713283061981201,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,6,30,5,20,20,0.1,42,me,mape,3.763574600219727,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,6,30,5,20,20,0.1,42,me,r2,3.811168909072876,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,6,3,50,20,20,0.0,42,gini,mape,3.7651500701904297,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,6,3,50,20,20,0.0,42,gini,r2,3.725383043289185,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,6,3,50,20,20,0.0,42,me,mape,3.7308778762817374,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,6,3,50,20,20,0.0,42,me,r2,3.731106996536255,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,6,3,50,20,20,0.1,42,gini,mape,3.733541488647461,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,6,3,50,20,20,0.1,42,gini,r2,3.6958487033844,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,6,3,50,20,20,0.1,42,me,mape,3.6819350719451904,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,6,3,50,20,20,0.1,42,me,r2,3.767985820770264,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,6,3,5,20,20,0.0,42,gini,mape,3.668253183364868,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,6,3,5,20,20,0.0,42,gini,r2,4.139574289321899,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,6,3,5,20,20,0.0,42,me,mape,3.6855409145355225,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,6,3,5,20,20,0.0,42,me,r2,3.6585452556610103,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,6,3,5,20,20,0.1,42,gini,mape,3.808537244796753,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,6,3,5,20,20,0.1,42,gini,r2,3.659544944763184,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,6,3,5,20,20,0.1,42,me,mape,3.720484733581543,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,6,3,5,20,20,0.1,42,me,r2,3.689707040786743,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,8,30,50,20,20,0.0,42,gini,mape,3.736570119857788,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,8,30,50,20,20,0.0,42,gini,r2,3.76115345954895,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,8,30,50,20,20,0.0,42,me,mape,3.692391395568848,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,8,30,50,20,20,0.0,42,me,r2,3.7480428218841553,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,8,30,50,20,20,0.1,42,gini,mape,3.688588380813599,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,8,30,50,20,20,0.1,42,gini,r2,3.743899345397949,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,8,30,50,20,20,0.1,42,me,mape,3.670161247253418,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,8,30,50,20,20,0.1,42,me,r2,3.765624046325684,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,8,30,5,20,20,0.0,42,gini,mape,3.6635217666625977,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,8,30,5,20,20,0.0,42,gini,r2,3.6580655574798575,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,8,30,5,20,20,0.0,42,me,mape,3.779739379882813,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,8,30,5,20,20,0.0,42,me,r2,3.661982297897339,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,8,30,5,20,20,0.1,42,gini,mape,3.6661782264709473,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,8,30,5,20,20,0.1,42,gini,r2,3.75851321220398,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,8,30,5,20,20,0.1,42,me,mape,3.681079149246216,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,8,30,5,20,20,0.1,42,me,r2,3.70190691947937,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,8,3,50,20,20,0.0,42,gini,mape,3.718212366104126,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,8,3,50,20,20,0.0,42,gini,r2,3.620299816131592,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,8,3,50,20,20,0.0,42,me,mape,3.688965797424317,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,8,3,50,20,20,0.0,42,me,r2,3.662890672683716,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,8,3,50,20,20,0.1,42,gini,mape,3.8428938388824463,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,8,3,50,20,20,0.1,42,gini,r2,3.641274690628052,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,8,3,50,20,20,0.1,42,me,mape,3.7096760272979736,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,8,3,50,20,20,0.1,42,me,r2,3.681856870651245,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,8,3,5,20,20,0.0,42,gini,mape,3.763124227523804,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,8,3,5,20,20,0.0,42,gini,r2,3.6918985843658447,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,8,3,5,20,20,0.0,42,me,mape,3.902431011199951,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,8,3,5,20,20,0.0,42,me,r2,3.7512366771698,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,8,3,5,20,20,0.1,42,gini,mape,3.864782333374024,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,8,3,5,20,20,0.1,42,gini,r2,3.643728256225586,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,8,3,5,20,20,0.1,42,me,mape,3.8338217735290527,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
2,8,3,5,20,20,0.1,42,me,r2,3.7406201362609854,0.117,3008.0934,1.947,ImpurityParTree2,fico.zip
3,10,30,50,20,20,0.0,42,gini,mape,7.535308122634888,0.0757,1976.893,2.36,ImpurityParTree2,fico.zip
3,10,30,50,20,20,0.0,42,gini,r2,7.427764177322388,0.0757,1976.893,2.36,ImpurityParTree2,fico.zip
3,10,30,50,20,20,0.0,42,me,mape,7.636149168014526,0.0757,1976.893,2.36,ImpurityParTree2,fico.zip
3,10,30,50,20,20,0.0,42,me,r2,7.527040481567383,0.0757,1976.893,2.36,ImpurityParTree2,fico.zip
3,10,30,50,20,20,0.1,42,gini,mape,7.421761035919189,0.0757,1976.893,2.36,ImpurityParTree2,fico.zip
3,10,30,50,20,20,0.1,42,gini,r2,7.416825294494629,0.0757,1976.893,2.36,ImpurityParTree2,fico.zip
3,10,30,50,20,20,0.1,42,me,mape,7.583839178085327,0.0757,1976.893,2.36,ImpurityParTree2,fico.zip
3,10,30,50,20,20,0.1,42,me,r2,7.5209150314331055,0.0757,1976.893,2.36,ImpurityParTree2,fico.zip
3,10,30,5,20,20,0.0,42,gini,mape,7.581512451171875,0.0757,1976.893,2.36,ImpurityParTree2,fico.zip
3,10,30,5,20,20,0.0,42,gini,r2,7.428874254226685,0.0757,1976.893,2.36,ImpurityParTree2,fico.zip
3,10,30,5,20,20,0.0,42,me,mape,7.621586799621582,0.0757,1976.893,2.36,ImpurityParTree2,fico.zip
3,10,30,5,20,20,0.0,42,me,r2,7.525593757629394,0.0757,1976.893,2.36,ImpurityParTree2,fico.zip
3,10,30,5,20,20,0.1,42,gini,mape,7.467181921005249,0.0757,1976.893,2.36,ImpurityParTree2,fico.zip
3,10,30,5,20,20,0.1,42,gini,r2,7.561863899230957,0.0757,1976.893,2.36,ImpurityParTree2,fico.zip
3,10,30,5,20,20,0.1,42,me,mape,7.519259452819824,0.0757,1976.893,2.36,ImpurityParTree2,fico.zip
3,10,30,5,20,20,0.1,42,me,r2,7.498485803604126,0.0757,1976.893,2.36,ImpurityParTree2,fico.zip
3,10,3,50,20,20,0.0,42,gini,mape,7.395776748657227,0.0757,1976.893,2.36,ImpurityParTree2,fico.zip
3,10,3,50,20,20,0.0,42,gini,r2,7.483314514160156,0.0757,1976.893,2.36,ImpurityParTree2,fico.zip
3,10,3,50,20,20,0.0,42,me,mape,7.5394885540008545,0.0757,1976.893,2.36,ImpurityParTree2,fico.zip
3,10,3,50,20,20,0.0,42,me,r2,7.504053592681885,0.0757,1976.893,2.36,ImpurityParTree2,fico.zip
3,10,3,50,20,20,0.1,42,gini,mape,7.475714683532715,0.0757,1976.893,2.36,ImpurityParTree2,fico.zip
3,10,3,50,20,20,0.1,42,gini,r2,7.50841212272644,0.0757,1976.893,2.36,ImpurityParTree2,fico.zip
3,10,3,50,20,20,0.1,42,me,mape,7.496868371963501,0.0757,1976.893,2.36,ImpurityParTree2,fico.zip
3,10,3,50,20,20,0.1,42,me,r2,7.407339572906494,0.0757,1976.893,2.36,ImpurityParTree2,fico.zip
3,10,3,5,20,20,0.0,42,gini,mape,7.510192155838013,0.0757,1976.893,2.36,ImpurityParTree2,fico.zip
3,10,3,5,20,20,0.0,42,gini,r2,7.452438831329346,0.0757,1976.893,2.36,ImpurityParTree2,fico.zip
3,10,3,5,20,20,0.0,42,me,mape,7.598181247711182,0.0757,1976.893,2.36,ImpurityParTree2,fico.zip
3,10,3,5,20,20,0.0,42,me,r2,7.570033073425293,0.0757,1976.893,2.36,ImpurityParTree2,fico.zip
3,10,3,5,20,20,0.1,42,gini,mape,7.55141806602478,0.0757,1976.893,2.36,ImpurityParTree2,fico.zip
3,10,3,5,20,20,0.1,42,gini,r2,7.483348369598389,0.0757,1976.893,2.36,ImpurityParTree2,fico.zip
