n_clusters,labels_as_tree_leaves,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,criterion,splitter,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,max_features,max_leaf_nodes,min_impurity_decrease,class_weight,ccp_alpha,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,alg,dataset
4,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,30,50,0.0,,,0.0,,0.0,1000.0,100,1.3641440868377686,-0.0001,759.1663,2.7059,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,30,50,0.0,,,0.0,,0.0,1000.0,20,1.282562494277954,-0.0001,759.1663,2.7059,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,30,50,0.0,,,0.0,,0.0,100.0,100,1.3060271739959717,-0.0009,738.6307,2.7067,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,30,50,0.0,,,0.0,,0.0,100.0,20,1.3951053619384766,-0.0001,759.1663,2.7059,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,30,50,0.0,,,0.0,,0.0,20.0,100,1.2334346771240234,0.0563,3297.7195,3.2623,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,30,50,0.0,,,0.0,,0.0,20.0,20,1.4706244468688965,0.0563,3297.7195,3.2623,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,30,50,0.0,,,0.0,,0.0,inf,100,1.2000410556793213,-0.0001,759.1663,2.7059,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,30,50,0.0,,,0.0,,0.0,inf,20,1.3146212100982666,-0.0001,759.1663,2.7059,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,30,5,0.0,,,0.0,,0.0,1000.0,100,1.2061150074005127,-0.0001,759.1663,2.7059,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,30,5,0.0,,,0.0,,0.0,1000.0,20,1.381053447723389,-0.0001,759.1663,2.7059,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,30,5,0.0,,,0.0,,0.0,100.0,100,1.4183454513549805,-0.0009,738.6307,2.7067,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,30,5,0.0,,,0.0,,0.0,100.0,20,1.2401123046875,-0.0001,759.1663,2.7059,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,30,5,0.0,,,0.0,,0.0,20.0,100,1.3400828838348389,0.0563,3297.7195,3.2623,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,30,5,0.0,,,0.0,,0.0,20.0,20,1.280837059020996,0.0563,3297.7195,3.2623,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,30,5,0.0,,,0.0,,0.0,inf,100,1.402649164199829,-0.0001,759.1663,2.7059,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,30,5,0.0,,,0.0,,0.0,inf,20,1.345442295074463,-0.0001,759.1663,2.7059,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,3,50,0.0,,,0.0,,0.0,1000.0,100,1.2294843196868896,-0.0001,759.1663,2.7059,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,3,50,0.0,,,0.0,,0.0,1000.0,20,1.2572259902954102,-0.0001,759.1663,2.7059,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,3,50,0.0,,,0.0,,0.0,100.0,100,1.3958678245544434,-0.0009,738.6307,2.7067,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,3,50,0.0,,,0.0,,0.0,100.0,20,1.416778564453125,-0.0001,759.1663,2.7059,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,3,50,0.0,,,0.0,,0.0,20.0,100,1.4476826190948486,0.0563,3297.7195,3.2623,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,3,50,0.0,,,0.0,,0.0,20.0,20,1.469968557357788,0.0563,3297.7195,3.2623,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,3,50,0.0,,,0.0,,0.0,inf,100,1.432771921157837,-0.0001,759.1663,2.7059,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,3,50,0.0,,,0.0,,0.0,inf,20,1.2478678226470947,-0.0001,759.1663,2.7059,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,3,5,0.0,,,0.0,,0.0,1000.0,100,1.224350929260254,-0.0001,759.1663,2.7059,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,3,5,0.0,,,0.0,,0.0,1000.0,20,1.413956880569458,-0.0001,759.1663,2.7059,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,3,5,0.0,,,0.0,,0.0,100.0,100,1.2789936065673828,-0.0009,738.6307,2.7067,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,3,5,0.0,,,0.0,,0.0,100.0,20,1.3566460609436035,-0.0001,759.1663,2.7059,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,3,5,0.0,,,0.0,,0.0,20.0,100,1.2908837795257568,0.0563,3297.7195,3.2623,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,3,5,0.0,,,0.0,,0.0,20.0,20,1.244365692138672,0.0563,3297.7195,3.2623,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,3,5,0.0,,,0.0,,0.0,inf,100,1.2284770011901855,-0.0001,759.1663,2.7059,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,3,5,0.0,,,0.0,,0.0,inf,20,1.3994059562683103,-0.0001,759.1663,2.7059,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,300,0.0001,False,42,True,lloyd,gini,best,30,50,0.0,,,0.0,,0.0,1000.0,100,1.4232797622680664,-0.0001,759.1663,2.7059,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,300,0.0001,False,42,True,lloyd,gini,best,30,50,0.0,,,0.0,,0.0,1000.0,20,1.2400844097137451,-0.0001,759.1663,2.7059,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,300,0.0001,False,42,True,lloyd,gini,best,30,50,0.0,,,0.0,,0.0,100.0,100,1.370527982711792,-0.0009,738.6307,2.7067,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,300,0.0001,False,42,True,lloyd,gini,best,30,50,0.0,,,0.0,,0.0,100.0,20,1.3005433082580566,-0.0001,759.1663,2.7059,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,300,0.0001,False,42,True,lloyd,gini,best,30,50,0.0,,,0.0,,0.0,20.0,100,1.308755874633789,0.0563,3297.7195,3.2623,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,300,0.0001,False,42,True,lloyd,gini,best,30,50,0.0,,,0.0,,0.0,20.0,20,1.394305944442749,0.0563,3297.7195,3.2623,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,300,0.0001,False,42,True,lloyd,gini,best,30,50,0.0,,,0.0,,0.0,inf,100,1.2620203495025637,-0.0001,759.1663,2.7059,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,300,0.0001,False,42,True,lloyd,gini,best,30,50,0.0,,,0.0,,0.0,inf,20,1.178187370300293,-0.0001,759.1663,2.7059,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,300,0.0001,False,42,True,lloyd,gini,best,30,5,0.0,,,0.0,,0.0,1000.0,100,1.4335966110229492,-0.0001,759.1663,2.7059,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,300,0.0001,False,42,True,lloyd,gini,best,30,5,0.0,,,0.0,,0.0,1000.0,20,1.3241245746612549,-0.0001,759.1663,2.7059,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,300,0.0001,False,42,True,lloyd,gini,best,30,5,0.0,,,0.0,,0.0,100.0,100,1.2699477672576904,-0.0009,738.6307,2.7067,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,300,0.0001,False,42,True,lloyd,gini,best,30,5,0.0,,,0.0,,0.0,100.0,20,1.329186201095581,-0.0001,759.1663,2.7059,kmeans+dt,fico.zip-4_True_k
4,True,k-means++,11,300,0.0001,False,42,True,lloyd,gini,best,30,5,0.0,,,0.0,,0.0,20.0,100,1.4936277866363523,0.0563,3297.7195,3.2623,kmeans+dt,fico.zip-4_True_k
