n_clusters,metric,linkage,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_nbr_values,max_nbr_values_cat,alg,dataset
10,correlation,average,0.001199722290039,0.4655,34.574,2.2926,0.8178,0.6254,0.5981,0.5769,0.5948,0.558,0.6369,0.5948,0.7802,,,skl_agglomerativeClust,zelnik6_y.zip
10,correlation,average,0.0012381076812744,0.4655,34.574,2.2926,0.8178,0.6254,0.5981,0.5769,0.5948,0.558,0.6369,0.5948,0.7802,1000.0,20.0,skl_agglomerativeClust,zelnik6_y.zip
10,correlation,average,0.0012292861938476,0.4655,34.574,2.2926,0.8178,0.6254,0.5981,0.5769,0.5948,0.558,0.6369,0.5948,0.7802,100.0,20.0,skl_agglomerativeClust,zelnik6_y.zip
10,correlation,average,0.0012407302856445,0.4655,34.574,2.2926,0.8178,0.6254,0.5981,0.5769,0.5948,0.558,0.6369,0.5948,0.7802,inf,20.0,skl_agglomerativeClust,zelnik6_y.zip
10,correlation,complete,0.0012099742889404,-0.1213,26.9199,28.0434,0.7152,0.2899,0.5619,0.3596,0.3773,0.5242,0.2947,0.3773,0.4824,,,skl_agglomerativeClust,zelnik6_y.zip
10,correlation,complete,0.0012447834014892,-0.1213,26.9199,28.0434,0.7152,0.2899,0.5619,0.3596,0.3773,0.5242,0.2947,0.3773,0.4824,1000.0,20.0,skl_agglomerativeClust,zelnik6_y.zip
10,correlation,complete,0.0012409687042236,-0.1213,26.9199,28.0434,0.7152,0.2899,0.5619,0.3596,0.3773,0.5242,0.2947,0.3773,0.4824,100.0,20.0,skl_agglomerativeClust,zelnik6_y.zip
10,correlation,complete,0.0012247562408447,-0.1213,26.9199,28.0434,0.7152,0.2899,0.5619,0.3596,0.3773,0.5242,0.2947,0.3773,0.4824,inf,20.0,skl_agglomerativeClust,zelnik6_y.zip
10,correlation,single,0.0010132789611816,0.5276,35.7929,0.3268,0.8078,0.6089,0.5779,0.5746,0.5922,0.5391,0.6569,0.5922,0.7744,,,skl_agglomerativeClust,zelnik6_y.zip
10,correlation,single,0.0009684562683105,0.5276,35.7929,0.3268,0.8078,0.6089,0.5779,0.5746,0.5922,0.5391,0.6569,0.5922,0.7744,1000.0,20.0,skl_agglomerativeClust,zelnik6_y.zip
10,correlation,single,0.0009617805480957,0.5276,35.7929,0.3268,0.8078,0.6089,0.5779,0.5746,0.5922,0.5391,0.6569,0.5922,0.7744,100.0,20.0,skl_agglomerativeClust,zelnik6_y.zip
10,correlation,single,0.0009403228759765,0.5276,35.7929,0.3268,0.8078,0.6089,0.5779,0.5746,0.5922,0.5391,0.6569,0.5922,0.7744,inf,20.0,skl_agglomerativeClust,zelnik6_y.zip
10,cosine,average,0.0012934207916259,0.6288,553.6057,0.51,0.9188,0.8189,0.907,0.7177,0.7275,0.8462,0.638,0.7275,0.8806,,,skl_agglomerativeClust,zelnik6_y.zip
10,cosine,average,0.0017828941345214,0.6288,553.6057,0.51,0.9188,0.8189,0.907,0.7177,0.7275,0.8462,0.638,0.7275,0.8806,1000.0,20.0,skl_agglomerativeClust,zelnik6_y.zip
10,cosine,average,0.0012423992156982,0.6288,553.6057,0.51,0.9188,0.8189,0.907,0.7177,0.7275,0.8462,0.638,0.7275,0.8806,100.0,20.0,skl_agglomerativeClust,zelnik6_y.zip
10,cosine,average,0.0012307167053222,0.6288,553.6057,0.51,0.9188,0.8189,0.907,0.7177,0.7275,0.8462,0.638,0.7275,0.8806,inf,20.0,skl_agglomerativeClust,zelnik6_y.zip
10,cosine,complete,0.0012176036834716,0.4406,604.7476,0.6876,0.7939,0.488,0.8886,0.5864,0.5982,0.829,0.4679,0.5982,0.6428,,,skl_agglomerativeClust,zelnik6_y.zip
10,cosine,complete,0.001246690750122,0.4406,604.7476,0.6876,0.7939,0.488,0.8886,0.5864,0.5982,0.829,0.4679,0.5982,0.6428,1000.0,20.0,skl_agglomerativeClust,zelnik6_y.zip
10,cosine,complete,0.0013871192932128,0.4406,604.7476,0.6876,0.7939,0.488,0.8886,0.5864,0.5982,0.829,0.4679,0.5982,0.6428,100.0,20.0,skl_agglomerativeClust,zelnik6_y.zip
10,cosine,complete,0.0012099742889404,0.4406,604.7476,0.6876,0.7939,0.488,0.8886,0.5864,0.5982,0.829,0.4679,0.5982,0.6428,inf,20.0,skl_agglomerativeClust,zelnik6_y.zip
10,cosine,single,0.0009331703186035,0.5582,344.7422,0.4508,0.9235,0.83,0.907,0.7419,0.751,0.8462,0.675,0.751,0.8882,,,skl_agglomerativeClust,zelnik6_y.zip
10,cosine,single,0.0011286735534667,0.5582,344.7422,0.4508,0.9235,0.83,0.907,0.7419,0.751,0.8462,0.675,0.751,0.8882,1000.0,20.0,skl_agglomerativeClust,zelnik6_y.zip
10,cosine,single,0.0009279251098632,0.5582,344.7422,0.4508,0.9235,0.83,0.907,0.7419,0.751,0.8462,0.675,0.751,0.8882,100.0,20.0,skl_agglomerativeClust,zelnik6_y.zip
10,cosine,single,0.0009505748748779,0.5582,344.7422,0.4508,0.9235,0.83,0.907,0.7419,0.751,0.8462,0.675,0.751,0.8882,inf,20.0,skl_agglomerativeClust,zelnik6_y.zip
10,euclidean,average,0.0011639595031738,0.6687,586.977,0.4842,0.9269,0.8363,0.9385,0.7348,0.7442,0.8756,0.6471,0.7442,0.8918,,,skl_agglomerativeClust,zelnik6_y.zip
10,euclidean,average,0.0011465549468994,0.6687,586.977,0.4842,0.9269,0.8363,0.9385,0.7348,0.7442,0.8756,0.6471,0.7442,0.8918,1000.0,20.0,skl_agglomerativeClust,zelnik6_y.zip
10,euclidean,average,0.0011577606201171,0.6687,586.977,0.4842,0.9269,0.8363,0.9385,0.7348,0.7442,0.8756,0.6471,0.7442,0.8918,100.0,20.0,skl_agglomerativeClust,zelnik6_y.zip
10,euclidean,average,0.0011496543884277,0.6687,586.977,0.4842,0.9269,0.8363,0.9385,0.7348,0.7442,0.8756,0.6471,0.7442,0.8918,inf,20.0,skl_agglomerativeClust,zelnik6_y.zip
10,euclidean,complete,0.0011827945709228,0.6552,598.1958,0.5137,0.9327,0.8486,0.9626,0.7466,0.7555,0.898,0.652,0.7555,0.8998,,,skl_agglomerativeClust,zelnik6_y.zip
10,euclidean,complete,0.0011754035949707,0.6552,598.1958,0.5137,0.9327,0.8486,0.9626,0.7466,0.7555,0.898,0.652,0.7555,0.8998,1000.0,20.0,skl_agglomerativeClust,zelnik6_y.zip
10,euclidean,complete,0.001152753829956,0.6552,598.1958,0.5137,0.9327,0.8486,0.9626,0.7466,0.7555,0.898,0.652,0.7555,0.8998,100.0,20.0,skl_agglomerativeClust,zelnik6_y.zip
10,euclidean,complete,0.0011508464813232,0.6552,598.1958,0.5137,0.9327,0.8486,0.9626,0.7466,0.7555,0.898,0.652,0.7555,0.8998,inf,20.0,skl_agglomerativeClust,zelnik6_y.zip
10,euclidean,single,0.0009562969207763,0.6327,392.0473,0.4264,0.9034,0.7875,0.8507,0.6985,0.7097,0.7936,0.6418,0.7097,0.8618,,,skl_agglomerativeClust,zelnik6_y.zip
10,euclidean,single,0.0010113716125488,0.6327,392.0473,0.4264,0.9034,0.7875,0.8507,0.6985,0.7097,0.7936,0.6418,0.7097,0.8618,1000.0,20.0,skl_agglomerativeClust,zelnik6_y.zip
10,euclidean,single,0.0009372234344482,0.6327,392.0473,0.4264,0.9034,0.7875,0.8507,0.6985,0.7097,0.7936,0.6418,0.7097,0.8618,100.0,20.0,skl_agglomerativeClust,zelnik6_y.zip
10,euclidean,single,0.0009374618530273,0.6327,392.0473,0.4264,0.9034,0.7875,0.8507,0.6985,0.7097,0.7936,0.6418,0.7097,0.8618,inf,20.0,skl_agglomerativeClust,zelnik6_y.zip
10,euclidean,ward,0.0013024806976318,0.4258,628.5173,0.6569,0.7876,0.4717,0.8971,0.5905,0.6021,0.8369,0.4702,0.6021,0.6299,,,skl_agglomerativeClust,zelnik6_y.zip
10,euclidean,ward,0.0012993812561035,0.4258,628.5173,0.6569,0.7876,0.4717,0.8971,0.5905,0.6021,0.8369,0.4702,0.6021,0.6299,1000.0,20.0,skl_agglomerativeClust,zelnik6_y.zip
10,euclidean,ward,0.0012226104736328,0.4258,628.5173,0.6569,0.7876,0.4717,0.8971,0.5905,0.6021,0.8369,0.4702,0.6021,0.6299,100.0,20.0,skl_agglomerativeClust,zelnik6_y.zip
10,euclidean,ward,0.0012331008911132,0.4258,628.5173,0.6569,0.7876,0.4717,0.8971,0.5905,0.6021,0.8369,0.4702,0.6021,0.6299,inf,20.0,skl_agglomerativeClust,zelnik6_y.zip
12,correlation,average,0.0012500286102294,0.3318,29.8107,2.6124,0.8194,0.6223,0.6102,0.5474,0.5699,0.5693,0.5705,0.5699,0.7715,,,skl_agglomerativeClust,zelnik6_y.zip
12,correlation,average,0.0012338161468505,0.3318,29.8107,2.6124,0.8194,0.6223,0.6102,0.5474,0.5699,0.5693,0.5705,0.5699,0.7715,1000.0,20.0,skl_agglomerativeClust,zelnik6_y.zip
12,correlation,average,0.0012514591217041,0.3318,29.8107,2.6124,0.8194,0.6223,0.6102,0.5474,0.5699,0.5693,0.5705,0.5699,0.7715,100.0,20.0,skl_agglomerativeClust,zelnik6_y.zip
12,correlation,average,0.0012683868408203,0.3318,29.8107,2.6124,0.8194,0.6223,0.6102,0.5474,0.5699,0.5693,0.5705,0.5699,0.7715,inf,20.0,skl_agglomerativeClust,zelnik6_y.zip
12,correlation,complete,0.0012068748474121,-0.1299,22.2457,21.9602,0.7031,0.2453,0.5646,0.3368,0.3583,0.5267,0.2715,0.3583,0.4397,,,skl_agglomerativeClust,zelnik6_y.zip
12,correlation,complete,0.0012481212615966,-0.1299,22.2457,21.9602,0.7031,0.2453,0.5646,0.3368,0.3583,0.5267,0.2715,0.3583,0.4397,1000.0,20.0,skl_agglomerativeClust,zelnik6_y.zip
12,correlation,complete,0.0012118816375732,-0.1299,22.2457,21.9602,0.7031,0.2453,0.5646,0.3368,0.3583,0.5267,0.2715,0.3583,0.4397,100.0,20.0,skl_agglomerativeClust,zelnik6_y.zip
12,correlation,complete,0.00138521194458,-0.1299,22.2457,21.9602,0.7031,0.2453,0.5646,0.3368,0.3583,0.5267,0.2715,0.3583,0.4397,inf,20.0,skl_agglomerativeClust,zelnik6_y.zip
12,correlation,single,0.0010020732879638,0.5399,33.5271,0.3002,0.8124,0.6165,0.5923,0.5715,0.5927,0.5526,0.6391,0.5927,0.7772,,,skl_agglomerativeClust,zelnik6_y.zip
12,correlation,single,0.0009729862213134,0.5399,33.5271,0.3002,0.8124,0.6165,0.5923,0.5715,0.5927,0.5526,0.6391,0.5927,0.7772,1000.0,20.0,skl_agglomerativeClust,zelnik6_y.zip
12,correlation,single,0.0009644031524658,0.5399,33.5271,0.3002,0.8124,0.6165,0.5923,0.5715,0.5927,0.5526,0.6391,0.5927,0.7772,100.0,20.0,skl_agglomerativeClust,zelnik6_y.zip
12,correlation,single,0.0009644031524658,0.5399,33.5271,0.3002,0.8124,0.6165,0.5923,0.5715,0.5927,0.5526,0.6391,0.5927,0.7772,inf,20.0,skl_agglomerativeClust,zelnik6_y.zip
12,cosine,average,0.0012845993041992,0.5183,619.891,0.5449,0.8384,0.6142,0.9075,0.6301,0.644,0.8466,0.5197,0.644,0.7364,,,skl_agglomerativeClust,zelnik6_y.zip
12,cosine,average,0.0012545585632324,0.5183,619.891,0.5449,0.8384,0.6142,0.9075,0.6301,0.644,0.8466,0.5197,0.644,0.7364,1000.0,20.0,skl_agglomerativeClust,zelnik6_y.zip
12,cosine,average,0.0012333393096923,0.5183,619.891,0.5449,0.8384,0.6142,0.9075,0.6301,0.644,0.8466,0.5197,0.644,0.7364,100.0,20.0,skl_agglomerativeClust,zelnik6_y.zip
12,cosine,average,0.0012414455413818,0.5183,619.891,0.5449,0.8384,0.6142,0.9075,0.6301,0.644,0.8466,0.5197,0.644,0.7364,inf,20.0,skl_agglomerativeClust,zelnik6_y.zip
12,cosine,complete,0.0012984275817871,0.4391,686.2587,0.6397,0.7952,0.4896,0.9088,0.5833,0.5978,0.8478,0.4617,0.5978,0.6447,,,skl_agglomerativeClust,zelnik6_y.zip
12,cosine,complete,0.0012180805206298,0.4391,686.2587,0.6397,0.7952,0.4896,0.9088,0.5833,0.5978,0.8478,0.4617,0.5978,0.6447,1000.0,20.0,skl_agglomerativeClust,zelnik6_y.zip
12,cosine,complete,0.0012388229370117,0.4391,686.2587,0.6397,0.7952,0.4896,0.9088,0.5833,0.5978,0.8478,0.4617,0.5978,0.6447,100.0,20.0,skl_agglomerativeClust,zelnik6_y.zip
12,cosine,complete,0.0012142658233642,0.4391,686.2587,0.6397,0.7952,0.4896,0.9088,0.5833,0.5978,0.8478,0.4617,0.5978,0.6447,inf,20.0,skl_agglomerativeClust,zelnik6_y.zip
12,cosine,single,0.0009143352508544,0.5307,300.0212,0.4368,0.9228,0.8284,0.907,0.7322,0.7435,0.8462,0.663,0.7435,0.8871,,,skl_agglomerativeClust,zelnik6_y.zip
12,cosine,single,0.0009295940399169,0.5307,300.0212,0.4368,0.9228,0.8284,0.907,0.7322,0.7435,0.8462,0.663,0.7435,0.8871,1000.0,20.0,skl_agglomerativeClust,zelnik6_y.zip
12,cosine,single,0.0009295940399169,0.5307,300.0212,0.4368,0.9228,0.8284,0.907,0.7322,0.7435,0.8462,0.663,0.7435,0.8871,100.0,20.0,skl_agglomerativeClust,zelnik6_y.zip
12,cosine,single,0.0009331703186035,0.5307,300.0212,0.4368,0.9228,0.8284,0.907,0.7322,0.7435,0.8462,0.663,0.7435,0.8871,inf,20.0,skl_agglomerativeClust,zelnik6_y.zip
12,euclidean,average,0.0011548995971679,0.6473,579.0286,0.487,0.9254,0.8326,0.9385,0.7168,0.7291,0.8756,0.6246,0.7291,0.8893,,,skl_agglomerativeClust,zelnik6_y.zip
12,euclidean,average,0.0011696815490722,0.6473,579.0286,0.487,0.9254,0.8326,0.9385,0.7168,0.7291,0.8756,0.6246,0.7291,0.8893,1000.0,20.0,skl_agglomerativeClust,zelnik6_y.zip
12,euclidean,average,0.0011689662933349,0.6473,579.0286,0.487,0.9254,0.8326,0.9385,0.7168,0.7291,0.8756,0.6246,0.7291,0.8893,100.0,20.0,skl_agglomerativeClust,zelnik6_y.zip
12,euclidean,average,0.0011694431304931,0.6473,579.0286,0.487,0.9254,0.8326,0.9385,0.7168,0.7291,0.8756,0.6246,0.7291,0.8893,inf,20.0,skl_agglomerativeClust,zelnik6_y.zip
12,euclidean,complete,0.0011570453643798,0.6338,592.3429,0.5116,0.9311,0.8449,0.9626,0.7287,0.7403,0.898,0.6297,0.7403,0.8973,,,skl_agglomerativeClust,zelnik6_y.zip
12,euclidean,complete,0.0011394023895263,0.6338,592.3429,0.5116,0.9311,0.8449,0.9626,0.7287,0.7403,0.898,0.6297,0.7403,0.8973,1000.0,20.0,skl_agglomerativeClust,zelnik6_y.zip
12,euclidean,complete,0.0012667179107666,0.6338,592.3429,0.5116,0.9311,0.8449,0.9626,0.7287,0.7403,0.898,0.6297,0.7403,0.8973,100.0,20.0,skl_agglomerativeClust,zelnik6_y.zip
12,euclidean,complete,0.0011472702026367,0.6338,592.3429,0.5116,0.9311,0.8449,0.9626,0.7287,0.7403,0.898,0.6297,0.7403,0.8973,inf,20.0,skl_agglomerativeClust,zelnik6_y.zip
12,euclidean,single,0.0009944438934326,0.5678,387.885,0.4202,0.9189,0.8195,0.9087,0.7158,0.7284,0.8478,0.6384,0.7284,0.8812,,,skl_agglomerativeClust,zelnik6_y.zip
12,euclidean,single,0.0009596347808837,0.5678,387.885,0.4202,0.9189,0.8195,0.9087,0.7158,0.7284,0.8478,0.6384,0.7284,0.8812,1000.0,20.0,skl_agglomerativeClust,zelnik6_y.zip
12,euclidean,single,0.0009322166442871,0.5678,387.885,0.4202,0.9189,0.8195,0.9087,0.7158,0.7284,0.8478,0.6384,0.7284,0.8812,100.0,20.0,skl_agglomerativeClust,zelnik6_y.zip
12,euclidean,single,0.0009591579437255,0.5678,387.885,0.4202,0.9189,0.8195,0.9087,0.7158,0.7284,0.8478,0.6384,0.7284,0.8812,inf,20.0,skl_agglomerativeClust,zelnik6_y.zip
12,euclidean,ward,0.0012533664703369,0.4493,691.1724,0.6119,0.7927,0.4818,0.9301,0.5953,0.6094,0.8677,0.4696,0.6094,0.6388,,,skl_agglomerativeClust,zelnik6_y.zip
