n_clusters,max_leaves,base_tree,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,10,IMM,1000.0,100,0.0082979202270507,0.5345,42308.282,0.6822,0.7951,0.4351,1.235,0.7128,0.7146,1.0,0.556,0.7146,0.6017,ExKMC,2d-4c_y.zip
10,10,IMM,1000.0,20,0.0081446170806884,0.5345,42308.282,0.6822,0.7951,0.4351,1.235,0.7128,0.7146,1.0,0.556,0.7146,0.6017,ExKMC,2d-4c_y.zip
10,10,IMM,100.0,100,0.0078370571136474,0.5258,40024.8622,0.7079,0.7933,0.429,1.235,0.7117,0.7135,1.0,0.5547,0.7135,0.5969,ExKMC,2d-4c_y.zip
10,10,IMM,100.0,20,0.0081150531768798,0.5345,42308.282,0.6822,0.7951,0.4351,1.235,0.7128,0.7146,1.0,0.556,0.7146,0.6017,ExKMC,2d-4c_y.zip
10,10,IMM,inf,100,0.0081117153167724,0.5345,42308.282,0.6822,0.7951,0.4351,1.235,0.7128,0.7146,1.0,0.556,0.7146,0.6017,ExKMC,2d-4c_y.zip
10,10,IMM,inf,20,0.0081241130828857,0.5345,42308.282,0.6822,0.7951,0.4351,1.235,0.7128,0.7146,1.0,0.556,0.7146,0.6017,ExKMC,2d-4c_y.zip
10,10,NONE,1000.0,100,0.0153806209564208,0.539,40302.7302,0.6357,0.8096,0.4824,1.235,0.7397,0.7412,1.0,0.5888,0.7412,0.638,ExKMC,2d-4c_y.zip
10,10,NONE,1000.0,20,0.0154497623443603,0.539,40302.7302,0.6357,0.8096,0.4824,1.235,0.7397,0.7412,1.0,0.5888,0.7412,0.638,ExKMC,2d-4c_y.zip
10,10,NONE,100.0,100,0.0148811340332031,0.5282,39260.8984,0.7018,0.8018,0.4573,1.2303,0.7273,0.7288,0.9962,0.5746,0.7288,0.6187,ExKMC,2d-4c_y.zip
10,10,NONE,100.0,20,0.0158629417419433,0.539,40302.7302,0.6357,0.8096,0.4824,1.235,0.7397,0.7412,1.0,0.5888,0.7412,0.638,ExKMC,2d-4c_y.zip
10,10,NONE,inf,100,0.0152902603149414,0.539,40302.7302,0.6357,0.8096,0.4824,1.235,0.7397,0.7412,1.0,0.5888,0.7412,0.638,ExKMC,2d-4c_y.zip
10,10,NONE,inf,20,0.0154488086700439,0.539,40302.7302,0.6357,0.8096,0.4824,1.235,0.7397,0.7412,1.0,0.5888,0.7412,0.638,ExKMC,2d-4c_y.zip
10,12,IMM,1000.0,100,0.0111887454986572,0.5395,42644.7703,0.6868,0.7949,0.4343,1.235,0.7124,0.7142,1.0,0.5555,0.7142,0.601,ExKMC,2d-4c_y.zip
10,12,IMM,1000.0,20,0.0111844539642333,0.5395,42644.7703,0.6868,0.7949,0.4343,1.235,0.7124,0.7142,1.0,0.5555,0.7142,0.601,ExKMC,2d-4c_y.zip
10,12,IMM,100.0,100,0.0106050968170166,0.5337,39738.6439,0.6933,0.7942,0.4319,1.235,0.713,0.7148,1.0,0.5562,0.7148,0.5992,ExKMC,2d-4c_y.zip
10,12,IMM,100.0,20,0.0114004611968994,0.5395,42644.7703,0.6868,0.7949,0.4343,1.235,0.7124,0.7142,1.0,0.5555,0.7142,0.601,ExKMC,2d-4c_y.zip
10,12,IMM,inf,100,0.0716280937194824,0.5395,42644.7703,0.6868,0.7949,0.4343,1.235,0.7124,0.7142,1.0,0.5555,0.7142,0.601,ExKMC,2d-4c_y.zip
10,12,IMM,inf,20,0.0618126392364501,0.5395,42644.7703,0.6868,0.7949,0.4343,1.235,0.7124,0.7142,1.0,0.5555,0.7142,0.601,ExKMC,2d-4c_y.zip
10,12,NONE,1000.0,100,0.0159642696380615,0.5136,39868.1207,0.7231,0.801,0.4544,1.235,0.7199,0.7217,1.0,0.5645,0.7217,0.6166,ExKMC,2d-4c_y.zip
