min_nr_instances,min_y,min_rd,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
2,1,10,4.469466924667358,-0.6383,13.1692,6.8379,0.3373,0.0053,0.2449,0.1713,0.195,0.1367,0.3401,0.195,0.3573,CLTree,longsquare_y.zip
2,1,15,4.485166549682617,-0.6383,13.1692,6.8379,0.3373,0.0053,0.2449,0.1713,0.195,0.1367,0.3401,0.195,0.3573,CLTree,longsquare_y.zip
2,1,20,4.460548162460327,-0.6383,13.1692,6.8379,0.3373,0.0053,0.2449,0.1713,0.195,0.1367,0.3401,0.195,0.3573,CLTree,longsquare_y.zip
2,1,25,4.455301523208618,-0.6383,13.1692,6.8379,0.3373,0.0053,0.2449,0.1713,0.195,0.1367,0.3401,0.195,0.3573,CLTree,longsquare_y.zip
2,1,30,4.520857810974121,-0.6383,13.1692,6.8379,0.3373,0.0053,0.2449,0.1713,0.195,0.1367,0.3401,0.195,0.3573,CLTree,longsquare_y.zip
2,1,5,4.508004188537598,-0.6383,13.1692,6.8379,0.3373,0.0053,0.2449,0.1713,0.195,0.1367,0.3401,0.195,0.3573,CLTree,longsquare_y.zip
2,2,10,4.449277400970459,0.0,0.0,0.0,0.1658,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4072,CLTree,longsquare_y.zip
2,2,15,4.455763339996338,0.0,0.0,0.0,0.1658,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4072,CLTree,longsquare_y.zip
2,2,20,4.467092990875244,0.0,0.0,0.0,0.1658,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4072,CLTree,longsquare_y.zip
2,2,25,4.511528730392456,0.0,0.0,0.0,0.1658,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4072,CLTree,longsquare_y.zip
2,2,30,4.4778382778167725,0.0,0.0,0.0,0.1658,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4072,CLTree,longsquare_y.zip
2,2,5,4.485057353973389,0.0,0.0,0.0,0.1658,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4072,CLTree,longsquare_y.zip
2,3,10,4.460691213607788,0.0,0.0,0.0,0.1658,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4072,CLTree,longsquare_y.zip
2,3,15,4.50330662727356,0.0,0.0,0.0,0.1658,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4072,CLTree,longsquare_y.zip
2,3,20,4.555516004562378,0.0,0.0,0.0,0.1658,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4072,CLTree,longsquare_y.zip
2,3,25,4.466954469680786,0.0,0.0,0.0,0.1658,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4072,CLTree,longsquare_y.zip
2,3,30,4.469832181930542,0.0,0.0,0.0,0.1658,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4072,CLTree,longsquare_y.zip
2,3,5,4.481288433074951,0.0,0.0,0.0,0.1658,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4072,CLTree,longsquare_y.zip
2,4,10,4.532088279724121,0.0,0.0,0.0,0.1658,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4072,CLTree,longsquare_y.zip
2,4,15,4.477976083755493,0.0,0.0,0.0,0.1658,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4072,CLTree,longsquare_y.zip
2,4,20,4.4509570598602295,0.0,0.0,0.0,0.1658,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4072,CLTree,longsquare_y.zip
2,4,25,4.47831392288208,0.0,0.0,0.0,0.1658,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4072,CLTree,longsquare_y.zip
2,4,30,4.44689679145813,0.0,0.0,0.0,0.1658,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4072,CLTree,longsquare_y.zip
2,4,5,4.498173952102661,0.0,0.0,0.0,0.1658,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4072,CLTree,longsquare_y.zip
2,5,10,4.47719144821167,0.0,0.0,0.0,0.1658,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4072,CLTree,longsquare_y.zip
2,5,15,4.484148740768433,0.0,0.0,0.0,0.1658,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4072,CLTree,longsquare_y.zip
2,5,20,4.461783409118652,0.0,0.0,0.0,0.1658,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4072,CLTree,longsquare_y.zip
2,5,25,4.459583282470703,0.0,0.0,0.0,0.1658,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4072,CLTree,longsquare_y.zip
2,5,30,4.543550729751587,0.0,0.0,0.0,0.1658,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4072,CLTree,longsquare_y.zip
2,5,5,4.522642612457275,0.0,0.0,0.0,0.1658,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4072,CLTree,longsquare_y.zip
