amount_initial_centers,kmax,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_nbr_values,max_nbr_values_cat,alg,dataset
10,10,0.0477852821350097,0.3309,2012.6203,1.0246,0.8096,0.4461,1.2559,0.7102,0.7124,0.9813,0.5592,0.7124,0.6033,,,pyc_xmeans,triangle2_y.zip
10,10,0.0114767551422119,0.4203,1796.9121,0.9498,0.8486,0.5789,1.2408,0.7312,0.7334,0.9695,0.5897,0.7334,0.703,1000.0,20.0,pyc_xmeans,triangle2_y.zip
10,10,0.0102145671844482,0.3374,2020.6083,1.0255,0.8109,0.4508,1.2505,0.7092,0.7115,0.9771,0.5594,0.7115,0.6068,100.0,20.0,pyc_xmeans,triangle2_y.zip
10,10,0.009251594543457,0.4127,2014.3802,0.9093,0.8271,0.5065,1.2667,0.7341,0.7363,0.9897,0.5862,0.7363,0.6498,inf,20.0,pyc_xmeans,triangle2_y.zip
10,14,0.0098626613616943,0.3212,1882.3796,1.0403,0.8096,0.4463,1.2524,0.7084,0.7107,0.9786,0.558,0.7107,0.6034,,,pyc_xmeans,triangle2_y.zip
10,14,0.0090737342834472,0.3298,1979.6167,1.0484,0.8097,0.4466,1.2468,0.7064,0.7087,0.9742,0.5569,0.7087,0.6035,1000.0,20.0,pyc_xmeans,triangle2_y.zip
10,14,0.0097632408142089,0.3406,1897.8614,0.9952,0.8175,0.4737,1.2547,0.7169,0.7192,0.9804,0.5679,0.7192,0.6247,100.0,20.0,pyc_xmeans,triangle2_y.zip
10,14,0.0128169059753417,0.3212,1922.4961,1.0784,0.8187,0.4787,1.2456,0.7169,0.7192,0.9733,0.5703,0.7192,0.6279,inf,20.0,pyc_xmeans,triangle2_y.zip
10,18,0.0094363689422607,0.321,1945.4459,1.0961,0.817,0.4719,1.2607,0.7212,0.7234,0.9851,0.5715,0.7234,0.6235,,,pyc_xmeans,triangle2_y.zip
10,18,0.0127599239349365,0.4019,1844.8521,0.935,0.8268,0.5058,1.2542,0.7291,0.7313,0.9799,0.5833,0.7313,0.649,1000.0,20.0,pyc_xmeans,triangle2_y.zip
10,18,0.0096268653869628,0.4121,2013.3483,0.9174,0.8274,0.5078,1.267,0.7346,0.7367,0.9899,0.5867,0.7367,0.6508,100.0,20.0,pyc_xmeans,triangle2_y.zip
10,18,0.0103487968444824,0.3815,2120.9892,0.8922,0.7963,0.3976,1.2617,0.6922,0.6948,0.9858,0.5365,0.6948,0.5652,inf,20.0,pyc_xmeans,triangle2_y.zip
10,2,0.0076184272766113,0.4435,2075.3376,0.83,0.8134,0.4594,1.2577,0.7139,0.7162,0.9827,0.5634,0.7162,0.6136,,,pyc_xmeans,triangle2_y.zip
10,22,0.0088729858398437,0.3346,2007.4904,1.0366,0.8145,0.4634,1.2518,0.7129,0.7151,0.9781,0.5636,0.7151,0.6166,,,pyc_xmeans,triangle2_y.zip
10,22,0.0101644992828369,0.4002,1983.0396,0.9505,0.8249,0.4989,1.2658,0.7297,0.7318,0.989,0.5808,0.7318,0.6441,1000.0,20.0,pyc_xmeans,triangle2_y.zip
10,22,0.0089843273162841,0.3287,1815.8241,1.0277,0.8234,0.4949,1.2337,0.7117,0.714,0.964,0.567,0.714,0.6402,100.0,20.0,pyc_xmeans,triangle2_y.zip
10,22,0.0090143680572509,0.4261,1889.8056,0.9514,0.8437,0.5628,1.2442,0.7277,0.7299,0.9722,0.5843,0.7299,0.6912,inf,20.0,pyc_xmeans,triangle2_y.zip
10,2,0.0563521385192871,0.3303,1997.0138,1.0401,0.8106,0.4491,1.2644,0.7162,0.7184,0.9879,0.5645,0.7184,0.6059,1000.0,20.0,pyc_xmeans,triangle2_y.zip
10,2,0.0067279338836669,0.3204,1734.5168,1.0674,0.8156,0.4679,1.2481,0.7135,0.7158,0.9752,0.5654,0.7158,0.6195,100.0,20.0,pyc_xmeans,triangle2_y.zip
10,2,0.0068426132202148,0.403,1994.5037,0.9322,0.8253,0.5003,1.2653,0.7309,0.733,0.9886,0.5824,0.733,0.6451,inf,20.0,pyc_xmeans,triangle2_y.zip
10,6,0.0085368156433105,0.3272,1982.0462,1.0649,0.8155,0.4664,1.266,0.7221,0.7243,0.9892,0.5713,0.7243,0.6194,,,pyc_xmeans,triangle2_y.zip
10,6,0.0068335533142089,0.3928,1956.6722,0.945,0.8234,0.4942,1.2529,0.7223,0.7245,0.979,0.575,0.7245,0.6404,1000.0,20.0,pyc_xmeans,triangle2_y.zip
10,6,0.007974624633789,0.3141,1770.813,1.0601,0.8138,0.4616,1.2446,0.7101,0.7124,0.9724,0.5621,0.7124,0.6147,100.0,20.0,pyc_xmeans,triangle2_y.zip
10,6,0.0077292919158935,0.4258,1895.1052,0.9417,0.8466,0.5718,1.2544,0.7365,0.7387,0.9801,0.5927,0.7387,0.6981,inf,20.0,pyc_xmeans,triangle2_y.zip
12,10,0.0079724788665771,0.331,1894.3005,1.0376,0.7998,0.4107,1.2529,0.6819,0.6849,0.9789,0.5267,0.6849,0.5754,,,pyc_xmeans,triangle2_y.zip
12,10,0.0068295001983642,0.3609,1863.9149,0.9027,0.7888,0.3693,1.2691,0.6782,0.6811,0.9916,0.5187,0.6811,0.5424,1000.0,20.0,pyc_xmeans,triangle2_y.zip
12,10,0.008009910583496,0.337,2019.9046,0.9563,0.7895,0.3732,1.2503,0.6719,0.6749,0.9769,0.5155,0.6749,0.5449,100.0,20.0,pyc_xmeans,triangle2_y.zip
