n_clusters,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,k-means++,11,100,0.0001,False,42,True,lloyd,1000.0,100,0.5833926200866699,0.1694,36.1288,1.7373,0.5374,0.1213,0.2898,0.2083,0.2163,0.4439,0.143,0.2163,0.4,skl_kmeans,ionosphere_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,1000.0,20,0.5992729663848877,0.1694,36.1288,1.7373,0.5374,0.1213,0.2898,0.2083,0.2163,0.4439,0.143,0.2163,0.4,skl_kmeans,ionosphere_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,100.0,100,0.413947582244873,0.2297,35.6406,1.8079,0.5494,0.138,0.277,0.2097,0.2182,0.4243,0.1468,0.2182,0.4408,skl_kmeans,ionosphere_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,100.0,20,0.5136241912841797,0.1694,36.1288,1.7373,0.5374,0.1213,0.2898,0.2083,0.2163,0.4439,0.143,0.2163,0.4,skl_kmeans,ionosphere_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,20.0,20,0.6140570640563965,0.2223,36.6763,1.7691,0.5373,0.1151,0.2546,0.1913,0.1999,0.39,0.1344,0.1999,0.4218,skl_kmeans,ionosphere_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,inf,100,0.6194407939910889,0.1694,36.1288,1.7373,0.5374,0.1213,0.2898,0.2083,0.2163,0.4439,0.143,0.2163,0.4,skl_kmeans,ionosphere_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,inf,20,0.607266902923584,0.1694,36.1288,1.7373,0.5374,0.1213,0.2898,0.2083,0.2163,0.4439,0.143,0.2163,0.4,skl_kmeans,ionosphere_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,1000.0,100,0.5807321071624756,0.1694,36.1288,1.7373,0.5374,0.1213,0.2898,0.2083,0.2163,0.4439,0.143,0.2163,0.4,skl_kmeans,ionosphere_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,1000.0,20,0.5760908126831055,0.1694,36.1288,1.7373,0.5374,0.1213,0.2898,0.2083,0.2163,0.4439,0.143,0.2163,0.4,skl_kmeans,ionosphere_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,100.0,100,0.4652831554412842,0.2297,35.6406,1.8079,0.5494,0.138,0.277,0.2097,0.2182,0.4243,0.1468,0.2182,0.4408,skl_kmeans,ionosphere_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,100.0,20,0.5116579532623291,0.1694,36.1288,1.7373,0.5374,0.1213,0.2898,0.2083,0.2163,0.4439,0.143,0.2163,0.4,skl_kmeans,ionosphere_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,20.0,20,0.5691461563110352,0.2223,36.6763,1.7691,0.5373,0.1151,0.2546,0.1913,0.1999,0.39,0.1344,0.1999,0.4218,skl_kmeans,ionosphere_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,inf,100,0.6313300132751465,0.1694,36.1288,1.7373,0.5374,0.1213,0.2898,0.2083,0.2163,0.4439,0.143,0.2163,0.4,skl_kmeans,ionosphere_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,inf,20,0.5028290748596191,0.1694,36.1288,1.7373,0.5374,0.1213,0.2898,0.2083,0.2163,0.4439,0.143,0.2163,0.4,skl_kmeans,ionosphere_y.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,1000.0,100,0.5587713718414307,0.1694,36.1288,1.7373,0.5374,0.1213,0.2898,0.2083,0.2163,0.4439,0.143,0.2163,0.4,skl_kmeans,ionosphere_y.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,1000.0,20,0.6268081665039062,0.1694,36.1288,1.7373,0.5374,0.1213,0.2898,0.2083,0.2163,0.4439,0.143,0.2163,0.4,skl_kmeans,ionosphere_y.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,100.0,100,0.4602088928222656,0.2297,35.6406,1.8079,0.5494,0.138,0.277,0.2097,0.2182,0.4243,0.1468,0.2182,0.4408,skl_kmeans,ionosphere_y.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,100.0,20,0.520643949508667,0.1694,36.1288,1.7373,0.5374,0.1213,0.2898,0.2083,0.2163,0.4439,0.143,0.2163,0.4,skl_kmeans,ionosphere_y.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,20.0,20,0.6685600280761719,0.2223,36.6763,1.7691,0.5373,0.1151,0.2546,0.1913,0.1999,0.39,0.1344,0.1999,0.4218,skl_kmeans,ionosphere_y.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,inf,100,0.6032724380493164,0.1694,36.1288,1.7373,0.5374,0.1213,0.2898,0.2083,0.2163,0.4439,0.143,0.2163,0.4,skl_kmeans,ionosphere_y.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,inf,20,0.4980418682098388,0.1694,36.1288,1.7373,0.5374,0.1213,0.2898,0.2083,0.2163,0.4439,0.143,0.2163,0.4,skl_kmeans,ionosphere_y.zip-10_k
