min_samples,max_eps,metric,algorithm,n_jobs,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,inf,correlation,auto,4,1000.0,100,1.0141453742980957,0.0875,31.5229,2.1315,0.5896,0.196,0.2627,0.2804,0.285,0.4024,0.2206,0.285,0.5558,skl_OPTICS,ionosphere_y.zip
10,inf,correlation,auto,4,1000.0,20,0.9172837734222412,0.0875,31.5229,2.1315,0.5896,0.196,0.2627,0.2804,0.285,0.4024,0.2206,0.285,0.5558,skl_OPTICS,ionosphere_y.zip
10,inf,correlation,auto,4,100.0,100,0.8468406200408936,0.0892,31.8445,2.1348,0.5908,0.1986,0.2657,0.2828,0.2874,0.4071,0.2221,0.2874,0.5563,skl_OPTICS,ionosphere_y.zip
10,inf,correlation,auto,4,100.0,20,0.9580421447753906,0.0875,31.5229,2.1315,0.5896,0.196,0.2627,0.2804,0.285,0.4024,0.2206,0.285,0.5558,skl_OPTICS,ionosphere_y.zip
10,inf,correlation,auto,4,20.0,20,0.8935286998748779,-0.1694,20.7992,1.5051,0.4832,-0.0493,0.1205,0.1525,0.1591,0.1846,0.1398,0.1591,0.5456,skl_OPTICS,ionosphere_y.zip
10,inf,correlation,auto,4,inf,100,0.8962950706481934,0.0875,31.5229,2.1315,0.5896,0.196,0.2627,0.2804,0.285,0.4024,0.2206,0.285,0.5558,skl_OPTICS,ionosphere_y.zip
10,inf,correlation,auto,4,inf,20,0.8935520648956299,0.0875,31.5229,2.1315,0.5896,0.196,0.2627,0.2804,0.285,0.4024,0.2206,0.285,0.5558,skl_OPTICS,ionosphere_y.zip
10,inf,cosine,auto,4,1000.0,100,2.28240966796875,-0.0137,24.3938,1.7657,0.4999,0.0038,0.1695,0.1938,0.1993,0.2596,0.1618,0.1993,0.5073,skl_OPTICS,ionosphere_y.zip
10,inf,cosine,auto,4,1000.0,20,2.013369560241699,-0.0137,24.3938,1.7657,0.4999,0.0038,0.1695,0.1938,0.1993,0.2596,0.1618,0.1993,0.5073,skl_OPTICS,ionosphere_y.zip
10,inf,cosine,auto,4,100.0,100,2.133283853530884,-0.0297,22.9251,1.7458,0.4963,-0.0064,0.1578,0.1836,0.1894,0.2416,0.1557,0.1894,0.5123,skl_OPTICS,ionosphere_y.zip
10,inf,cosine,auto,4,100.0,20,1.7387125492095947,-0.0137,24.3938,1.7657,0.4999,0.0038,0.1695,0.1938,0.1993,0.2596,0.1618,0.1993,0.5073,skl_OPTICS,ionosphere_y.zip
10,inf,cosine,auto,4,20.0,20,2.314096450805664,-0.0094,24.2638,1.7949,0.5048,0.0141,0.1637,0.1877,0.1933,0.2508,0.1573,0.1933,0.5101,skl_OPTICS,ionosphere_y.zip
10,inf,cosine,auto,4,inf,100,2.046698093414306,-0.0137,24.3938,1.7657,0.4999,0.0038,0.1695,0.1938,0.1993,0.2596,0.1618,0.1993,0.5073,skl_OPTICS,ionosphere_y.zip
10,inf,cosine,auto,4,inf,20,2.124023199081421,-0.0137,24.3938,1.7657,0.4999,0.0038,0.1695,0.1938,0.1993,0.2596,0.1618,0.1993,0.5073,skl_OPTICS,ionosphere_y.zip
10,inf,euclidean,auto,4,1000.0,100,6.200029611587524,-0.1163,17.372,1.856,0.4921,-0.0321,0.1122,0.1519,0.1571,0.1718,0.1448,0.1571,0.5559,skl_OPTICS,ionosphere_y.zip
10,inf,euclidean,auto,4,1000.0,20,4.969935417175293,-0.1163,17.372,1.856,0.4921,-0.0321,0.1122,0.1519,0.1571,0.1718,0.1448,0.1571,0.5559,skl_OPTICS,ionosphere_y.zip
10,inf,euclidean,auto,4,100.0,100,6.300682067871094,-0.2129,14.212,1.6675,0.4959,-0.0411,0.072,0.1067,0.1129,0.1103,0.1156,0.1129,0.6003,skl_OPTICS,ionosphere_y.zip
10,inf,euclidean,auto,4,100.0,20,5.846665382385254,-0.1163,17.372,1.856,0.4921,-0.0321,0.1122,0.1519,0.1571,0.1718,0.1448,0.1571,0.5559,skl_OPTICS,ionosphere_y.zip
10,inf,euclidean,auto,4,20.0,20,5.821216344833374,-0.2165,14.084,1.66,0.4965,-0.0406,0.0706,0.105,0.1113,0.1081,0.1146,0.1113,0.6025,skl_OPTICS,ionosphere_y.zip
10,inf,euclidean,auto,4,inf,100,5.404065847396851,-0.1163,17.372,1.856,0.4921,-0.0321,0.1122,0.1519,0.1571,0.1718,0.1448,0.1571,0.5559,skl_OPTICS,ionosphere_y.zip
10,inf,euclidean,auto,4,inf,20,6.16819429397583,-0.1163,17.372,1.856,0.4921,-0.0321,0.1122,0.1519,0.1571,0.1718,0.1448,0.1571,0.5559,skl_OPTICS,ionosphere_y.zip
20,inf,correlation,auto,4,1000.0,100,0.8980436325073242,0.1795,42.6759,1.7072,0.5936,0.201,0.2403,0.2717,0.2753,0.368,0.2199,0.2753,0.5684,skl_OPTICS,ionosphere_y.zip
20,inf,correlation,auto,4,1000.0,20,0.8837177753448486,0.1795,42.6759,1.7072,0.5936,0.201,0.2403,0.2717,0.2753,0.368,0.2199,0.2753,0.5684,skl_OPTICS,ionosphere_y.zip
20,inf,correlation,auto,4,100.0,100,0.8667154312133789,0.1821,43.4811,1.706,0.5949,0.204,0.2434,0.2744,0.278,0.3728,0.2217,0.278,0.569,skl_OPTICS,ionosphere_y.zip
20,inf,correlation,auto,4,100.0,20,0.936093807220459,0.1795,42.6759,1.7072,0.5936,0.201,0.2403,0.2717,0.2753,0.368,0.2199,0.2753,0.5684,skl_OPTICS,ionosphere_y.zip
20,inf,correlation,auto,4,20.0,20,0.9041423797607422,0.1798,43.1846,1.7086,0.5922,0.1985,0.2404,0.2712,0.2748,0.3683,0.2192,0.2748,0.5663,skl_OPTICS,ionosphere_y.zip
20,inf,correlation,auto,4,inf,100,0.8993866443634033,0.1795,42.6759,1.7072,0.5936,0.201,0.2403,0.2717,0.2753,0.368,0.2199,0.2753,0.5684,skl_OPTICS,ionosphere_y.zip
20,inf,correlation,auto,4,inf,20,0.8742592334747314,0.1795,42.6759,1.7072,0.5936,0.201,0.2403,0.2717,0.2753,0.368,0.2199,0.2753,0.5684,skl_OPTICS,ionosphere_y.zip
20,inf,cosine,auto,4,1000.0,100,2.2153589725494385,0.0839,38.8105,1.6152,0.5294,0.0563,0.1644,0.2224,0.2255,0.2518,0.2041,0.2255,0.5547,skl_OPTICS,ionosphere_y.zip
20,inf,cosine,auto,4,1000.0,20,1.915954351425171,0.0839,38.8105,1.6152,0.5294,0.0563,0.1644,0.2224,0.2255,0.2518,0.2041,0.2255,0.5547,skl_OPTICS,ionosphere_y.zip
20,inf,cosine,auto,4,100.0,100,2.129887104034424,0.0839,38.8105,1.6152,0.5294,0.0563,0.1644,0.2224,0.2255,0.2518,0.2041,0.2255,0.5547,skl_OPTICS,ionosphere_y.zip
