eps,min_samples,metric,algorithm,n_jobs,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
0.1,10,correlation,auto,4,1000.0,100,0.0167622566223144,0.0805,110.9911,2.6811,0.5029,-0.013,0.0021,0.0025,0.0033,0.0034,0.0032,0.0033,0.5631,skl_DBSCAN,german_credit_y.zip
0.1,10,correlation,auto,4,1000.0,20,0.0167434215545654,0.0805,110.9911,2.6811,0.5029,-0.013,0.0021,0.0025,0.0033,0.0034,0.0032,0.0033,0.5631,skl_DBSCAN,german_credit_y.zip
0.1,10,correlation,auto,4,100.0,100,0.0144300460815429,0.0803,110.809,2.6825,0.5025,-0.0136,0.0024,0.003,0.0038,0.0039,0.0037,0.0038,0.5628,skl_DBSCAN,german_credit_y.zip
0.1,10,correlation,auto,4,100.0,20,0.0176625251770019,0.0805,110.9911,2.6811,0.5029,-0.013,0.0021,0.0025,0.0033,0.0034,0.0032,0.0033,0.5631,skl_DBSCAN,german_credit_y.zip
0.1,10,correlation,auto,4,20.0,20,0.0241162776947021,0.079,108.8651,2.7296,0.5025,-0.0119,0.0019,0.0022,0.003,0.003,0.0029,0.003,0.5608,skl_DBSCAN,german_credit_y.zip
0.1,10,correlation,auto,4,inf,100,0.0170428752899169,0.0805,110.9911,2.6811,0.5029,-0.013,0.0021,0.0025,0.0033,0.0034,0.0032,0.0033,0.5631,skl_DBSCAN,german_credit_y.zip
0.1,10,correlation,auto,4,inf,20,0.0167975425720214,0.0805,110.9911,2.6811,0.5029,-0.013,0.0021,0.0025,0.0033,0.0034,0.0032,0.0033,0.5631,skl_DBSCAN,german_credit_y.zip
0.1,10,cosine,auto,4,1000.0,100,0.0169615745544433,0.0931,81.7968,3.2391,0.5434,0.0653,0.014,0.022,0.0228,0.0229,0.0226,0.0228,0.6034,skl_DBSCAN,german_credit_y.zip
0.1,10,cosine,auto,4,1000.0,20,0.0217628479003906,0.0931,81.7968,3.2391,0.5434,0.0653,0.014,0.022,0.0228,0.0229,0.0226,0.0228,0.6034,skl_DBSCAN,german_credit_y.zip
0.1,10,cosine,auto,4,100.0,100,0.0130848884582519,0.093,83.4621,3.2082,0.5422,0.0634,0.0135,0.0212,0.0219,0.0221,0.0218,0.0219,0.6019,skl_DBSCAN,german_credit_y.zip
0.1,10,cosine,auto,4,100.0,20,0.01729416847229,0.0931,81.7968,3.2391,0.5434,0.0653,0.014,0.022,0.0228,0.0229,0.0226,0.0228,0.6034,skl_DBSCAN,german_credit_y.zip
0.1,10,cosine,auto,4,20.0,20,0.0169391632080078,0.0921,78.8887,3.2812,0.5422,0.0615,0.0125,0.0196,0.0204,0.0204,0.0203,0.0204,0.604,skl_DBSCAN,german_credit_y.zip
0.1,10,cosine,auto,4,inf,100,0.0217945575714111,0.0931,81.7968,3.2391,0.5434,0.0653,0.014,0.022,0.0228,0.0229,0.0226,0.0228,0.6034,skl_DBSCAN,german_credit_y.zip
0.1,10,cosine,auto,4,inf,20,0.016172170639038,0.0931,81.7968,3.2391,0.5434,0.0653,0.014,0.022,0.0228,0.0229,0.0226,0.0228,0.6034,skl_DBSCAN,german_credit_y.zip
0.1,10,euclidean,auto,4,1000.0,100,0.0023260116577148,0.0,0.0,0.0,0.5796,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7613,skl_DBSCAN,german_credit_y.zip
0.1,10,euclidean,auto,4,1000.0,20,0.0022649765014648,0.0,0.0,0.0,0.5796,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7613,skl_DBSCAN,german_credit_y.zip
0.1,10,euclidean,auto,4,100.0,100,0.0023257732391357,0.0,0.0,0.0,0.5796,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7613,skl_DBSCAN,german_credit_y.zip
0.1,10,euclidean,auto,4,100.0,20,0.0023188591003417,0.0,0.0,0.0,0.5796,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7613,skl_DBSCAN,german_credit_y.zip
0.1,10,euclidean,auto,4,20.0,20,0.0880041122436523,0.0,0.0,0.0,0.5796,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7613,skl_DBSCAN,german_credit_y.zip
0.1,10,euclidean,auto,4,inf,100,0.0023419857025146,0.0,0.0,0.0,0.5796,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7613,skl_DBSCAN,german_credit_y.zip
0.1,10,euclidean,auto,4,inf,20,0.002288818359375,0.0,0.0,0.0,0.5796,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7613,skl_DBSCAN,german_credit_y.zip
0.1,2,correlation,auto,4,1000.0,100,0.0166783332824707,-0.2062,5.2897,1.4602,0.4835,0.0014,0.0527,0.0271,0.0528,0.0863,0.038,0.0528,0.4775,skl_DBSCAN,german_credit_y.zip
0.1,2,correlation,auto,4,1000.0,20,0.0170648097991943,-0.2062,5.2897,1.4602,0.4835,0.0014,0.0527,0.0271,0.0528,0.0863,0.038,0.0528,0.4775,skl_DBSCAN,german_credit_y.zip
0.1,2,correlation,auto,4,100.0,100,0.0172991752624511,-0.207,5.3364,1.4644,0.4842,0.0021,0.0522,0.0274,0.0526,0.0854,0.038,0.0526,0.4789,skl_DBSCAN,german_credit_y.zip
0.1,2,correlation,auto,4,100.0,20,0.0165839195251464,-0.2062,5.2897,1.4602,0.4835,0.0014,0.0527,0.0271,0.0528,0.0863,0.038,0.0528,0.4775,skl_DBSCAN,german_credit_y.zip
0.1,2,correlation,auto,4,20.0,20,0.0233826637268066,-0.2031,5.2213,1.4561,0.483,-0.0006,0.043,0.0173,0.0434,0.0704,0.0314,0.0434,0.4784,skl_DBSCAN,german_credit_y.zip
0.1,2,correlation,auto,4,inf,100,0.0171108245849609,-0.2062,5.2897,1.4602,0.4835,0.0014,0.0527,0.0271,0.0528,0.0863,0.038,0.0528,0.4775,skl_DBSCAN,german_credit_y.zip
0.1,2,correlation,auto,4,inf,20,0.0163590908050537,-0.2062,5.2897,1.4602,0.4835,0.0014,0.0527,0.0271,0.0528,0.0863,0.038,0.0528,0.4775,skl_DBSCAN,german_credit_y.zip
0.1,2,cosine,auto,4,1000.0,100,0.0228126049041748,-0.0828,7.9534,1.7862,0.5665,0.0678,0.0172,0.0217,0.0302,0.0282,0.0326,0.0302,0.6702,skl_DBSCAN,german_credit_y.zip
