max_depth,max_nbr_clusters,min_samples_leaf,min_samples_split,max_nbr_values,max_nbr_values_cat,bic_eps,random_state,criteria_clf,criteria_reg,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,3,30,50,1000.0,100.0,0.0,42,entropy,mape,0.8682506084442139,0.0,0.0,0.0,0.6598,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8123,ImpurityParTree2,cure-t0-2000n-2D_y.zip
10,3,30,50,1000.0,100.0,0.0,42,entropy,r2,0.8551857471466064,0.0,0.0,0.0,0.6598,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8123,ImpurityParTree2,cure-t0-2000n-2D_y.zip
10,3,30,50,1000.0,100.0,0.0,42,gini,mape,0.7783479690551758,0.0,0.0,0.0,0.6598,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8123,ImpurityParTree2,cure-t0-2000n-2D_y.zip
10,3,30,50,1000.0,100.0,0.0,42,gini,r2,0.8997440338134766,0.0,0.0,0.0,0.6598,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8123,ImpurityParTree2,cure-t0-2000n-2D_y.zip
10,3,30,50,1000.0,100.0,0.0,42,me,mape,0.7869477272033691,0.0,0.0,0.0,0.6598,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8123,ImpurityParTree2,cure-t0-2000n-2D_y.zip
10,3,30,50,1000.0,100.0,0.0,42,me,r2,0.8206801414489746,0.0,0.0,0.0,0.6598,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8123,ImpurityParTree2,cure-t0-2000n-2D_y.zip
10,3,30,50,1000.0,100.0,0.1,42,entropy,mape,1.6526827812194824,-0.097,37.1254,0.7051,0.6405,-0.0255,0.0037,0.0071,0.0102,0.0058,0.0399,0.0102,0.7934,ImpurityParTree2,cure-t0-2000n-2D_y.zip
10,3,30,50,1000.0,100.0,0.1,42,entropy,r2,1.691563844680786,0.0084,2.0032,6.2472,0.658,-0.0025,0.0003,-0.0012,0.001,0.0005,0.0274,0.001,0.8106,ImpurityParTree2,cure-t0-2000n-2D_y.zip
10,3,30,50,1000.0,100.0,0.1,42,gini,mape,1.6594877243041992,-0.097,37.1254,0.7051,0.6405,-0.0255,0.0037,0.0071,0.0102,0.0058,0.0399,0.0102,0.7934,ImpurityParTree2,cure-t0-2000n-2D_y.zip
10,3,30,50,1000.0,100.0,0.1,42,gini,r2,1.741871356964111,0.0084,2.0032,6.2472,0.658,-0.0025,0.0003,-0.0012,0.001,0.0005,0.0274,0.001,0.8106,ImpurityParTree2,cure-t0-2000n-2D_y.zip
10,3,30,50,1000.0,100.0,0.1,42,me,mape,1.542410135269165,-0.097,37.1254,0.7051,0.6405,-0.0255,0.0037,0.0071,0.0102,0.0058,0.0399,0.0102,0.7934,ImpurityParTree2,cure-t0-2000n-2D_y.zip
10,3,30,50,1000.0,100.0,0.1,42,me,r2,1.6788036823272705,0.0084,2.0032,6.2472,0.658,-0.0025,0.0003,-0.0012,0.001,0.0005,0.0274,0.001,0.8106,ImpurityParTree2,cure-t0-2000n-2D_y.zip
10,3,30,50,1000.0,100.0,0.2,42,entropy,mape,1.6121149063110352,-0.097,37.1254,0.7051,0.6405,-0.0255,0.0037,0.0071,0.0102,0.0058,0.0399,0.0102,0.7934,ImpurityParTree2,cure-t0-2000n-2D_y.zip
