n_clusters,max_iter,init,n_init,verbose,random_state,n_jobs,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_nbr_values,max_nbr_values_cat,alg,dataset
10,100,Cao,11,False,42,4,0.7796666622161865,-0.4876,0.6846,6.9606,0.0729,0.0001,0.0083,0.0007,0.0061,0.0031,0.2618,0.0061,0.2573,,,kmodes,s-set1_y.zip
10,100,Cao,11,False,42,4,0.5624918937683105,-0.4876,0.6846,6.9606,0.0729,0.0001,0.0083,0.0007,0.0061,0.0031,0.2618,0.0061,0.2573,1000.0,20.0,kmodes,s-set1_y.zip
10,100,Cao,11,False,42,4,0.5649063587188721,-0.4876,0.6846,6.9606,0.0729,0.0001,0.0083,0.0007,0.0061,0.0031,0.2618,0.0061,0.2573,100.0,20.0,kmodes,s-set1_y.zip
10,100,Cao,11,False,42,4,0.5662801265716553,-0.4876,0.6846,6.9606,0.0729,0.0001,0.0083,0.0007,0.0061,0.0031,0.2618,0.0061,0.2573,inf,20.0,kmodes,s-set1_y.zip
10,300,Cao,11,False,42,4,0.7773532867431641,-0.4876,0.6846,6.9606,0.0729,0.0001,0.0083,0.0007,0.0061,0.0031,0.2618,0.0061,0.2573,,,kmodes,s-set1_y.zip
10,300,Cao,11,False,42,4,0.5663247108459473,-0.4876,0.6846,6.9606,0.0729,0.0001,0.0083,0.0007,0.0061,0.0031,0.2618,0.0061,0.2573,1000.0,20.0,kmodes,s-set1_y.zip
10,300,Cao,11,False,42,4,0.5591745376586914,-0.4876,0.6846,6.9606,0.0729,0.0001,0.0083,0.0007,0.0061,0.0031,0.2618,0.0061,0.2573,100.0,20.0,kmodes,s-set1_y.zip
10,300,Cao,11,False,42,4,0.5637288093566895,-0.4876,0.6846,6.9606,0.0729,0.0001,0.0083,0.0007,0.0061,0.0031,0.2618,0.0061,0.2573,inf,20.0,kmodes,s-set1_y.zip
10,500,Cao,11,False,42,4,0.778956413269043,-0.4876,0.6846,6.9606,0.0729,0.0001,0.0083,0.0007,0.0061,0.0031,0.2618,0.0061,0.2573,,,kmodes,s-set1_y.zip
10,500,Cao,11,False,42,4,0.560997486114502,-0.4876,0.6846,6.9606,0.0729,0.0001,0.0083,0.0007,0.0061,0.0031,0.2618,0.0061,0.2573,1000.0,20.0,kmodes,s-set1_y.zip
10,500,Cao,11,False,42,4,0.5629956722259521,-0.4876,0.6846,6.9606,0.0729,0.0001,0.0083,0.0007,0.0061,0.0031,0.2618,0.0061,0.2573,100.0,20.0,kmodes,s-set1_y.zip
10,500,Cao,11,False,42,4,0.5634331703186035,-0.4876,0.6846,6.9606,0.0729,0.0001,0.0083,0.0007,0.0061,0.0031,0.2618,0.0061,0.2573,inf,20.0,kmodes,s-set1_y.zip
12,100,Cao,11,False,42,4,0.8860526084899902,-0.488,0.6223,26.5272,0.0743,0.0001,0.01,0.0007,0.0073,0.0037,0.2567,0.0073,0.2571,,,kmodes,s-set1_y.zip
12,100,Cao,11,False,42,4,0.6322495937347412,-0.488,0.6223,26.5272,0.0743,0.0001,0.01,0.0007,0.0073,0.0037,0.2567,0.0073,0.2571,1000.0,20.0,kmodes,s-set1_y.zip
12,100,Cao,11,False,42,4,0.6257760524749756,-0.488,0.6223,26.5272,0.0743,0.0001,0.01,0.0007,0.0073,0.0037,0.2567,0.0073,0.2571,100.0,20.0,kmodes,s-set1_y.zip
12,100,Cao,11,False,42,4,0.628387451171875,-0.488,0.6223,26.5272,0.0743,0.0001,0.01,0.0007,0.0073,0.0037,0.2567,0.0073,0.2571,inf,20.0,kmodes,s-set1_y.zip
12,300,Cao,11,False,42,4,0.8906514644622803,-0.488,0.6223,26.5272,0.0743,0.0001,0.01,0.0007,0.0073,0.0037,0.2567,0.0073,0.2571,,,kmodes,s-set1_y.zip
12,300,Cao,11,False,42,4,0.6290609836578369,-0.488,0.6223,26.5272,0.0743,0.0001,0.01,0.0007,0.0073,0.0037,0.2567,0.0073,0.2571,1000.0,20.0,kmodes,s-set1_y.zip
12,300,Cao,11,False,42,4,0.6333091259002686,-0.488,0.6223,26.5272,0.0743,0.0001,0.01,0.0007,0.0073,0.0037,0.2567,0.0073,0.2571,100.0,20.0,kmodes,s-set1_y.zip
12,300,Cao,11,False,42,4,0.634002685546875,-0.488,0.6223,26.5272,0.0743,0.0001,0.01,0.0007,0.0073,0.0037,0.2567,0.0073,0.2571,inf,20.0,kmodes,s-set1_y.zip
