max_depth,max_nbr_clusters,min_samples_leaf,min_samples_split,max_nbr_values,max_nbr_values_cat,bic_eps,random_state,n_components,oblique_splits,max_oblique_features,time,silhouette,calinski_harabasz,davies_bouldin,alg,dataset
2,10,30,50,20,20,0.0,42,1,False,0,1.9147067070007324,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,30,50,20,20,0.0,42,1,False,1,1.9309487342834477,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,30,50,20,20,0.0,42,1,False,2,1.981375217437744,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,30,50,20,20,0.0,42,2,False,0,1.89011549949646,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,30,50,20,20,0.0,42,2,False,1,1.896901607513428,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,30,50,20,20,0.0,42,2,False,2,1.9903404712677,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,30,50,20,20,0.1,42,1,False,0,1.8946902751922607,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,30,50,20,20,0.1,42,1,False,1,1.8456699848175049,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,30,50,20,20,0.1,42,1,False,2,1.8908350467681885,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,30,50,20,20,0.1,42,2,False,0,2.10968017578125,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,30,50,20,20,0.1,42,2,False,1,2.011334180831909,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,30,50,20,20,0.1,42,2,False,2,2.212679862976074,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,30,5,20,20,0.0,42,1,False,0,1.8947324752807615,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,30,5,20,20,0.0,42,1,False,1,1.9772427082061768,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,30,5,20,20,0.0,42,1,False,2,1.852824687957764,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,30,5,20,20,0.0,42,2,False,0,2.1479601860046387,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,30,5,20,20,0.0,42,2,False,1,1.9054763317108157,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,30,5,20,20,0.0,42,2,False,2,2.0403928756713867,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,30,5,20,20,0.1,42,1,False,0,2.0923891067504883,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,30,5,20,20,0.1,42,1,False,1,2.2317655086517334,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,30,5,20,20,0.1,42,1,False,2,2.064194440841675,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,30,5,20,20,0.1,42,2,False,0,2.0233848094940186,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,30,5,20,20,0.1,42,2,False,1,2.030958414077759,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,30,5,20,20,0.1,42,2,False,2,2.0802135467529297,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,3,50,20,20,0.0,42,1,False,0,2.00317645072937,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,3,50,20,20,0.0,42,1,False,1,1.9363269805908203,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,3,50,20,20,0.0,42,1,False,2,1.8511483669281008,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,3,50,20,20,0.0,42,2,False,0,2.0877935886383057,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,3,50,20,20,0.0,42,2,False,1,1.9430711269378664,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,3,50,20,20,0.0,42,2,False,2,1.920928239822388,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,3,50,20,20,0.1,42,1,False,0,1.9419074058532717,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,3,50,20,20,0.1,42,1,False,1,1.8771257400512693,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,3,50,20,20,0.1,42,1,False,2,2.0374138355255127,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,3,50,20,20,0.1,42,2,False,0,1.9889295101165767,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,3,50,20,20,0.1,42,2,False,1,1.9136550426483157,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,3,50,20,20,0.1,42,2,False,2,2.1097960472106934,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,3,5,20,20,0.0,42,1,False,0,2.058189868927002,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,3,5,20,20,0.0,42,1,False,1,2.0276572704315186,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,3,5,20,20,0.0,42,1,False,2,1.9721479415893557,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,3,5,20,20,0.0,42,2,False,0,2.077026605606079,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,3,5,20,20,0.0,42,2,False,1,2.104733228683472,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,3,5,20,20,0.0,42,2,False,2,2.166720151901245,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,3,5,20,20,0.1,42,1,False,0,1.8595921993255613,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,3,5,20,20,0.1,42,1,False,1,1.918334722518921,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,3,5,20,20,0.1,42,1,False,2,1.95918869972229,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,3,5,20,20,0.1,42,2,False,0,2.1648871898651123,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,3,5,20,20,0.1,42,2,False,1,2.163937568664551,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,10,3,5,20,20,0.1,42,2,False,2,2.0604422092437744,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,12,30,50,20,20,0.0,42,1,False,0,2.009429454803467,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,12,30,50,20,20,0.0,42,1,False,1,2.0465939044952397,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,12,30,50,20,20,0.0,42,1,False,2,2.227332592010498,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,12,30,50,20,20,0.0,42,2,False,0,2.0627870559692383,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,12,30,50,20,20,0.0,42,2,False,1,1.997429609298706,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,12,30,50,20,20,0.0,42,2,False,2,2.140989303588867,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
2,12,30,50,20,20,0.1,42,1,False,0,2.0717103481292725,0.1174,3009.4999,1.9446,PrincipalParTree,fico.zip
