number_clusters,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,55.97209978103638,0.5196,6312.8898,0.6323,0.9446,0.6702,2.1501,0.8718,0.8725,0.7943,0.9677,0.8725,0.7261,pyc_agglomerativeClust,s-set1_y.zip
12,56.11442947387695,0.5968,8894.6947,0.5075,0.9679,0.7819,2.3467,0.9126,0.9131,0.867,0.9645,0.9131,0.8097,pyc_agglomerativeClust,s-set1_y.zip
15,54.92938852310181,0.6095,12897.9293,0.4686,0.986,0.8928,2.5262,0.9474,0.9478,0.9333,0.9628,0.9478,0.9016,pyc_agglomerativeClust,s-set1_y.zip
2,55.49632263183594,0.2554,1547.0751,1.114,0.393,0.0666,0.504,0.3129,0.3135,0.1862,0.9924,0.3135,0.3142,pyc_agglomerativeClust,s-set1_y.zip
4,56.21397566795349,0.2829,2523.328,0.8341,0.7174,0.2315,1.1495,0.5912,0.5921,0.4247,0.9774,0.5921,0.4319,pyc_agglomerativeClust,s-set1_y.zip
6,55.87996816635132,0.4099,4175.4626,0.7886,0.8571,0.4147,1.6163,0.7358,0.7366,0.5971,0.9611,0.7366,0.5502,pyc_agglomerativeClust,s-set1_y.zip
8,56.202054262161255,0.4552,5215.7238,0.7635,0.9158,0.5637,1.9212,0.8168,0.8176,0.7097,0.9641,0.8176,0.6505,pyc_agglomerativeClust,s-set1_y.zip
