n_clusters,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,time,silhouette,calinski_harabasz,davies_bouldin,alg,dataset
4,k-means++,11,100,0.0001,False,42,True,lloyd,0.1079511642456054,0.2665,184.5184,1.276,skl_kmeans,home.zip-4_k
4,k-means++,11,300,0.0001,False,42,True,lloyd,0.0914273262023925,0.2665,184.5184,1.276,skl_kmeans,home.zip-4_k
4,k-means++,11,500,0.0001,False,42,True,lloyd,0.0888805389404296,0.2665,184.5184,1.276,skl_kmeans,home.zip-4_k
