n_clusters,max_iter,init,n_init,verbose,random_state,n_jobs,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,100,Cao,11,False,42,4,1000.0,100,0.1423418521881103,-0.1577,13.4292,4.901,0.5192,0.0422,0.1083,0.0756,0.0823,0.1571,0.0557,0.0823,0.3268,kmodes,home_y.zip
10,100,Cao,11,False,42,4,1000.0,20,0.1410408020019531,-0.1577,13.4292,4.901,0.5192,0.0422,0.1083,0.0756,0.0823,0.1571,0.0557,0.0823,0.3268,kmodes,home_y.zip
10,100,Cao,11,False,42,4,20.0,20,0.3182418346405029,-0.0793,15.054,6.1067,0.5258,0.0554,0.1363,0.0943,0.1006,0.1977,0.0674,0.1006,0.3341,kmodes,home_y.zip
10,100,Cao,11,False,42,4,inf,100,0.1469831466674804,-0.1577,13.4292,4.901,0.5192,0.0422,0.1083,0.0756,0.0823,0.1571,0.0557,0.0823,0.3268,kmodes,home_y.zip
10,100,Cao,11,False,42,4,inf,20,0.1427514553070068,-0.1577,13.4292,4.901,0.5192,0.0422,0.1083,0.0756,0.0823,0.1571,0.0557,0.0823,0.3268,kmodes,home_y.zip
10,300,Cao,11,False,42,4,1000.0,100,0.1427114009857177,-0.1577,13.4292,4.901,0.5192,0.0422,0.1083,0.0756,0.0823,0.1571,0.0557,0.0823,0.3268,kmodes,home_y.zip
10,300,Cao,11,False,42,4,1000.0,20,0.1421289443969726,-0.1577,13.4292,4.901,0.5192,0.0422,0.1083,0.0756,0.0823,0.1571,0.0557,0.0823,0.3268,kmodes,home_y.zip
10,300,Cao,11,False,42,4,20.0,20,0.3124573230743408,-0.0793,15.054,6.1067,0.5258,0.0554,0.1363,0.0943,0.1006,0.1977,0.0674,0.1006,0.3341,kmodes,home_y.zip
10,300,Cao,11,False,42,4,inf,100,0.1589417457580566,-0.1577,13.4292,4.901,0.5192,0.0422,0.1083,0.0756,0.0823,0.1571,0.0557,0.0823,0.3268,kmodes,home_y.zip
10,300,Cao,11,False,42,4,inf,20,0.1411075592041015,-0.1577,13.4292,4.901,0.5192,0.0422,0.1083,0.0756,0.0823,0.1571,0.0557,0.0823,0.3268,kmodes,home_y.zip
10,500,Cao,11,False,42,4,1000.0,100,0.14811372756958,-0.1577,13.4292,4.901,0.5192,0.0422,0.1083,0.0756,0.0823,0.1571,0.0557,0.0823,0.3268,kmodes,home_y.zip
10,500,Cao,11,False,42,4,1000.0,20,0.141956090927124,-0.1577,13.4292,4.901,0.5192,0.0422,0.1083,0.0756,0.0823,0.1571,0.0557,0.0823,0.3268,kmodes,home_y.zip
10,500,Cao,11,False,42,4,20.0,20,0.3231086730957031,-0.0793,15.054,6.1067,0.5258,0.0554,0.1363,0.0943,0.1006,0.1977,0.0674,0.1006,0.3341,kmodes,home_y.zip
10,500,Cao,11,False,42,4,inf,100,0.1492362022399902,-0.1577,13.4292,4.901,0.5192,0.0422,0.1083,0.0756,0.0823,0.1571,0.0557,0.0823,0.3268,kmodes,home_y.zip
10,500,Cao,11,False,42,4,inf,20,0.1415867805480957,-0.1577,13.4292,4.901,0.5192,0.0422,0.1083,0.0756,0.0823,0.1571,0.0557,0.0823,0.3268,kmodes,home_y.zip
12,100,Cao,11,False,42,4,1000.0,100,0.255094051361084,-0.1725,10.5549,4.6345,0.5195,0.043,0.1107,0.0732,0.0812,0.1606,0.0544,0.0812,0.3192,kmodes,home_y.zip
12,100,Cao,11,False,42,4,1000.0,20,0.2545912265777588,-0.1725,10.5549,4.6345,0.5195,0.043,0.1107,0.0732,0.0812,0.1606,0.0544,0.0812,0.3192,kmodes,home_y.zip
12,100,Cao,11,False,42,4,20.0,20,0.3862543106079101,-0.093,13.7038,6.5481,0.513,0.0302,0.1103,0.0681,0.0754,0.16,0.0493,0.0754,0.2868,kmodes,home_y.zip
12,100,Cao,11,False,42,4,inf,100,0.2697994709014892,-0.1725,10.5549,4.6345,0.5195,0.043,0.1107,0.0732,0.0812,0.1606,0.0544,0.0812,0.3192,kmodes,home_y.zip
12,100,Cao,11,False,42,4,inf,20,0.2609522342681885,-0.1725,10.5549,4.6345,0.5195,0.043,0.1107,0.0732,0.0812,0.1606,0.0544,0.0812,0.3192,kmodes,home_y.zip
12,300,Cao,11,False,42,4,1000.0,100,0.2550344467163086,-0.1725,10.5549,4.6345,0.5195,0.043,0.1107,0.0732,0.0812,0.1606,0.0544,0.0812,0.3192,kmodes,home_y.zip
12,300,Cao,11,False,42,4,1000.0,20,0.2554812431335449,-0.1725,10.5549,4.6345,0.5195,0.043,0.1107,0.0732,0.0812,0.1606,0.0544,0.0812,0.3192,kmodes,home_y.zip
12,300,Cao,11,False,42,4,20.0,20,0.3721928596496582,-0.093,13.7038,6.5481,0.513,0.0302,0.1103,0.0681,0.0754,0.16,0.0493,0.0754,0.2868,kmodes,home_y.zip
12,300,Cao,11,False,42,4,inf,100,0.262805700302124,-0.1725,10.5549,4.6345,0.5195,0.043,0.1107,0.0732,0.0812,0.1606,0.0544,0.0812,0.3192,kmodes,home_y.zip
12,300,Cao,11,False,42,4,inf,20,0.2525923252105713,-0.1725,10.5549,4.6345,0.5195,0.043,0.1107,0.0732,0.0812,0.1606,0.0544,0.0812,0.3192,kmodes,home_y.zip
12,500,Cao,11,False,42,4,1000.0,100,0.2547943592071533,-0.1725,10.5549,4.6345,0.5195,0.043,0.1107,0.0732,0.0812,0.1606,0.0544,0.0812,0.3192,kmodes,home_y.zip
12,500,Cao,11,False,42,4,1000.0,20,0.2549135684967041,-0.1725,10.5549,4.6345,0.5195,0.043,0.1107,0.0732,0.0812,0.1606,0.0544,0.0812,0.3192,kmodes,home_y.zip
12,500,Cao,11,False,42,4,20.0,20,0.3859457969665527,-0.093,13.7038,6.5481,0.513,0.0302,0.1103,0.0681,0.0754,0.16,0.0493,0.0754,0.2868,kmodes,home_y.zip
12,500,Cao,11,False,42,4,inf,100,0.2611355781555176,-0.1725,10.5549,4.6345,0.5195,0.043,0.1107,0.0732,0.0812,0.1606,0.0544,0.0812,0.3192,kmodes,home_y.zip
