n_clusters,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,alg,dataset
6,k-means++,11,100,0.0001,False,42,True,lloyd,1000.0,100,1.1752171516418457,0.174,1253.3902,1.7092,skl_kmeans,wine.zip-6_k
6,k-means++,11,100,0.0001,False,42,True,lloyd,1000.0,20,1.12206768989563,0.174,1253.3902,1.7092,skl_kmeans,wine.zip-6_k
6,k-means++,11,100,0.0001,False,42,True,lloyd,20.0,20,1.1780455112457275,0.1723,1245.9368,1.718,skl_kmeans,wine.zip-6_k
6,k-means++,11,100,0.0001,False,42,True,lloyd,inf,100,1.2481837272644043,0.174,1253.3902,1.7092,skl_kmeans,wine.zip-6_k
6,k-means++,11,100,0.0001,False,42,True,lloyd,inf,20,1.0505046844482422,0.174,1253.3902,1.7092,skl_kmeans,wine.zip-6_k
6,k-means++,11,300,0.0001,False,42,True,lloyd,1000.0,100,1.2043204307556152,0.174,1253.3902,1.7092,skl_kmeans,wine.zip-6_k
6,k-means++,11,300,0.0001,False,42,True,lloyd,1000.0,20,1.105555534362793,0.174,1253.3902,1.7092,skl_kmeans,wine.zip-6_k
6,k-means++,11,300,0.0001,False,42,True,lloyd,20.0,20,1.0398423671722412,0.1723,1245.9368,1.718,skl_kmeans,wine.zip-6_k
6,k-means++,11,300,0.0001,False,42,True,lloyd,inf,100,1.2591135501861572,0.174,1253.3902,1.7092,skl_kmeans,wine.zip-6_k
6,k-means++,11,300,0.0001,False,42,True,lloyd,inf,20,1.1754608154296875,0.174,1253.3902,1.7092,skl_kmeans,wine.zip-6_k
6,k-means++,11,500,0.0001,False,42,True,lloyd,1000.0,100,1.1476235389709473,0.174,1253.3902,1.7092,skl_kmeans,wine.zip-6_k
6,k-means++,11,500,0.0001,False,42,True,lloyd,1000.0,20,1.2686717510223389,0.174,1253.3902,1.7092,skl_kmeans,wine.zip-6_k
6,k-means++,11,500,0.0001,False,42,True,lloyd,20.0,20,1.1675376892089844,0.1723,1245.9368,1.718,skl_kmeans,wine.zip-6_k
6,k-means++,11,500,0.0001,False,42,True,lloyd,inf,100,1.1831035614013672,0.174,1253.3902,1.7092,skl_kmeans,wine.zip-6_k
6,k-means++,11,500,0.0001,False,42,True,lloyd,inf,20,1.153292894363403,0.174,1253.3902,1.7092,skl_kmeans,wine.zip-6_k
