amount_initial_centers,kmax,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,10,1000.0,100,0.2451033592224121,0.5576,13924.6281,0.6508,0.544,0.0943,0.244,0.1754,0.1758,0.3546,0.1168,0.1758,0.3574,pyc_xmeans,compas-scores-two-years_y.zip
10,10,1000.0,20,0.1585786342620849,0.5342,14175.4336,0.6764,0.5399,0.0864,0.2415,0.1685,0.1688,0.3509,0.1112,0.1688,0.3388,pyc_xmeans,compas-scores-two-years_y.zip
10,10,100.0,100,0.1334824562072754,0.5547,12919.1045,0.6708,0.5478,0.1016,0.2496,0.1814,0.1818,0.3627,0.1213,0.1818,0.3674,pyc_xmeans,compas-scores-two-years_y.zip
10,10,100.0,20,0.1821882724761963,0.5633,14088.9594,0.6512,0.5423,0.0909,0.2365,0.1705,0.1709,0.3437,0.1137,0.1709,0.3556,pyc_xmeans,compas-scores-two-years_y.zip
10,10,20.0,20,0.2199244499206543,0.5634,13558.3653,0.6649,0.5449,0.0959,0.2411,0.1748,0.1752,0.3503,0.1168,0.1752,0.3623,pyc_xmeans,compas-scores-two-years_y.zip
10,10,inf,100,0.1454048156738281,0.5391,14174.322,0.6809,0.5381,0.0828,0.2338,0.1634,0.1638,0.3397,0.1079,0.1638,0.3358,pyc_xmeans,compas-scores-two-years_y.zip
10,10,inf,20,0.2343268394470214,0.5388,14266.9776,0.6894,0.538,0.0826,0.2347,0.1637,0.1641,0.341,0.108,0.1641,0.3353,pyc_xmeans,compas-scores-two-years_y.zip
10,14,1000.0,100,0.2039775848388672,0.5142,13353.3615,0.6737,0.5414,0.0896,0.2831,0.1815,0.182,0.4114,0.1168,0.182,0.3274,pyc_xmeans,compas-scores-two-years_y.zip
10,14,1000.0,20,0.2758162021636963,0.539,13066.8532,0.6912,0.5463,0.0989,0.2751,0.1856,0.1861,0.3997,0.1213,0.1861,0.3554,pyc_xmeans,compas-scores-two-years_y.zip
10,14,100.0,100,0.287487268447876,0.4824,13229.9176,0.753,0.5402,0.0871,0.2596,0.1716,0.1721,0.3772,0.1115,0.1721,0.3345,pyc_xmeans,compas-scores-two-years_y.zip
10,14,100.0,20,0.1870229244232177,0.4994,11059.0551,0.7641,0.5548,0.1158,0.3044,0.2058,0.2063,0.4423,0.1345,0.2063,0.3696,pyc_xmeans,compas-scores-two-years_y.zip
10,14,20.0,20,0.1885039806365966,0.4479,12451.1662,0.7431,0.536,0.0791,0.2654,0.1683,0.1688,0.3856,0.108,0.1688,0.3132,pyc_xmeans,compas-scores-two-years_y.zip
10,14,inf,100,0.2607576847076416,0.5203,12690.3897,0.7157,0.5424,0.0916,0.2839,0.1825,0.183,0.4124,0.1176,0.183,0.3302,pyc_xmeans,compas-scores-two-years_y.zip
10,14,inf,20,0.2641916275024414,0.4843,13288.318,0.7247,0.5387,0.0842,0.2643,0.1741,0.1746,0.384,0.113,0.1746,0.3319,pyc_xmeans,compas-scores-two-years_y.zip
10,18,1000.0,100,0.253187894821167,0.5367,15547.444,0.7073,0.5394,0.086,0.2979,0.1813,0.1819,0.4328,0.1152,0.1819,0.3178,pyc_xmeans,compas-scores-two-years_y.zip
10,18,1000.0,20,0.2218921184539795,0.523,13414.9474,0.681,0.5499,0.1064,0.3218,0.2021,0.2027,0.4676,0.1294,0.2027,0.3506,pyc_xmeans,compas-scores-two-years_y.zip
10,18,100.0,100,0.2597577571868896,0.5199,13025.389,0.7742,0.537,0.0813,0.295,0.177,0.1776,0.4286,0.112,0.1776,0.309,pyc_xmeans,compas-scores-two-years_y.zip
10,18,100.0,20,0.3155477046966553,0.4839,14601.5803,0.7705,0.526,0.0594,0.2498,0.1494,0.15,0.3629,0.0945,0.15,0.2812,pyc_xmeans,compas-scores-two-years_y.zip
10,18,20.0,20,0.2806861400604248,0.4346,11721.5439,0.8333,0.5356,0.0783,0.2856,0.1752,0.1758,0.415,0.1115,0.1758,0.3113,pyc_xmeans,compas-scores-two-years_y.zip
10,18,inf,100,0.2953746318817138,0.486,13410.5582,0.7618,0.5312,0.0696,0.27,0.1658,0.1664,0.3923,0.1056,0.1664,0.3002,pyc_xmeans,compas-scores-two-years_y.zip
10,18,inf,20,0.2272844314575195,0.5163,11892.0117,0.7619,0.5511,0.1088,0.3195,0.2035,0.2041,0.4642,0.1309,0.2041,0.3558,pyc_xmeans,compas-scores-two-years_y.zip
10,22,1000.0,100,0.4250524044036865,0.5249,12343.3978,0.7011,0.5343,0.076,0.3162,0.1817,0.1824,0.4594,0.1138,0.1824,0.2947,pyc_xmeans,compas-scores-two-years_y.zip
10,22,1000.0,20,0.4330394268035888,0.5218,14087.476,0.8175,0.5389,0.0849,0.3156,0.1851,0.1858,0.4585,0.1165,0.1858,0.3135,pyc_xmeans,compas-scores-two-years_y.zip
10,22,100.0,100,0.3335740566253662,0.5413,13229.1777,0.7267,0.5415,0.09,0.3197,0.1919,0.1926,0.4646,0.1215,0.1926,0.3241,pyc_xmeans,compas-scores-two-years_y.zip
10,22,100.0,20,0.3585121631622314,0.4761,14745.0289,0.7421,0.5317,0.0709,0.3066,0.1747,0.1754,0.4454,0.1092,0.1754,0.2879,pyc_xmeans,compas-scores-two-years_y.zip
10,22,20.0,20,0.3231978416442871,0.4545,12038.003,0.7541,0.5355,0.0783,0.3127,0.182,0.1827,0.4544,0.1143,0.1827,0.3053,pyc_xmeans,compas-scores-two-years_y.zip
10,22,inf,100,0.3224780559539795,0.5318,15584.7694,0.705,0.5355,0.0785,0.3102,0.179,0.1797,0.4507,0.1122,0.1797,0.3021,pyc_xmeans,compas-scores-two-years_y.zip
10,22,inf,20,0.388010025024414,0.5319,15233.9237,0.7294,0.5393,0.0859,0.3219,0.1877,0.1884,0.4678,0.1179,0.1884,0.3133,pyc_xmeans,compas-scores-two-years_y.zip
10,2,1000.0,100,0.1470305919647216,0.5633,14086.5832,0.6474,0.5423,0.0909,0.2369,0.1708,0.1711,0.3442,0.1139,0.1711,0.3555,pyc_xmeans,compas-scores-two-years_y.zip
10,2,1000.0,20,0.1971056461334228,0.4973,11657.2947,0.7293,0.538,0.0825,0.2223,0.1567,0.157,0.323,0.1037,0.157,0.3373,pyc_xmeans,compas-scores-two-years_y.zip
10,2,100.0,100,0.2001984119415283,0.5621,14095.047,0.6315,0.5442,0.0944,0.236,0.1711,0.1714,0.3428,0.1143,0.1714,0.3609,pyc_xmeans,compas-scores-two-years_y.zip
10,2,100.0,20,0.1040461063385009,0.563,14069.1163,0.6533,0.5446,0.0954,0.2456,0.1766,0.1769,0.3569,0.1176,0.1769,0.3584,pyc_xmeans,compas-scores-two-years_y.zip
10,2,20.0,20,0.1287963390350341,0.5304,13305.7227,0.8026,0.5393,0.0849,0.2216,0.157,0.1574,0.322,0.1042,0.1574,0.3431,pyc_xmeans,compas-scores-two-years_y.zip
10,2,inf,100,0.1351244449615478,0.5425,14381.5723,0.6614,0.5382,0.083,0.2349,0.164,0.1644,0.3413,0.1083,0.1644,0.3359,pyc_xmeans,compas-scores-two-years_y.zip
10,2,inf,20,0.1991000175476074,0.5423,14483.4064,0.6848,0.5383,0.0831,0.2366,0.1647,0.165,0.3438,0.1086,0.165,0.3351,pyc_xmeans,compas-scores-two-years_y.zip
10,6,1000.0,100,0.1160078048706054,0.5615,13712.021,0.6618,0.5443,0.0947,0.2449,0.1763,0.1767,0.3558,0.1175,0.1767,0.3583,pyc_xmeans,compas-scores-two-years_y.zip
10,6,1000.0,20,0.1217854022979736,0.5387,13166.3587,0.7813,0.5443,0.0949,0.2412,0.1721,0.1725,0.3504,0.1144,0.1725,0.3561,pyc_xmeans,compas-scores-two-years_y.zip
10,6,100.0,100,0.1061639785766601,0.526,13331.373,0.7004,0.5419,0.0903,0.2468,0.1726,0.1729,0.3586,0.1139,0.1729,0.3425,pyc_xmeans,compas-scores-two-years_y.zip
10,6,100.0,20,0.1835448741912841,0.5427,14381.6643,0.6589,0.5383,0.0831,0.2351,0.1642,0.1646,0.3415,0.1084,0.1646,0.3361,pyc_xmeans,compas-scores-two-years_y.zip
10,6,20.0,20,0.1126768589019775,0.5494,13073.8056,0.7408,0.5461,0.0983,0.2454,0.1782,0.1785,0.3566,0.1191,0.1785,0.3643,pyc_xmeans,compas-scores-two-years_y.zip
10,6,inf,100,0.1783285140991211,0.5588,13999.6325,0.6423,0.5442,0.0946,0.2441,0.1758,0.1762,0.3547,0.1172,0.1762,0.3585,pyc_xmeans,compas-scores-two-years_y.zip
10,6,inf,20,0.1221265792846679,0.5616,13941.6392,0.6459,0.5429,0.092,0.2372,0.1713,0.1717,0.3447,0.1143,0.1717,0.3569,pyc_xmeans,compas-scores-two-years_y.zip
12,10,1000.0,100,0.1802165508270263,0.5358,13990.2846,0.6558,0.5392,0.085,0.2526,0.1707,0.1711,0.3671,0.1115,0.1711,0.3334,pyc_xmeans,compas-scores-two-years_y.zip
12,10,1000.0,20,0.1430544853210449,0.5553,13884.6909,0.6742,0.5382,0.083,0.2492,0.1687,0.1691,0.3621,0.1104,0.1691,0.332,pyc_xmeans,compas-scores-two-years_y.zip
12,10,100.0,100,0.1947839260101318,0.518,12598.4803,0.7659,0.5395,0.0855,0.2367,0.1621,0.1625,0.3439,0.1064,0.1625,0.3385,pyc_xmeans,compas-scores-two-years_y.zip
12,10,100.0,20,0.1319940090179443,0.5265,12850.6113,0.6734,0.5457,0.0981,0.2789,0.1873,0.1877,0.4053,0.1222,0.1877,0.3438,pyc_xmeans,compas-scores-two-years_y.zip
12,10,20.0,20,0.1142051219940185,0.5103,13489.2896,0.7543,0.5389,0.0844,0.2414,0.1642,0.1646,0.3508,0.1075,0.1646,0.3353,pyc_xmeans,compas-scores-two-years_y.zip
12,10,inf,100,0.1360950469970703,0.547,13790.8225,0.6612,0.5468,0.0999,0.2716,0.1871,0.1876,0.3946,0.123,0.1876,0.3562,pyc_xmeans,compas-scores-two-years_y.zip
12,10,inf,20,0.1801788806915283,0.5117,13436.1078,0.6742,0.5488,0.104,0.2751,0.1868,0.1872,0.3997,0.1222,0.1872,0.3564,pyc_xmeans,compas-scores-two-years_y.zip
12,14,1000.0,100,0.2073407173156738,0.5211,13740.9805,0.6586,0.536,0.079,0.2758,0.1759,0.1764,0.4008,0.1131,0.1764,0.3135,pyc_xmeans,compas-scores-two-years_y.zip
12,14,1000.0,20,0.2760164737701416,0.5318,14800.1666,0.6904,0.533,0.073,0.2479,0.1581,0.1586,0.3602,0.1017,0.1586,0.3106,pyc_xmeans,compas-scores-two-years_y.zip
12,14,100.0,100,0.2685694694519043,0.5031,13589.3297,0.7007,0.5393,0.0853,0.2679,0.1751,0.1756,0.3892,0.1134,0.1756,0.3288,pyc_xmeans,compas-scores-two-years_y.zip
12,14,100.0,20,0.2579400539398193,0.4718,14146.8717,0.7273,0.535,0.0769,0.2557,0.1651,0.1656,0.3715,0.1066,0.1656,0.3188,pyc_xmeans,compas-scores-two-years_y.zip
12,14,20.0,20,0.2597601413726806,0.5302,14025.2916,0.6746,0.5397,0.0859,0.2537,0.1686,0.1691,0.3685,0.1097,0.1691,0.3394,pyc_xmeans,compas-scores-two-years_y.zip
12,14,inf,100,0.2729763984680176,0.5399,13642.6875,0.6663,0.5411,0.0891,0.2793,0.18,0.1804,0.4057,0.116,0.1804,0.3285,pyc_xmeans,compas-scores-two-years_y.zip
12,14,inf,20,0.2531857490539551,0.5451,13850.8076,0.6383,0.5359,0.0787,0.2552,0.166,0.1665,0.3708,0.1073,0.1665,0.3214,pyc_xmeans,compas-scores-two-years_y.zip
12,18,1000.0,100,0.2665829658508301,0.5397,15307.9415,0.6755,0.5402,0.0875,0.3008,0.1844,0.185,0.437,0.1173,0.185,0.3213,pyc_xmeans,compas-scores-two-years_y.zip
12,18,1000.0,20,0.2034871578216552,0.5231,15284.8365,0.7199,0.5378,0.0828,0.2912,0.1761,0.1767,0.4231,0.1117,0.1767,0.3135,pyc_xmeans,compas-scores-two-years_y.zip
12,18,100.0,100,0.3041131496429443,0.5032,14773.9547,0.7057,0.5372,0.0814,0.2929,0.1787,0.1792,0.4256,0.1135,0.1792,0.314,pyc_xmeans,compas-scores-two-years_y.zip
12,18,100.0,20,0.3249995708465576,0.5065,14235.1243,0.7477,0.5293,0.0659,0.2616,0.1593,0.1599,0.3801,0.1013,0.1599,0.2935,pyc_xmeans,compas-scores-two-years_y.zip
12,18,20.0,20,0.1896860599517822,0.4694,12703.3652,0.8766,0.5355,0.0781,0.2686,0.165,0.1656,0.3902,0.1051,0.1656,0.3115,pyc_xmeans,compas-scores-two-years_y.zip
12,18,inf,100,0.3107492923736572,0.5285,15545.0598,0.6695,0.5377,0.0826,0.292,0.178,0.1785,0.4242,0.1131,0.1785,0.3147,pyc_xmeans,compas-scores-two-years_y.zip
12,18,inf,20,0.3251864910125732,0.4952,13911.1275,0.7625,0.5304,0.068,0.2673,0.1633,0.1639,0.3884,0.1039,0.1639,0.2977,pyc_xmeans,compas-scores-two-years_y.zip
12,22,1000.0,100,0.3490986824035644,0.5383,14814.7573,0.7483,0.54,0.0872,0.3208,0.1888,0.1895,0.4661,0.1189,0.1895,0.3162,pyc_xmeans,compas-scores-two-years_y.zip
12,22,1000.0,20,0.2406196594238281,0.5385,14921.3829,0.7127,0.5365,0.0802,0.2985,0.1752,0.1759,0.4336,0.1103,0.1759,0.3076,pyc_xmeans,compas-scores-two-years_y.zip
12,22,100.0,100,0.3307409286499023,0.4787,12879.4611,0.8258,0.5387,0.0847,0.3186,0.1878,0.1885,0.4628,0.1184,0.1885,0.3134,pyc_xmeans,compas-scores-two-years_y.zip
12,22,100.0,20,0.2129435539245605,0.5206,14432.7863,0.77,0.5344,0.0763,0.2994,0.173,0.1737,0.435,0.1085,0.1737,0.2986,pyc_xmeans,compas-scores-two-years_y.zip
12,22,20.0,20,0.22035813331604,0.4629,13607.2341,0.7459,0.5318,0.0709,0.2957,0.1719,0.1726,0.4296,0.108,0.1726,0.2949,pyc_xmeans,compas-scores-two-years_y.zip
12,22,inf,100,0.3476450443267822,0.5475,15775.8305,0.7067,0.5385,0.0843,0.3194,0.1855,0.1862,0.464,0.1165,0.1862,0.3101,pyc_xmeans,compas-scores-two-years_y.zip
12,22,inf,20,0.3927175998687744,0.4934,14153.6462,0.7379,0.5329,0.0732,0.3069,0.1773,0.178,0.4459,0.1112,0.178,0.297,pyc_xmeans,compas-scores-two-years_y.zip
12,2,1000.0,100,0.1225638389587402,0.5381,13894.3897,0.6975,0.5378,0.0824,0.2503,0.1692,0.1696,0.3636,0.1106,0.1696,0.3311,pyc_xmeans,compas-scores-two-years_y.zip
12,2,1000.0,20,0.1904692649841308,0.4361,9555.741,0.7682,0.5493,0.1047,0.2793,0.1937,0.1942,0.4058,0.1276,0.1942,0.3631,pyc_xmeans,compas-scores-two-years_y.zip
12,2,100.0,100,0.2093024253845214,0.544,14565.6285,0.6485,0.5368,0.0802,0.246,0.166,0.1665,0.3575,0.1085,0.1665,0.3289,pyc_xmeans,compas-scores-two-years_y.zip
12,2,100.0,20,0.1166415214538574,0.5699,14229.7824,0.6311,0.5415,0.0892,0.2411,0.169,0.1695,0.3503,0.1118,0.1695,0.3527,pyc_xmeans,compas-scores-two-years_y.zip
12,2,20.0,20,0.1129777431488037,0.5389,13560.7986,0.6561,0.5499,0.1061,0.2762,0.1909,0.1913,0.4013,0.1256,0.1913,0.3629,pyc_xmeans,compas-scores-two-years_y.zip
12,2,inf,100,0.1459410190582275,0.5511,14969.142,0.6458,0.5354,0.0775,0.24,0.162,0.1624,0.3486,0.1059,0.1624,0.3265,pyc_xmeans,compas-scores-two-years_y.zip
12,2,inf,20,0.2044439315795898,0.5354,13872.8719,0.6662,0.5391,0.0848,0.2542,0.1714,0.1718,0.3694,0.1119,0.1718,0.3327,pyc_xmeans,compas-scores-two-years_y.zip
12,6,1000.0,100,0.1313092708587646,0.5527,14994.4497,0.6354,0.5355,0.0778,0.2397,0.162,0.1624,0.3482,0.1059,0.1624,0.3269,pyc_xmeans,compas-scores-two-years_y.zip
12,6,1000.0,20,0.1179442405700683,0.5574,14166.1478,0.6438,0.5448,0.096,0.2573,0.1789,0.1794,0.3739,0.118,0.1794,0.3563,pyc_xmeans,compas-scores-two-years_y.zip
12,6,100.0,100,0.1316325664520263,0.5519,14980.7079,0.6745,0.5352,0.0771,0.2405,0.162,0.1625,0.3495,0.1058,0.1625,0.3256,pyc_xmeans,compas-scores-two-years_y.zip
12,6,100.0,20,0.2190718650817871,0.537,13989.11,0.6568,0.5401,0.0868,0.2609,0.1754,0.1759,0.379,0.1145,0.1759,0.3341,pyc_xmeans,compas-scores-two-years_y.zip
12,6,20.0,20,0.1762399673461914,0.5122,11909.452,0.7615,0.5445,0.0953,0.2496,0.1755,0.1759,0.3626,0.1161,0.1759,0.3577,pyc_xmeans,compas-scores-two-years_y.zip
12,6,inf,100,0.1804027557373047,0.5536,15373.164,0.6495,0.5353,0.0772,0.241,0.1624,0.1628,0.3502,0.106,0.1628,0.3258,pyc_xmeans,compas-scores-two-years_y.zip
12,6,inf,20,0.1286141872406005,0.521,13041.2925,0.6732,0.5444,0.0952,0.2592,0.1772,0.1776,0.3766,0.1162,0.1776,0.3505,pyc_xmeans,compas-scores-two-years_y.zip
2,10,1000.0,100,0.2656605243682861,0.5428,14584.3306,0.666,0.5384,0.0834,0.2349,0.1639,0.1642,0.3413,0.1081,0.1642,0.3358,pyc_xmeans,compas-scores-two-years_y.zip
2,10,1000.0,20,0.1973216533660888,0.5448,13425.3472,0.6557,0.5497,0.1056,0.2639,0.1889,0.1893,0.3834,0.1257,0.1893,0.3657,pyc_xmeans,compas-scores-two-years_y.zip
2,10,100.0,100,0.167881965637207,0.5547,12919.1045,0.6708,0.5478,0.1016,0.2496,0.1814,0.1818,0.3627,0.1213,0.1818,0.3674,pyc_xmeans,compas-scores-two-years_y.zip
2,10,100.0,20,0.1802065372467041,0.536,13586.551,0.6773,0.545,0.0966,0.2612,0.1813,0.1816,0.3796,0.1194,0.1816,0.3462,pyc_xmeans,compas-scores-two-years_y.zip
