n_clusters,max_iter,init,n_init,verbose,random_state,n_jobs,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_nbr_values,max_nbr_values_cat,alg,dataset
10,100,Cao,11,False,42,4,0.3148462772369385,-0.6367,0.7621,1.7598,0.6544,-0.0073,0.001,-0.0056,0.003,0.0016,0.026,0.003,0.8071,,,kmodes,cure-t0-2000n-2D_y.zip
10,100,Cao,11,False,42,4,0.2270979881286621,-0.6367,0.7621,1.7598,0.6544,-0.0073,0.001,-0.0056,0.003,0.0016,0.026,0.003,0.8071,1000.0,20.0,kmodes,cure-t0-2000n-2D_y.zip
10,100,Cao,11,False,42,4,0.2303194999694824,-0.6367,0.7621,1.7598,0.6544,-0.0073,0.001,-0.0056,0.003,0.0016,0.026,0.003,0.8071,100.0,20.0,kmodes,cure-t0-2000n-2D_y.zip
10,100,Cao,11,False,42,4,0.2308387756347656,-0.6367,0.7621,1.7598,0.6544,-0.0073,0.001,-0.0056,0.003,0.0016,0.026,0.003,0.8071,inf,20.0,kmodes,cure-t0-2000n-2D_y.zip
10,300,Cao,11,False,42,4,0.3052687644958496,-0.6367,0.7621,1.7598,0.6544,-0.0073,0.001,-0.0056,0.003,0.0016,0.026,0.003,0.8071,,,kmodes,cure-t0-2000n-2D_y.zip
10,300,Cao,11,False,42,4,0.2283058166503906,-0.6367,0.7621,1.7598,0.6544,-0.0073,0.001,-0.0056,0.003,0.0016,0.026,0.003,0.8071,1000.0,20.0,kmodes,cure-t0-2000n-2D_y.zip
10,300,Cao,11,False,42,4,0.2279610633850097,-0.6367,0.7621,1.7598,0.6544,-0.0073,0.001,-0.0056,0.003,0.0016,0.026,0.003,0.8071,100.0,20.0,kmodes,cure-t0-2000n-2D_y.zip
10,300,Cao,11,False,42,4,0.2291338443756103,-0.6367,0.7621,1.7598,0.6544,-0.0073,0.001,-0.0056,0.003,0.0016,0.026,0.003,0.8071,inf,20.0,kmodes,cure-t0-2000n-2D_y.zip
10,500,Cao,11,False,42,4,0.3149640560150146,-0.6367,0.7621,1.7598,0.6544,-0.0073,0.001,-0.0056,0.003,0.0016,0.026,0.003,0.8071,,,kmodes,cure-t0-2000n-2D_y.zip
10,500,Cao,11,False,42,4,0.2266349792480468,-0.6367,0.7621,1.7598,0.6544,-0.0073,0.001,-0.0056,0.003,0.0016,0.026,0.003,0.8071,1000.0,20.0,kmodes,cure-t0-2000n-2D_y.zip
10,500,Cao,11,False,42,4,0.2293798923492431,-0.6367,0.7621,1.7598,0.6544,-0.0073,0.001,-0.0056,0.003,0.0016,0.026,0.003,0.8071,100.0,20.0,kmodes,cure-t0-2000n-2D_y.zip
10,500,Cao,11,False,42,4,0.2265737056732177,-0.6367,0.7621,1.7598,0.6544,-0.0073,0.001,-0.0056,0.003,0.0016,0.026,0.003,0.8071,inf,20.0,kmodes,cure-t0-2000n-2D_y.zip
12,100,Cao,11,False,42,4,0.3543663024902344,-0.6656,0.6532,2.3139,0.6533,-0.0089,0.0012,-0.0067,0.0036,0.0019,0.026,0.0036,0.8059,,,kmodes,cure-t0-2000n-2D_y.zip
12,100,Cao,11,False,42,4,0.2581501007080078,-0.6656,0.6532,2.3139,0.6533,-0.0089,0.0012,-0.0067,0.0036,0.0019,0.026,0.0036,0.8059,1000.0,20.0,kmodes,cure-t0-2000n-2D_y.zip
12,100,Cao,11,False,42,4,0.2558889389038086,-0.6656,0.6532,2.3139,0.6533,-0.0089,0.0012,-0.0067,0.0036,0.0019,0.026,0.0036,0.8059,100.0,20.0,kmodes,cure-t0-2000n-2D_y.zip
12,100,Cao,11,False,42,4,0.2546775341033935,-0.6656,0.6532,2.3139,0.6533,-0.0089,0.0012,-0.0067,0.0036,0.0019,0.026,0.0036,0.8059,inf,20.0,kmodes,cure-t0-2000n-2D_y.zip
12,300,Cao,11,False,42,4,0.3603975772857666,-0.6656,0.6532,2.3139,0.6533,-0.0089,0.0012,-0.0067,0.0036,0.0019,0.026,0.0036,0.8059,,,kmodes,cure-t0-2000n-2D_y.zip
12,300,Cao,11,False,42,4,0.2552468776702881,-0.6656,0.6532,2.3139,0.6533,-0.0089,0.0012,-0.0067,0.0036,0.0019,0.026,0.0036,0.8059,1000.0,20.0,kmodes,cure-t0-2000n-2D_y.zip
12,300,Cao,11,False,42,4,0.256995677947998,-0.6656,0.6532,2.3139,0.6533,-0.0089,0.0012,-0.0067,0.0036,0.0019,0.026,0.0036,0.8059,100.0,20.0,kmodes,cure-t0-2000n-2D_y.zip
12,300,Cao,11,False,42,4,0.2567353248596191,-0.6656,0.6532,2.3139,0.6533,-0.0089,0.0012,-0.0067,0.0036,0.0019,0.026,0.0036,0.8059,inf,20.0,kmodes,cure-t0-2000n-2D_y.zip
12,500,Cao,11,False,42,4,0.3483133316040039,-0.6656,0.6532,2.3139,0.6533,-0.0089,0.0012,-0.0067,0.0036,0.0019,0.026,0.0036,0.8059,,,kmodes,cure-t0-2000n-2D_y.zip
12,500,Cao,11,False,42,4,0.2562294006347656,-0.6656,0.6532,2.3139,0.6533,-0.0089,0.0012,-0.0067,0.0036,0.0019,0.026,0.0036,0.8059,1000.0,20.0,kmodes,cure-t0-2000n-2D_y.zip
12,500,Cao,11,False,42,4,0.2545740604400635,-0.6656,0.6532,2.3139,0.6533,-0.0089,0.0012,-0.0067,0.0036,0.0019,0.026,0.0036,0.8059,100.0,20.0,kmodes,cure-t0-2000n-2D_y.zip
12,500,Cao,11,False,42,4,0.2551813125610351,-0.6656,0.6532,2.3139,0.6533,-0.0089,0.0012,-0.0067,0.0036,0.0019,0.026,0.0036,0.8059,inf,20.0,kmodes,cure-t0-2000n-2D_y.zip
2,100,Cao,11,False,42,4,0.1416404247283935,0.0138,1.3664,0.7987,0.6592,-0.0008,0.0001,-0.0006,0.0003,0.0002,0.026,0.0003,0.8117,,,kmodes,cure-t0-2000n-2D_y.zip
2,100,Cao,11,False,42,4,0.1204938888549804,0.0138,1.3664,0.7987,0.6592,-0.0008,0.0001,-0.0006,0.0003,0.0002,0.026,0.0003,0.8117,1000.0,20.0,kmodes,cure-t0-2000n-2D_y.zip
2,100,Cao,11,False,42,4,0.1219909191131591,0.0138,1.3664,0.7987,0.6592,-0.0008,0.0001,-0.0006,0.0003,0.0002,0.026,0.0003,0.8117,100.0,20.0,kmodes,cure-t0-2000n-2D_y.zip
2,100,Cao,11,False,42,4,0.1194369792938232,0.0138,1.3664,0.7987,0.6592,-0.0008,0.0001,-0.0006,0.0003,0.0002,0.026,0.0003,0.8117,inf,20.0,kmodes,cure-t0-2000n-2D_y.zip
2,300,Cao,11,False,42,4,0.1396420001983642,0.0138,1.3664,0.7987,0.6592,-0.0008,0.0001,-0.0006,0.0003,0.0002,0.026,0.0003,0.8117,,,kmodes,cure-t0-2000n-2D_y.zip
2,300,Cao,11,False,42,4,0.1183326244354248,0.0138,1.3664,0.7987,0.6592,-0.0008,0.0001,-0.0006,0.0003,0.0002,0.026,0.0003,0.8117,1000.0,20.0,kmodes,cure-t0-2000n-2D_y.zip
2,300,Cao,11,False,42,4,0.1205592155456543,0.0138,1.3664,0.7987,0.6592,-0.0008,0.0001,-0.0006,0.0003,0.0002,0.026,0.0003,0.8117,100.0,20.0,kmodes,cure-t0-2000n-2D_y.zip
2,300,Cao,11,False,42,4,0.1210920810699462,0.0138,1.3664,0.7987,0.6592,-0.0008,0.0001,-0.0006,0.0003,0.0002,0.026,0.0003,0.8117,inf,20.0,kmodes,cure-t0-2000n-2D_y.zip
