n_clusters,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,time,silhouette,calinski_harabasz,davies_bouldin,alg,dataset
2,k-means++,11,100,0.0001,False,42,True,lloyd,0.0800142288208007,0.4706,163.2228,1.2072,skl_kmeans,home.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,0.0875651836395263,0.4706,163.2228,1.2072,skl_kmeans,home.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,0.0818495750427246,0.4706,163.2228,1.2072,skl_kmeans,home.zip-2_k
