amount_initial_centers,kmax,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_nbr_values,max_nbr_values_cat,alg,dataset
2,18,0.0153336524963378,0.4581,17916.8757,0.6396,0.7793,0.3817,1.235,0.6471,0.6511,1.0,0.4827,0.6511,0.5591,,,pyc_xmeans,2d-4c_y.zip
2,18,0.0207417011260986,0.4552,17877.7505,0.6621,0.7775,0.3759,1.235,0.6407,0.6447,1.0,0.4757,0.6447,0.5543,1000.0,20.0,pyc_xmeans,2d-4c_y.zip
2,18,0.0157575607299804,0.427,17766.2389,0.6844,0.7766,0.3726,1.235,0.6394,0.6434,1.0,0.4742,0.6434,0.5516,100.0,20.0,pyc_xmeans,2d-4c_y.zip
2,18,0.0163576602935791,0.471,17926.3568,0.6284,0.7781,0.3779,1.235,0.6442,0.6481,1.0,0.4794,0.6481,0.556,inf,20.0,pyc_xmeans,2d-4c_y.zip
2,2,0.0092573165893554,0.7217,2837.7554,0.5264,0.8206,0.6414,0.6923,0.718,0.7184,0.5605,1.0,0.7184,0.801,,,pyc_xmeans,2d-4c_y.zip
2,22,0.0212688446044921,0.4505,14650.8084,0.658,0.7728,0.3595,1.235,0.6201,0.6252,1.0,0.4548,0.6252,0.5408,,,pyc_xmeans,2d-4c_y.zip
2,22,0.0781424045562744,0.4563,14655.9954,0.6433,0.7736,0.3623,1.235,0.6227,0.6277,1.0,0.4574,0.6277,0.5431,1000.0,20.0,pyc_xmeans,2d-4c_y.zip
2,22,0.0218744277954101,0.4518,16094.6969,0.6628,0.7753,0.368,1.235,0.6314,0.6359,1.0,0.4662,0.6359,0.5479,100.0,20.0,pyc_xmeans,2d-4c_y.zip
2,22,0.0207304954528808,0.4382,14655.4189,0.679,0.7729,0.3597,1.235,0.6194,0.6244,1.0,0.4539,0.6244,0.541,inf,20.0,pyc_xmeans,2d-4c_y.zip
2,2,0.0543248653411865,0.7217,2837.7554,0.5264,0.8206,0.6414,0.6923,0.718,0.7184,0.5605,1.0,0.7184,0.801,1000.0,20.0,pyc_xmeans,2d-4c_y.zip
2,2,0.0092113018035888,0.7217,2837.7554,0.5264,0.8206,0.6414,0.6923,0.718,0.7184,0.5605,1.0,0.7184,0.801,100.0,20.0,pyc_xmeans,2d-4c_y.zip
