n_clusters,max_leaves,base_tree,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,10,IMM,1000.0,100,0.0166330337524414,0.2709,137.5765,1.3013,0.7394,0.2924,0.8307,0.4847,0.5054,0.7561,0.3795,0.5054,0.4713,ExKMC,iris_y.zip
10,10,IMM,1000.0,20,0.022292137145996,0.2709,137.5765,1.3013,0.7394,0.2924,0.8307,0.4847,0.5054,0.7561,0.3795,0.5054,0.4713,ExKMC,iris_y.zip
10,10,IMM,100.0,100,0.0121417045593261,0.2709,137.5765,1.3013,0.7394,0.2924,0.8307,0.4847,0.5054,0.7561,0.3795,0.5054,0.4713,ExKMC,iris_y.zip
10,10,IMM,100.0,20,0.0188479423522949,0.2709,137.5765,1.3013,0.7394,0.2924,0.8307,0.4847,0.5054,0.7561,0.3795,0.5054,0.4713,ExKMC,iris_y.zip
10,10,IMM,inf,100,0.0051410198211669,0.2709,137.5765,1.3013,0.7394,0.2924,0.8307,0.4847,0.5054,0.7561,0.3795,0.5054,0.4713,ExKMC,iris_y.zip
10,10,IMM,inf,20,0.022200584411621,0.2709,137.5765,1.3013,0.7394,0.2924,0.8307,0.4847,0.5054,0.7561,0.3795,0.5054,0.4713,ExKMC,iris_y.zip
10,10,NONE,1000.0,100,0.009286880493164,0.2394,125.4694,1.1522,0.7408,0.309,0.8364,0.5017,0.5226,0.7613,0.3978,0.5226,0.4857,ExKMC,iris_y.zip
10,10,NONE,1000.0,20,0.0351715087890625,0.2394,125.4694,1.1522,0.7408,0.309,0.8364,0.5017,0.5226,0.7613,0.3978,0.5226,0.4857,ExKMC,iris_y.zip
10,10,NONE,100.0,100,0.0056853294372558,0.2394,125.4694,1.1522,0.7408,0.309,0.8364,0.5017,0.5226,0.7613,0.3978,0.5226,0.4857,ExKMC,iris_y.zip
10,10,NONE,100.0,20,0.0130290985107421,0.2394,125.4694,1.1522,0.7408,0.309,0.8364,0.5017,0.5226,0.7613,0.3978,0.5226,0.4857,ExKMC,iris_y.zip
10,10,NONE,inf,100,0.0460507869720459,0.2394,125.4694,1.1522,0.7408,0.309,0.8364,0.5017,0.5226,0.7613,0.3978,0.5226,0.4857,ExKMC,iris_y.zip
10,10,NONE,inf,20,0.032388687133789,0.2394,125.4694,1.1522,0.7408,0.309,0.8364,0.5017,0.5226,0.7613,0.3978,0.5226,0.4857,ExKMC,iris_y.zip
10,12,IMM,1000.0,100,0.008176565170288,0.3017,147.7049,1.2275,0.7464,0.3108,0.8593,0.5022,0.5221,0.7822,0.3918,0.5221,0.4888,ExKMC,iris_y.zip
10,12,IMM,1000.0,20,0.0091958045959472,0.3017,147.7049,1.2275,0.7464,0.3108,0.8593,0.5022,0.5221,0.7822,0.3918,0.5221,0.4888,ExKMC,iris_y.zip
