number_clusters,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,0.0677576065063476,0.4177,554.815,0.6106,0.8542,0.559,1.2367,0.7185,0.723,0.8953,0.6064,0.723,0.6616,pyc_agglomerativeClust,zelnik5_y.zip
12,0.0691401958465576,0.4511,713.4014,0.5867,0.8766,0.6077,1.3814,0.7558,0.7603,1.0,0.6133,0.7603,0.713,pyc_agglomerativeClust,zelnik5_y.zip
2,0.0690736770629882,0.3744,288.7034,1.1054,0.6472,0.3073,0.4718,0.4577,0.4592,0.3415,0.7008,0.4592,0.5778,pyc_agglomerativeClust,zelnik5_y.zip
4,0.0691595077514648,0.3444,233.6621,0.7529,0.6976,0.3356,0.5958,0.4972,0.5012,0.4313,0.5983,0.5012,0.5589,pyc_agglomerativeClust,zelnik5_y.zip
6,0.0662126541137695,0.3547,264.8304,0.6562,0.7706,0.4297,0.798,0.5739,0.5787,0.5777,0.5798,0.5787,0.5891,pyc_agglomerativeClust,zelnik5_y.zip
8,0.0663099288940429,0.4099,418.4504,0.6647,0.8488,0.5601,1.1204,0.6948,0.6989,0.8111,0.614,0.6989,0.6615,pyc_agglomerativeClust,zelnik5_y.zip
