n_clusters,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,time,silhouette,calinski_harabasz,davies_bouldin,alg,dataset
10,k-means++,11,100,0.0001,False,42,True,lloyd,0.1317567825317382,0.3044,166.3942,1.0737,skl_kmeans,home.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,0.0973432064056396,0.3044,166.3942,1.0737,skl_kmeans,home.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,0.0949728488922119,0.3044,166.3942,1.0737,skl_kmeans,home.zip-10_k
