n_clusters,depth_factor,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,0.01,1000.0,100,0.3679070472717285,0.2211,2018.049,1.0282,0.5117,0.0458,0.0394,0.0302,0.0347,0.0592,0.0245,0.0347,0.4135,ShallowTree,titanic_y.zip
10,0.01,1000.0,20,2.4645981788635254,0.2211,2018.049,1.0282,0.5117,0.0458,0.0394,0.0302,0.0347,0.0592,0.0245,0.0347,0.4135,ShallowTree,titanic_y.zip
10,0.01,100.0,100,3.871935606002808,0.2211,2017.0969,1.0283,0.5116,0.0456,0.0393,0.0301,0.0345,0.059,0.0244,0.0345,0.4134,ShallowTree,titanic_y.zip
10,0.01,100.0,20,0.1216657161712646,0.2211,2018.049,1.0282,0.5117,0.0458,0.0394,0.0302,0.0347,0.0592,0.0245,0.0347,0.4135,ShallowTree,titanic_y.zip
10,0.01,inf,100,0.1660583019256591,0.2211,2018.049,1.0282,0.5117,0.0458,0.0394,0.0302,0.0347,0.0592,0.0245,0.0347,0.4135,ShallowTree,titanic_y.zip
10,0.01,inf,20,0.4593205451965332,0.2211,2018.049,1.0282,0.5117,0.0458,0.0394,0.0302,0.0347,0.0592,0.0245,0.0347,0.4135,ShallowTree,titanic_y.zip
10,0.03,1000.0,100,0.5744490623474121,0.2211,2018.049,1.0282,0.5117,0.0458,0.0394,0.0302,0.0347,0.0592,0.0245,0.0347,0.4135,ShallowTree,titanic_y.zip
10,0.03,1000.0,20,0.0669155120849609,0.2211,2018.049,1.0282,0.5117,0.0458,0.0394,0.0302,0.0347,0.0592,0.0245,0.0347,0.4135,ShallowTree,titanic_y.zip
10,0.03,100.0,100,0.1222872734069824,0.2211,2017.0969,1.0283,0.5116,0.0456,0.0393,0.0301,0.0345,0.059,0.0244,0.0345,0.4134,ShallowTree,titanic_y.zip
10,0.03,100.0,20,2.95483660697937,0.2211,2018.049,1.0282,0.5117,0.0458,0.0394,0.0302,0.0347,0.0592,0.0245,0.0347,0.4135,ShallowTree,titanic_y.zip
10,0.03,inf,100,0.2159388065338134,0.2211,2018.049,1.0282,0.5117,0.0458,0.0394,0.0302,0.0347,0.0592,0.0245,0.0347,0.4135,ShallowTree,titanic_y.zip
10,0.03,inf,20,0.8312242031097412,0.2211,2018.049,1.0282,0.5117,0.0458,0.0394,0.0302,0.0347,0.0592,0.0245,0.0347,0.4135,ShallowTree,titanic_y.zip
10,0.05,1000.0,100,1.869974136352539,0.2211,2018.049,1.0282,0.5117,0.0458,0.0394,0.0302,0.0347,0.0592,0.0245,0.0347,0.4135,ShallowTree,titanic_y.zip
10,0.05,1000.0,20,2.4325215816497803,0.2211,2018.049,1.0282,0.5117,0.0458,0.0394,0.0302,0.0347,0.0592,0.0245,0.0347,0.4135,ShallowTree,titanic_y.zip
10,0.05,100.0,100,0.2637007236480713,0.2211,2017.0969,1.0283,0.5116,0.0456,0.0393,0.0301,0.0345,0.059,0.0244,0.0345,0.4134,ShallowTree,titanic_y.zip
10,0.05,100.0,20,0.2937483787536621,0.2211,2018.049,1.0282,0.5117,0.0458,0.0394,0.0302,0.0347,0.0592,0.0245,0.0347,0.4135,ShallowTree,titanic_y.zip
10,0.05,inf,100,2.8740334510803223,0.2211,2018.049,1.0282,0.5117,0.0458,0.0394,0.0302,0.0347,0.0592,0.0245,0.0347,0.4135,ShallowTree,titanic_y.zip
