max_depth,max_nbr_clusters,min_samples_leaf,min_samples_split,max_nbr_values,max_nbr_values_cat,bic_eps,random_state,criteria_clf,criteria_reg,time,silhouette,calinski_harabasz,davies_bouldin,alg,dataset
10,10,30,50,1000.0,20.0,0.2,42,me,r2,7.745957612991333,0.0347,51.9791,2.7144,ImpurityParTree2,home.zip
10,10,30,50,1000.0,inf,0.0,42,entropy,mape,3.046597719192505,-0.2294,4.3441,2.0487,ImpurityParTree2,home.zip
10,10,30,50,1000.0,inf,0.0,42,entropy,r2,3.0063202381134038,-0.2294,4.3441,2.0487,ImpurityParTree2,home.zip
10,10,30,50,1000.0,inf,0.0,42,me,mape,1.6925811767578125,-0.1085,23.0333,1.1611,ImpurityParTree2,home.zip
10,10,30,50,1000.0,inf,0.0,42,me,r2,1.7439370155334473,-0.1085,23.0333,1.1611,ImpurityParTree2,home.zip
10,10,30,50,1000.0,inf,0.1,42,entropy,mape,5.373753786087036,-0.3778,2.5849,2.5851,ImpurityParTree2,home.zip
10,10,30,50,1000.0,inf,0.1,42,entropy,r2,5.389359712600708,-0.3778,2.5849,2.5851,ImpurityParTree2,home.zip
10,10,30,50,1000.0,inf,0.1,42,me,mape,3.822168350219727,-0.273,9.6539,2.0938,ImpurityParTree2,home.zip
10,10,30,50,1000.0,inf,0.1,42,me,r2,3.805481433868408,-0.273,9.6539,2.0938,ImpurityParTree2,home.zip
10,10,30,50,1000.0,inf,0.2,42,entropy,mape,5.352105617523193,-0.3778,2.5849,2.5851,ImpurityParTree2,home.zip
10,10,30,50,1000.0,inf,0.2,42,entropy,r2,5.3525779247283936,-0.3778,2.5849,2.5851,ImpurityParTree2,home.zip
10,10,30,50,1000.0,inf,0.2,42,me,mape,3.865994930267334,-0.273,9.6539,2.0938,ImpurityParTree2,home.zip
10,10,30,50,1000.0,inf,0.2,42,me,r2,3.760788679122925,-0.273,9.6539,2.0938,ImpurityParTree2,home.zip
10,10,30,50,100.0,100.0,0.0,42,entropy,mape,0.1348624229431152,0.0,0.0,0.0,ImpurityParTree2,home.zip
10,10,30,50,100.0,100.0,0.0,42,entropy,r2,0.1353232860565185,0.0,0.0,0.0,ImpurityParTree2,home.zip
10,10,30,50,100.0,100.0,0.0,42,gini,mape,0.1238055229187011,0.0,0.0,0.0,ImpurityParTree2,home.zip
10,10,30,50,100.0,100.0,0.0,42,gini,r2,0.126112699508667,0.0,0.0,0.0,ImpurityParTree2,home.zip
10,10,30,50,100.0,100.0,0.0,42,me,mape,0.1239376068115234,0.0,0.0,0.0,ImpurityParTree2,home.zip
10,10,30,50,100.0,100.0,0.0,42,me,r2,0.1303691864013672,0.0,0.0,0.0,ImpurityParTree2,home.zip
10,10,30,50,100.0,100.0,0.1,42,entropy,mape,1.232255458831787,-0.0174,41.5619,3.1722,ImpurityParTree2,home.zip
10,10,30,50,100.0,100.0,0.1,42,entropy,r2,1.2898471355438232,-0.0174,41.5619,3.1722,ImpurityParTree2,home.zip
10,10,30,50,100.0,100.0,0.1,42,gini,mape,1.1385517120361328,-0.0472,35.769,2.6816,ImpurityParTree2,home.zip
10,10,30,50,100.0,100.0,0.1,42,gini,r2,1.1307082176208496,-0.0472,35.769,2.6816,ImpurityParTree2,home.zip
10,10,30,50,100.0,100.0,0.1,42,me,mape,1.1482107639312744,-0.087,32.8614,2.9528,ImpurityParTree2,home.zip
10,10,30,50,100.0,100.0,0.1,42,me,r2,1.027921199798584,-0.087,32.8614,2.9528,ImpurityParTree2,home.zip
10,10,30,50,100.0,100.0,0.2,42,entropy,mape,1.2483808994293213,-0.0174,41.5619,3.1722,ImpurityParTree2,home.zip
10,10,30,50,100.0,100.0,0.2,42,entropy,r2,1.172347068786621,-0.0174,41.5619,3.1722,ImpurityParTree2,home.zip
10,10,30,50,100.0,100.0,0.2,42,gini,mape,1.095076322555542,-0.0472,35.769,2.6816,ImpurityParTree2,home.zip
10,10,30,50,100.0,100.0,0.2,42,gini,r2,1.0182733535766602,-0.0472,35.769,2.6816,ImpurityParTree2,home.zip
10,10,30,50,100.0,100.0,0.2,42,me,mape,1.1345775127410889,-0.087,32.8614,2.9528,ImpurityParTree2,home.zip
10,10,30,50,100.0,100.0,0.2,42,me,r2,1.076026439666748,-0.087,32.8614,2.9528,ImpurityParTree2,home.zip
10,10,30,50,100.0,20.0,0.0,42,entropy,mape,2.95447039604187,0.0021,48.7835,2.2873,ImpurityParTree2,home.zip
10,10,30,50,100.0,20.0,0.0,42,entropy,r2,2.946256160736084,0.0277,46.8059,2.6576,ImpurityParTree2,home.zip
10,10,30,50,100.0,20.0,0.0,42,gini,mape,2.909145832061768,0.0431,68.4072,1.8199,ImpurityParTree2,home.zip
10,10,30,50,100.0,20.0,0.0,42,gini,r2,3.2099997997283936,0.0406,53.0995,2.3211,ImpurityParTree2,home.zip
10,10,30,50,100.0,20.0,0.0,42,me,mape,2.6740610599517822,0.0494,77.7291,2.0773,ImpurityParTree2,home.zip
10,10,30,50,100.0,20.0,0.0,42,me,r2,2.561118125915528,-0.1276,22.953,2.5543,ImpurityParTree2,home.zip
10,10,30,50,100.0,20.0,0.1,42,entropy,mape,2.929272174835205,0.0021,48.7835,2.2873,ImpurityParTree2,home.zip
10,10,30,50,100.0,20.0,0.1,42,entropy,r2,2.8286776542663574,0.0277,46.8059,2.6576,ImpurityParTree2,home.zip
10,10,30,50,100.0,20.0,0.1,42,gini,mape,3.0064146518707275,0.0431,68.4072,1.8199,ImpurityParTree2,home.zip
10,10,30,50,100.0,20.0,0.1,42,gini,r2,3.185432195663452,0.0406,53.0995,2.3211,ImpurityParTree2,home.zip
10,10,30,50,100.0,20.0,0.1,42,me,mape,2.671426057815552,0.0494,77.7291,2.0773,ImpurityParTree2,home.zip
10,10,30,50,100.0,20.0,0.1,42,me,r2,3.3178048133850098,0.0347,51.9791,2.7144,ImpurityParTree2,home.zip
10,10,30,50,100.0,20.0,0.2,42,entropy,mape,2.909982204437256,0.0021,48.7835,2.2873,ImpurityParTree2,home.zip
10,10,30,50,100.0,20.0,0.2,42,entropy,r2,2.928737163543701,0.0277,46.8059,2.6576,ImpurityParTree2,home.zip
10,10,30,50,100.0,20.0,0.2,42,gini,mape,2.7649989128112797,0.0265,65.9596,2.0787,ImpurityParTree2,home.zip
10,10,30,50,100.0,20.0,0.2,42,gini,r2,3.2157106399536133,0.0406,53.0995,2.3211,ImpurityParTree2,home.zip
10,10,30,50,100.0,20.0,0.2,42,me,mape,2.6792495250701904,0.0494,77.7291,2.0773,ImpurityParTree2,home.zip
10,10,30,50,100.0,20.0,0.2,42,me,r2,3.388275384902954,0.0347,51.9791,2.7144,ImpurityParTree2,home.zip
10,10,30,50,100.0,inf,0.0,42,entropy,mape,0.1361031532287597,0.0,0.0,0.0,ImpurityParTree2,home.zip
10,10,30,50,100.0,inf,0.0,42,entropy,r2,0.1374497413635254,0.0,0.0,0.0,ImpurityParTree2,home.zip
10,10,30,50,100.0,inf,0.0,42,gini,mape,0.1331536769866943,0.0,0.0,0.0,ImpurityParTree2,home.zip
10,10,30,50,100.0,inf,0.0,42,gini,r2,0.1266653537750244,0.0,0.0,0.0,ImpurityParTree2,home.zip
10,10,30,50,100.0,inf,0.0,42,me,mape,0.1587865352630615,0.0,0.0,0.0,ImpurityParTree2,home.zip
10,10,30,50,100.0,inf,0.0,42,me,r2,0.1936898231506347,0.0,0.0,0.0,ImpurityParTree2,home.zip
10,10,30,50,100.0,inf,0.1,42,entropy,mape,1.1896753311157229,-0.0174,41.5619,3.1722,ImpurityParTree2,home.zip
10,10,30,50,100.0,inf,0.1,42,entropy,r2,1.0878195762634275,-0.0174,41.5619,3.1722,ImpurityParTree2,home.zip
10,10,30,50,100.0,inf,0.1,42,gini,mape,1.107351541519165,-0.0472,35.769,2.6816,ImpurityParTree2,home.zip
10,10,30,50,100.0,inf,0.1,42,gini,r2,1.0731792449951172,-0.0472,35.769,2.6816,ImpurityParTree2,home.zip
10,10,30,50,100.0,inf,0.1,42,me,mape,1.1274988651275637,-0.087,32.8614,2.9528,ImpurityParTree2,home.zip
10,10,30,50,100.0,inf,0.1,42,me,r2,1.1770875453948977,-0.087,32.8614,2.9528,ImpurityParTree2,home.zip
10,10,30,50,100.0,inf,0.2,42,entropy,mape,1.1472899913787842,-0.0174,41.5619,3.1722,ImpurityParTree2,home.zip
10,10,30,50,100.0,inf,0.2,42,entropy,r2,1.18738055229187,-0.0174,41.5619,3.1722,ImpurityParTree2,home.zip
10,10,30,50,100.0,inf,0.2,42,gini,mape,1.1181674003601074,-0.0472,35.769,2.6816,ImpurityParTree2,home.zip
10,10,30,50,100.0,inf,0.2,42,gini,r2,1.2137479782104492,-0.0472,35.769,2.6816,ImpurityParTree2,home.zip
10,10,30,50,100.0,inf,0.2,42,me,mape,1.1562294960021973,-0.087,32.8614,2.9528,ImpurityParTree2,home.zip
10,10,30,50,100.0,inf,0.2,42,me,r2,0.937859058380127,-0.087,32.8614,2.9528,ImpurityParTree2,home.zip
10,10,30,50,inf,100.0,0.0,42,entropy,mape,6.883135318756104,-0.0033,47.516,2.3427,ImpurityParTree2,home.zip
10,10,30,50,inf,100.0,0.0,42,entropy,r2,7.243050575256348,0.0277,46.8059,2.6576,ImpurityParTree2,home.zip
10,10,30,50,inf,100.0,0.0,42,gini,mape,6.380869388580322,0.0349,59.6669,2.0136,ImpurityParTree2,home.zip
10,10,30,50,inf,100.0,0.0,42,gini,r2,7.53304123878479,0.0406,53.0995,2.3211,ImpurityParTree2,home.zip
10,10,30,50,inf,100.0,0.0,42,me,mape,5.893213272094727,0.0611,82.4357,1.8406,ImpurityParTree2,home.zip
10,10,30,50,inf,100.0,0.0,42,me,r2,6.220842599868774,-0.1276,22.953,2.5543,ImpurityParTree2,home.zip
10,10,30,50,inf,100.0,0.1,42,entropy,mape,6.8548667430877686,-0.0033,47.516,2.3427,ImpurityParTree2,home.zip
10,10,30,50,inf,100.0,0.1,42,entropy,r2,7.171646118164063,0.0277,46.8059,2.6576,ImpurityParTree2,home.zip
10,10,30,50,inf,100.0,0.1,42,gini,mape,6.431689023971558,0.0349,59.6669,2.0136,ImpurityParTree2,home.zip
10,10,30,50,inf,100.0,0.1,42,gini,r2,7.511910200119018,0.0406,53.0995,2.3211,ImpurityParTree2,home.zip
10,10,30,50,inf,100.0,0.1,42,me,mape,5.960632085800171,0.0611,82.4357,1.8406,ImpurityParTree2,home.zip
10,10,30,50,inf,100.0,0.1,42,me,r2,7.650952577590942,0.0347,51.9791,2.7144,ImpurityParTree2,home.zip
10,10,30,50,inf,100.0,0.2,42,entropy,mape,6.825453519821167,-0.0033,47.516,2.3427,ImpurityParTree2,home.zip
10,10,30,50,inf,100.0,0.2,42,entropy,r2,7.210652112960815,0.0277,46.8059,2.6576,ImpurityParTree2,home.zip
10,10,30,50,inf,100.0,0.2,42,gini,mape,6.380549192428589,0.0349,59.6669,2.0136,ImpurityParTree2,home.zip
10,10,30,50,inf,100.0,0.2,42,gini,r2,7.484750986099243,0.0406,53.0995,2.3211,ImpurityParTree2,home.zip
10,10,30,50,inf,100.0,0.2,42,me,mape,5.910687208175659,0.0611,82.4357,1.8406,ImpurityParTree2,home.zip
10,10,30,50,inf,100.0,0.2,42,me,r2,7.739051580429077,0.0347,51.9791,2.7144,ImpurityParTree2,home.zip
10,10,30,50,inf,20.0,0.0,42,entropy,mape,6.837790012359619,-0.0033,47.516,2.3427,ImpurityParTree2,home.zip
10,10,30,50,inf,20.0,0.0,42,entropy,r2,7.250551223754883,0.0277,46.8059,2.6576,ImpurityParTree2,home.zip
10,10,30,50,inf,20.0,0.0,42,gini,mape,6.4377429485321045,0.0349,59.6669,2.0136,ImpurityParTree2,home.zip
10,10,30,50,inf,20.0,0.0,42,gini,r2,7.513354063034058,0.0406,53.0995,2.3211,ImpurityParTree2,home.zip
10,10,30,50,inf,20.0,0.0,42,me,mape,5.890537023544312,0.0611,82.4357,1.8406,ImpurityParTree2,home.zip
10,10,30,50,inf,20.0,0.0,42,me,r2,6.29160737991333,-0.1276,22.953,2.5543,ImpurityParTree2,home.zip
10,10,30,50,inf,20.0,0.1,42,entropy,mape,6.836909055709839,-0.0033,47.516,2.3427,ImpurityParTree2,home.zip
10,10,30,50,inf,20.0,0.1,42,entropy,r2,7.206834554672241,0.0277,46.8059,2.6576,ImpurityParTree2,home.zip
10,10,30,50,inf,20.0,0.1,42,gini,mape,6.421958208084106,0.0349,59.6669,2.0136,ImpurityParTree2,home.zip
10,10,30,50,inf,20.0,0.1,42,gini,r2,7.549130916595459,0.0406,53.0995,2.3211,ImpurityParTree2,home.zip
10,10,30,50,inf,20.0,0.1,42,me,mape,5.931276321411133,0.0611,82.4357,1.8406,ImpurityParTree2,home.zip
10,10,30,50,inf,20.0,0.1,42,me,r2,7.775915861129761,0.0347,51.9791,2.7144,ImpurityParTree2,home.zip
10,10,30,50,inf,20.0,0.2,42,entropy,mape,6.91026782989502,-0.0033,47.516,2.3427,ImpurityParTree2,home.zip
10,10,30,50,inf,20.0,0.2,42,entropy,r2,7.15958309173584,0.0277,46.8059,2.6576,ImpurityParTree2,home.zip
10,10,30,50,inf,20.0,0.2,42,gini,mape,6.365223169326782,0.0349,59.6669,2.0136,ImpurityParTree2,home.zip
10,10,30,50,inf,20.0,0.2,42,gini,r2,7.508610248565674,0.0406,53.0995,2.3211,ImpurityParTree2,home.zip
10,10,30,50,inf,20.0,0.2,42,me,mape,5.915242910385132,0.0611,82.4357,1.8406,ImpurityParTree2,home.zip
10,10,30,50,inf,20.0,0.2,42,me,r2,7.702513217926025,0.0347,51.9791,2.7144,ImpurityParTree2,home.zip
10,10,30,50,inf,inf,0.0,42,entropy,mape,3.028395175933838,-0.2294,4.3441,2.0487,ImpurityParTree2,home.zip
10,10,30,50,inf,inf,0.0,42,entropy,r2,3.0603556632995605,-0.2294,4.3441,2.0487,ImpurityParTree2,home.zip
10,10,30,50,inf,inf,0.0,42,me,mape,1.7235510349273682,-0.1085,23.0333,1.1611,ImpurityParTree2,home.zip
10,10,30,50,inf,inf,0.0,42,me,r2,1.656416416168213,-0.1085,23.0333,1.1611,ImpurityParTree2,home.zip
10,10,30,50,inf,inf,0.1,42,entropy,mape,5.434765577316284,-0.3778,2.5849,2.5851,ImpurityParTree2,home.zip
10,10,30,50,inf,inf,0.1,42,entropy,r2,5.372071504592896,-0.3778,2.5849,2.5851,ImpurityParTree2,home.zip
10,10,30,50,inf,inf,0.1,42,me,mape,3.754631280899048,-0.273,9.6539,2.0938,ImpurityParTree2,home.zip
10,10,30,50,inf,inf,0.1,42,me,r2,3.75520133972168,-0.273,9.6539,2.0938,ImpurityParTree2,home.zip
10,10,30,50,inf,inf,0.2,42,entropy,mape,5.366386890411377,-0.3778,2.5849,2.5851,ImpurityParTree2,home.zip
10,10,30,50,inf,inf,0.2,42,entropy,r2,5.342692852020264,-0.3778,2.5849,2.5851,ImpurityParTree2,home.zip
10,10,30,50,inf,inf,0.2,42,me,mape,3.7743210792541504,-0.273,9.6539,2.0938,ImpurityParTree2,home.zip
10,10,30,50,inf,inf,0.2,42,me,r2,3.709351062774658,-0.273,9.6539,2.0938,ImpurityParTree2,home.zip
10,10,30,5,1000.0,100.0,0.0,42,entropy,mape,6.92674708366394,-0.0033,47.516,2.3427,ImpurityParTree2,home.zip
10,10,30,5,1000.0,100.0,0.0,42,entropy,r2,7.197376012802124,0.0277,46.8059,2.6576,ImpurityParTree2,home.zip
10,10,30,5,1000.0,100.0,0.0,42,gini,mape,6.39910101890564,0.0349,59.6669,2.0136,ImpurityParTree2,home.zip
10,10,30,5,1000.0,100.0,0.0,42,gini,r2,7.500562906265259,0.0406,53.0995,2.3211,ImpurityParTree2,home.zip
10,10,30,5,1000.0,100.0,0.0,42,me,mape,5.946254014968872,0.0611,82.4357,1.8406,ImpurityParTree2,home.zip
10,10,30,5,1000.0,100.0,0.0,42,me,r2,9.427544355392456,-0.1558,15.5936,2.2751,ImpurityParTree2,home.zip
10,10,30,5,1000.0,100.0,0.1,42,entropy,mape,6.91381049156189,-0.0033,47.516,2.3427,ImpurityParTree2,home.zip
10,10,30,5,1000.0,100.0,0.1,42,entropy,r2,7.22054123878479,0.0277,46.8059,2.6576,ImpurityParTree2,home.zip
10,10,30,5,1000.0,100.0,0.1,42,gini,mape,6.472168445587158,0.0349,59.6669,2.0136,ImpurityParTree2,home.zip
10,10,30,5,1000.0,100.0,0.1,42,gini,r2,7.457411289215088,0.0406,53.0995,2.3211,ImpurityParTree2,home.zip
10,10,30,5,1000.0,100.0,0.1,42,me,mape,5.90678334236145,0.0611,82.4357,1.8406,ImpurityParTree2,home.zip
10,10,30,5,1000.0,100.0,0.1,42,me,r2,7.654577970504761,0.0347,51.9791,2.7144,ImpurityParTree2,home.zip
10,10,30,5,1000.0,100.0,0.2,42,entropy,mape,6.925658464431763,-0.0033,47.516,2.3427,ImpurityParTree2,home.zip
10,10,30,5,1000.0,100.0,0.2,42,entropy,r2,7.19025468826294,0.0277,46.8059,2.6576,ImpurityParTree2,home.zip
10,10,30,5,1000.0,100.0,0.2,42,gini,mape,6.4547741413116455,0.0349,59.6669,2.0136,ImpurityParTree2,home.zip
10,10,30,5,1000.0,100.0,0.2,42,gini,r2,7.519982576370239,0.0406,53.0995,2.3211,ImpurityParTree2,home.zip
10,10,30,5,1000.0,100.0,0.2,42,me,mape,5.923629522323608,0.0611,82.4357,1.8406,ImpurityParTree2,home.zip
10,10,30,5,1000.0,100.0,0.2,42,me,r2,7.679412841796875,0.0347,51.9791,2.7144,ImpurityParTree2,home.zip
10,10,30,5,1000.0,20.0,0.0,42,entropy,mape,6.815011262893677,-0.0033,47.516,2.3427,ImpurityParTree2,home.zip
10,10,30,5,1000.0,20.0,0.0,42,entropy,r2,7.300729274749756,0.0277,46.8059,2.6576,ImpurityParTree2,home.zip
10,10,30,5,1000.0,20.0,0.0,42,gini,mape,6.423773050308228,0.0349,59.6669,2.0136,ImpurityParTree2,home.zip
10,10,30,5,1000.0,20.0,0.0,42,gini,r2,7.505735397338867,0.0406,53.0995,2.3211,ImpurityParTree2,home.zip
10,10,30,5,1000.0,20.0,0.0,42,me,mape,5.893342733383179,0.0611,82.4357,1.8406,ImpurityParTree2,home.zip
10,10,30,5,1000.0,20.0,0.0,42,me,r2,9.448052883148192,-0.1558,15.5936,2.2751,ImpurityParTree2,home.zip
10,10,30,5,1000.0,20.0,0.1,42,entropy,mape,6.849446296691895,-0.0033,47.516,2.3427,ImpurityParTree2,home.zip
10,10,30,5,1000.0,20.0,0.1,42,entropy,r2,7.258967399597168,0.0277,46.8059,2.6576,ImpurityParTree2,home.zip
10,10,30,5,1000.0,20.0,0.1,42,gini,mape,6.369103193283081,0.0349,59.6669,2.0136,ImpurityParTree2,home.zip
10,10,30,5,1000.0,20.0,0.1,42,gini,r2,7.585717439651489,0.0406,53.0995,2.3211,ImpurityParTree2,home.zip
10,10,30,5,1000.0,20.0,0.1,42,me,mape,5.883721828460693,0.0611,82.4357,1.8406,ImpurityParTree2,home.zip
10,10,30,5,1000.0,20.0,0.1,42,me,r2,7.712030649185181,0.0347,51.9791,2.7144,ImpurityParTree2,home.zip
10,10,30,5,1000.0,20.0,0.2,42,entropy,mape,6.9566733837127686,-0.0033,47.516,2.3427,ImpurityParTree2,home.zip
10,10,30,5,1000.0,20.0,0.2,42,entropy,r2,7.33064603805542,0.0277,46.8059,2.6576,ImpurityParTree2,home.zip
10,10,30,5,1000.0,20.0,0.2,42,gini,mape,6.43011474609375,0.0349,59.6669,2.0136,ImpurityParTree2,home.zip
10,10,30,5,1000.0,20.0,0.2,42,gini,r2,7.538164854049683,0.0406,53.0995,2.3211,ImpurityParTree2,home.zip
10,10,30,5,1000.0,20.0,0.2,42,me,mape,5.799666166305542,0.0611,82.4357,1.8406,ImpurityParTree2,home.zip
10,10,30,5,1000.0,20.0,0.2,42,me,r2,7.740658760070801,0.0347,51.9791,2.7144,ImpurityParTree2,home.zip
10,10,30,5,1000.0,inf,0.0,42,entropy,mape,4.199331283569336,-0.3245,2.8359,2.0144,ImpurityParTree2,home.zip
10,10,30,5,1000.0,inf,0.0,42,entropy,r2,4.156875848770142,-0.3245,2.8359,2.0144,ImpurityParTree2,home.zip
10,10,30,5,1000.0,inf,0.0,42,me,mape,2.1037793159484863,-0.1085,23.0333,1.1611,ImpurityParTree2,home.zip
10,10,30,5,1000.0,inf,0.0,42,me,r2,2.2540838718414307,-0.1085,23.0333,1.1611,ImpurityParTree2,home.zip
10,10,30,5,1000.0,inf,0.1,42,entropy,mape,5.364621162414551,-0.3778,2.5849,2.5851,ImpurityParTree2,home.zip
10,10,30,5,1000.0,inf,0.1,42,entropy,r2,5.3846166133880615,-0.3778,2.5849,2.5851,ImpurityParTree2,home.zip
10,10,30,5,1000.0,inf,0.1,42,me,mape,3.823834419250488,-0.273,9.6539,2.0938,ImpurityParTree2,home.zip
10,10,30,5,1000.0,inf,0.1,42,me,r2,3.890967845916748,-0.273,9.6539,2.0938,ImpurityParTree2,home.zip
10,10,30,5,1000.0,inf,0.2,42,entropy,mape,5.381384372711182,-0.3778,2.5849,2.5851,ImpurityParTree2,home.zip
10,10,30,5,1000.0,inf,0.2,42,entropy,r2,5.405475616455078,-0.3778,2.5849,2.5851,ImpurityParTree2,home.zip
10,10,30,5,1000.0,inf,0.2,42,me,mape,3.781519651412964,-0.273,9.6539,2.0938,ImpurityParTree2,home.zip
10,10,30,5,1000.0,inf,0.2,42,me,r2,3.860715627670288,-0.273,9.6539,2.0938,ImpurityParTree2,home.zip
10,10,30,5,100.0,100.0,0.0,42,entropy,mape,0.1365220546722412,0.0,0.0,0.0,ImpurityParTree2,home.zip
10,10,30,5,100.0,100.0,0.0,42,entropy,r2,0.203317642211914,0.0,0.0,0.0,ImpurityParTree2,home.zip
10,10,30,5,100.0,100.0,0.0,42,gini,mape,0.1308894157409668,0.0,0.0,0.0,ImpurityParTree2,home.zip
10,10,30,5,100.0,100.0,0.0,42,gini,r2,0.1281561851501464,0.0,0.0,0.0,ImpurityParTree2,home.zip
10,10,30,5,100.0,100.0,0.0,42,me,mape,0.1282789707183838,0.0,0.0,0.0,ImpurityParTree2,home.zip
10,10,30,5,100.0,100.0,0.0,42,me,r2,0.1285393238067627,0.0,0.0,0.0,ImpurityParTree2,home.zip
10,10,30,5,100.0,100.0,0.1,42,entropy,mape,1.3111813068389893,-0.0174,41.5619,3.1722,ImpurityParTree2,home.zip
10,10,30,5,100.0,100.0,0.1,42,entropy,r2,1.0522770881652832,-0.0174,41.5619,3.1722,ImpurityParTree2,home.zip
