n_clusters,max_iter,init,n_init,verbose,random_state,n_jobs,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,100,Cao,11,False,42,4,1000.0,100,3.5358870029449463,-0.0676,1.9367,33.2378,0.3201,-0.0013,0.0016,0.0002,0.0012,0.0038,0.0007,0.0012,0.3289,kmodes,churn_y.zip
10,100,Cao,11,False,42,4,1000.0,20,3.4538588523864746,-0.0676,1.9367,33.2378,0.3201,-0.0013,0.0016,0.0002,0.0012,0.0038,0.0007,0.0012,0.3289,kmodes,churn_y.zip
10,100,Cao,11,False,42,4,100.0,100,3.465518951416016,-0.0692,1.3514,47.2769,0.3087,0.0002,0.0019,0.0005,0.0015,0.0047,0.0009,0.0015,0.3011,kmodes,churn_y.zip
10,100,Cao,11,False,42,4,100.0,20,3.477407693862915,-0.0676,1.9367,33.2378,0.3201,-0.0013,0.0016,0.0002,0.0012,0.0038,0.0007,0.0012,0.3289,kmodes,churn_y.zip
10,100,Cao,11,False,42,4,20.0,20,3.721158981323242,-0.0599,3.4286,28.1951,0.3091,-0.0006,0.0034,0.0016,0.0026,0.0082,0.0015,0.0026,0.3025,kmodes,churn_y.zip
10,100,Cao,11,False,42,4,inf,100,3.531158447265625,-0.0676,1.9367,33.2378,0.3201,-0.0013,0.0016,0.0002,0.0012,0.0038,0.0007,0.0012,0.3289,kmodes,churn_y.zip
10,100,Cao,11,False,42,4,inf,20,3.476491928100586,-0.0676,1.9367,33.2378,0.3201,-0.0013,0.0016,0.0002,0.0012,0.0038,0.0007,0.0012,0.3289,kmodes,churn_y.zip
10,300,Cao,11,False,42,4,1000.0,100,3.474305868148804,-0.0676,1.9367,33.2378,0.3201,-0.0013,0.0016,0.0002,0.0012,0.0038,0.0007,0.0012,0.3289,kmodes,churn_y.zip
10,300,Cao,11,False,42,4,1000.0,20,3.485560178756714,-0.0676,1.9367,33.2378,0.3201,-0.0013,0.0016,0.0002,0.0012,0.0038,0.0007,0.0012,0.3289,kmodes,churn_y.zip
10,300,Cao,11,False,42,4,100.0,100,3.5221259593963623,-0.0692,1.3514,47.2769,0.3087,0.0002,0.0019,0.0005,0.0015,0.0047,0.0009,0.0015,0.3011,kmodes,churn_y.zip
10,300,Cao,11,False,42,4,100.0,20,3.467714309692383,-0.0676,1.9367,33.2378,0.3201,-0.0013,0.0016,0.0002,0.0012,0.0038,0.0007,0.0012,0.3289,kmodes,churn_y.zip
10,300,Cao,11,False,42,4,20.0,20,3.74912428855896,-0.0599,3.4286,28.1951,0.3091,-0.0006,0.0034,0.0016,0.0026,0.0082,0.0015,0.0026,0.3025,kmodes,churn_y.zip
