min_samples,max_eps,metric,algorithm,n_jobs,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,inf,correlation,auto,4,1000.0,20,174.0622706413269,-0.5027,21.2395,1.948,0.4823,-0.0345,0.0508,0.028,0.0339,0.092,0.0208,0.0339,0.547,skl_OPTICS,adultONEHOT_y.zip
10,inf,correlation,auto,4,100.0,20,174.41534280776978,-0.5027,21.2395,1.948,0.4823,-0.0345,0.0508,0.028,0.0339,0.092,0.0208,0.0339,0.547,skl_OPTICS,adultONEHOT_y.zip
10,inf,correlation,auto,4,inf,20,174.337788105011,-0.5027,21.2395,1.948,0.4823,-0.0345,0.0508,0.028,0.0339,0.092,0.0208,0.0339,0.547,skl_OPTICS,adultONEHOT_y.zip
10,inf,cosine,auto,4,1000.0,20,231.9810700416565,-0.4951,18.107,1.6909,0.492,-0.0291,0.0485,0.0281,0.034,0.0878,0.0211,0.034,0.5639,skl_OPTICS,adultONEHOT_y.zip
10,inf,cosine,auto,4,100.0,20,230.5639066696167,-0.4951,18.107,1.6909,0.492,-0.0291,0.0485,0.0281,0.034,0.0878,0.0211,0.034,0.5639,skl_OPTICS,adultONEHOT_y.zip
10,inf,cosine,auto,4,inf,20,233.63553285598755,-0.4951,18.107,1.6909,0.492,-0.0291,0.0485,0.0281,0.034,0.0878,0.0211,0.034,0.5639,skl_OPTICS,adultONEHOT_y.zip
10,inf,euclidean,auto,4,1000.0,20,110.71956157684326,-0.5524,12.7846,1.7021,0.5282,-0.0396,0.0299,0.0232,0.0289,0.0542,0.0197,0.0289,0.6391,skl_OPTICS,adultONEHOT_y.zip
10,inf,euclidean,auto,4,100.0,20,110.33813977241516,-0.5524,12.7846,1.7021,0.5282,-0.0396,0.0299,0.0232,0.0289,0.0542,0.0197,0.0289,0.6391,skl_OPTICS,adultONEHOT_y.zip
10,inf,euclidean,auto,4,inf,20,111.24180960655212,-0.5524,12.7846,1.7021,0.5282,-0.0396,0.0299,0.0232,0.0289,0.0542,0.0197,0.0289,0.6391,skl_OPTICS,adultONEHOT_y.zip
20,inf,correlation,auto,4,1000.0,20,174.35722422599792,-0.5423,31.4758,1.7337,0.5398,-0.0424,0.0213,0.022,0.0246,0.0386,0.018,0.0246,0.6609,skl_OPTICS,adultONEHOT_y.zip
20,inf,correlation,auto,4,100.0,20,174.79869389533997,-0.5423,31.4758,1.7337,0.5398,-0.0424,0.0213,0.022,0.0246,0.0386,0.018,0.0246,0.6609,skl_OPTICS,adultONEHOT_y.zip
20,inf,correlation,auto,4,inf,20,174.50247073173523,-0.5423,31.4758,1.7337,0.5398,-0.0424,0.0213,0.022,0.0246,0.0386,0.018,0.0246,0.6609,skl_OPTICS,adultONEHOT_y.zip
20,inf,cosine,auto,4,1000.0,20,233.1599032878876,-0.5584,42.4897,1.4775,0.5459,-0.0361,0.026,0.0283,0.0309,0.0471,0.023,0.0309,0.6687,skl_OPTICS,adultONEHOT_y.zip
20,inf,cosine,auto,4,100.0,20,233.2528593540192,-0.5584,42.4897,1.4775,0.5459,-0.0361,0.026,0.0283,0.0309,0.0471,0.023,0.0309,0.6687,skl_OPTICS,adultONEHOT_y.zip
20,inf,cosine,auto,4,inf,20,230.6689896583557,-0.5584,42.4897,1.4775,0.5459,-0.0361,0.026,0.0283,0.0309,0.0471,0.023,0.0309,0.6687,skl_OPTICS,adultONEHOT_y.zip
20,inf,euclidean,auto,4,1000.0,20,110.6446921825409,-0.5818,142.09,1.5607,0.609,0.0042,0.0139,0.0278,0.0293,0.0252,0.0351,0.0293,0.7565,skl_OPTICS,adultONEHOT_y.zip
20,inf,euclidean,auto,4,100.0,20,110.44820237159728,-0.5818,142.09,1.5607,0.609,0.0042,0.0139,0.0278,0.0293,0.0252,0.0351,0.0293,0.7565,skl_OPTICS,adultONEHOT_y.zip
20,inf,euclidean,auto,4,inf,20,110.37589716911316,-0.5818,142.09,1.5607,0.609,0.0042,0.0139,0.0278,0.0293,0.0252,0.0351,0.0293,0.7565,skl_OPTICS,adultONEHOT_y.zip
2,inf,correlation,auto,4,1000.0,20,169.16812586784363,-0.0366,6.8038,2.3354,0.3753,-0.0033,0.2548,0.021,0.0618,0.4616,0.0331,0.0618,0.1599,skl_OPTICS,adultONEHOT_y.zip
2,inf,correlation,auto,4,100.0,20,169.1628873348236,-0.0366,6.8038,2.3354,0.3753,-0.0033,0.2548,0.021,0.0618,0.4616,0.0331,0.0618,0.1599,skl_OPTICS,adultONEHOT_y.zip
2,inf,correlation,auto,4,inf,20,169.1876504421234,-0.0366,6.8038,2.3354,0.3753,-0.0033,0.2548,0.021,0.0618,0.4616,0.0331,0.0618,0.1599,skl_OPTICS,adultONEHOT_y.zip
2,inf,cosine,auto,4,1000.0,20,225.62145280838013,0.0772,6.5725,1.7846,0.3752,-0.0032,0.2567,0.0212,0.0622,0.465,0.0333,0.0622,0.1594,skl_OPTICS,adultONEHOT_y.zip
2,inf,cosine,auto,4,100.0,20,226.3254156112671,0.0772,6.5725,1.7846,0.3752,-0.0032,0.2567,0.0212,0.0622,0.465,0.0333,0.0622,0.1594,skl_OPTICS,adultONEHOT_y.zip
2,inf,cosine,auto,4,inf,20,226.2760524749756,0.0772,6.5725,1.7846,0.3752,-0.0032,0.2567,0.0212,0.0622,0.465,0.0333,0.0622,0.1594,skl_OPTICS,adultONEHOT_y.zip
2,inf,euclidean,auto,4,1000.0,20,110.11076068878174,0.1858,5.3476,1.5804,0.3777,-0.0051,0.2494,0.0211,0.0623,0.4519,0.0335,0.0623,0.1814,skl_OPTICS,adultONEHOT_y.zip
2,inf,euclidean,auto,4,100.0,20,110.38937640190125,0.1858,5.3476,1.5804,0.3777,-0.0051,0.2494,0.0211,0.0623,0.4519,0.0335,0.0623,0.1814,skl_OPTICS,adultONEHOT_y.zip
2,inf,euclidean,auto,4,inf,20,111.0640869140625,0.1858,5.3476,1.5804,0.3777,-0.0051,0.2494,0.0211,0.0623,0.4519,0.0335,0.0623,0.1814,skl_OPTICS,adultONEHOT_y.zip
3,inf,correlation,auto,4,1000.0,20,171.35989093780518,-0.2225,7.3757,2.2659,0.3998,-0.0063,0.1627,0.026,0.0508,0.2948,0.0278,0.0508,0.2929,skl_OPTICS,adultONEHOT_y.zip
3,inf,correlation,auto,4,100.0,20,171.52563619613647,-0.2225,7.3757,2.2659,0.3998,-0.0063,0.1627,0.026,0.0508,0.2948,0.0278,0.0508,0.2929,skl_OPTICS,adultONEHOT_y.zip
3,inf,correlation,auto,4,inf,20,171.50482487678528,-0.2225,7.3757,2.2659,0.3998,-0.0063,0.1627,0.026,0.0508,0.2948,0.0278,0.0508,0.2929,skl_OPTICS,adultONEHOT_y.zip
3,inf,cosine,auto,4,1000.0,20,229.43725895881653,-0.1396,7.4329,1.8136,0.4006,-0.0074,0.1609,0.0258,0.0507,0.2915,0.0277,0.0507,0.2977,skl_OPTICS,adultONEHOT_y.zip
3,inf,cosine,auto,4,100.0,20,227.43400359153748,-0.1396,7.4329,1.8136,0.4006,-0.0074,0.1609,0.0258,0.0507,0.2915,0.0277,0.0507,0.2977,skl_OPTICS,adultONEHOT_y.zip
3,inf,cosine,auto,4,inf,20,228.30825519561768,-0.1396,7.4329,1.8136,0.4006,-0.0074,0.1609,0.0258,0.0507,0.2915,0.0277,0.0507,0.2977,skl_OPTICS,adultONEHOT_y.zip
3,inf,euclidean,auto,4,1000.0,20,110.35065627098083,-0.1129,5.0169,1.61,0.4127,-0.0159,0.1424,0.0235,0.0497,0.2579,0.0275,0.0497,0.3519,skl_OPTICS,adultONEHOT_y.zip
3,inf,euclidean,auto,4,100.0,20,110.8235502243042,-0.1129,5.0169,1.61,0.4127,-0.0159,0.1424,0.0235,0.0497,0.2579,0.0275,0.0497,0.3519,skl_OPTICS,adultONEHOT_y.zip
3,inf,euclidean,auto,4,inf,20,109.88107132911682,-0.1129,5.0169,1.61,0.4127,-0.0159,0.1424,0.0235,0.0497,0.2579,0.0275,0.0497,0.3519,skl_OPTICS,adultONEHOT_y.zip
5,inf,correlation,auto,4,1000.0,20,174.85181379318237,-0.3826,9.6067,2.1783,0.4376,-0.0164,0.0969,0.0282,0.0421,0.1756,0.0239,0.0421,0.4269,skl_OPTICS,adultONEHOT_y.zip
5,inf,correlation,auto,4,100.0,20,174.50550603866577,-0.3826,9.6067,2.1783,0.4376,-0.0164,0.0969,0.0282,0.0421,0.1756,0.0239,0.0421,0.4269,skl_OPTICS,adultONEHOT_y.zip
5,inf,correlation,auto,4,inf,20,174.55187463760376,-0.3826,9.6067,2.1783,0.4376,-0.0164,0.0969,0.0282,0.0421,0.1756,0.0239,0.0421,0.4269,skl_OPTICS,adultONEHOT_y.zip
5,inf,cosine,auto,4,1000.0,20,232.40784978866577,-0.3308,9.221,1.7824,0.4363,-0.022,0.0946,0.0278,0.0416,0.1714,0.0237,0.0416,0.4283,skl_OPTICS,adultONEHOT_y.zip
5,inf,cosine,auto,4,100.0,20,232.2453343868256,-0.3308,9.221,1.7824,0.4363,-0.022,0.0946,0.0278,0.0416,0.1714,0.0237,0.0416,0.4283,skl_OPTICS,adultONEHOT_y.zip
5,inf,cosine,auto,4,inf,20,233.46979069709775,-0.3308,9.221,1.7824,0.4363,-0.022,0.0946,0.0278,0.0416,0.1714,0.0237,0.0416,0.4283,skl_OPTICS,adultONEHOT_y.zip
5,inf,euclidean,auto,4,1000.0,20,110.48825526237488,-0.3275,6.5428,1.7001,0.4503,-0.0326,0.08,0.0256,0.0396,0.1449,0.023,0.0396,0.4731,skl_OPTICS,adultONEHOT_y.zip
5,inf,euclidean,auto,4,100.0,20,110.6194818019867,-0.3275,6.5428,1.7001,0.4503,-0.0326,0.08,0.0256,0.0396,0.1449,0.023,0.0396,0.4731,skl_OPTICS,adultONEHOT_y.zip
5,inf,euclidean,auto,4,inf,20,110.34630942344666,-0.3275,6.5428,1.7001,0.4503,-0.0326,0.08,0.0256,0.0396,0.1449,0.023,0.0396,0.4731,skl_OPTICS,adultONEHOT_y.zip
10,inf,correlation,auto,4,1000.0,20,174.0622706413269,-0.5027,21.2395,1.948,0.4823,-0.0345,0.0508,0.028,0.0339,0.092,0.0208,0.0339,0.547,skl_OPTICS,adultONEHOT_y.zip
10,inf,correlation,auto,4,100.0,20,174.41534280776978,-0.5027,21.2395,1.948,0.4823,-0.0345,0.0508,0.028,0.0339,0.092,0.0208,0.0339,0.547,skl_OPTICS,adultONEHOT_y.zip
10,inf,correlation,auto,4,inf,20,174.337788105011,-0.5027,21.2395,1.948,0.4823,-0.0345,0.0508,0.028,0.0339,0.092,0.0208,0.0339,0.547,skl_OPTICS,adultONEHOT_y.zip
10,inf,cosine,auto,4,1000.0,20,231.9810700416565,-0.4951,18.107,1.6909,0.492,-0.0291,0.0485,0.0281,0.034,0.0878,0.0211,0.034,0.5639,skl_OPTICS,adultONEHOT_y.zip
10,inf,cosine,auto,4,100.0,20,230.5639066696167,-0.4951,18.107,1.6909,0.492,-0.0291,0.0485,0.0281,0.034,0.0878,0.0211,0.034,0.5639,skl_OPTICS,adultONEHOT_y.zip
10,inf,cosine,auto,4,inf,20,233.63553285598755,-0.4951,18.107,1.6909,0.492,-0.0291,0.0485,0.0281,0.034,0.0878,0.0211,0.034,0.5639,skl_OPTICS,adultONEHOT_y.zip
10,inf,euclidean,auto,4,1000.0,20,110.71956157684326,-0.5524,12.7846,1.7021,0.5282,-0.0396,0.0299,0.0232,0.0289,0.0542,0.0197,0.0289,0.6391,skl_OPTICS,adultONEHOT_y.zip
10,inf,euclidean,auto,4,100.0,20,110.33813977241516,-0.5524,12.7846,1.7021,0.5282,-0.0396,0.0299,0.0232,0.0289,0.0542,0.0197,0.0289,0.6391,skl_OPTICS,adultONEHOT_y.zip
10,inf,euclidean,auto,4,inf,20,111.24180960655212,-0.5524,12.7846,1.7021,0.5282,-0.0396,0.0299,0.0232,0.0289,0.0542,0.0197,0.0289,0.6391,skl_OPTICS,adultONEHOT_y.zip
