min_samples,max_eps,metric,algorithm,n_jobs,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_nbr_values,max_nbr_values_cat,alg,dataset
10,inf,correlation,auto,4,7.915373563766479,0.4664,2121.4965,1.0688,0.6286,0.2591,0.6274,0.4548,0.4554,0.3039,0.9076,0.4554,0.5099,,,skl_OPTICS,2d-10c_y.zip
10,inf,correlation,auto,4,7.845813512802124,0.4664,2121.4965,1.0688,0.6286,0.2591,0.6274,0.4548,0.4554,0.3039,0.9076,0.4554,0.5099,1000.0,20.0,skl_OPTICS,2d-10c_y.zip
10,inf,correlation,auto,4,7.892475366592407,0.4664,2121.4965,1.0688,0.6286,0.2591,0.6274,0.4548,0.4554,0.3039,0.9076,0.4554,0.5099,100.0,20.0,skl_OPTICS,2d-10c_y.zip
10,inf,correlation,auto,4,7.88322377204895,0.4664,2121.4965,1.0688,0.6286,0.2591,0.6274,0.4548,0.4554,0.3039,0.9076,0.4554,0.5099,inf,20.0,skl_OPTICS,2d-10c_y.zip
10,inf,cosine,auto,4,12.716843605041504,-0.2993,44.1307,6.3329,0.7901,0.0302,1.3947,0.4317,0.4687,0.6757,0.3588,0.4687,0.149,,,skl_OPTICS,2d-10c_y.zip
10,inf,cosine,auto,4,11.449576377868652,-0.2993,44.1307,6.3329,0.7901,0.0302,1.3947,0.4317,0.4687,0.6757,0.3588,0.4687,0.149,1000.0,20.0,skl_OPTICS,2d-10c_y.zip
10,inf,cosine,auto,4,11.479131698608398,-0.2993,44.1307,6.3329,0.7901,0.0302,1.3947,0.4317,0.4687,0.6757,0.3588,0.4687,0.149,100.0,20.0,skl_OPTICS,2d-10c_y.zip
10,inf,cosine,auto,4,11.50186562538147,-0.2993,44.1307,6.3329,0.7901,0.0302,1.3947,0.4317,0.4687,0.6757,0.3588,0.4687,0.149,inf,20.0,skl_OPTICS,2d-10c_y.zip
10,inf,euclidean,auto,4,5.650061368942261,-0.5804,18.7923,1.043,0.4464,0.0167,0.5157,0.2668,0.2957,0.2498,0.3624,0.2957,0.3007,,,skl_OPTICS,2d-10c_y.zip
10,inf,euclidean,auto,4,5.710604429244995,-0.5804,18.7923,1.043,0.4464,0.0167,0.5157,0.2668,0.2957,0.2498,0.3624,0.2957,0.3007,1000.0,20.0,skl_OPTICS,2d-10c_y.zip
10,inf,euclidean,auto,4,5.731934785842896,-0.5804,18.7923,1.043,0.4464,0.0167,0.5157,0.2668,0.2957,0.2498,0.3624,0.2957,0.3007,100.0,20.0,skl_OPTICS,2d-10c_y.zip
10,inf,euclidean,auto,4,5.683475732803345,-0.5804,18.7923,1.043,0.4464,0.0167,0.5157,0.2668,0.2957,0.2498,0.3624,0.2957,0.3007,inf,20.0,skl_OPTICS,2d-10c_y.zip
20,inf,correlation,auto,4,7.887083292007446,0.4664,2121.4965,1.0688,0.6286,0.2591,0.6274,0.4548,0.4554,0.3039,0.9076,0.4554,0.5099,,,skl_OPTICS,2d-10c_y.zip
20,inf,correlation,auto,4,7.827712297439575,0.4664,2121.4965,1.0688,0.6286,0.2591,0.6274,0.4548,0.4554,0.3039,0.9076,0.4554,0.5099,1000.0,20.0,skl_OPTICS,2d-10c_y.zip
20,inf,correlation,auto,4,7.842505216598511,0.4664,2121.4965,1.0688,0.6286,0.2591,0.6274,0.4548,0.4554,0.3039,0.9076,0.4554,0.5099,100.0,20.0,skl_OPTICS,2d-10c_y.zip
20,inf,correlation,auto,4,7.840701103210449,0.4664,2121.4965,1.0688,0.6286,0.2591,0.6274,0.4548,0.4554,0.3039,0.9076,0.4554,0.5099,inf,20.0,skl_OPTICS,2d-10c_y.zip
20,inf,cosine,auto,4,12.95382285118103,-0.317,84.8921,4.4362,0.7337,0.055,1.1762,0.4632,0.4793,0.5698,0.4136,0.4793,0.2123,,,skl_OPTICS,2d-10c_y.zip
20,inf,cosine,auto,4,11.516417026519775,-0.317,84.8921,4.4362,0.7337,0.055,1.1762,0.4632,0.4793,0.5698,0.4136,0.4793,0.2123,1000.0,20.0,skl_OPTICS,2d-10c_y.zip
20,inf,cosine,auto,4,11.453099012374878,-0.317,84.8921,4.4362,0.7337,0.055,1.1762,0.4632,0.4793,0.5698,0.4136,0.4793,0.2123,100.0,20.0,skl_OPTICS,2d-10c_y.zip
20,inf,cosine,auto,4,11.53222370147705,-0.317,84.8921,4.4362,0.7337,0.055,1.1762,0.4632,0.4793,0.5698,0.4136,0.4793,0.2123,inf,20.0,skl_OPTICS,2d-10c_y.zip
20,inf,euclidean,auto,4,5.725146532058716,0.3512,938.9753,0.94,0.9193,0.6749,1.7534,0.8268,0.8284,0.8494,0.8085,0.8284,0.7229,,,skl_OPTICS,2d-10c_y.zip
20,inf,euclidean,auto,4,5.710803985595703,0.3512,938.9753,0.94,0.9193,0.6749,1.7534,0.8268,0.8284,0.8494,0.8085,0.8284,0.7229,1000.0,20.0,skl_OPTICS,2d-10c_y.zip
