n_clusters,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,bisecting_strategy,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,alg,dataset
2,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,100,1.2232470512390137,0.205,1755.0726,1.8127,skl_bis_kmeans,wine.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,20,1.249222993850708,0.205,1755.0726,1.8127,skl_bis_kmeans,wine.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,20.0,20,1.3381600379943848,0.2048,1754.1863,1.8133,skl_bis_kmeans,wine.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,inf,100,1.2632715702056885,0.205,1755.0726,1.8127,skl_bis_kmeans,wine.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,inf,20,1.326542615890503,0.205,1755.0726,1.8127,skl_bis_kmeans,wine.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,1000.0,100,1.205286741256714,0.205,1755.0726,1.8127,skl_bis_kmeans,wine.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,1000.0,20,1.231245040893555,0.205,1755.0726,1.8127,skl_bis_kmeans,wine.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,20.0,20,0.9596011638641356,0.2048,1754.1863,1.8133,skl_bis_kmeans,wine.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,inf,100,1.2624642848968506,0.205,1755.0726,1.8127,skl_bis_kmeans,wine.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,inf,20,1.3233768939971924,0.205,1755.0726,1.8127,skl_bis_kmeans,wine.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,100,1.141622543334961,0.205,1755.0726,1.8127,skl_bis_kmeans,wine.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,20,1.251443862915039,0.205,1755.0726,1.8127,skl_bis_kmeans,wine.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,20.0,20,1.345381736755371,0.2048,1754.1863,1.8133,skl_bis_kmeans,wine.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,inf,100,1.258657455444336,0.205,1755.0726,1.8127,skl_bis_kmeans,wine.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,inf,20,1.1212265491485596,0.205,1755.0726,1.8127,skl_bis_kmeans,wine.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,1000.0,100,1.1715819835662842,0.205,1755.0726,1.8127,skl_bis_kmeans,wine.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,1000.0,20,1.274970293045044,0.205,1755.0726,1.8127,skl_bis_kmeans,wine.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,20.0,20,1.283949851989746,0.2048,1754.1863,1.8133,skl_bis_kmeans,wine.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,inf,100,1.214616298675537,0.205,1755.0726,1.8127,skl_bis_kmeans,wine.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,inf,20,1.194974660873413,0.205,1755.0726,1.8127,skl_bis_kmeans,wine.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,100,1.22365403175354,0.205,1755.0726,1.8127,skl_bis_kmeans,wine.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,20,1.3666260242462158,0.205,1755.0726,1.8127,skl_bis_kmeans,wine.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,20.0,20,1.3760523796081543,0.2048,1754.1863,1.8133,skl_bis_kmeans,wine.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,inf,100,1.172137975692749,0.205,1755.0726,1.8127,skl_bis_kmeans,wine.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,inf,20,1.0678975582122805,0.205,1755.0726,1.8127,skl_bis_kmeans,wine.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,largest_cluster,1000.0,100,1.255303144454956,0.205,1755.0726,1.8127,skl_bis_kmeans,wine.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,largest_cluster,1000.0,20,1.2159056663513184,0.205,1755.0726,1.8127,skl_bis_kmeans,wine.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,largest_cluster,20.0,20,1.3432133197784424,0.2048,1754.1863,1.8133,skl_bis_kmeans,wine.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,largest_cluster,inf,100,1.186431884765625,0.205,1755.0726,1.8127,skl_bis_kmeans,wine.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,largest_cluster,inf,20,1.2406837940216064,0.205,1755.0726,1.8127,skl_bis_kmeans,wine.zip-2_k
